counterfactual_id,date,prior_target,new_target,NAV_open,NAV_before_transition,outgoing_proceeds_before_cost,exit_cost,incoming_notional_before_entry_cost,entry_cost,incoming_shares,incoming_entry_raw_close,NAV_after_transition,transition_type,stock_etf_cost_split,cross_asset_nominal_price_return_used,scenario,slippage_bp_per_side
H1_continuity_fix_only_5bp,2024-01-24,8227,3036,1.0010183288758625,0.9980998610518281,0.9980998610518281,0.004915641815680254,0.9931842192361479,0.0019213422325247691,0.006500084439368021,152.5,0.9912628770036231,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-02-21,3036,3324,1.0692638867157638,1.0822640911972572,1.0822640911972572,0.005330150649146492,1.0769339405481106,0.00208335837555472,0.0024153945666799013,445.0,1.074850582172556,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-03-13,3324,2379,1.6666221806478836,1.6352220749636113,1.6352220749636113,0.008053468719195786,1.6271686062444155,0.003147802494304952,0.0027386522828838286,593.0,1.6240208037501105,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-04-23,2379,2515,1.3802807223495999,1.3967126755602928,1.3967126755602928,0.006878809927134443,1.3898338656331584,0.002688671900453564,0.08232315689808337,16.85,1.3871451937327048,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-05-08,2515,2618,1.3583321185189237,1.3500997746516723,1.3500997746516723,0.0066492413901594865,1.3434505332615128,0.0025989420662044693,0.03599601587101499,37.25,1.3408515911953083,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-06-13,2618,3374,1.3264532644994846,1.3048557341971512,1.3048557341971512,0.006426414490920971,1.2984293197062302,0.0025118472883295163,0.00749085244172197,173.0,1.2959174724179008,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-06-26,3374,1785,1.2991972860804666,1.340862693406851,1.340862693406851,0.006603748765028742,1.3342589446418223,0.0025811606848081883,0.019728559762326136,67.5,1.3316777839570142,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-07-17,1785,2308,1.3849447745284684,1.410592108946264,1.410592108946264,0.006947166136560351,1.4036449428097038,0.0027153898097215584,0.003408587720194604,411.0,1.4009295529999821,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-08-05,2308,2881,1.3293491906782784,1.196414399321539,1.196414399321539,0.00589234091665858,1.1905220584048803,0.002303097718693963,0.01504074633779983,79.0,1.1882189606861866,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-08-14,2881,2615,1.3160653011593382,1.3431387149090235,1.3431387149090235,0.006614958170926942,1.3365237567380965,0.00258554202619987,0.0171678019911441,77.7,1.3339382147118968,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-08-15,2615,3013,1.3339382147118968,1.380291370442642,1.380291370442642,0.006797934999430013,1.373493435443212,0.002657060888102086,0.011972370083450742,114.5,1.37083637455511,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-08-23,3013,5443,1.4187257763281185,1.4845738414478056,1.4845738414478056,0.007311526169130444,1.4772623152786752,0.0028578046447870257,0.011341573158722217,130.0,1.474404510633888,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-09-04,5443,3008,1.6388572351012056,1.599161737400596,1.599161737400596,0.007875871556697936,1.591285865843898,0.0030783863444961476,0.0005429769160681715,2925.0,1.5882074794994019,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-09-11,3008,4763,1.4225996732709372,1.4633227801742956,1.4633227801742956,0.007206864692358407,1.4561159154819372,0.002816896351835519,0.0015154317196351425,959.0,1.4532990191301016,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-10-16,4763,3583,1.4698401757700437,1.4715965095204717,1.4715965095204717,0.007247612809388324,1.4643488967110834,0.002832823280826908,0.0030134352029489828,485.0,1.4615160734302566,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-10-23,3583,3013,1.4253548037492685,1.4359018174528533,1.4359018174528533,0.007071816450955303,1.428830001001898,0.002764110998596743,0.008748870490817798,163.0,1.4260658900033012,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-11-06,3013,3231,1.4041937162452547,1.426065890003301,1.426065890003301,0.007023374508266258,1.4190425154950348,0.0027451768382563543,0.01185186057453371,119.5,1.4162973386567783,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2024-12-18,3231,2891,1.2859269218214677,1.2800009144680815,1.2800009144680815,0.0063040045037553024,1.2736969099643263,0.002464001760351057,0.03202098005551574,39.7,1.271232908203975,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2025-04-09,2891,2303,1.1479521296020114,1.0887133104375522,1.0887133104375522,0.005361913053904945,1.0833513973836473,0.002095773122592288,0.02709913845265802,39.9,1.081255624261055,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2025-04-23,2303,2412,1.200491809888128,1.2221711265414101,1.2221711265414101,0.006019192798216446,1.2161519337431936,0.0023526794185922146,0.009519994151565502,127.5,1.2137992543246015,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2025-04-28,2412,6140,1.2042792783026801,1.2185592815140305,1.2185592815140305,0.0060014044614566005,1.2125578770525738,0.002345726616914509,0.0244487303118315,49.5,1.2102121504356593,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2025-05-07,6140,6669,1.1442005133085609,1.1234191764815584,1.1234191764815584,0.0055328394441716755,1.1178863370373868,0.002162581914727,0.0005338391172835693,2090.0,1.1157237551226598,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2025-05-21,6669,2615,1.2278299638046966,1.2518527672019288,1.2518527672019288,0.006165374878469501,1.2456873923234593,0.002409816576863713,0.010811109354318223,115.0,1.2432775757465957,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2025-05-28,2615,2368,1.2757108968618285,1.2162497637623448,1.2162497637623448,0.005990030086529549,1.2102597336758152,0.002341280795242514,0.004900277699312669,246.5,1.2079184528805729,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2025-06-04,2368,1815,1.315724687865771,1.3132744971513062,1.3132744971513062,0.006467876898470184,1.306806620252836,0.0025280534070162646,0.03344304017553384,39.0,1.3042785668458197,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2025-06-18,1815,2345,1.2775241602204077,1.2674912736827624,1.2674912736827624,0.006242394522887606,1.2612488791598748,0.0024399207018393175,0.0017243958335041584,730.0,1.2588089584580355,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2025-07-16,2345,4991,1.3381312079887597,1.3260603613479633,1.3260603613479633,0.00653084727963872,1.3195295140683245,0.0025526661955948297,0.008129486715263763,162.0,1.3169768478727297,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2025-07-23,4991,1815,1.1584518569250863,1.138128140136927,1.138128140136927,0.005605281090174366,1.1325228590467527,0.0021908966697635843,0.025573121320746354,44.2,1.130331962376989,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2025-07-30,1815,8358,1.196822037641753,1.2709841272132865,1.2709841272132865,0.006259596826525437,1.2647245303867611,0.0024466444448855767,0.011072613034577855,114.0,1.2622778859418755,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2025-08-04,8358,,1.2512052729072975,1.1958422077344084,1.1958422077344084,0.005889522873091962,1.1899526848613164,0.0,,,1.1899526848613164,stock_to_no_position,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-01-27,,5347,1.1899526848613164,1.1899526848613164,1.1899526848613164,0.0,1.1899526848613164,0.0022906589183580343,0.0074461569024636895,159.5,1.1876620259429584,no_position_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-02-04,5347,3081,1.0089542555439883,0.9084311565023965,0.9084311565023965,0.0044740234457743035,0.9039571330566222,0.0017487299762671132,0.0007948972714364362,1135.0,0.9022084030803551,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-02-06,3081,2454,0.8147697032223471,0.7948972714364362,0.7948972714364362,0.003914869061824449,0.7909824023746117,0.0015301772475151396,0.00046166796791058276,1710.0,0.7894522251270966,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-02-11,2454,6223,0.8517773724486885,0.8563940836237239,0.8563940836237239,0.004217740861846841,0.8521763427618771,0.0016485586109756686,0.00030484866815444494,2790.0,0.8505277841509015,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-03-12,6223,2327,1.0014278604331053,1.100503637164945,1.100503637164945,0.005419980413037355,1.0950836567519078,0.0021184695015425193,0.004345786032804633,251.5,1.0929651872503652,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-03-13,2327,3481,1.0929651872503652,1.1212128474502703,1.1212128474502703,0.005521973273692582,1.1156908741765776,0.00215833473134177,0.03749267809579919,29.7,1.113532539445236,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-03-18,3481,1785,1.0385471926145788,1.0479203426776247,1.0479203426776247,0.0051610076876873025,1.0427593349899373,0.0020172466596544278,0.01044921775432011,99.6,1.040742088330283,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-03-27,1785,3131,0.9163963792046479,1.0073046228926763,1.0073046228926763,0.004960975267746431,1.00234364762493,0.001939061399068402,0.0003516360584273678,2845.0,1.0004045862258615,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-04-01,3131,4958,0.9669991606752615,1.0302936511921876,1.0302936511921876,0.005074196232121525,1.0252194549600662,0.0019833152785449612,0.004661668062330392,219.5,1.023236139681521,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-04-09,4958,3037,1.1537628470581536,1.2283495983741957,1.2283495983741957,0.006049621771992915,1.2222999766022027,0.002364572976870327,0.001951896645800532,625.0,1.2199354036253325,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-05-06,3037,2308,1.762562604306054,1.6747273029963345,1.6747273029963345,0.00824803196725695,1.6664792710290777,0.003223850058267944,0.0007526042628827193,2210.0,1.6632554209708097,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-05-13,2308,8210,1.6519664305740935,1.6293882650785936,1.6293882650785936,0.008024737205512075,1.6213635278730816,0.0031365724102762928,0.0010646229970150034,1520.0,1.6182269554628053,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-05-21,8210,6415,1.3680405576452013,1.4212716893493704,1.4212716893493704,0.00699976307004565,1.4142719262793249,0.002735948001997538,0.002534175903549959,557.0,1.4115359782773271,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-06-03,6415,2356,1.4647536722518761,1.5179713662264254,1.5179713662264254,0.007476008978665146,1.5104953572477602,0.002922094879985869,0.01765308269751492,85.4,1.5075732623677744,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-06-11,2356,5289,1.1686339998220636,1.154511614725782,1.154511614725782,0.005685969702524477,1.1488256450232575,0.00222243485834713,0.0006705281930788949,1710.0,1.1466032101649102,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_5bp,2026-06-29,5289,2303,1.0761977498916264,1.0694924679608375,1.0694924679608375,0.005267250404707126,1.0642252175561304,0.0020587730008246124,0.006476624661922597,164.0,1.0621664445553058,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,5
H1_continuity_fix_only_10bp,2023-10-27,,3548,1.0,1.0,1.0,0.0,1.0,0.002425,0.007151075268817204,139.5,0.997575,no_position_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2023-11-01,3548,4162,1.0619347944382267,1.0798124696081728,1.0798124696081728,0.005857982647624337,1.0739544869605484,0.0026185452387998192,0.009356645779229247,114.5,1.0713359417217487,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2023-11-08,4162,3548,1.0666576356755,1.052622638819799,1.052622638819799,0.005710477815597409,1.0469121610042016,0.0025526098991380127,0.005883715780873598,177.5,1.0443595511050636,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2023-11-15,3548,2454,1.144382761146465,1.1120223674742673,1.1120223674742673,0.006032721343547901,1.1059896461307195,0.0026966542411250983,0.0012150803875436063,908.0,1.1032929918895944,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2023-11-22,2454,3545,1.1251644862539008,1.1446058514964568,1.1446058514964568,0.006209486744368278,1.1383963647520885,0.002775669189878908,0.009195309275807365,123.5,1.1356206955622097,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2023-11-30,3545,3362,1.186194908376448,1.186194908376448,1.186194908376448,0.006435107377942231,1.1797598009985057,0.0028765226528128865,0.006378771156345219,184.5,1.1768832783456928,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2023-12-13,3362,2329,1.1992088914431542,1.1577469400526619,1.1577469400526619,0.006280777149785691,1.1514661629028762,0.002807536329627705,0.0186470556261891,61.6,1.1486586265732486,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-01-05,2329,3008,0.9789704066014718,1.0106704287129054,1.0106704287129054,0.005482887075767512,1.0051875416371379,0.0024508757896287954,0.00038641104656936764,2595.0,1.002736665847509,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-01-12,3008,2362,0.9853481188081198,1.0046685894824916,1.0046685894824916,0.005450327097942517,0.9992182623845491,0.0024363213294950423,0.02299381640265407,43.35,0.996781941055054,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-01-17,2362,8227,0.9622912288984776,0.9381477503738739,0.9381477503738739,0.0050894515457782655,0.9330582988280957,0.0022750082946566444,0.0028906313370603695,322.0,0.930783290533439,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-01-24,8227,3036,0.9914865268982136,0.9885958490322393,0.9885958490322393,0.005363132480999898,0.9832327165512394,0.0023973449339031805,0.0064317073548677784,152.5,0.9808353716173362,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-02-21,3036,3324,1.0580158563529256,1.0708793062908983,1.0708793062908983,0.005809520236628124,1.0650697860542702,0.0025968823177554287,0.00238757955895846,445.0,1.0624729037365148,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-03-13,3324,2379,1.647429826130349,1.6163913152737337,1.6163913152737337,0.008768922885360006,1.6076223923883737,0.003919748939538804,0.0027043889434213066,593.0,1.6037026434488348,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-04-23,2379,2515,1.3630119996135976,1.3792383722931625,1.3792383722931625,0.007482368169690406,1.371756004123472,0.003344653052810919,0.08121135614662678,16.85,1.3684113510706613,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-05-08,2515,2618,1.3399874057187746,1.3318662423072143,1.3318662423072143,0.007225374364516638,1.3246408679426978,0.003229775637594995,0.03547412328335846,37.25,1.3214110923051026,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-06-13,2618,3374,1.3072215214894893,1.2859371255911651,1.2859371255911651,0.006976208906332071,1.278960916684833,0.0031183975295585756,0.007374812249452453,173.0,1.2758425191552745,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-06-26,3374,1785,1.2790715254883709,1.3200914973433246,1.3200914973433246,0.007161496373087536,1.3129300009702372,0.003201221881057562,0.019403389319839696,67.5,1.3097287790891796,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-07-17,1785,2308,1.3621178114567554,1.3873424208920027,1.3873424208920027,0.007526332633339115,1.3798160882586636,0.0033643053706631067,0.0033490311019172764,411.0,1.3764517828880005,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-08-05,2308,2881,1.3061221099030236,1.175510024392375,1.175510024392375,0.006377141882328635,1.1691328825100464,0.0028506118091515095,0.014763066717732845,79.0,1.1662822707008949,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-08-14,2881,2615,1.2917683344662132,1.3183419236011429,1.3183419236011429,0.007152004935536201,1.3111899186656066,0.0031969791647327717,0.01683388596526221,77.7,1.3079929395008738,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-08-15,2615,3013,1.3079929395008738,1.353444520204328,1.353444520204328,0.007342436522108479,1.3461020836822195,0.0032821029614954955,0.011727685421141694,114.5,1.342819980720724,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-08-23,3013,5443,1.389730645450078,1.4542329443208764,1.4542329443208764,0.007889213722940755,1.4463437305979356,0.003526514889978125,0.011098593966984288,130.0,1.4428172157079575,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-09-04,5443,3008,1.6037467437446773,1.5649016730361567,1.5649016730361567,0.00848959157622115,1.5564120814599356,0.00379488655711268,0.0005308092974026745,2925.0,1.552617194902823,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
H1_continuity_fix_only_10bp,2024-09-11,3008,4763,1.3907205089348822,1.4305310480641584,1.4305310480641584,0.00776063093574806,1.4227704171284103,0.0034690377915555844,0.0014799805832501091,959.0,1.4193013793368547,stock_to_stock,stock_brokerage_0.1425pct_each_side+sell_tax_0.3pct+slippage_10bp_each_side,False,H1_continuity_fix_only,10
