scenario,counterfactual_id,date,incumbent,counterfactual_target,NAV_open,NAV_before_transition,NAV_close,net_daily_return,gross_same_asset_return,transition_type,transition_cost,stock_etf_cost_split,execution_status,slippage_bp_per_side,metric_eligible
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-11-15,3548,2454,1.144382761146465,1.1120223674742673,1.1032929918895944,-0.03590561711686924,-0.02827759624741144,stock_to_stock,0.008729375584672999,stock_only_EP05+10bp_per_side,executed_exact_official_close,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-11-16,2454,2454,1.1032929918895944,1.0850668988757588,1.0850668988757588,-0.016519721549776212,-0.016519721549776212,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-11-17,2454,2454,1.0850668988757588,1.0984327336460935,1.0984327336460935,0.012317982222278756,0.012317982222278756,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-11-20,2454,2454,1.0984327336460935,1.1081534162673714,1.1081534162673714,0.008849592991472033,0.008849592991472033,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-11-21,2454,2454,1.1081534162673714,1.1251644862539008,1.1251644862539008,0.015350825740201524,0.015350825740201524,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-11-22,2454,3545,1.1251644862539008,1.1446058514964568,1.1356206955622097,0.009293049537247411,0.01727868723201853,stock_to_stock,0.008985155934247186,stock_only_EP05+10bp_per_side,executed_exact_official_close,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-11-23,3545,3545,1.1356206955622097,1.1494137222965308,1.1494137222965308,0.012145804306157526,0.012145804306157526,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-11-24,3545,3545,1.1494137222965308,1.1494137222965308,1.1494137222965308,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-11-27,3545,3545,1.1494137222965308,1.1080347877901937,1.1080347877901937,-0.03600003523854045,-0.03600003523854056,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-11-28,3545,3545,1.1080347877901937,1.2183784917265712,1.2183784917265712,0.09958505378377258,0.09958505378377258,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-11-29,3545,3545,1.2183784917265712,1.186194908376448,1.186194908376448,-0.026415094790877003,-0.026415094790877114,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-11-30,3545,3362,1.186194908376448,1.186194908376448,1.1768832783456928,-0.007850000000000024,0.0,stock_to_stock,0.009311630030755118,stock_only_EP05+10bp_per_side,executed_exact_official_close,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-01,3362,3362,1.1768832783456928,1.2311027229347344,1.2311027229347344,0.046070367033556714,0.046070367033556714,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-04,3362,3362,1.2311027229347344,1.1864513982446048,1.1864513982446048,-0.036269373674756133,-0.036269373674756133,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-05,3362,3362,1.1864513982446048,1.1545575667530246,1.1545575667530246,-0.026881700791762886,-0.026881700791762886,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-06,3362,3362,1.1545575667530246,1.14817882015375,1.14817882015375,-0.005524840668805875,-0.005524840668805875,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-07,3362,3362,1.14817882015375,1.1449893483589055,1.1449893483589055,-0.002777852838652173,-0.002777852838652173,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-08,3362,3362,1.1449893483589055,1.1513680949581802,1.1513680949581802,0.005571009554296014,0.005571009554296014,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-11,3362,3362,1.1513680949581802,1.1768832783456928,1.1768832783456928,0.022160752498912473,0.022160752498912473,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-12,3362,3362,1.1768832783456928,1.1992088914431542,1.1992088914431542,0.01897011667023074,0.01897011667023074,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-13,3362,2329,1.1992088914431542,1.1577469400526619,1.1486586265732486,-0.04215301039760666,-0.034574419591399175,stock_to_stock,0.009088313479413397,stock_only_EP05+10bp_per_side,executed_exact_official_close,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-14,2329,2329,1.1486586265732486,1.1300116260408835,1.1300116260408835,-0.016233718270147857,-0.016233718270147857,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-15,2329,2329,1.1300116260408835,1.090852788565702,1.090852788565702,-0.03465348194016249,-0.03465348194016249,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-18,2329,2329,1.090852788565702,1.074070397181764,1.074070397181764,-0.01538465277794654,-0.015384652777946428,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-19,2329,2329,1.074070397181764,1.0516939510905212,1.0516939510905212,-0.02083331423150292,-0.02083331423150292,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-20,2329,2329,1.0516939510905212,1.0554233966493987,1.0554233966493987,0.00354613198546061,0.00354613198546061,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-21,2329,2329,1.0554233966493987,1.0293175049992782,1.0293175049992782,-0.02473499425254122,-0.02473499425254133,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-22,2329,2329,1.0293175049992782,1.0293175049992782,1.0293175049992782,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-25,2329,2329,1.0293175049992782,1.0274528200968431,1.0274528200968431,-0.0018115740705647587,-0.0018115740705647587,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-26,2329,2329,1.0274528200968431,1.036776244609018,1.036776244609018,0.009074309135962189,0.009074309135962189,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-27,2329,2329,1.036776244609018,1.0199940047330955,1.0199940047330955,-0.016186944833261774,-0.016186944833261774,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-28,2329,2329,1.0199940047330955,1.0106704287129051,1.0106704287129051,-0.009140814531189423,-0.009140814531189534,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2023-12-29,2329,2329,1.0106704287129051,1.0162645591742179,1.0162645591742179,0.005535068903160578,0.005535068903160578,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-02,2329,2329,1.0162645591742179,1.0069409831540275,1.0069409831540275,-0.009174359113503283,-0.009174359113503283,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-03,2329,2329,1.0069409831540275,0.9938880373289671,0.9938880373289671,-0.012962970068190915,-0.012962970068190915,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-04,2329,2329,0.9938880373289671,0.9789704066014718,0.9789704066014718,-0.015009367420887543,-0.015009367420887543,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-05,2329,3008,0.9789704066014718,1.0106704287129054,1.002736665847509,0.024276790274532,0.03238098097518716,stock_to_stock,0.007933762865396307,stock_only_EP05+10bp_per_side,executed_exact_official_close,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-08,3008,3008,1.002736665847509,0.9969404835010459,0.9969404835010459,-0.005780363423296353,-0.005780363423296353,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-09,3008,3008,0.9969404835010459,0.9950084570056845,0.9950084570056845,-0.0019379557028084138,-0.0019379557028084138,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-10,3008,3008,0.9950084570056845,0.9756878834709338,0.9756878834709338,-0.019417496804894352,-0.019417496804894352,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-11,3008,3008,0.9756878834709338,0.9853481188081198,0.9853481188081198,0.009900948347150162,0.009900948347150162,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-12,3008,2362,0.9853481188081198,1.0046685894824916,0.996781941055054,0.011603840336920301,0.01960776126283359,stock_to_stock,0.00788664842743756,stock_only_EP05+10bp_per_side,executed_exact_official_close,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-15,2362,2362,0.996781941055054,0.9806863220136512,0.9806863220136512,-0.016147582915041814,-0.016147582915041814,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-16,2362,2362,0.9806863220136512,0.9622912288984776,0.9622912288984776,-0.01875736685855145,-0.01875736685855145,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-17,2362,8227,0.9622912288984776,0.9381477503738739,0.930783290533439,-0.032742622419104195,-0.02508957558746583,stock_to_stock,0.0073644598404349094,stock_only_EP05+10bp_per_side,executed_exact_official_close,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-18,8227,8227,0.930783290533439,0.9192207606733028,0.9192207606733028,-0.01242236509586414,-0.01242236509586414,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-19,8227,8227,0.9192207606733028,0.9539083502537112,0.9539083502537112,0.03773586396699824,0.03773586396699824,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-22,8227,8227,0.9539083502537112,0.9741427321080091,0.9741427321080091,0.021212081694133467,0.021212081694133467,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-23,8227,8227,0.9741427321080091,0.9914865268982136,0.9914865268982136,0.017804161770701876,0.017804161770701876,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-24,8227,3036,0.9914865268982136,0.9885958490322393,0.9808353716173362,-0.010742612221064318,-0.0029154988873298926,stock_to_stock,0.007760477414903079,stock_only_EP05+10bp_per_side,executed_exact_official_close,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-25,3036,3036,0.9808353716173362,0.9808353716173362,0.9808353716173362,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-26,3036,3036,0.9808353716173362,0.9615403041565007,0.9615403041565007,-0.019672075476865336,-0.019672075476865336,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-29,3036,3036,0.9615403041565007,0.9744036466483498,0.9744036466483498,0.013377850555243542,0.013377850555243542,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-30,3036,3036,0.9744036466483498,1.0290732014386108,1.0290732014386108,0.05610565495963349,0.05610565495963349,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-01-31,3036,3036,1.0290732014386108,1.0162097515006379,1.0162097515006379,-0.012500033933436683,-0.012500033933436572,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-02-01,3036,3036,1.0162097515006379,1.1126854111431868,1.1126854111431868,0.0949367583809182,0.0949367583809182,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-02-02,3036,3036,1.1126854111431868,1.1094695486586934,1.1094695486586934,-0.0028901812248884884,-0.0028901812248883774,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-02-05,3036,3036,1.1094695486586934,1.0998219612052138,1.0998219612052138,-0.008695675753465415,-0.008695675753465415,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-02-15,3036,3036,1.0998219612052138,1.1094695486586936,1.1094695486586936,0.00877195381960516,0.00877195381960516,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-02-16,3036,3036,1.1094695486586936,1.04836837634557,1.04836837634557,-0.05507241941610075,-0.05507241941610075,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-02-19,3036,3036,1.04836837634557,1.0515841313839394,1.0515841313839394,0.0030673903476361453,0.0030673903476361453,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-02-20,3036,3036,1.0515841313839394,1.0580158563529256,1.0580158563529256,0.006116224824086913,0.006116224824086913,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-02-21,3036,3324,1.0580158563529256,1.0708793062908983,1.0624729037365148,0.004212647057061147,0.012158088048239923,stock_to_stock,0.008406402554383553,stock_only_EP05+10bp_per_side,executed_exact_official_close,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-02-22,3324,3324,1.0624729037365148,1.1149996028033613,1.1149996028033613,0.04943815402926521,0.04943815402926521,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-02-23,3324,3324,1.1149996028033613,1.0923175676461316,1.0923175676461316,-0.02034263967467065,-0.02034263967467065,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-02-26,3324,3324,1.0923175676461316,1.1221623070440156,1.1221623070440156,0.027322401728095747,0.027322401728095747,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-02-27,3324,3324,1.1221623070440156,1.184239479733781,1.184239479733781,0.05531924597724913,0.05531924597724913,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-02-29,3324,3324,1.184239479733781,1.2749673938978971,1.2749673938978971,0.07661280992296593,0.07661280992296593,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-01,3324,3324,1.2749673938978971,1.3346570236701998,1.3346570236701998,0.04681659315993669,0.04681659315993669,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-04,3324,3324,1.3346570236701998,1.3656953835502803,1.3656953835502803,0.02325568241848952,0.02325568241848952,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-05,3324,3324,1.3656953835502803,1.3633078406328178,1.3633078406328178,-0.001748225077290444,-0.001748225077290444,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-06,3324,3324,1.3633078406328178,1.4993999005996603,1.4993999005996603,0.09982489347649581,0.09982489347649581,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-07,3324,3324,1.4993999005996603,1.4110594538647392,1.4110594538647392,-0.05891720194165073,-0.05891720194165062,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-08,3324,3324,1.4110594538647392,1.3633078406328176,1.3633078406328176,-0.033840964745415314,-0.0338409647454152,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-11,3324,3324,1.3633078406328176,1.49939990059966,1.49939990059966,0.09982489347649581,0.09982489347649581,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-12,3324,3324,1.49939990059966,1.647429826130349,1.647429826130349,0.09872611400833553,0.09872611400833553,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-13,3324,2379,1.647429826130349,1.6163913152737337,1.6037026434488348,-0.026542667850214308,-0.01884056629563502,stock_to_stock,0.012688671824898811,stock_only_EP05+10bp_per_side,executed_exact_official_close,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-14,2379,2379,1.6037026434488348,1.5685456664276523,1.5685456664276523,-0.021922378917812346,-0.021922378917812235,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-15,2379,2379,1.5685456664276523,1.606406875110888,1.606406875110888,0.024137779022694428,0.024137779022694428,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-18,2379,2379,1.606406875110888,1.5955894124405412,1.5955894124405412,-0.006733949435817732,-0.006733949435817732,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-19,2379,2379,1.5955894124405412,1.598293822776639,1.598293822776639,0.0016949287297922666,0.0016949287297922666,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-20,2379,2379,1.598293822776639,1.5901805917683456,1.5901805917683456,-0.005076182421952069,-0.005076182421952069,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-21,2379,2379,1.5901805917683456,1.5793631290979988,1.5793631290979988,-0.006802662997111075,-0.006802662997111075,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-22,2379,2379,1.5793631290979988,1.598293822776639,1.598293822776639,0.011986283160511535,0.011986283160511535,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-25,2379,2379,1.598293822776639,1.5793631290979988,1.5793631290979988,-0.011844313860734812,-0.011844313860734812,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-26,2379,2379,1.5793631290979988,1.5279796900602296,1.5279796900602296,-0.03253427795741637,-0.03253427795741637,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-27,2379,2379,1.5279796900602296,1.5496147940749674,1.5496147940749674,0.01415928768914787,0.01415928768914787,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-28,2379,2379,1.5496147940749674,1.5063445860454916,1.5063445860454916,-0.027923202717812012,-0.027923202717812012,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-03-29,2379,2379,1.5063445860454916,1.511753406717687,1.511753406717687,0.003590692808472795,0.003590692808472795,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-01,2379,2379,1.511753406717687,1.511753406717687,1.511753406717687,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-02,2379,2379,1.511753406717687,1.5360929210685226,1.5360929210685226,0.016100188193841403,0.016100188193841403,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-03,2379,2379,1.5360929210685226,1.5442059734027715,1.5442059734027715,0.005281615599533884,0.005281615599533884,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-08,2379,2379,1.5442059734027715,1.5333885107324248,1.5333885107324248,-0.007005194162349793,-0.007005194162349793,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-09,2379,2379,1.5333885107324248,1.5360929210685226,1.5360929210685226,0.0017636824047977395,0.0017636824047977395,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-10,2379,2379,1.5360929210685226,1.5442059734027715,1.5442059734027715,0.005281615599533884,0.005281615599533884,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-11,2379,2379,1.5442059734027715,1.5333885107324248,1.5333885107324248,-0.007005194162349793,-0.007005194162349793,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-12,2379,2379,1.5333885107324248,1.5387973314046204,1.5387973314046204,0.003527364809595479,0.003527364809595479,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-15,2379,2379,1.5387973314046204,1.5171622273898826,1.5171622273898826,-0.014059748852689458,-0.014059748852689569,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-16,2379,2379,1.5171622273898826,1.4901183027029492,1.4901183027029492,-0.017825334824911665,-0.017825334824911665,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-17,2379,2379,1.4901183027029492,1.5415017417407184,1.5415017417407184,0.03448279169819202,0.03448279169819202,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-18,2379,2379,1.5415017417407184,1.5523192044110652,1.5523192044110652,0.0070174832615701455,0.0070174832615701455,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-19,2379,2379,1.5523192044110652,1.492822623702025,1.492822623702025,-0.03832754277597994,-0.03832754277597994,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-22,2379,2379,1.492822623702025,1.3630119996135976,1.3630119996135976,-0.08695649571984132,-0.08695649571984121,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-23,2379,2515,1.3630119996135976,1.3792383722931625,1.3684113510706613,0.003961338167671524,0.01190479077525719,stock_to_stock,0.010827021222501326,stock_only_EP05+10bp_per_side,executed_exact_official_close,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-24,2515,2515,1.3684113510706613,1.3684113510706613,1.3684113510706613,0.0,0.0,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-25,2515,2515,1.3684113510706613,1.4130775388532855,1.4130775388532855,0.032640907098349325,0.032640907098349325,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-26,2515,2515,1.4130775388532855,1.4618043505378817,1.4618043505378817,0.034482758620689724,0.034482758620689724,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-29,2515,2515,1.4618043505378817,1.5186522412416552,1.5186522412416552,0.03888885040111956,0.03888885040111956,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-04-30,2515,2515,1.5186522412416552,1.4374409446955838,1.4374409446955838,-0.05347590076295072,-0.05347590076295072,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-05-02,2515,2515,1.4374409446955838,1.4333804895783782,1.4333804895783782,-0.002824780476853306,-0.002824780476853306,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-05-03,2515,2515,1.4333804895783782,1.4171381627552575,1.4171381627552575,-0.011331483120646024,-0.011331483120646024,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-05-06,2515,2515,1.4171381627552575,1.396835212030165,1.396835212030165,-0.014326726397388523,-0.014326726397388523,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-05-07,2515,2515,1.396835212030165,1.3399874057187746,1.3399874057187746,-0.04069757536307206,-0.04069757536307206,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-05-08,2515,2618,1.3399874057187746,1.3318662423072143,1.3214110923051026,-0.013863050752859651,-0.006060626672236613,stock_to_stock,0.010455150002111634,stock_only_EP05+10bp_per_side,executed_exact_official_close,10,True
H1_continuity_fix_only,H1_continuity_fix_only_10bp,2024-05-09,2618,2618,1.3214110923051026,1.273521181696421,1.273521181696421,-0.03624149281594213,-0.03624149281594213,hold_same,0.0,stock_only_EP05+10bp_per_side,hold,10,True
