snapshot_date,pool_size_target,layer4_pool_variant,pool_variant_family,selected_count,target_pool_size,shortfall_count,two_plus_opportunity_count,two_plus_opportunity_share,momentum_medium_high_count,pullback_medium_high_count,overlap_medium_high_count,neutral_medium_high_count,neutral_medium_high_share,high_exhaustion_or_breakdown_count,high_exhaustion_or_breakdown_share,avg_traded_value_rank_20d,median_traded_value_rank_20d,turnover_share_metadata_status,fallback_00631L_reference_only,fallback_00631L_is_ordinary_stock_pool_member,period
2018-07-13,100,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,100,0,100,1.0,95,59,100,100,1.0,6,0.06,136.92,135.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,31,C_quota_size_sensitive_broad_label_quota_31,c_quota_style,31,31,0,31,1.0,31,31,31,31,1.0,11,0.3548387096774194,95.29032258064517,86.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,31,C_retention_friendly_retention_constrained_quota_31,retention_friendly_c_quota,31,31,0,31,1.0,31,31,31,31,1.0,9,0.2903225806451613,103.35483870967742,89.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,31,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,31,0,31,1.0,31,23,31,31,1.0,0,0.0,125.03225806451613,107.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,40,C_quota_size_sensitive_broad_label_quota_40,c_quota_style,40,40,0,40,1.0,40,39,40,40,1.0,13,0.325,94.85,80.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,40,C_retention_friendly_retention_constrained_quota_40,retention_friendly_c_quota,40,40,0,40,1.0,40,40,40,40,1.0,12,0.3,116.65,98.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,40,C_risk_aware_retention_constrained_quota_40,risk_aware_c_quota,40,40,0,40,1.0,40,28,40,40,1.0,0,0.0,134.325,125.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,50,C_quota_size_sensitive_broad_label_quota_50,c_quota_style,50,50,0,50,1.0,50,46,50,50,1.0,16,0.32,101.08,92.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,50,C_retention_friendly_retention_constrained_quota_50,retention_friendly_c_quota,50,50,0,50,1.0,50,50,50,50,1.0,17,0.34,114.78,95.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,50,C_risk_aware_retention_constrained_quota_50,risk_aware_c_quota,50,50,0,50,1.0,50,33,49,50,1.0,0,0.0,145.32,133.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,60,C_quota_size_sensitive_broad_label_quota_60,c_quota_style,60,60,0,60,1.0,60,53,59,60,1.0,20,0.3333333333333333,104.53333333333333,92.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,60,C_retention_friendly_retention_constrained_quota_60,retention_friendly_c_quota,60,60,0,60,1.0,58,59,59,60,1.0,22,0.36666666666666664,113.71666666666667,95.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,60,C_risk_aware_retention_constrained_quota_60,risk_aware_c_quota,60,60,0,60,1.0,59,36,58,60,1.0,1,0.016666666666666666,147.53333333333333,143.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,80,C_quota_size_sensitive_broad_label_quota_80,c_quota_style,80,80,0,80,1.0,79,59,78,80,1.0,26,0.325,111.8375,101.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,80,C_retention_friendly_retention_constrained_quota_80,retention_friendly_c_quota,80,80,0,80,1.0,73,65,78,80,1.0,26,0.325,117.8375,107.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,80,C_risk_aware_retention_constrained_quota_80,risk_aware_c_quota,80,80,0,80,1.0,77,42,78,80,1.0,4,0.05,153.8375,148.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,100,C_quota_size_sensitive_broad_label_quota_100,c_quota_style,100,100,0,100,1.0,95,63,98,100,1.0,32,0.32,116.25,105.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,100,C_retention_friendly_retention_constrained_quota_100,retention_friendly_c_quota,100,100,0,100,1.0,87,71,93,100,1.0,34,0.34,125.75,117.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-20,100,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,100,0,100,1.0,96,47,95,100,1.0,8,0.08,157.78,149.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,31,C_quota_size_sensitive_broad_label_quota_31,c_quota_style,31,31,0,31,1.0,31,31,31,31,1.0,6,0.1935483870967742,83.2258064516129,78.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,31,C_retention_friendly_retention_constrained_quota_31,retention_friendly_c_quota,31,31,0,31,1.0,31,31,31,31,1.0,4,0.12903225806451613,88.87096774193549,79.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,31,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,31,0,31,1.0,31,23,31,31,1.0,0,0.0,108.7741935483871,109.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,40,C_quota_size_sensitive_broad_label_quota_40,c_quota_style,40,40,0,40,1.0,40,39,40,40,1.0,9,0.225,92.3,81.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,40,C_retention_friendly_retention_constrained_quota_40,retention_friendly_c_quota,40,40,0,40,1.0,40,40,40,40,1.0,8,0.2,107.7,94.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,40,C_risk_aware_retention_constrained_quota_40,risk_aware_c_quota,40,40,0,40,1.0,40,27,40,40,1.0,0,0.0,115.5,110.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,50,C_quota_size_sensitive_broad_label_quota_50,c_quota_style,50,50,0,50,1.0,50,48,50,50,1.0,13,0.26,91.5,78.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,50,C_retention_friendly_retention_constrained_quota_50,retention_friendly_c_quota,50,50,0,50,1.0,50,50,50,50,1.0,13,0.26,102.76,94.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,50,C_risk_aware_retention_constrained_quota_50,risk_aware_c_quota,50,50,0,50,1.0,50,31,50,50,1.0,0,0.0,126.26,114.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,60,C_quota_size_sensitive_broad_label_quota_60,c_quota_style,60,60,0,60,1.0,60,54,60,60,1.0,17,0.2833333333333333,97.73333333333333,86.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,60,C_retention_friendly_retention_constrained_quota_60,retention_friendly_c_quota,60,60,0,60,1.0,60,59,60,60,1.0,18,0.3,99.58333333333333,86.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,60,C_risk_aware_retention_constrained_quota_60,risk_aware_c_quota,60,60,0,60,1.0,60,37,60,60,1.0,0,0.0,132.33333333333334,124.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,80,C_quota_size_sensitive_broad_label_quota_80,c_quota_style,80,80,0,80,1.0,80,63,80,80,1.0,22,0.275,102.35,101.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,80,C_retention_friendly_retention_constrained_quota_80,retention_friendly_c_quota,80,80,0,80,1.0,71,73,80,80,1.0,25,0.3125,111.1875,103.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,80,C_risk_aware_retention_constrained_quota_80,risk_aware_c_quota,80,80,0,80,1.0,79,43,80,80,1.0,0,0.0,138.9,137.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,100,C_quota_size_sensitive_broad_label_quota_100,c_quota_style,100,100,0,100,1.0,99,65,100,100,1.0,26,0.26,108.59,108.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,100,C_retention_friendly_retention_constrained_quota_100,retention_friendly_c_quota,100,100,0,100,1.0,89,75,98,100,1.0,26,0.26,117.5,109.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-07-27,100,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,100,0,100,1.0,96,47,100,100,1.0,0,0.0,143.94,142.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,31,C_quota_size_sensitive_broad_label_quota_31,c_quota_style,31,31,0,31,1.0,31,31,31,31,1.0,3,0.0967741935483871,89.6774193548387,83.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,31,C_retention_friendly_retention_constrained_quota_31,retention_friendly_c_quota,31,31,0,31,1.0,31,31,31,31,1.0,3,0.0967741935483871,93.51612903225806,84.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,31,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,31,0,31,1.0,31,28,31,31,1.0,0,0.0,106.45161290322581,86.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,40,C_quota_size_sensitive_broad_label_quota_40,c_quota_style,40,40,0,40,1.0,40,39,40,40,1.0,6,0.15,95.425,83.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,40,C_retention_friendly_retention_constrained_quota_40,retention_friendly_c_quota,40,40,0,40,1.0,40,40,40,40,1.0,3,0.075,102.4,85.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,40,C_risk_aware_retention_constrained_quota_40,risk_aware_c_quota,40,40,0,40,1.0,40,34,40,40,1.0,0,0.0,115.425,109.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,50,C_quota_size_sensitive_broad_label_quota_50,c_quota_style,50,50,0,50,1.0,50,49,50,50,1.0,9,0.18,99.1,83.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,50,C_retention_friendly_retention_constrained_quota_50,retention_friendly_c_quota,50,50,0,50,1.0,50,50,50,50,1.0,9,0.18,106.98,87.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,50,C_risk_aware_retention_constrained_quota_50,risk_aware_c_quota,50,50,0,50,1.0,50,37,50,50,1.0,1,0.02,115.96,113.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,60,C_quota_size_sensitive_broad_label_quota_60,c_quota_style,60,60,0,60,1.0,60,58,60,60,1.0,15,0.25,104.1,92.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,60,C_retention_friendly_retention_constrained_quota_60,retention_friendly_c_quota,60,60,0,60,1.0,60,60,60,60,1.0,15,0.25,111.13333333333334,96.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,60,C_risk_aware_retention_constrained_quota_60,risk_aware_c_quota,60,60,0,60,1.0,60,43,60,60,1.0,2,0.03333333333333333,128.13333333333333,119.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,80,C_quota_size_sensitive_broad_label_quota_80,c_quota_style,80,80,0,80,1.0,79,68,80,80,1.0,22,0.275,113.825,107.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,80,C_retention_friendly_retention_constrained_quota_80,retention_friendly_c_quota,80,80,0,80,1.0,71,76,80,80,1.0,27,0.3375,113.825,107.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,80,C_risk_aware_retention_constrained_quota_80,risk_aware_c_quota,80,80,0,80,1.0,80,48,80,80,1.0,2,0.025,132.4,121.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,100,C_quota_size_sensitive_broad_label_quota_100,c_quota_style,100,100,0,100,1.0,98,69,100,100,1.0,30,0.3,111.31,103.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,100,C_retention_friendly_retention_constrained_quota_100,retention_friendly_c_quota,100,100,0,100,1.0,87,80,100,100,1.0,32,0.32,115.93,113.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-03,100,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,100,0,100,1.0,99,52,100,100,1.0,4,0.04,141.66,129.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,31,C_quota_size_sensitive_broad_label_quota_31,c_quota_style,31,31,0,31,1.0,31,31,31,31,1.0,3,0.0967741935483871,83.70967741935483,71.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,31,C_retention_friendly_retention_constrained_quota_31,retention_friendly_c_quota,31,31,0,31,1.0,31,31,31,31,1.0,0,0.0,92.80645161290323,75.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,31,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,31,0,31,1.0,31,26,31,31,1.0,0,0.0,118.70967741935483,95.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,40,C_quota_size_sensitive_broad_label_quota_40,c_quota_style,40,40,0,40,1.0,40,39,40,40,1.0,8,0.2,90.4,71.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,40,C_retention_friendly_retention_constrained_quota_40,retention_friendly_c_quota,40,40,0,40,1.0,40,40,40,40,1.0,8,0.2,92.425,73.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,40,C_risk_aware_retention_constrained_quota_40,risk_aware_c_quota,40,40,0,40,1.0,40,29,40,40,1.0,0,0.0,124.7,117.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,50,C_quota_size_sensitive_broad_label_quota_50,c_quota_style,50,50,0,50,1.0,50,45,50,50,1.0,12,0.24,94.28,76.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,50,C_retention_friendly_retention_constrained_quota_50,retention_friendly_c_quota,50,50,0,50,1.0,50,50,50,50,1.0,15,0.3,105.34,86.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,50,C_risk_aware_retention_constrained_quota_50,risk_aware_c_quota,50,50,0,50,1.0,50,32,50,50,1.0,0,0.0,134.02,119.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,60,C_quota_size_sensitive_broad_label_quota_60,c_quota_style,60,60,0,60,1.0,60,52,60,60,1.0,16,0.26666666666666666,97.05,76.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,60,C_retention_friendly_retention_constrained_quota_60,retention_friendly_c_quota,60,60,0,60,1.0,60,57,60,60,1.0,19,0.31666666666666665,108.38333333333334,86.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,60,C_risk_aware_retention_constrained_quota_60,risk_aware_c_quota,60,60,0,60,1.0,60,36,60,60,1.0,0,0.0,133.7,117.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,80,C_quota_size_sensitive_broad_label_quota_80,c_quota_style,80,80,0,80,1.0,80,60,80,80,1.0,23,0.2875,109.1625,93.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,80,C_retention_friendly_retention_constrained_quota_80,retention_friendly_c_quota,80,80,0,80,1.0,72,68,80,80,1.0,27,0.3375,111.475,93.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,80,C_risk_aware_retention_constrained_quota_80,risk_aware_c_quota,80,80,0,80,1.0,77,45,80,80,1.0,3,0.0375,136.325,119.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,100,C_quota_size_sensitive_broad_label_quota_100,c_quota_style,100,100,0,100,1.0,96,64,100,100,1.0,28,0.28,116.03,100.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,100,C_retention_friendly_retention_constrained_quota_100,retention_friendly_c_quota,100,100,0,100,1.0,88,72,98,100,1.0,30,0.3,123.17,110.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-10,100,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,100,0,100,1.0,95,46,97,100,1.0,3,0.03,146.29,135.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,31,C_quota_size_sensitive_broad_label_quota_31,c_quota_style,31,31,0,31,1.0,31,31,31,31,1.0,2,0.06451612903225806,78.3225806451613,60.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,31,C_retention_friendly_retention_constrained_quota_31,retention_friendly_c_quota,31,31,0,31,1.0,31,31,31,31,1.0,1,0.03225806451612903,102.7741935483871,66.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,31,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,31,0,31,1.0,31,27,31,31,1.0,0,0.0,108.83870967741936,94.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,40,C_quota_size_sensitive_broad_label_quota_40,c_quota_style,40,40,0,40,1.0,40,40,40,40,1.0,2,0.05,101.7,76.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,40,C_retention_friendly_retention_constrained_quota_40,retention_friendly_c_quota,40,40,0,40,1.0,40,40,40,40,1.0,2,0.05,107.575,78.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,40,C_risk_aware_retention_constrained_quota_40,risk_aware_c_quota,40,40,0,40,1.0,40,32,40,40,1.0,0,0.0,115.9,106.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,50,C_quota_size_sensitive_broad_label_quota_50,c_quota_style,50,50,0,50,1.0,50,49,50,50,1.0,5,0.1,100.86,78.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,50,C_retention_friendly_retention_constrained_quota_50,retention_friendly_c_quota,50,50,0,50,1.0,50,50,50,50,1.0,3,0.06,112.02,88.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,50,C_risk_aware_retention_constrained_quota_50,risk_aware_c_quota,50,50,0,50,1.0,50,38,50,50,1.0,0,0.0,126.88,110.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,60,C_quota_size_sensitive_broad_label_quota_60,c_quota_style,60,60,0,60,1.0,60,56,60,60,1.0,8,0.13333333333333333,106.16666666666667,81.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,60,C_retention_friendly_retention_constrained_quota_60,retention_friendly_c_quota,60,60,0,60,1.0,60,60,60,60,1.0,8,0.13333333333333333,114.61666666666666,94.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,60,C_risk_aware_retention_constrained_quota_60,risk_aware_c_quota,60,60,0,60,1.0,58,48,60,60,1.0,0,0.0,135.23333333333332,114.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,80,C_quota_size_sensitive_broad_label_quota_80,c_quota_style,80,80,0,80,1.0,80,68,80,80,1.0,16,0.2,107.525,96.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,80,C_retention_friendly_retention_constrained_quota_80,retention_friendly_c_quota,80,80,0,80,1.0,74,77,79,80,1.0,20,0.25,113.6875,96.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,80,C_risk_aware_retention_constrained_quota_80,risk_aware_c_quota,80,80,0,80,1.0,76,56,79,80,1.0,1,0.0125,133.5375,112.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,100,C_quota_size_sensitive_broad_label_quota_100,c_quota_style,100,100,0,100,1.0,97,74,99,100,1.0,21,0.21,113.4,106.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,100,C_retention_friendly_retention_constrained_quota_100,retention_friendly_c_quota,100,100,0,100,1.0,89,82,99,100,1.0,22,0.22,118.72,106.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-17,100,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,100,0,100,1.0,90,64,96,100,1.0,2,0.02,148.86,139.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,31,C_quota_size_sensitive_broad_label_quota_31,c_quota_style,31,31,0,31,1.0,31,31,31,31,1.0,1,0.03225806451612903,80.58064516129032,59.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,31,C_retention_friendly_retention_constrained_quota_31,retention_friendly_c_quota,31,31,0,31,1.0,31,31,31,31,1.0,1,0.03225806451612903,75.48387096774194,59.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,31,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,31,0,31,1.0,31,28,31,31,1.0,0,0.0,111.83870967741936,82.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,40,C_quota_size_sensitive_broad_label_quota_40,c_quota_style,40,40,0,40,1.0,40,40,40,40,1.0,5,0.125,79.15,60.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,40,C_retention_friendly_retention_constrained_quota_40,retention_friendly_c_quota,40,40,0,40,1.0,40,40,40,40,1.0,2,0.05,100.575,70.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,40,C_risk_aware_retention_constrained_quota_40,risk_aware_c_quota,40,40,0,40,1.0,39,36,40,40,1.0,0,0.0,108.7,83.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,50,C_quota_size_sensitive_broad_label_quota_50,c_quota_style,50,50,0,50,1.0,50,50,50,50,1.0,10,0.2,95.12,70.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,50,C_retention_friendly_retention_constrained_quota_50,retention_friendly_c_quota,50,50,0,50,1.0,50,50,50,50,1.0,8,0.16,100.64,72.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,50,C_risk_aware_retention_constrained_quota_50,risk_aware_c_quota,50,50,0,50,1.0,49,40,50,50,1.0,0,0.0,122.78,103.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,60,C_quota_size_sensitive_broad_label_quota_60,c_quota_style,60,60,0,60,1.0,59,58,60,60,1.0,14,0.23333333333333334,100.11666666666666,78.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,60,C_retention_friendly_retention_constrained_quota_60,retention_friendly_c_quota,60,60,0,60,1.0,59,60,60,60,1.0,14,0.23333333333333334,102.9,82.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,60,C_risk_aware_retention_constrained_quota_60,risk_aware_c_quota,60,60,0,60,1.0,58,46,60,60,1.0,0,0.0,122.98333333333333,103.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,80,C_quota_size_sensitive_broad_label_quota_80,c_quota_style,80,80,0,80,1.0,78,65,79,80,1.0,18,0.225,110.1375,93.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,80,C_retention_friendly_retention_constrained_quota_80,retention_friendly_c_quota,80,80,0,80,1.0,71,72,79,80,1.0,22,0.275,106.3,90.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,80,C_risk_aware_retention_constrained_quota_80,risk_aware_c_quota,80,80,0,80,1.0,74,54,74,80,1.0,0,0.0,135.5125,109.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,100,C_quota_size_sensitive_broad_label_quota_100,c_quota_style,100,100,0,100,1.0,95,68,99,100,1.0,28,0.28,106.92,88.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,100,C_retention_friendly_retention_constrained_quota_100,retention_friendly_c_quota,100,100,0,100,1.0,87,76,99,100,1.0,26,0.26,116.77,101.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-24,100,C_risk_aware_retention_constrained_quota_100,risk_aware_c_quota,100,100,0,99,0.99,90,59,88,100,1.0,3,0.03,144.79,136.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-31,31,C_quota_size_sensitive_broad_label_quota_31,c_quota_style,31,31,0,31,1.0,31,31,31,31,1.0,2,0.06451612903225806,73.70967741935483,62.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-31,31,C_retention_friendly_retention_constrained_quota_31,retention_friendly_c_quota,31,31,0,31,1.0,31,31,31,31,1.0,1,0.03225806451612903,82.83870967741936,64.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-31,31,C_risk_aware_retention_constrained_quota_31,risk_aware_c_quota,31,31,0,31,1.0,31,27,31,31,1.0,0,0.0,84.16129032258064,62.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-31,40,C_quota_size_sensitive_broad_label_quota_40,c_quota_style,40,40,0,40,1.0,40,40,40,40,1.0,3,0.075,83.65,63.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-31,40,C_retention_friendly_retention_constrained_quota_40,retention_friendly_c_quota,40,40,0,40,1.0,40,40,40,40,1.0,3,0.075,88.125,67.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-31,40,C_risk_aware_retention_constrained_quota_40,risk_aware_c_quota,40,40,0,40,1.0,39,33,40,40,1.0,0,0.0,90.65,72.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-31,50,C_quota_size_sensitive_broad_label_quota_50,c_quota_style,50,50,0,50,1.0,50,47,50,50,1.0,7,0.14,85.78,67.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-31,50,C_retention_friendly_retention_constrained_quota_50,retention_friendly_c_quota,50,50,0,50,1.0,50,50,50,50,1.0,7,0.14,94.44,77.5,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
2018-08-31,50,C_risk_aware_retention_constrained_quota_50,risk_aware_c_quota,50,50,0,50,1.0,49,39,49,50,1.0,0,0.0,107.14,89.0,rank_proxy_only_raw_turnover_share_not_in_layer3_contract,False,False,P1
