signal_date,regime_label,selected_branch,selected_ticker,selected_ticker_name,selected_asset_type,fallback_asset,branch_reason,triggered_features,c2_pass_flag,consensus_trigger_flag,r6_override_flag,p1_risk_veto_flag,bear_guard_flag,cash_guard_flag,rs20_top3_reference_tickers,rs20_reference_only,data_readiness,blocked_reason
2016-06-03,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0695;0050_ret40=0.0274;0050_ret60=0.0127;bias20=0.0421;bias60=0.0203;breadth20=0.575;breadth60=0.688;breakout_count=1,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-06-08,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0902;0050_ret40=0.0365;0050_ret60=0.0268;bias20=0.0524;bias60=0.0415;breadth20=0.537;breadth60=0.625;breakout_count=3,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-06-17,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0684;0050_ret40=0.0071;0050_ret60=-0.0100;bias20=0.0158;bias60=0.0224;breadth20=0.500;breadth60=0.700;breakout_count=0,True,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-06-24,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0177;0050_ret40=-0.0063;0050_ret60=-0.0148;bias20=-0.0126;bias60=0.0071;breadth20=0.512;breadth60=0.637;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-07-01,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0400;0050_ret40=0.1023;0050_ret60=0.0368;bias20=0.0291;bias60=0.0565;breadth20=0.500;breadth60=0.637;breakout_count=3,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-07-07,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0123;0050_ret40=0.0950;0050_ret60=0.0429;bias20=0.0154;bias60=0.0442;breadth20=0.662;breadth60=0.613;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-07-15,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0695;0050_ret40=0.1426;0050_ret60=0.0770;bias20=0.0431;bias60=0.0826;breadth20=0.588;breadth60=0.487;breakout_count=3,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-07-22,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0983;0050_ret40=0.1177;0050_ret60=0.0913;bias20=0.0361;bias60=0.0864;breadth20=0.287;breadth60=0.625;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-07-29,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0475;0050_ret40=0.0894;0050_ret60=0.1547;bias20=0.0198;bias60=0.0769;breadth20=0.613;breadth60=0.500;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-08-05,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0724;0050_ret40=0.0798;0050_ret60=0.1773;bias20=0.0194;bias60=0.0793;breadth20=0.588;breadth60=0.512;breakout_count=3,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-08-12,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0375;0050_ret40=0.1095;0050_ret60=0.1854;bias20=0.0156;bias60=0.0730;breadth20=0.562;breadth60=0.425;breakout_count=0,True,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-08-19,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0109;0050_ret40=0.1102;0050_ret60=0.1299;bias20=-0.0041;bias60=0.0449;breadth20=0.688;breadth60=0.537;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-08-26,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0226;0050_ret40=0.0712;0050_ret60=0.1141;bias20=0.0058;bias60=0.0488;breadth20=0.637;breadth60=0.438;breakout_count=0,True,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-09-02,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0065;0050_ret40=0.0655;0050_ret60=0.0729;bias20=-0.0091;bias60=0.0270;breadth20=0.637;breadth60=0.575;breakout_count=0,False,True,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-09-09,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0028;0050_ret40=0.0404;0050_ret60=0.1127;bias20=0.0061;bias60=0.0355;breadth20=0.812;breadth60=0.662;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-09-14,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0228;0050_ret40=0.0014;0050_ret60=0.0669;bias20=-0.0188;bias60=0.0033;breadth20=0.838;breadth60=0.475;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-09-23,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0390;0050_ret40=0.0443;0050_ret60=0.1250;bias20=0.0232;bias60=0.0436;breadth20=0.625;breadth60=0.537;breakout_count=3,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-09-30,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0223;0050_ret40=0.0320;0050_ret60=0.1067;bias20=0.0052;bias60=0.0222;breadth20=0.575;breadth60=0.487;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-10-07,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0028;0050_ret40=0.0149;0050_ret60=0.0722;bias20=0.0102;bias60=0.0253;breadth20=0.863;breadth60=0.588;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-10-14,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0378;0050_ret40=0.0214;0050_ret60=0.0445;bias20=0.0023;bias60=0.0186;breadth20=0.188;breadth60=0.438;breakout_count=0,True,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-10-21,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0168;0050_ret40=0.0461;0050_ret60=0.0590;bias20=0.0128;bias60=0.0304;breadth20=0.525;breadth60=0.450;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-10-28,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0097;0050_ret40=0.0371;0050_ret60=0.0476;bias20=0.0075;bias60=0.0258;breadth20=0.450;breadth60=0.463;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-11-04,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0098;0050_ret40=0.0021;0050_ret60=0.0085;bias20=-0.0159;bias60=0.0005;breadth20=0.438;breadth60=0.475;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-11-11,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0196;0050_ret40=0.0174;0050_ret60=0.0014;bias20=-0.0277;bias60=-0.0142;breadth20=0.650;breadth60=0.463;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-11-18,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0303;0050_ret40=-0.0140;0050_ret60=0.0144;bias20=-0.0157;bias60=-0.0100;breadth20=0.600;breadth60=0.463;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-11-25,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0172;0050_ret40=-0.0076;0050_ret60=0.0193;bias20=0.0031;bias60=0.0017;breadth20=0.662;breadth60=0.500;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-12-02,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0028;0050_ret40=-0.0070;0050_ret60=0.0049;bias20=0.0015;bias60=-0.0027;breadth20=0.825;breadth60=0.688;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-12-09,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0443;0050_ret40=0.0238;0050_ret60=0.0625;bias20=0.0256;bias60=0.0224;breadth20=0.675;breadth60=0.300;breakout_count=1,True,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-12-16,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0270;0050_ret40=-0.0041;0050_ret60=0.0126;bias20=0.0041;bias60=0.0078;breadth20=0.800;breadth60=0.700;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2016-12-23,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0112;0050_ret40=-0.0282;0050_ret60=-0.0188;bias20=-0.0203;bias60=-0.0165;breadth20=0.675;breadth60=0.625;breakout_count=0,False,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2016-12-30,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0084;0050_ret40=0.0113;0050_ret60=0.0014;bias20=-0.0015;bias60=0.0012;breadth20=0.662;breadth60=0.550;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-01-06,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0034;0050_ret40=0.0090;0050_ret60=0.0132;bias20=0.0097;bias60=0.0126;breadth20=0.787;breadth60=0.738;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-01-13,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0055;0050_ret40=0.0342;0050_ret60=-0.0007;bias20=0.0104;bias60=0.0112;breadth20=0.850;breadth60=0.750;breakout_count=0,False,True,False,True,False,False,,True,ready_unadjusted_diagnostic,
2017-01-20,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0191;0050_ret40=0.0105;0050_ret60=-0.0062;bias20=0.0026;bias60=0.0058;breadth20=0.800;breadth60=0.762;breakout_count=0,True,False,False,True,False,False,,True,ready_unadjusted_diagnostic,
2017-01-24,健康強勢_R6_market_bias_override,market_bias_override,00631L,,etf,00631L,R6_breakout_breadth_p1_risk_veto_triggered,breakout_breadth=True;p1_risk_veto=False;r6_override=True;0050_ret20=0.0353;0050_ret40=0.0216;0050_ret60=0.0096;bias20=0.0153;bias60=0.0216;breadth20=0.838;breadth60=0.775;breakout_count=3,True,False,True,False,False,False,,True,ready_unadjusted_diagnostic,
2017-02-03,多頭_C2_route_support_default,route_support,3346,,stock,,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0175;0050_ret40=0.0160;0050_ret60=0.0153;bias20=0.0067;bias60=0.0150;breadth20=0.925;breadth60=0.850;breakout_count=0,True,True,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-02-10,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0280;0050_ret40=0.0351;0050_ret60=0.0647;bias20=0.0236;bias60=0.0356;breadth20=0.863;breadth60=0.875;breakout_count=3,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-02-17,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0265;0050_ret40=0.0272;0050_ret60=0.0727;bias20=0.0225;bias60=0.0377;breadth20=0.938;breadth60=0.950;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-02-24,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0408;0050_ret40=0.0444;0050_ret60=0.0430;bias20=0.0104;bias60=0.0301;breadth20=0.912;breadth60=0.925;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-03-03,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0070;0050_ret40=0.0425;0050_ret60=0.0287;bias20=-0.0068;bias60=0.0135;breadth20=0.925;breadth60=0.863;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-03-10,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0035;0050_ret40=0.0252;0050_ret60=0.0367;bias20=-0.0110;bias60=0.0093;breadth20=0.912;breadth60=0.900;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-03-17,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0014;0050_ret40=0.0464;0050_ret60=0.0399;bias20=0.0155;bias60=0.0345;breadth20=0.950;breadth60=0.950;breakout_count=3,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-03-24,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0130;0050_ret40=0.0514;0050_ret60=0.0579;bias20=0.0153;bias60=0.0339;breadth20=0.775;breadth60=0.875;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-03-31,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0222;0050_ret40=0.0293;0050_ret60=0.0657;bias20=0.0032;bias60=0.0209;breadth20=0.713;breadth60=0.912;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-04-07,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0172;0050_ret40=0.0356;0050_ret60=0.0647;bias20=0.0047;bias60=0.0230;breadth20=0.750;breadth60=0.850;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-04-14,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0096;0050_ret40=0.0082;0050_ret60=0.0364;bias20=-0.0079;bias60=0.0113;breadth20=0.575;breadth60=0.713;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-04-21,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0094;0050_ret40=0.0055;0050_ret60=0.0364;bias20=-0.0055;bias60=0.0079;breadth20=0.637;breadth60=0.750;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-04-28,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0074;0050_ret40=0.0304;0050_ret60=0.0578;bias20=0.0083;bias60=0.0178;breadth20=0.588;breadth60=0.750;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-05-05,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0101;0050_ret40=0.0373;0050_ret60=0.0561;bias20=0.0130;bias60=0.0221;breadth20=0.675;breadth60=0.700;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-05-12,多頭_C2_route_support_default,route_support,1301,,stock,,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0255;0050_ret40=0.0452;0050_ret60=0.0481;bias20=0.0216;bias60=0.0328;breadth20=0.613;breadth60=0.662;breakout_count=0,True,True,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-05-19,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0419;0050_ret40=0.0127;0050_ret60=0.0341;bias20=0.0057;bias60=0.0235;breadth20=0.700;breadth60=0.637;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-05-26,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0329;0050_ret40=0.0364;0050_ret60=0.0519;bias20=0.0122;bias60=0.0344;breadth20=0.662;breadth60=0.588;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-06-02,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0218;0050_ret40=0.0475;0050_ret60=0.0707;bias20=0.0119;bias60=0.0346;breadth20=0.700;breadth60=0.525;breakout_count=3,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-06-09,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0230;0050_ret40=0.0555;0050_ret60=0.0833;bias20=0.0148;bias60=0.0387;breadth20=0.800;breadth60=0.525;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-06-16,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0183;0050_ret40=0.0557;0050_ret60=0.0500;bias20=0.0084;bias60=0.0302;breadth20=0.562;breadth60=0.613;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-06-23,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0446;0050_ret40=0.0720;0050_ret60=0.0734;bias20=0.0234;bias60=0.0508;breadth20=0.450;breadth60=0.512;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-06-30,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0415;0050_ret40=0.0642;0050_ret60=0.0909;bias20=0.0195;bias60=0.0521;breadth20=0.512;breadth60=0.512;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-07-07,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0250;0050_ret40=0.0485;0050_ret60=0.0819;bias20=0.0065;bias60=0.0394;breadth20=0.475;breadth60=0.475;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-07-14,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0560;0050_ret40=0.0754;0050_ret60=0.1148;bias20=0.0189;bias60=0.0578;breadth20=0.550;breadth60=0.512;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-07-21,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0301;0050_ret40=0.0760;0050_ret60=0.1042;bias20=0.0101;bias60=0.0484;breadth20=0.662;breadth60=0.500;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-07-28,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0211;0050_ret40=0.0635;0050_ret60=0.0867;bias20=0.0053;bias60=0.0400;breadth20=0.650;breadth60=0.550;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-08-04,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0389;0050_ret40=0.0648;0050_ret60=0.0893;bias20=0.0095;bias60=0.0444;breadth20=0.800;breadth60=0.750;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-08-11,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0012;0050_ret40=0.0547;0050_ret60=0.0740;bias20=-0.0080;bias60=0.0236;breadth20=0.688;breadth60=0.625;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-08-18,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0031;0050_ret40=0.0269;0050_ret60=0.0727;bias20=-0.0076;bias60=0.0162;breadth20=0.750;breadth60=0.688;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-08-25,多頭_C2_route_support_default,route_support,2603,,stock,,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0160;0050_ret40=0.0375;0050_ret60=0.0805;bias20=0.0105;bias60=0.0295;breadth20=0.825;breadth60=0.688;breakout_count=0,True,True,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-09-01,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0079;0050_ret40=0.0471;0050_ret60=0.0733;bias20=0.0121;bias60=0.0275;breadth20=0.750;breadth60=0.762;breakout_count=3,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-09-08,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0178;0050_ret40=0.0166;0050_ret60=0.0735;bias20=0.0069;bias60=0.0173;breadth20=0.900;breadth60=0.775;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-09-15,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0148;0050_ret40=0.0117;0050_ret60=0.0421;bias20=-0.0013;bias60=0.0091;breadth20=0.775;breadth60=0.838;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-09-22,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0133;0050_ret40=0.0025;0050_ret60=0.0237;bias20=-0.0119;bias60=-0.0024;breadth20=0.800;breadth60=0.725;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-09-29,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0283;0050_ret40=-0.0206;0050_ret60=0.0174;bias20=-0.0172;bias60=-0.0150;breadth20=0.762;breadth60=0.637;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-10-06,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=-0.0018;0050_ret40=0.0061;0050_ret60=0.0074;bias20=0.0028;bias60=0.0019;breadth20=0.812;breadth60=0.762;breakout_count=0,False,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
2017-10-13,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0145;0050_ret40=0.0338;0050_ret60=0.0288;bias20=0.0244;bias60=0.0242;breadth20=0.613;breadth60=0.762;breakout_count=0,True,False,False,False,False,False,,True,ready_unadjusted_diagnostic,
