date,ticker,name,market,close,layer0_active_scope,layer0_core_top250,layer0_buffer_candidate_251_300,buffer_confirmation,RS20,rs20_rank,rs20_rank_within_layer0_active,RS60,bias20_raw,bias60_raw,bias120_raw,bias20_stock_specific_percentile_proxy,bias60_stock_specific_percentile_proxy,bias20_stock_specific_zscore,bias60_stock_specific_zscore,volatility20,volatility_percentile_cross_section_proxy,traded_value_rank_20d,traded_value_rank_60d,layer1_quality_risk_pctile_proxy,layer1_pass_bottom30_proxy,route_support_score,route_support_variant_count,route_support_flags,layer4_risk_aware_score,layer4_pool_rank,overheat_bias60_flag,overheat_volatility_flag,rs60_high_short_rs_weakening_proxy,recent_runup_penalty,recent_runup_penalty_flag,low_base_score,risk_adjusted_rs20_score,risk_adjusted_rs20_rank_active,source_quality,route_support_source_quality,layer4_source_quality,bias120_source_quality,diagnostic_only,not_live_trade_decision,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2026-07-08,1229,聯華,TWSE,40.1,False,False,False,False,-0.0595353947574947,1248.0,,-0.4085170297260659,-0.0507190625554831,-0.0375230018401472,,0.0818851404437953,0.25807161471290785,-1.392502514014922,-0.649301944074113,0.0180959779198232,0.3130122950819672,556.0,566.0,,False,,,,,,False,False,False,0.0,False,0.5779699385127218,0.525288104756493,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,2029,盛餘,TWSE,20.8,False,False,False,False,-0.0124722310377656,765.0,,-0.3035913986089362,0.0001202067556196,0.012576064908722,,0.5563227571276838,0.7795488669005012,0.1416525129800314,0.7706704925852429,0.0086898214846077,0.06403688524590163,1402.0,1412.0,,False,,,,,,False,False,False,0.0245626231027692,False,0.5933877231527762,0.5251680213658216,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,8415,大國鋼,TPEx,34.45,False,False,False,False,-0.0445523326530189,1102.0,,-0.3069720756705614,-0.0152922681149062,-0.0073238083803577,,0.1236543135716413,0.27324976421924896,-1.1569112372492143,-0.6030137705267339,0.0108719145007249,0.11629098360655737,1023.0,1011.0,,False,,,,,,False,False,False,0.0064421669106882,False,0.5507602939123748,0.5251551985122412,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,2816,旺旺保,TWSE,34.65,False,False,False,False,-0.0070165357849707,700.0,,-0.2226969118220734,0.0267427216830877,0.0764769844146429,,0.677586585619927,0.8805831857305115,0.4609606615136016,1.177907139408765,0.0168279258751127,0.2822745901639344,1128.0,1203.0,,False,,,,,,False,False,False,0.0908997120714907,False,0.5213837245304995,0.5251099199851337,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,6104,創惟,TPEx,102.5,False,False,False,False,-0.0246376811594202,910.0,,-0.1483308806212513,0.003131728322568,0.0266940451745381,,0.6476430604219685,0.8314433921316139,0.3789649669975822,0.9598847627672016,0.0318439908241172,0.6198770491803278,458.0,488.0,,False,,,,,,False,False,False,0.1227790432801823,False,0.5642474057231561,0.5251057598956905,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,5533,皇鼎,TWSE,14.1,False,False,False,False,0.0008168642951251,637.0,,-0.3466846837821373,0.003737319807795,-0.0003544842254519,,0.7274258329357095,0.8267257742856995,0.6050461483178647,0.9413052532876012,0.0080273641524857,0.0548155737704918,1577.0,1610.0,,False,,,,,,False,False,False,0.0327272727272726,False,0.5357527365142911,0.5246657393683586,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,3169,亞信,TPEx,108.5,False,False,False,False,-0.0382740447957838,1045.0,,-0.1234491564228985,0.0041647385469689,-0.0103374885983582,,0.46150291128753845,0.30781537836910694,-0.0966481433280472,-0.5020522652716297,0.0253484282957829,0.48924180327868855,941.0,724.0,,False,,,,,,False,False,False,0.141025641025641,False,0.5845089971531038,0.5246203704899077,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,2910,統領,TWSE,21.95,False,False,False,False,-0.0084339774557167,722.0,,-0.2971953638117974,-0.022707034728406,-0.0077974912419481,,0.24806276241224262,0.38867677242542037,-0.6805985813665977,-0.282769488434791,0.0214790191798278,0.3944672131147541,1854.0,1890.0,,False,,,,,,False,False,False,0.0344450889404482,False,0.6121441946189294,0.5243577395728078,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,4107,邦特,TPEx,117.0,False,False,False,False,-0.0246376811594202,906.0,,-0.3448024918841178,0.0071013557133634,0.0023559648747055,,0.6566254665505632,0.5821734388365927,0.4032707367241415,0.2074568063964308,0.0083809407960769,0.0584016393442623,1228.0,1227.0,,False,,,,,,False,False,False,0.0,False,0.5699991421341328,0.524134537803922,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,1535,中宇,TWSE,49.75,False,False,False,False,-0.0226235824685843,882.0,,-0.3590260794998215,-0.0054475486031285,-0.0100159193420005,,0.49003146950958887,0.5456705584092401,-0.0249900011834371,0.1147303168994543,0.0066990004327297,0.030737704918032786,1399.0,1427.0,,False,,,,,,False,False,False,0.0025895554596461,False,0.5769322954336901,0.5238035599497691,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,3694,海華,TWSE,61.6,False,False,False,False,-0.0453054077094996,1110.0,,-0.3157568487305908,0.0034207525655642,-0.017883240772726,,0.4961696269075891,0.4021803963698673,-0.0096014690174857,-0.2477074170206825,0.0387489762153015,0.7320696721311475,573.0,561.0,,False,,,,,,False,False,False,0.0,False,0.6322413650411309,0.5237746676804887,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,3710,連展投控,TPEx,5.91,False,False,False,False,-0.022942765905183,889.0,,-0.3761702032615924,-0.0290783637259735,-0.0808947409346568,,0.40275346924755173,0.34057796906401033,-0.2462264539960833,-0.4108862596897169,0.0204285612100069,0.3744877049180328,1581.0,1424.0,,False,,,,,,False,False,False,0.0021791767554477,False,0.6576157997995573,0.5237658739242562,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,5388,中磊,TWSE,83.1,False,False,False,False,-0.0458390945869822,1116.0,,-0.3299917241754307,0.0108259335847218,0.0051608741230544,,0.6477299327845929,0.638804864272638,0.3791989456881156,0.3552660705637162,0.022343247511064,0.41905737704918034,424.0,376.0,,False,,,,,,False,False,False,0.0,False,0.608559216982109,0.5231245830031829,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,1506,正道,TWSE,10.1,False,False,False,False,-0.0295637895338045,961.0,,-0.401729699409324,-0.0130936095368378,-0.0337702095092318,,0.45739994243476123,0.42252337126931866,-0.1069862540126605,-0.195442251324695,0.0147195182865815,0.22694672131147542,1441.0,1502.0,,False,,,,,,False,False,False,0.0,False,0.6797551244522106,0.5228353187748875,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,9902,台火,TWSE,13.85,False,False,False,False,-0.0136887760499311,778.0,,-0.3539512931750354,0.0094752186588922,-0.0147608038413658,,0.6654038433407344,0.5728307162478379,0.4272567739614871,0.1835855912586954,0.0139564303963246,0.20543032786885246,1630.0,1617.0,,False,,,,,,False,False,False,0.0140771637122002,False,0.6184992180953006,0.5223246280108755,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,7738,東聯互動,TPEx,170.0,False,False,False,False,-0.0216878286520456,877.0,,-0.39184380525233,0.0017678255745434,-0.0179087232813401,,0.6055237543667084,0.5903379717039342,0.2676711076464285,0.2284144503652257,0.0141030731985031,0.21106557377049182,1288.0,1259.0,,False,,,,,,False,False,False,0.0037926675094815,False,0.595233672726501,0.5215901301049768,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
2026-07-08,1231,聯華食,TWSE,86.7,False,False,False,False,-0.0303716261135487,970.0,,-0.3534926977871945,-0.0117968883569838,-0.006512480663089,,0.5206787737547821,0.6775522550236406,0.0518572317796025,0.4608649636647199,0.0105347059004996,0.10553278688524591,945.0,935.0,,False,,,,,,False,False,False,0.0,False,0.5711281922466572,0.5211411790108142,,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields,blocked_20260708_route_support_not_materialized,blocked_20260708_layer4_primary80_not_materialized,blocked_not_materialized_in_same_date_contract,True,True,False,False,False,False,False,False,False,True,False
