date,ticker,name,market,close,RS20,rs20_rank_within_layer0_active,bias60_raw,bias60_stock_specific_percentile_proxy,volatility_percentile_cross_section_proxy,low_base_score,risk_adjusted_rs20_score,risk_adjusted_rs20_rank_active,alternative_candidate_reason,source_quality
2026-07-08,6223,旺矽,TPEx,6460.0,0.0730683511260512,90.0,0.1141132509341764,0.09624083853207288,0.8980532786885246,0.6215824528818398,0.7796468207024451,1.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,3711,日月光投控,TWSE,625.0,0.0737805965207203,89.0,0.1073870096121192,0.27341901106692124,0.8150614754098361,0.6760020482856575,0.7775142243061348,2.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,2330,台積電,TWSE,2465.0,0.0447766355433998,115.0,0.0773993808049535,0.3892038479360449,0.38524590163934425,0.6583135175925006,0.7658255141028122,3.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,6139,亞翔,TWSE,866.0,0.1315705965441846,62.0,0.1235323372326853,0.45315734939579067,0.8591188524590164,0.6485815447936023,0.7639158122522622,4.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,1785,光洋科,TPEx,143.5,0.0543096872616324,100.0,-0.0373434704830053,0.2423210122693969,0.7556352459016393,0.6874604723441302,0.7623232294100146,5.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,6257,矽格,TWSE,244.5,0.1480241893441769,58.0,0.1407908550099148,0.5194285445997172,0.8534836065573771,0.6593995896577309,0.7596695403307833,6.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,1326,台化,TWSE,64.7,0.3162949613276264,28.0,0.2539367217403945,0.7639960412828475,0.8847336065573771,0.6651439168359254,0.7545695372106648,7.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,1301,台塑,TWSE,58.0,0.2486883342083077,38.0,0.1540757445115077,0.7916246875816957,0.8862704918032787,0.6996706401525852,0.7525095405770854,8.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,6505,台塑化,TWSE,59.4,0.1089501051001218,69.0,0.1085536547433903,0.6553918975315146,0.5870901639344263,0.7369767081687608,0.7492922069386317,9.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,5314,世紀*,TPEx,67.4,0.1005709999758053,75.0,0.0014114850308297,0.47092680325005265,0.8278688524590164,0.7333726929082407,0.747418251120076,10.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,6691,洋基工程,TWSE,715.0,0.0978112984324164,76.0,0.0604375231738969,0.49975244431812044,0.764344262295082,0.6846107418176604,0.7462899515374315,11.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,2406,國碩,TWSE,39.05,0.0910766045548654,81.0,0.1294287780187994,0.47778002959654264,0.8837090163934426,0.6608991283560897,0.7370515316517551,12.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,3264,欣銓,TPEx,232.0,0.0469558523278776,111.0,0.0541062436106167,0.28245933706681725,0.8452868852459017,0.6321373966774544,0.7316076469475427,13.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,2383,台光電,TWSE,5315.0,0.0247206604003034,134.0,0.0861346684377235,0.21207603837031402,0.8304303278688525,0.6267904648747741,0.7290309154691308,14.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,1802,台玻,TWSE,66.0,0.0229813664596274,136.0,-0.0388582801388314,0.11968717359647774,0.8539959016393442,0.6114849182802236,0.7258258765226967,15.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,6919,康霈*,TWSE,104.5,0.1199406320935918,66.0,0.0336300692383779,0.7497565855968944,0.8857581967213115,0.7192925302303312,0.7247555785667847,16.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,5536,聖暉*,TPEx,1260.0,0.1156338120532494,67.0,0.1961268274159862,0.6023426731434003,0.850922131147541,0.6047004050378285,0.7240945264020189,17.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,8932,智通*,TPEx,119.5,0.1527022203184123,56.0,0.2007837751838017,0.7701712329874268,0.8007172131147541,0.6759218345354887,0.7227975044238366,18.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,6191,精成科,TWSE,105.5,0.0518929310854776,107.0,0.0514251544747859,0.5416940245443173,0.7085040983606558,0.6781525924721634,0.7213028452565898,19.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,1717,長興,TWSE,76.7,0.036219856876541,120.0,-0.0061763054463784,0.2100562878320349,0.8457991803278688,0.5892027560601644,0.7207474355768467,20.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,5434,崇越,TWSE,509.0,0.0915903890160183,80.0,0.1239304443831079,0.6826916357271001,0.6331967213114754,0.6322424422783615,0.7199985432866814,21.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,2618,長榮航,TWSE,39.85,0.0523893458676067,105.0,0.0629737479716361,0.7840191773364396,0.5332991803278688,0.6810418514407823,0.7175217640270333,22.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,6753,龍德造船,TWSE,154.0,0.2376574008077929,40.0,0.1667403245154364,0.7938171650810211,0.6915983606557377,0.5704914150373512,0.7162292222855158,23.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,8039,台虹,TWSE,140.0,0.0240514574173587,135.0,-0.0199509975498775,0.11071262794358444,0.805327868852459,0.597416601059823,0.7149672548546787,24.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,2610,華航,TWSE,22.05,0.1061315496098105,72.0,0.1161731207289293,0.9302693484644147,0.5379098360655737,0.6156834089972054,0.7137988239237679,25.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
2026-07-08,8081,致新,TWSE,295.5,0.0800352160368413,85.0,0.0664661654135339,0.6468729834931487,0.8027663934426229,0.6642018961035909,0.7104187557373508,26.0,risk_adjusted_rs20_high_with_bias60_volatility_low_base_penalty,same_date_layer0_candidate_unadjusted_ohlcv_with_risk_proxy_fields
