ticker,registry_source_found,source_path,source_type,first_date,last_date,adjusted_close_column_found,adjusted_close_non_null_rows,close_column_found,open_column_found,selected_signal_rows,selected_signal_rows_inside_source_date_range,exact_adjusted_close_path_ready,tradable_close_proxy_available,blocked_reason,source_quality
1101,False,,,,,False,0,False,False,5,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1216,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1301,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1303,False,,,,,False,0,False,False,1,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1308,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1314,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1444,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1452,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1457,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1464,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1503,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1504,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1513,False,,,,,False,0,False,False,5,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1514,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1515,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1519,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1522,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1526,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1527,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1536,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1560,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1569,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1589,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1590,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1597,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1599,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1605,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1608,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1609,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1707,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1711,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1720,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1727,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1732,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1737,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1760,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1762,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
1785,False,,,,,False,0,False,False,12,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2002,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2006,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2007,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2009,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2013,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2014,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2023,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2027,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2029,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2030,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2062,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2101,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2108,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2206,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2207,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2231,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2233,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2303,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2312,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2313,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2327,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2329,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2332,False,,,,,False,0,False,False,1,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2337,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2340,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2344,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2351,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2353,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2354,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2359,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2362,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2363,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2364,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2368,False,,,,,False,0,False,False,13,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2374,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2376,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2379,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2383,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2387,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2388,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2392,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2393,False,,,,,False,0,False,False,1,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2399,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2404,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2408,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2419,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2421,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2436,False,,,,,False,0,False,False,1,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2439,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2451,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2453,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2455,False,,,,,False,0,False,False,5,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2456,False,,,,,False,0,False,False,1,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2461,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2467,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2468,False,,,,,False,0,False,False,10,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2476,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2478,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2481,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2482,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2486,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2489,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2497,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2504,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2543,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2603,False,,,,,False,0,False,False,15,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2609,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2611,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2612,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2615,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2636,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2637,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2707,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2723,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2736,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2753,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2816,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2887,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
2913,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3004,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3008,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3013,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
