ticker,registry_source_found,source_path,source_type,first_date,last_date,adjusted_close_column_found,adjusted_close_non_null_rows,close_column_found,open_column_found,selected_signal_rows,selected_signal_rows_inside_source_date_range,exact_adjusted_close_path_ready,tradable_close_proxy_available,blocked_reason,source_quality
3016,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3019,False,,,,,False,0,False,False,4,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3026,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3030,False,,,,,False,0,False,False,5,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3032,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3034,False,,,,,False,0,False,False,1,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3035,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3036,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3047,False,,,,,False,0,False,False,5,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3078,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3081,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3083,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3090,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3092,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3093,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3122,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3131,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3141,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3147,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3163,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3167,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3169,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3218,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3221,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3231,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3257,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3264,False,,,,,False,0,False,False,1,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3272,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3293,False,,,,,False,0,False,False,18,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3305,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3322,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3324,False,,,,,False,0,False,False,7,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3338,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3346,False,,,,,False,0,False,False,7,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3356,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3360,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3362,False,,,,,False,0,False,False,4,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3406,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3413,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3443,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3455,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3479,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3483,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3484,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3491,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3504,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3514,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3515,False,,,,,False,0,False,False,8,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3519,False,,,,,False,0,False,False,5,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3526,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3527,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3528,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3529,False,,,,,False,0,False,False,13,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3530,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3532,False,,,,,False,0,False,False,15,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3535,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3540,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3541,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3545,False,,,,,False,0,False,False,12,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3546,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3548,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3550,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3552,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3556,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3558,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3563,False,,,,,False,0,False,False,12,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3583,False,,,,,False,0,False,False,12,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3588,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3596,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3605,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3617,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3624,False,,,,,False,0,False,False,5,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3630,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3653,False,,,,,False,0,False,False,15,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3658,False,,,,,False,0,False,False,4,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3661,False,,,,,False,0,False,False,14,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3665,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3669,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3675,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3680,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3682,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3693,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3694,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3706,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3708,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3709,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3712,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3714,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
3715,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4114,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4116,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4119,False,,,,,False,0,False,False,7,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4129,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4130,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4153,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4162,False,,,,,False,0,False,False,12,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4167,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4190,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4528,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4533,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4536,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4543,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4551,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4563,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4564,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4583,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4721,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4725,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4728,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4733,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4736,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4743,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4763,False,,,,,False,0,False,False,8,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4768,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4906,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4908,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4909,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4919,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4927,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4935,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4943,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4953,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4961,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4966,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4968,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4971,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4973,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4977,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4979,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
4991,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5014,False,,,,,False,0,False,False,5,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5243,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5258,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5263,False,,,,,False,0,False,False,9,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5264,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5299,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5309,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5315,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5321,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5347,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5349,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5353,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5386,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5425,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5439,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5443,False,,,,,False,0,False,False,12,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5469,False,,,,,False,0,False,False,3,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5471,False,,,,,False,0,False,False,2,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
5474,False,,,,,False,0,False,False,6,0,False,False,missing_selected_stock_price_registry_row,blocked_or_proxy
