signal_date,signal_variant,ticker,name,market,selected_rank,RS20,RS60,RS20_rank_within_80,pool_rank,within80_rank,is_legacy_7_core,in_31_high_confidence_subpool_reference,in_100_extended_watchlist_reference,capital_support_context,high_exhaustion_or_breakdown_context,layer4_risk_aware_score,rs20_31_bonus_score,rs20_risk_context_score,signal_timing,selection_rule_basis,registry_source_found,source_path,source_type,exact_adjusted_close_path_ready,tradable_close_proxy_available,blocked_reason,price_source_hierarchy,exact_stock_return_reconstruction_method,00631L_plus_excess_return_reconstruction_used,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
2015-11-13,dynamic80_top1_rs20_31_bonus_proxy,4129,聯合,TPEx,1.0,0.3715871948528172,0.4925106253239335,1.0,24,24,False,True,True,True,False,0.7058462520892562,0.3915871948528172,0.40687950745728,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2015-11-20,dynamic80_top1_rs20_31_bonus_proxy,3479,安勤,TPEx,1.0,0.4432982004772287,0.9294082970450508,1.0,50,50,False,False,True,True,False,0.613848762265018,0.4432982004772287,0.4739906385904796,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2015-11-27,dynamic80_top1_rs20_31_bonus_proxy,4190,佐登-KY,TWSE,1.0,0.303825050187427,,1.0,27,27,False,True,True,True,False,0.662555758634591,0.323825050187427,0.3369528381191565,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2015-12-04,dynamic80_top1_rs20_31_bonus_proxy,4119,旭富,TWSE,2.0,0.3292215255631999,0.4509464907869333,2.0,23,23,False,True,True,True,False,0.670444856075806,0.3492215255631999,0.3627437683669902,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2015-12-11,dynamic80_top1_rs20_31_bonus_proxy,3231,緯創,TWSE,1.0,0.2727087404775006,0.0981321511742647,1.0,49,49,True,False,True,True,False,0.6344464499936899,0.2727087404775006,0.3044310629771851,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2015-12-18,dynamic80_top1_rs20_31_bonus_proxy,3324,雙鴻,TPEx,1.0,0.4864179622679633,0.9623374853391018,1.0,66,66,False,False,True,True,False,0.5762745159802386,0.4864179622679633,0.5152316880669753,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2015-12-25,dynamic80_top1_rs20_31_bonus_proxy,2408,南亞科,TWSE,1.0,0.301568181106153,0.3667230553727073,1.0,70,70,False,False,True,True,False,0.5654546829201631,0.301568181106153,0.3298409152521612,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2015-12-31,dynamic80_top1_rs20_31_bonus_proxy,6111,大宇資,TPEx,1.0,0.2834255193965067,0.5044909218570449,1.0,79,79,False,False,True,True,False,0.5847316304230081,0.2834255193965067,0.312662100917657,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2016-01-08,dynamic80_top1_rs20_31_bonus_proxy,1737,臺鹽,TWSE,1.0,0.4157009384851945,0.5981169640719924,1.0,65,65,False,False,True,True,False,0.62759877524175,0.4157009384851945,0.447080877247282,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2016-01-15,dynamic80_top1_rs20_31_bonus_proxy,1589,永冠-KY,TWSE,1.0,0.2502303251738828,0.0525876285602495,1.0,57,57,False,False,True,True,False,0.6420237242575011,0.2502303251738828,0.2823315113867578,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2016-01-22,dynamic80_top1_rs20_31_bonus_proxy,3596,智易,TWSE,1.0,0.3425392638181525,0.3035816082614887,1.0,77,77,False,False,True,True,False,0.5864952241261306,0.3425392638181525,0.371864025024459,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2016-01-29,dynamic80_top1_rs20_31_bonus_proxy,2393,億光,TWSE,2.0,0.1890160681981022,0.1948889290367179,2.0,30,30,False,True,True,True,False,0.6408985473765325,0.2090160681981022,0.2210609955669288,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2016-02-03,dynamic80_top1_rs20_31_bonus_proxy,3484,崧騰,TPEx,1.0,0.2955106124485953,0.1813474117050918,1.0,76,76,False,False,True,True,False,0.5769966011247268,0.2955106124485953,0.3243604425048316,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2016-02-19,dynamic80_top1_rs20_31_bonus_proxy,2419,仲琦,TWSE,1.0,0.3814607691439009,0.6503923087927332,1.0,32,32,False,True,True,True,False,0.6390962036432722,0.4014607691439009,0.4134155793260645,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2016-02-26,dynamic80_top1_rs20_31_bonus_proxy,6227,茂綸,TPEx,1.0,0.6847090072215607,0.7504298927947592,1.0,64,64,False,False,True,False,False,0.5539242726598632,0.6847090072215607,0.7124052208545538,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
2016-03-04,dynamic80_top1_rs20_31_bonus_proxy,3413,京鼎,TWSE,1.0,0.3294466961210462,0.3800804548166281,1.0,69,69,False,False,True,True,False,0.5643667636644624,0.3294466961210462,0.3576650343042693,weekly_signal_close,RS20_plus_31_high_confidence_context_bonus,False,,,False,False,missing_selected_stock_price_registry_row,adjusted_close_exact > tradable_close_proxy > blocked,selected_ticker_adjusted_close_path_only,False,True,False,False,False,False,False,False,True,False
