signal_date,next_signal_date,period_label,in_P1,in_P2,in_2024_latest,in_2026YTD,selected_ticker,selected_asset_type,state_reason,c2_market_health_gate,c2_definition,consensus_trigger,consensus_trigger_source_quality,score_variant,route_support_weighted_score,route_support_variant_count,route_support_variant_flags,entry_date,exit_date,entry_price,exit_price,gross_interval_return,transition_action,transition_cost_rate,net_interval_return_after_transition_cost,official_unadjusted_ohlc_ready,benchmark_adjusted_path_ready,adjusted_close_ready,source_quality,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2015-06-18,2015-06-26,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5247177786977429,0.0,,2015-06-18,2015-06-26,0.8568199872970581,0.864549994468689,0.009021740022680858,hold_same_state_no_trade,0.0,0.009021740022680858,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2015-06-26,2015-07-03,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.4807765196428332,0.0,,2015-06-26,2015-07-03,0.864549994468689,0.8540899753570557,-0.012098801895269795,hold_same_state_no_trade,0.0,-0.012098801895269795,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2015-07-03,2015-07-09,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5167316520676809,0.0,,2015-07-03,2015-07-09,0.8540899753570557,0.881820023059845,0.0324673611713997,hold_same_state_no_trade,0.0,0.0324673611713997,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2015-07-09,2015-07-17,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5225321710887042,0.0,,2015-07-09,2015-07-17,0.881820023059845,0.8745499849319458,-0.00824435592046635,hold_same_state_no_trade,0.0,-0.00824435592046635,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2015-07-17,2015-07-24,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5085657612119718,0.0,,2015-07-17,2015-07-24,0.8745499849319458,0.9045500159263612,0.03430339204310884,hold_same_state_no_trade,0.0,0.03430339204310884,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2015-07-24,2015-07-31,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.4954555635242288,0.0,,2015-07-24,2015-07-31,0.9045500159263612,0.9154499769210817,0.012050147369195185,hold_same_state_no_trade,0.0,0.012050147369195185,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2015-07-31,2015-08-07,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5242011794597489,0.0,,2015-07-31,2015-08-07,0.9154499769210817,0.9127299785614014,-0.002971214624777674,hold_same_state_no_trade,0.0,-0.002971214624777674,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2015-08-07,2015-08-14,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5081423916894316,0.0,,2015-08-07,2015-08-14,0.9127299785614014,0.9359099864959716,0.02539634774690458,hold_same_state_no_trade,0.0,0.02539634774690458,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2015-08-14,2015-08-21,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.4895880641333198,0.0,,2015-08-14,2015-08-21,0.9359099864959716,0.6563599705696106,-0.298693271746133,hold_same_state_no_trade,0.0,-0.298693271746133,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2015-08-21,2015-08-28,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5036998735410748,0.0,,2015-08-21,2015-08-28,0.6563599705696106,0.7718200087547302,0.1759096278904999,hold_same_state_no_trade,0.0,0.1759096278904999,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2015-08-28,2015-09-04,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.4951886016019349,0.0,,2015-08-28,2015-09-04,0.7718200087547302,0.764549970626831,-0.009419343947339232,hold_same_state_no_trade,0.0,-0.009419343947339232,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2015-09-04,2015-09-11,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5038860762380635,0.0,,2015-09-04,2015-09-11,0.764549970626831,0.824999988079071,0.07906614318836325,hold_same_state_no_trade,0.0,0.07906614318836325,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2015-09-11,2015-09-18,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5040507260901333,0.0,,2015-09-11,2015-09-18,0.824999988079071,0.827269971370697,0.00275149493869864,hold_same_state_no_trade,0.0,0.00275149493869864,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2015-09-18,2015-09-25,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5024656597885636,0.0,,2015-09-18,2015-09-25,0.827269971370697,0.7972699999809265,-0.036263822485982145,hold_same_state_no_trade,0.0,-0.036263822485982145,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
