signal_date,next_signal_date,period_label,in_P1,in_P2,in_2024_latest,in_2026YTD,selected_ticker,selected_asset_type,state_reason,c2_market_health_gate,c2_definition,consensus_trigger,consensus_trigger_source_quality,score_variant,route_support_weighted_score,route_support_variant_count,route_support_variant_flags,entry_date,exit_date,entry_price,exit_price,gross_interval_return,transition_action,transition_cost_rate,net_interval_return_after_transition_cost,official_unadjusted_ohlc_ready,benchmark_adjusted_path_ready,adjusted_close_ready,source_quality,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2017-05-26,2017-06-02,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5127584366191753,0.0,,2017-05-26,2017-06-02,1.3518199920654297,1.3877300024032593,0.02656419534302268,hold_same_state_no_trade,0.0,0.02656419534302268,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-06-02,2017-06-09,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5077632371191944,0.0,,2017-06-02,2017-06-09,1.3877300024032593,1.3745499849319458,-0.009497537308041482,hold_same_state_no_trade,0.0,-0.009497537308041482,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-06-09,2017-06-16,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5362683105449526,0.0,,2017-06-09,2017-06-16,1.3745499849319458,1.4186400175094604,0.03207597618190472,hold_same_state_no_trade,0.0,0.03207597618190472,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-06-16,2017-06-23,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5240431221953088,0.0,,2017-06-16,2017-06-23,1.4186400175094604,1.514549970626831,0.06760697000902915,hold_same_state_no_trade,0.0,0.06760697000902915,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-06-23,2017-06-30,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5004350311893594,0.0,,2017-06-23,2017-06-30,1.514549970626831,1.4850000143051147,-0.019510717305343483,hold_same_state_no_trade,0.0,-0.019510717305343483,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-06-30,2017-07-07,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5544008948810133,0.0,,2017-06-30,2017-07-07,1.4850000143051147,1.4686399698257446,-0.01101686486314657,hold_same_state_no_trade,0.0,-0.01101686486314657,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-07-07,2017-07-14,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.526271375962935,0.0,,2017-07-07,2017-07-14,1.4686399698257446,1.540910005569458,0.0492088171563847,hold_same_state_no_trade,0.0,0.0492088171563847,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-07-14,2017-07-21,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5234861097471518,0.0,,2017-07-14,2017-07-21,1.540910005569458,1.5427299737930298,0.0011810996209991043,hold_same_state_no_trade,0.0,0.0011810996209991043,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-07-21,2017-07-28,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5333391256485974,0.0,,2017-07-21,2017-07-28,1.5427299737930298,1.540910005569458,-0.0011797062703702288,hold_same_state_no_trade,0.0,-0.0011797062703702288,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-07-28,2017-08-04,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.4974924600863423,0.0,,2017-07-28,2017-08-04,1.540910005569458,1.5927300453186035,0.03362950435901335,hold_same_state_no_trade,0.0,0.03362950435901335,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-08-04,2017-08-11,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5338488404047105,0.0,,2017-08-04,2017-08-11,1.5927300453186035,1.5127300024032593,-0.05022825001040354,hold_same_state_no_trade,0.0,-0.05022825001040354,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-08-11,2017-08-18,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5393869637180398,0.0,,2017-08-11,2017-08-18,1.5127300024032593,1.5286400318145752,0.010517428348773228,hold_same_state_no_trade,0.0,0.010517428348773228,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-08-18,2017-08-25,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5355439160299124,0.0,,2017-08-18,2017-08-25,1.5286400318145752,1.583179950714111,0.03567871949211887,hold_same_state_no_trade,0.0,0.03567871949211887,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-08-25,2017-09-01,P1,True,False,False,False,2603,stock,c2_consensus_trigger_route_support_top1_stock_exception,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,True,p1_exact_consensus4_trigger,route_support,0.635916844991342,5.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,2017-08-28,2017-09-04,21.8,21.5,-0.0137614678899082,00631L_to_stock_exception,0.00385,-0.0176114678899082,True,True,False,official_unadjusted_ohlcv_twse_stock_day,True,False,False,False,False,False,False,False,True,False
2017-09-01,2017-09-08,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.536896060055733,0.0,,2017-09-01,2017-09-08,1.600909948348999,1.5950000286102295,-0.003691600358199043,stock_exception_to_00631L_base,0.00585,-0.009541600358199044,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-09-08,2017-09-15,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5418994901406291,0.0,,2017-09-08,2017-09-15,1.5950000286102295,1.6131800413131714,0.01139812688203068,hold_same_state_no_trade,0.0,0.01139812688203068,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-09-15,2017-09-22,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5183300320531505,0.0,,2017-09-15,2017-09-22,1.6131800413131714,1.5309100151062012,-0.0509986635713644,hold_same_state_no_trade,0.0,-0.0509986635713644,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-09-22,2017-09-29,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5091772129337809,0.0,,2017-09-22,2017-09-29,1.5309100151062012,1.559999942779541,0.01900172275724632,hold_same_state_no_trade,0.0,0.01900172275724632,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-09-29,2017-10-06,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5195384210571088,0.0,,2017-09-29,2017-10-06,1.559999942779541,1.6154500246047974,0.035544925550739404,hold_same_state_no_trade,0.0,0.035544925550739404,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-10-06,2017-10-13,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.507706789262933,0.0,,2017-10-06,2017-10-13,1.6154500246047974,1.6554499864578247,0.0247608785439295,hold_same_state_no_trade,0.0,0.0247608785439295,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-10-13,2017-10-20,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.4793283013487557,0.0,,2017-10-13,2017-10-20,1.6554499864578247,1.6609100103378296,0.0032982113169650606,hold_same_state_no_trade,0.0,0.0032982113169650606,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-10-20,2017-10-27,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.49942547668187887,0.0,,2017-10-20,2017-10-27,1.6609100103378296,1.668179988861084,0.004377105609578269,hold_same_state_no_trade,0.0,0.004377105609578269,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-10-27,2017-11-03,P1,True,False,False,False,6121,stock,c2_consensus_trigger_route_support_top1_stock_exception,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,True,p1_exact_consensus4_trigger,route_support,0.607802997832062,5.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,2017-10-30,2017-11-06,171.0,185.5,0.0847953216374268,00631L_to_stock_exception,0.00385,0.08094532163742679,True,True,False,official_unadjusted_ohlcv_tpex_trading_stock,True,False,False,False,False,False,False,False,True,False
2017-11-03,2017-11-10,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.4991659674211161,0.0,,2017-11-03,2017-11-10,1.671820044517517,1.647729992866516,-0.014409476504364749,stock_exception_to_00631L_base,0.00585,-0.02025947650436475,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-11-10,2017-11-17,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5121272149475502,0.0,,2017-11-10,2017-11-17,1.647729992866516,1.6377300024032593,-0.0060689497105408385,hold_same_state_no_trade,0.0,-0.0060689497105408385,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-11-17,2017-11-24,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5244770752041022,0.0,,2017-11-17,2017-11-24,1.6377300024032593,1.6540900468826294,0.009989463742718696,hold_same_state_no_trade,0.0,0.009989463742718696,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-11-24,2017-12-01,P1,True,False,False,False,6573,stock,c2_consensus_trigger_route_support_top1_stock_exception,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,True,p1_exact_consensus4_trigger,route_support,0.679014751539543,5.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,2017-11-27,2017-12-04,70.8,65.0,-0.0819209039548022,00631L_to_stock_exception,0.00385,-0.0857709039548022,True,True,False,official_unadjusted_ohlcv_twse_stock_day,True,False,False,False,False,False,False,False,True,False
2017-12-01,2017-12-08,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.47430383402006593,0.0,,2017-12-01,2017-12-08,1.609089970588684,1.5604499578475952,-0.03022827413640139,stock_exception_to_00631L_base,0.00585,-0.03607827413640139,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-12-08,2017-12-15,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5029393852278552,0.0,,2017-12-08,2017-12-15,1.5604499578475952,1.5531799793243408,-0.004658898855867344,hold_same_state_no_trade,0.0,-0.004658898855867344,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-12-15,2017-12-22,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5401667107979022,0.0,,2017-12-15,2017-12-22,1.5531799793243408,1.5627299547195437,0.006148659860628181,hold_same_state_no_trade,0.0,0.006148659860628181,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-12-22,2017-12-29,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5429405932641107,0.0,,2017-12-22,2017-12-29,1.5627299547195437,1.6077300310134888,0.028795810919245435,hold_same_state_no_trade,0.0,0.028795810919245435,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2017-12-29,2018-01-05,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5533338335818032,0.0,,2017-12-29,2018-01-05,1.6077300310134888,1.6663600206375122,0.03646755891414433,hold_same_state_no_trade,0.0,0.03646755891414433,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-01-05,2018-01-12,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5292439054243097,0.0,,2018-01-05,2018-01-12,1.6663600206375122,1.6890900135040283,0.013640505404000303,hold_same_state_no_trade,0.0,0.013640505404000303,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-01-12,2018-01-19,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.551938080377154,0.0,,2018-01-12,2018-01-19,1.6890900135040283,1.7963600158691406,0.06350757005695629,hold_same_state_no_trade,0.0,0.06350757005695629,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-01-19,2018-01-26,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5121469116696584,0.0,,2018-01-19,2018-01-26,1.7963600158691406,1.792269945144653,-0.0022768658221935523,hold_same_state_no_trade,0.0,-0.0022768658221935523,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-01-26,2018-02-02,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5012341538848608,0.0,,2018-01-26,2018-02-02,1.792269945144653,1.7036399841308594,-0.049451234315397996,hold_same_state_no_trade,0.0,-0.049451234315397996,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-02-02,2018-02-09,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.505882337545966,0.0,,2018-02-02,2018-02-09,1.7036399841308594,1.5499999523162842,-0.09018339158842725,hold_same_state_no_trade,0.0,-0.09018339158842725,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-02-09,2018-02-12,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5291075366438125,0.0,,2018-02-09,2018-02-12,1.5499999523162842,1.6263600587844849,0.04926458633375441,hold_same_state_no_trade,0.0,0.04926458633375441,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-02-12,2018-02-23,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5286451847852353,0.0,,2018-02-12,2018-02-23,1.6263600587844849,1.6595499515533447,0.020407469176084714,hold_same_state_no_trade,0.0,0.020407469176084714,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-02-23,2018-03-02,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5140273812929053,0.0,,2018-02-23,2018-03-02,1.6595499515533447,1.5995500087738037,-0.03615434577511867,hold_same_state_no_trade,0.0,-0.03615434577511867,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-03-02,2018-03-09,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.496393026261461,0.0,,2018-03-02,2018-03-09,1.5995500087738037,1.7309099435806274,0.0821230559134083,hold_same_state_no_trade,0.0,0.0821230559134083,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-03-09,2018-03-16,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5359188171974296,0.0,,2018-03-09,2018-03-16,1.7309099435806274,1.7213599681854248,-0.005517314999905265,hold_same_state_no_trade,0.0,-0.005517314999905265,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-03-16,2018-03-23,P1,True,False,False,False,6150,stock,c2_consensus_trigger_route_support_top1_stock_exception,True,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,True,p1_exact_consensus4_trigger,route_support,0.6233973932161984,5.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,2018-03-19,2018-03-26,297.0,369.0,0.2424242424242424,00631L_to_stock_exception,0.00385,0.2385742424242424,True,True,False,official_unadjusted_ohlcv_tpex_trading_stock,True,False,False,False,False,False,False,False,True,False
2018-03-23,2018-03-30,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5067672965330408,0.0,,2018-03-23,2018-03-30,1.6640900373458862,1.6686400175094604,0.0027342151334739384,stock_exception_to_00631L_base,0.00585,-0.0031157848665260618,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-03-30,2018-04-03,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5142499593811146,0.0,,2018-03-30,2018-04-03,1.6686400175094604,1.6736400127410889,0.002996449311512439,hold_same_state_no_trade,0.0,0.002996449311512439,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-04-03,2018-04-13,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5030835138396468,0.0,,2018-04-03,2018-04-13,1.6736400127410889,1.682270050048828,0.0051564477677639164,hold_same_state_no_trade,0.0,0.0051564477677639164,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-04-13,2018-04-20,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5545510704717996,0.0,,2018-04-13,2018-04-20,1.682270050048828,1.6054500341415403,-0.04566449715077425,hold_same_state_no_trade,0.0,-0.04566449715077425,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-04-20,2018-04-27,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5080521108104383,0.0,,2018-04-20,2018-04-27,1.6054500341415403,1.5963599681854248,-0.005662004897571404,hold_same_state_no_trade,0.0,-0.005662004897571404,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-04-27,2018-05-04,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.4810836446846253,0.0,,2018-04-27,2018-05-04,1.5963599681854248,1.578179955482483,-0.011388416814039126,hold_same_state_no_trade,0.0,-0.011388416814039126,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-05-04,2018-05-11,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5155195011272853,0.0,,2018-05-04,2018-05-11,1.578179955482483,1.6804499626159668,0.06480250036011759,hold_same_state_no_trade,0.0,0.06480250036011759,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-05-11,2018-05-18,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.514626125527805,0.0,,2018-05-11,2018-05-18,1.6804499626159668,1.6836400032043457,0.0018983252458246724,hold_same_state_no_trade,0.0,0.0018983252458246724,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
2018-05-18,2018-05-25,P1,True,False,False,False,00631L,etf,default_00631L_base_no_c2_or_consensus_trigger,False,0050_price_vs_ma60>=0 AND 0050_return_20d>=0 AND 0050_return_40d>=0,False,derived_route_support_ge4_proxy_not_exact_consensus4,route_support,0.5377530529019491,0.0,,2018-05-18,2018-05-25,1.6836400032043457,1.6881799697875977,0.00269651859935105,hold_same_state_no_trade,0.0,0.00269651859935105,True,True,True,benchmark_features_adjusted_close_exact_reference,True,False,False,False,False,False,False,False,True,False
