as_of_requested_date,as_of_data_date,market_data_ready,c2_gate_ready,c2_gate_pass,consensus_trigger_ready,consensus_trigger_pass,c2_selected_asset_type,c2_selected_ticker,c2_selected_name,c2_blocked_reason,c2_reference_stock_top1_ticker,c2_reference_stock_top1_name,rs20_top1_ticker,rs20_top1_name,rs20_top3_tickers,same_top1_flag,0050_return_20d,0050_return_40d,0050_close,0050_ma60,0050_bias60,0050_ma60_source_quality,diagnostic_only,not_live_trade_decision,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2026-07-08,2026-07-08,True,True,True,False,False,blocked,,,C2 exact MA60 and exact consensus trigger / route_support max1 not fully materialized for 2026-07-08,8261,富鼎,8261,富鼎,8261|3055|6182,False,0.02463768115942022,0.09499227331776572,106.05,98.90166651407877,0.0722771793223893,official_unadjusted_close_60_trading_day_window,True,True,False,False,False,True,False,False,False,True,False
