date,ticker,name,market,close,turnover_value,turnover_5d,turnover_20d,turnover_60d,traded_value_rank_5d,traded_value_rank_20d,traded_value_rank_60d,top300_count_last20_trading_days,layer0_core_top250,layer0_buffer_candidate_251_300,buffer_confirmation,layer0_active_scope,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2026-07-08,2330,台積電,TWSE,2465.0,62400639776,72098599723.2,95161758116.0,96259540890.56667,1.0,1.0,1.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2327,國巨*,TWSE,891.0,63494571030,53170416665.6,64323903671.7,36465225987.083336,2.0,2.0,4.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2454,聯發科,TWSE,3995.0,26843012272,36560192135.4,53831721777.8,50813236672.96667,3.0,3.0,2.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3481,群創,TWSE,65.2,26909924773,32319467660.2,33298995957.45,25931509793.433334,4.0,7.0,8.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3037,欣興,TWSE,863.0,29049388987,27598875644.2,28407695615.4,23561822763.033333,5.0,9.0,9.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2408,南亞科,TWSE,396.0,25346334678,27554353381.8,45889633755.7,42082546323.76667,6.0,4.0,3.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2344,華邦電,TWSE,168.5,24801801543,27504847073.2,44598150055.4,33871935004.8,7.0,5.0,5.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6182,合晶,TPEx,160.0,21357863496,22015434904.0,11191184169.5,5304816587.266666,8.0,26.0,56.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2308,台達電,TWSE,1885.0,24583391342,21137071886.4,28611248067.0,27422852515.266666,9.0,8.0,7.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3711,日月光投控,TWSE,625.0,16876148528,18797548591.8,17691196212.45,15389649914.366667,10.0,13.0,19.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,8046,南電,TWSE,1105.0,23294157260,17310441121.0,19088009964.05,17253062227.316666,11.0,12.0,15.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,4958,臻鼎-KY,TWSE,565.0,17670616502,16873513895.2,22552164532.2,19674606084.016666,12.0,10.0,12.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2383,台光電,TWSE,5315.0,14217572400,15938127256.2,11949855242.45,12961900227.533333,13.0,23.0,21.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3042,晶技,TWSE,206.0,8576263973,13678922340.4,9313397913.8,5355907303.6,14.0,30.0,55.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3026,禾伸堂,TWSE,953.0,19162490658,13207942357.6,5951315968.3,3260621949.05,15.0,45.0,94.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6213,聯茂,TWSE,393.5,13967756964,12826871576.6,7797468631.95,6069514690.683333,16.0,34.0,51.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2303,聯電,TWSE,163.0,13833230615,12746542674.0,41157301873.55,33824798056.683334,17.0,6.0,6.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6488,環球晶,TPEx,1230.0,11377768700,12708022594.0,6897771773.4,6540989294.016666,18.0,38.0,46.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2449,京元電子,TWSE,305.5,8130356457,12348171606.6,11802466897.85,12591000289.5,19.0,24.0,22.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2317,鴻海,TWSE,237.5,8963064431,12090432175.2,15944608390.6,22040406985.133335,20.0,15.0,11.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3661,世芯-KY,TWSE,4065.0,6539739731,11712271041.6,8640950040.9,10109605272.366667,21.0,33.0,28.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3017,奇鋐,TWSE,2325.0,10430098105,11524462161.0,10390057216.9,13085731378.266666,22.0,28.0,20.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3443,創意,TWSE,4400.0,7526430470,11264865298.0,11566585184.5,11560942432.5,23.0,25.0,23.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6274,台燿,TPEx,1645.0,9666032185,11241993008.0,10693005548.75,8696652271.6,24.0,27.0,33.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2409,友達,TWSE,29.55,7750962170,10912547816.6,14478533056.85,10349081976.45,25.0,17.0,27.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6770,力積電,TWSE,71.2,9755632881,10356565304.4,17078731506.75,15421029348.266666,26.0,14.0,18.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,8299,群聯,TPEx,2140.0,7436434395,9868381557.0,12989527135.0,19006218208.65,27.0,19.0,13.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,1303,南亞,TWSE,182.0,19407993393,9464069427.0,10017614065.9,8412855051.133333,28.0,29.0,35.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,5483,中美晶,TPEx,208.0,6067107170,9320350782.4,5348467511.95,3760557785.883333,29.0,50.0,78.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6239,力成,TWSE,318.0,5468931439,9058027183.2,12854121601.75,8718058177.95,30.0,20.0,32.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6669,緯穎,TWSE,5050.0,5002264175,9027674232.0,9023317760.25,11205673153.5,31.0,31.0,25.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2345,智邦,TWSE,2415.0,8864901406,8963226658.2,9002758753.65,10556296309.016666,32.0,32.0,26.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2337,旺宏,TWSE,138.5,7344118389,8736313175.2,14707622590.7,22553329523.05,33.0,16.0,10.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3105,穩懋,TPEx,413.5,6842291305,8310461178.2,12089059281.65,15441660385.4,34.0,22.0,17.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3008,大立光,TWSE,3950.0,6987833530,7922445282.0,14207603601.0,9459151870.333334,35.0,18.0,30.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2484,希華,TWSE,92.3,6277654064,7748234724.8,4445026263.9,2152126280.6,36.0,67.0,136.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3189,景碩,TWSE,755.0,3220098378,7410849462.6,19585677285.75,16231205173.216667,37.0,11.0,16.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,8261,富鼎,TWSE,348.0,5337652983,7403804729.4,4177912989.55,2203406010.1,38.0,70.0,133.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,8150,南茂,TWSE,106.5,4428213454,6805226786.8,6356979002.35,4823735975.083333,39.0,43.0,60.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6147,頎邦,TPEx,199.5,3261238750,6705709353.8,7747283786.1,9873599725.283333,40.0,35.0,29.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2313,華通,TWSE,224.0,4474620635,6628123555.6,12194160143.0,17768233700.833332,41.0,21.0,14.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6223,旺矽,TPEx,6460.0,4901838145,6287007991.0,6708883906.25,7842944962.0,42.0,39.0,38.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2368,金像電,TWSE,1150.0,4486896635,6251987118.0,7369156248.5,8018784779.416667,43.0,37.0,37.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6271,同欣電,TWSE,255.0,3177037413,5956611860.0,4588395997.6,2656067739.95,44.0,63.0,116.0,19,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2382,廣達,TWSE,377.0,5866518839,5907969924.2,7491363107.65,11535917314.783333,45.0,36.0,24.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,1301,台塑,TWSE,58.0,2569799655,5671785712.0,3587211914.9,2141744888.9833333,46.0,78.0,138.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3665,貿聯-KY,TWSE,1900.0,6815292875,5526754118.0,6638970152.5,7287800813.45,47.0,40.0,42.0,19,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,1326,台化,TWSE,64.7,4802263538,5500747148.6,2902938272.55,2103746746.5166667,48.0,95.0,140.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2360,致茂,TWSE,1855.0,10752975525,5362163391.0,5335383472.75,7721193709.216666,49.0,51.0,39.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3374,精材,TPEx,324.5,5513027191,5321595686.8,3740093273.0,3988918034.116667,50.0,75.0,69.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6173,信昌電,TPEx,273.0,3222559870,5197934450.0,2970830737.15,1551425172.4666667,51.0,93.0,181.0,14,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,5289,宜鼎,TPEx,1515.0,4747370290,5183867129.0,6457686690.25,7219553961.716666,52.0,42.0,43.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3231,緯創,TWSE,146.5,8697902782,5012112352.6,6096378481.3,8576366288.833333,53.0,44.0,34.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,8358,金居,TPEx,523.0,3568528076,4970246310.4,5444921064.15,7126147560.266666,54.0,48.0,44.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6446,藥華藥,TWSE,1530.0,6583385100,4749707226.0,3691213760.2,2810358464.45,55.0,77.0,111.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2059,川湖,TWSE,8095.0,4897444065,4667841158.0,4594764631.25,3944210982.4166665,56.0,62.0,71.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,5347,世界,TPEx,176.5,4386577697,4625080836.2,6552921904.15,6947670822.0,57.0,41.0,45.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6515,穎崴,TWSE,7705.0,3807351250,4621690409.0,3754901651.25,3855019811.9166665,58.0,74.0,74.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3081,聯亞,TPEx,2095.0,4551261160,4545865498.0,5116197471.5,7322855841.916667,59.0,55.0,41.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2375,凱美,TWSE,192.0,2453145166,4484016152.2,3965917900.65,2224246007.366667,60.0,73.0,132.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,5371,中光電,TPEx,97.8,5851459920,4472176115.8,1903687064.2,897526492.55,61.0,144.0,254.0,11,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6139,亞翔,TWSE,866.0,3304363859,4302152947.2,5026896047.0,4270454648.8333335,62.0,56.0,65.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2379,瑞昱,TWSE,817.0,5575665141,4254263645.0,4816629681.15,3637395268.266667,63.0,61.0,80.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2882,國泰金,TWSE,98.0,3033595684,4245857544.8,4867153333.95,3901644671.516667,64.0,60.0,72.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,7769,鴻勁,TWSE,6055.0,3724079180,4170945353.0,4943222051.15,6232867370.2,65.0,58.0,49.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2472,立隆電,TWSE,351.0,2541288114,4156004461.8,5223314849.7,3263254132.35,66.0,53.0,93.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,5328,華容,TPEx,71.8,2112706397,4108278404.2,2848664648.1,1378259652.2333333,67.0,100.0,196.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,5274,信驊,TPEx,13975.0,4292935060,4080668487.0,4581667324.1,5489954092.7,68.0,64.0,53.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2464,盟立,TWSE,159.5,851932017,4077357355.0,2796178178.85,2868779742.3333335,69.0,103.0,107.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,1717,長興,TWSE,76.7,1524425043,4055357575.0,1646858018.65,3338829528.5,70.0,164.0,90.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2881,富邦金,TWSE,126.0,3245854930,4038187740.0,5160246348.7,4970976657.65,71.0,54.0,59.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2301,光寶科,TWSE,214.0,2735547879,4001376429.2,5879442247.15,7637426618.05,72.0,46.0,40.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3167,大量,TWSE,810.0,2731363931,3713810624.8,2288138451.4,1915301246.1166666,73.0,120.0,155.0,14,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,8043,蜜望實,TPEx,179.0,1726260238,3704694439.4,4425142646.1,2744784532.1666665,74.0,68.0,113.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6442,光聖,TWSE,1485.0,5305185645,3617910746.0,3392223341.25,5359588610.25,75.0,81.0,54.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,1409,新纖,TWSE,29.25,3229317209,3580285244.4,1434989836.6,693323259.0666667,76.0,185.0,290.0,14,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,8033,雷虎,TWSE,227.5,1706428292,3553251721.0,1824761381.9,1070932828.4666667,77.0,151.0,228.0,12,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,1785,光洋科,TPEx,143.5,1546703627,3541160864.0,2897139935.1,3876299971.55,78.0,96.0,73.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,4979,華星光,TPEx,434.5,3113349669,3437441591.0,2808465247.25,3815775402.0666666,79.0,102.0,76.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2891,中信金,TWSE,71.3,3875289412,3345440421.0,3564538980.6,3407032776.35,80.0,79.0,88.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6257,矽格,TWSE,244.5,1775615528,3295375510.6,2851632334.5,2978322151.7833333,81.0,99.0,104.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2404,漢唐,TWSE,1200.0,2809087895,3271810679.0,4953661879.0,5236181397.0,82.0,57.0,57.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3363,上詮,TPEx,640.0,5280884167,3239878207.6,2388611905.55,2866911348.3333335,83.0,113.0,108.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6531,愛普*,TWSE,926.0,2687556626,3109382369.0,4470027758.2,6350545405.833333,84.0,65.0,48.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2492,華新科,TWSE,474.0,11403779507,3076906546.0,5673429969.15,3795814601.633333,85.0,47.0,77.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2603,長榮,TWSE,196.0,3145441094,3064573588.8,4186562295.8,4081924963.5833335,86.0,69.0,67.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,4991,環宇-KY,TPEx,482.0,3921591719,2997755246.6,2089529273.15,2445161135.383333,87.0,131.0,127.0,14,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,4989,榮科,TWSE,98.4,1355826893,2988126971.0,1199890518.95,1214446293.9833333,88.0,206.0,209.0,12,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3260,威剛,TPEx,404.0,2406105366,2917626883.6,4464767682.15,9330892858.95,89.0,66.0,31.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3532,台勝科,TWSE,409.5,2765223915,2914848967.6,1624177394.25,1153125863.7833333,90.0,169.0,213.0,12,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2357,華碩,TWSE,687.0,3298288733,2882620993.2,4071678152.7,4161568075.5833335,91.0,71.0,66.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3653,健策,TWSE,3200.0,2407972765,2881575072.0,5277453744.75,5903229228.833333,92.0,52.0,52.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3264,欣銓,TPEx,232.0,1197360501,2877524284.0,2156627750.8,2831865514.4166665,93.0,128.0,110.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,8028,昇陽半導體,TWSE,305.5,1674742841,2860630901.0,2408961844.8,3499505590.5833335,94.0,111.0,86.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,4919,新唐,TWSE,158.5,1459874863,2842662111.8,3084369229.15,3593644659.15,95.0,89.0,82.0,19,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3211,順達,TPEx,427.5,1944961192,2748378452.0,2507810907.7,3951151647.3166666,96.0,108.0,70.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6805,富世達,TWSE,1395.0,4761716575,2727506957.0,2238805919.5,3717265474.3333335,97.0,123.0,79.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,8042,金山電,TPEx,162.0,1581236396,2670107800.6,1395740645.05,695292704.4,98.0,193.0,287.0,13,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,1802,台玻,TWSE,66.0,2169694480,2661826326.0,5442129034.1,8326168717.45,99.0,49.0,36.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6719,力智,TWSE,277.0,1025259745,2596981573.0,1649027481.25,860248099.4333333,100.0,163.0,260.0,13,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2412,中華電,TWSE,139.5,3556651406,2590107225.2,2137524534.05,2028137295.6666667,101.0,129.0,148.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6187,萬潤,TPEx,955.0,1918790371,2576144575.2,2101892965.65,3835665340.85,102.0,130.0,75.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3006,晶豪科,TWSE,215.5,2467505065,2572568103.0,2869547035.25,4645580667.3,103.0,97.0,61.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6409,旭隼,TWSE,1140.0,1587439675,2524426898.0,1630195900.4,1233261777.2833333,104.0,167.0,205.0,18,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,1314,中石化,TWSE,9.7,3120432120,2497083027.6,807386613.05,411597366.15,105.0,251.0,390.0,5,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2634,漢翔,TWSE,59.6,1538571736,2477232231.4,1202866097.55,578614808.1333333,106.0,205.0,330.0,8,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2887,台新新光金,TWSE,35.85,2751204366,2469695150.8,2726586533.65,2846839959.516667,107.0,104.0,109.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3034,聯詠,TWSE,544.0,3300085446,2442061086.4,3367055268.65,3102449823.383333,108.0,82.0,97.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2455,全新,TWSE,335.0,2478164763,2437550156.4,3295875453.15,3042552924.3333335,109.0,84.0,102.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3163,波若威,TPEx,777.0,4377978870,2428607095.0,2451108335.9,3062615921.0833335,110.0,110.0,100.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,5351,鈺創,TPEx,89.3,2916161277,2416228879.6,2491650761.3,2426717225.55,111.0,109.0,128.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2618,長榮航,TWSE,39.85,4414710834,2413674863.2,2821048473.4,1921300827.8166666,112.0,101.0,154.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3016,嘉晶,TWSE,120.0,1014811147,2354854282.4,1927305298.55,1144272576.3666666,113.0,143.0,217.0,17,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6451,訊芯-KY,TWSE,525.0,2869206926,2302424483.0,3425062070.3,2992188874.4666667,114.0,80.0,103.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,4931,新盛力,TPEx,272.0,4538206467,2280931261.4,1900156635.9,2608488103.1,115.0,145.0,119.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2426,鼎元,TWSE,73.5,1542045481,2280801422.2,1978743596.65,1392911046.2,116.0,139.0,194.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2645,長榮航太,TWSE,235.5,1712591731,2186571843.8,815053596.2,457122852.6166667,117.0,250.0,368.0,6,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3707,漢磊,TPEx,81.5,811340386,2180762209.8,1959954651.3,1791848516.4333334,118.0,141.0,163.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2883,凱基金,TWSE,30.7,2247337710,2177674781.2,2981274913.1,2489702450.9,119.0,91.0,122.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3324,雙鴻,TPEx,925.0,3359063599,2135702469.0,2260630401.4,4302022969.983334,120.0,122.0,64.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3529,力旺,TPEx,2680.0,1576856315,2127066237.0,1654595138.75,3064904469.366667,121.0,162.0,99.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6781,AES-KY,TWSE,1165.0,2475187305,2105748424.0,1609300100.25,2040048287.7333333,122.0,170.0,146.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2481,強茂,TWSE,211.5,1733685799,2072780158.6,4034087181.15,5034804620.916667,123.0,72.0,58.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,4904,遠傳,TWSE,93.2,3329786188,2032764493.4,2331374559.1,1273039577.3666666,124.0,116.0,201.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2441,超豐,TWSE,138.0,985986455,2030395372.8,1550106918.1,1582630969.3666666,125.0,174.0,177.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2351,順德,TWSE,203.5,1362575011,2015297882.0,1814470417.2,1705728454.6833334,126.0,153.0,167.0,19,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3045,台灣大,TWSE,113.0,2477881880,2008877122.4,1547313040.15,1549172767.9833333,127.0,175.0,183.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,5269,祥碩,TWSE,1525.0,1384887930,1980668385.0,1719225070.5,2711580717.5,128.0,156.0,115.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2486,一詮,TWSE,241.5,952221273,1978231090.8,2027296615.35,2149610363.9166665,129.0,134.0,137.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,8112,至上,TWSE,85.4,2371268988,1976892709.2,2656552850.8,2487369242.05,130.0,106.0,123.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2377,微星,TWSE,142.0,3362353950,1961323705.8,2389860958.9,3362702739.35,131.0,112.0,89.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3706,神達,TWSE,88.2,896718513,1959059861.8,1884220943.95,2022594146.5,132.0,146.0,149.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,2458,義隆,TWSE,186.0,1506486667,1942986618.6,1569320284.45,923706423.4333333,133.0,172.0,248.0,15,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3131,弘塑,TPEx,3110.0,2100820860,1938286551.0,1669230063.25,2242425555.75,134.0,161.0,131.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,8069,元太,TPEx,199.0,893778110,1934660452.0,1834992537.1,2139435024.55,135.0,149.0,139.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6138,茂達,TPEx,375.0,959451601,1927350214.4,1017094625.25,648054713.3166667,136.0,229.0,303.0,12,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3036,文曄,TWSE,210.5,1348899032,1769448794.0,2701909415.2,3130568887.0666666,137.0,105.0,96.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3533,嘉澤,TWSE,1990.0,1043500460,1765127786.2,2190606032.05,3584428572.85,138.0,126.0,83.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6278,台表科,TWSE,200.0,903691071,1761416806.0,1948594105.65,2914341515.233333,139.0,142.0,105.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,1718,中纖,TWSE,14.25,281735162,1758150369.6,882959933.5,372217913.56666666,140.0,241.0,411.0,8,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6191,精成科,TWSE,105.5,902482567,1757907655.2,1557723360.4,1190535192.5166667,141.0,173.0,210.0,19,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3035,智原,TWSE,216.0,2502399264,1750140849.8,2299236745.25,2875956222.0,142.0,118.0,106.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,3044,健鼎,TWSE,472.0,1622765647,1746389008.2,2215659176.35,2542720321.7833333,143.0,124.0,121.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,1815,富喬,TPEx,96.6,1174550423,1733556389.4,3134235366.25,4388217231.45,144.0,88.0,63.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,8996,高力,TWSE,1320.0,2984202110,1710829241.0,3293510709.75,3336443789.15,145.0,85.0,91.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6672,騰輝電子-KY,TWSE,306.0,1430599595,1677408488.6,1821755040.0,1607651645.8166666,146.0,152.0,175.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,8021,尖點,TWSE,518.0,655028360,1676611307.4,3709026702.3,2807581322.2,147.0,76.0,112.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
2026-07-08,6207,雷科,TPEx,131.0,746752943,1660206628.8,2201176877.15,1647952028.2,148.0,125.0,170.0,20,True,False,True,True,True,False,False,False,True,False,False,False,True,False
