task,signal_date,next_signal_date,period_label,in_P1,in_P2,in_2024_latest,in_2026YTD,regime_label,selected_branch,selected_ticker,selected_ticker_name,selected_asset_type,fallback_asset,branch_reason,triggered_features,c2_pass_flag,consensus_trigger_flag,r6_override_flag,breakout_breadth_flag,p1_risk_veto_flag,bear_guard_flag,cash_guard_flag,bear_cash_guard_source_quality,rs20_top3_reference_tickers,rs20_reference_only,low_base_main_weight_included,entry_date,exit_date,entry_price,exit_price,gross_interval_return,net_interval_return_after_transition_cost,transition_action,transition_cost_rate,official_selected_stock_ohlc_ready,benchmark_adjusted_path_ready,path_ready,branch_path_missing_fallback,source_quality,data_readiness,blocked_reason,selected_primary_asset_type_for_anomaly,revenue_anomaly_applicability,abnormal_revenue_review_flag,revenue_growth_persistence_score,revenue_concentration_ratio_top3_12m,revenue_lumpiness_score,revenue_lumpiness_percentile_vs_primary80,revenue_lumpiness_percentile_source_quality,ttm_vs_recent_growth_gap,low_base_distortion_flag,revenue_anomaly_penalty_score,revenue_hygiene_confidence_level,revenue_anomaly_used_as_hard_exclude,route_support_selected_result_changed,r6_selected_result_changed,report_revenue_anomaly_warning,report_revenue_anomaly_reason,revenue_anomaly_report_text,revenue_anomaly_source_quality,data_coverage,missingness,pit_asof_audit,business_model_keyword_proxy_used_as_risk_basis,industry_classification_used_as_risk_basis,hard_exclude_applied,selected_stock_adjusted_close_ready,cash_bear_classifier_ready,cash_bear_classifier_status,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-06-01,2018-06-08,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0304;0050_ret40=-0.0109;0050_ret60=0.0074;bias20=0.0010;bias60=-0.0050;breadth20=0.838;breadth60=0.925;breakout_count=0,False,False,False,False,False,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-06-01,2018-06-08,1.7181799411773682,1.7277300357818604,0.0055582621910648,0.0055582621910648,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-06-08,2018-06-15,P1,True,False,False,False,多頭_C2_route_support_default,route_support,3090,,stock,,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0116;0050_ret40=0.0006;0050_ret60=-0.0190;bias20=0.0082;bias60=0.0096;breadth20=0.887;breadth60=0.912;breakout_count=0,True,True,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-06-11,2018-06-19,95.9,88.1,-0.0813347236704902,-0.0851847236704902,00631L_to_stock_exception,0.00385,True,True,True,False,official_unadjusted_ohlcv_twse_stock_day,ready_unadjusted_diagnostic,,stock,selected_stock_anomaly_context,False,0.6666666666666666,0.3189140869131185,0.0005254314082064611,,blocked_historical_primary80_distribution_not_materialized,0.34112310617701547,False,0.130839,high_no_major_revenue_anomaly,False,False,False,入選個股未觸發主要營收異常 review。,近期營收暴增程度位於自身歷史高分位；只作 review / soft penalty，不 hard exclude。,近期營收暴增程度位於自身歷史高分位；只作 review / soft penalty，不 hard exclude。,MOPS_monthly_revenue_PIT_conservative_available_date,3y_ready_5y_partial,5y_trend,monthly_revenue_available_date_le_asof_date;no_future_return_or_keyword_rule,False,False,False,False,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-06-15,2018-06-22,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0124;0050_ret40=-0.0085;0050_ret60=-0.0227;bias20=-0.0014;bias60=0.0042;breadth20=0.713;breadth60=0.863;breakout_count=0,False,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-06-15,2018-06-22,1.6481800079345703,1.6445499658584597,-0.0022024548645385,-0.0080524548645385,stock_exception_to_00631L_base,0.00585,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-06-22,2018-06-29,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0049;0050_ret40=0.0233;0050_ret60=-0.0116;bias20=-0.0099;bias60=-0.0039;breadth20=0.762;breadth60=0.887;breakout_count=0,False,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-06-22,2018-06-29,1.6445499658584597,1.6531800031661987,0.0052476589260905,0.0052476589260905,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-06-29,2018-07-06,P1,True,False,False,False,多頭_C2_route_support_default,route_support,8163,,stock,,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0087;0050_ret40=0.0369;0050_ret60=-0.0169;bias20=-0.0040;bias60=0.0017;breadth20=0.613;breadth60=0.812;breakout_count=0,True,True,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-07-02,2018-07-09,82.0,74.7,-0.0890243902439024,-0.0928743902439024,00631L_to_stock_exception,0.00385,True,True,True,False,official_unadjusted_ohlcv_twse_stock_day,ready_unadjusted_diagnostic,,stock,selected_stock_anomaly_context,False,0.7333333333333334,0.2750840354330912,0.00033359019676607477,,blocked_historical_primary80_distribution_not_materialized,0.17057950648162312,False,0.103546,high_no_major_revenue_anomaly,False,False,False,入選個股未觸發主要營收異常 review。,近期營收暴增程度位於自身歷史高分位；只作 review / soft penalty，不 hard exclude。,近期營收暴增程度位於自身歷史高分位；只作 review / soft penalty，不 hard exclude。,MOPS_monthly_revenue_PIT_conservative_available_date,3y_ready_5y_partial,5y_trend,monthly_revenue_available_date_le_asof_date;no_future_return_or_keyword_rule,False,False,False,False,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-07-06,2018-07-13,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0300;0050_ret40=0.0037;0050_ret60=-0.0229;bias20=-0.0053;bias60=-0.0032;breadth20=0.525;breadth60=0.762;breakout_count=0,False,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-07-06,2018-07-13,1.6759099960327148,1.717270016670227,0.0246791419201635,0.0188291419201635,stock_exception_to_00631L_base,0.00585,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-07-13,2018-07-20,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0196;0050_ret40=0.0265;0050_ret60=0.0214;bias20=0.0242;bias60=0.0259;breadth20=0.287;breadth60=0.625;breakout_count=1,True,False,False,False,False,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-07-13,2018-07-20,1.717270016670227,1.7781800031661987,0.0354690793554268,0.0354690793554268,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-07-20,2018-07-27,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0431;0050_ret40=0.0380;0050_ret60=0.0675;bias20=0.0337;bias60=0.0389;breadth20=0.312;breadth60=0.588;breakout_count=3,True,False,False,False,False,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-07-20,2018-07-27,1.7781800031661987,1.8190900087356567,0.0230066728321172,0.0230066728321172,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-07-27,2018-08-03,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0610;0050_ret40=0.0701;0050_ret60=0.1001;bias20=0.0396;bias60=0.0536;breadth20=0.400;breadth60=0.562;breakout_count=3,True,False,False,False,False,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-07-27,2018-08-03,1.8190900087356567,1.826820015907288,0.0042493813579922,0.0042493813579922,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-08-03,2018-08-10,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0656;0050_ret40=0.0337;0050_ret60=0.0696;bias20=0.0218;bias60=0.0450;breadth20=0.525;breadth60=0.500;breakout_count=0,True,False,False,False,False,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-08-03,2018-08-10,1.826820015907288,1.7554500102996826,-0.0390678911913277,-0.0390678911913277,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-08-10,2018-08-17,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=False;r6_override=False;0050_ret20=0.0368;0050_ret40=0.0571;0050_ret60=0.0642;bias20=0.0114;bias60=0.0418;breadth20=0.412;breadth60=0.450;breakout_count=0,True,False,False,False,False,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-08-10,2018-08-17,1.7554500102996826,1.7495499849319458,-0.0033609760079295,-0.0033609760079295,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-08-17,2018-08-24,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0036;0050_ret40=0.0394;0050_ret60=0.0343;bias20=-0.0166;bias60=0.0137;breadth20=0.525;breadth60=0.425;breakout_count=0,False,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-08-17,2018-08-24,1.7495499849319458,1.8131799697875977,0.0363693437762093,0.0363693437762093,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-08-24,2018-08-31,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0105;0050_ret40=0.0498;0050_ret60=0.0589;bias20=-0.0021;bias60=0.0237;breadth20=0.487;breadth60=0.275;breakout_count=0,False,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-08-24,2018-08-31,1.8131799697875977,1.833639979362488,0.0112840478693834,0.0112840478693834,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-08-31,2018-09-07,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0164;0050_ret40=0.0831;0050_ret60=0.0506;bias20=0.0197;bias60=0.0446;breadth20=0.463;breadth60=0.388;breakout_count=0,True,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-08-31,2018-09-07,1.833639979362488,1.7927299737930298,-0.0223108167524148,-0.0223108167524148,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-09-07,2018-09-14,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0082;0050_ret40=0.0452;0050_ret60=0.0657;bias20=0.0108;bias60=0.0330;breadth20=0.362;breadth60=0.188;breakout_count=0,True,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-09-07,2018-09-14,1.7927299737930298,1.8145500421524048,0.0121714193873874,0.0121714193873874,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-09-14,2018-09-21,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0341;0050_ret40=0.0304;0050_ret60=0.0748;bias20=0.0067;bias60=0.0289;breadth20=0.325;breadth60=0.275;breakout_count=0,True,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-09-14,2018-09-21,1.8145500421524048,1.855909943580628,0.0227934752238425,0.0227934752238425,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-09-21,2018-09-28,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=0.0242;0050_ret40=0.0134;0050_ret60=0.0752;bias20=0.0065;bias60=0.0270;breadth20=0.438;breadth60=0.338;breakout_count=0,True,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-09-21,2018-09-28,1.855909943580628,1.8686399459838867,0.0068591703208931,0.0068591703208931,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-09-28,2018-10-05,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0074;0050_ret40=0.0242;0050_ret60=0.0851;bias20=0.0062;bias60=0.0222;breadth20=0.562;breadth60=0.400;breakout_count=0,False,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-09-28,2018-10-05,1.8686399459838867,1.695449948310852,-0.0926823800621717,-0.0926823800621717,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-10-05,2018-10-12,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0353;0050_ret40=-0.0313;0050_ret60=0.0181;bias20=-0.0303;bias60=-0.0224;breadth20=0.600;breadth60=0.425;breakout_count=0,False,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-10-05,2018-10-12,1.695449948310852,1.496359944343567,-0.1174260580004943,-0.1174260580004943,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-10-12,2018-10-19,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0643;0050_ret40=-0.0442;0050_ret60=-0.0281;bias20=-0.0589;bias60=-0.0612;breadth20=0.550;breadth60=0.375;breakout_count=0,False,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-10-12,2018-10-19,1.496359944343567,1.5209100246429443,0.016406533997505,0.016406533997505,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-10-19,2018-10-26,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0795;0050_ret40=-0.0632;0050_ret60=-0.0643;bias20=-0.0496;bias60=-0.0656;breadth20=0.600;breadth60=0.450;breakout_count=0,False,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-10-19,2018-10-26,1.5209100246429443,1.3849999904632568,-0.0893609957049197,-0.0893609957049197,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-10-26,2018-11-02,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.1368;0050_ret40=-0.1358;0050_ret60=-0.1248;bias20=-0.0691;bias60=-0.1040;breadth20=0.575;breadth60=0.475;breakout_count=0,False,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-10-26,2018-11-02,1.3849999904632568,1.4745500087738037,0.0646570533770141,0.0646570533770141,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
TASK-BACKTEST-CORE-VNEXT-R6-GUARD-FIRST-MARKET-BIAS-OVERRIDE-UNIFIED-CONTRACT-001,2018-11-02,2018-11-09,P1,True,False,False,False,多頭_C2_route_support_default,route_support,00631L,,etf,00631L,r6_not_triggered_route_support_default,breakout_breadth=False;p1_risk_veto=True;r6_override=False;0050_ret20=-0.0736;0050_ret40=-0.0960;0050_ret60=-0.0871;bias20=-0.0013;bias60=-0.0577;breadth20=0.713;breadth60=0.487;breakout_count=0,False,False,False,False,True,False,False,blocked_no_accepted_bear_cash_classifier,,True,False,2018-11-02,2018-11-09,1.4745500087738037,1.4745500087738037,0.0,0.0,hold_same_state_no_trade,0.0,True,True,True,False,benchmark_features_adjusted_close_exact_reference,ready_unadjusted_diagnostic,,etf,not_applicable_fallback_or_etf,False,,,,,,,False,0.0,not_applicable_fallback_or_etf,False,False,False,fallback/ETF row：營收異常欄位不適用。,fallback/ETF 不套用公司營收 anomaly。,,,,,,False,False,False,True,False,blocked_no_accepted_bear_cash_classifier,True,False,False,False,False,False,False,False,True,False
