signal_date,entry_date,exit_date,ticker,name,market,route_variant,source_family,selected_branch,selected_route_mode,timing_variant,entry_price_kind,exit_price_kind,entry_open,entry_close,exit_close,entry_price,exit_price,gross_return_unadjusted,path_ready,blocked_reason,entry_source_quality,exit_source_quality,entry_source_route,exit_source_route,adjusted_close_ready,adjustment_policy,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage,diagnostic_unit_notional_twd,diagnostic_share_qty,buy_gross_twd,sell_gross_twd,buy_cost_twd,sell_cost_twd,total_cost_twd,net_return_local_ep05_cost_unit_notional,cost_application_status,radar_audit_rows
2023-01-06,2023-01-09,2023-01-16,1513,中興電,TWSE,dynamic80_top1_rs20_31_bonus_proxy,legacy_rs20_operating_mode,mega_rs20,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,unadjusted_close,unadjusted_close,72.6,73.2,71.6,73.2,71.6,-0.021857923497267895,True,,official_unadjusted_ohlcv_twse_stock_day,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,13661.0,999985.2000000001,978127.6,1425.0,4328.0,5753.0,-0.02757171836276492,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-09,2023-01-16,5009,榮剛,TPEx,conservative_hurdle_route,regime_switch_hybrid_route,ordinary_defensive_00631L_base,hurdle_reference,next_day_close_entry_fixed_5td_exit,unadjusted_close,unadjusted_close,35.5,35.1,36.35,35.1,36.35,0.035612535612535634,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,28490.0,999999.0,1035611.5,1425.0,4583.0,6008.0,0.029562403137931584,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-06,2023-01-13,5009,榮剛,TPEx,conservative_hurdle_route,regime_switch_hybrid_route,ordinary_defensive_00631L_base,hurdle_reference,same_week_close_to_next_rebalance_close_comparator,unadjusted_close,unadjusted_close,35.1,35.2,36.8,35.2,36.8,0.04545454545454519,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,28409.0,999996.8,1045451.2,1425.0,4626.0,6051.0,0.039347455787361436,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-09,2023-01-16,5009,榮剛,TPEx,conservative_hurdle_route,regime_switch_hybrid_route,ordinary_defensive_00631L_base,hurdle_reference,next_day_open_entry_fixed_5td_exit,unadjusted_open,unadjusted_close,35.5,35.1,36.35,35.5,36.35,0.023943661971830954,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,28169.0,999999.5,1023943.15,1425.0,4531.0,5956.0,0.017962063041197837,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-09,2023-01-16,5009,榮剛,TPEx,dispersion_route,regime_switch_hybrid_route,dispersion,low_risk_strength,next_day_close_entry_fixed_5td_exit,unadjusted_close,unadjusted_close,35.5,35.1,36.35,35.1,36.35,0.035612535612535634,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,28490.0,999999.0,1035611.5,1425.0,4583.0,6008.0,0.029562403137931584,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-06,2023-01-13,5009,榮剛,TPEx,dispersion_route,regime_switch_hybrid_route,dispersion,low_risk_strength,same_week_close_to_next_rebalance_close_comparator,unadjusted_close,unadjusted_close,35.1,35.2,36.8,35.2,36.8,0.04545454545454519,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,28409.0,999996.8,1045451.2,1425.0,4626.0,6051.0,0.039347455787361436,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-09,2023-01-16,5009,榮剛,TPEx,dispersion_route,regime_switch_hybrid_route,dispersion,low_risk_strength,next_day_open_entry_fixed_5td_exit,unadjusted_open,unadjusted_close,35.5,35.1,36.35,35.5,36.35,0.023943661971830954,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,28169.0,999999.5,1023943.15,1425.0,4531.0,5956.0,0.017962063041197837,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-09,2023-01-16,2330,台積電,TWSE,hybrid_pullback_base_mega_override,regime_switch_hybrid_route,hybrid,pullback_repair,next_day_close_entry_fixed_5td_exit,unadjusted_close,unadjusted_close,468.0,481.0,505.0,481.0,505.0,0.0498960498960499,True,,official_unadjusted_ohlcv_twse_stock_day,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,2079.0,999999.0,1049895.0,1425.0,4646.0,6071.0,0.043762681940916134,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-06,2023-01-13,2330,台積電,TWSE,hybrid_pullback_base_mega_override,regime_switch_hybrid_route,hybrid,pullback_repair,same_week_close_to_next_rebalance_close_comparator,unadjusted_close,unadjusted_close,455.0,458.5,500.0,458.5,500.0,0.09051254089422023,True,,official_unadjusted_ohlcv_twse_stock_day,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,2181.0,999988.5,1090500.0,1425.0,4826.0,6251.0,0.08414156589660515,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-09,2023-01-16,2330,台積電,TWSE,hybrid_pullback_base_mega_override,regime_switch_hybrid_route,hybrid,pullback_repair,next_day_open_entry_fixed_5td_exit,unadjusted_open,unadjusted_close,468.0,481.0,505.0,468.0,505.0,0.079059829059829,True,,official_unadjusted_ohlcv_twse_stock_day,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,2136.0,999648.0,1078680.0,1424.0,4773.0,6197.0,0.07275700449118545,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-09,2023-01-16,6741,91APP*-KY,TPEx,market_bias_pool_trend_route,regime_switch_hybrid_route,mega_or_stock_route,stable_strength,next_day_close_entry_fixed_5td_exit,unadjusted_close,unadjusted_close,114.5,112.0,115.5,112.0,115.5,0.03125,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,8928.0,999936.0,1031184.0,1425.0,4563.0,5988.0,0.025225667866034328,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-06,2023-01-13,6741,91APP*-KY,TPEx,market_bias_pool_trend_route,regime_switch_hybrid_route,mega_or_stock_route,stable_strength,same_week_close_to_next_rebalance_close_comparator,unadjusted_close,unadjusted_close,116.0,113.5,120.0,113.5,120.0,0.05726872246696035,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,8810.0,999935.0,1057200.0,1425.0,4679.0,6104.0,0.05109151553886714,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-09,2023-01-16,6741,91APP*-KY,TPEx,market_bias_pool_trend_route,regime_switch_hybrid_route,mega_or_stock_route,stable_strength,next_day_open_entry_fixed_5td_exit,unadjusted_open,unadjusted_close,114.5,112.0,115.5,114.5,115.5,0.008733624454148492,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,8733.0,999928.5,1008661.5,1425.0,4463.0,5888.0,0.0028411544973877857,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-09,2023-01-16,6741,91APP*-KY,TPEx,pool_breadth_route,regime_switch_hybrid_route,mega_or_stock_route,stable_strength,next_day_close_entry_fixed_5td_exit,unadjusted_close,unadjusted_close,114.5,112.0,115.5,112.0,115.5,0.03125,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,8928.0,999936.0,1031184.0,1425.0,4563.0,5988.0,0.025225667866034328,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-06,2023-01-13,6741,91APP*-KY,TPEx,pool_breadth_route,regime_switch_hybrid_route,mega_or_stock_route,stable_strength,same_week_close_to_next_rebalance_close_comparator,unadjusted_close,unadjusted_close,116.0,113.5,120.0,113.5,120.0,0.05726872246696035,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,8810.0,999935.0,1057200.0,1425.0,4679.0,6104.0,0.05109151553886714,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-06,2023-01-09,2023-01-16,6741,91APP*-KY,TPEx,pool_breadth_route,regime_switch_hybrid_route,mega_or_stock_route,stable_strength,next_day_open_entry_fixed_5td_exit,unadjusted_open,unadjusted_close,114.5,112.0,115.5,114.5,115.5,0.008733624454148492,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,8733.0,999928.5,1008661.5,1425.0,4463.0,5888.0,0.0028411544973877857,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-13,2023-01-16,2023-02-02,5321,美而快,TPEx,dynamic80_top1_rs20_31_bonus_proxy,legacy_rs20_operating_mode,mega_rs20,dynamic80_top1_rs20_31_bonus_proxy,next_day_close_entry_fixed_5td_exit,unadjusted_close,unadjusted_close,87.0,85.5,88.7,85.5,88.7,0.037426900584795364,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,11695.0,999922.5,1037346.5,1425.0,4590.0,6015.0,0.03136673332684208,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-13,2023-01-13,2023-01-17,5321,美而快,TPEx,dynamic80_top1_rs20_31_bonus_proxy,legacy_rs20_operating_mode,mega_rs20,dynamic80_top1_rs20_31_bonus_proxy,same_week_close_to_next_rebalance_close_comparator,unadjusted_close,unadjusted_close,83.3,87.0,91.1,87.0,91.1,0.047126436781609105,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,11494.0,999978.0,1047103.3999999999,1425.0,4633.0,6058.0,0.04100986316198364,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-13,2023-01-16,2023-02-02,5321,美而快,TPEx,dynamic80_top1_rs20_31_bonus_proxy,legacy_rs20_operating_mode,mega_rs20,dynamic80_top1_rs20_31_bonus_proxy,next_day_open_entry_fixed_5td_exit,unadjusted_open,unadjusted_close,87.0,85.5,88.7,87.0,88.7,0.019540229885057547,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,11494.0,999978.0,1019517.8,1425.0,4512.0,5937.0,0.013583742009960072,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-13,2023-01-16,2023-02-02,5321,美而快,TPEx,dynamic80_top1_rs20_7core_context_proxy,legacy_rs20_operating_mode,mega_rs20,dynamic80_top1_rs20_7core_context_proxy,next_day_close_entry_fixed_5td_exit,unadjusted_close,unadjusted_close,87.0,85.5,88.7,85.5,88.7,0.037426900584795364,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,11695.0,999922.5,1037346.5,1425.0,4590.0,6015.0,0.03136673332684208,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-13,2023-01-13,2023-01-17,5321,美而快,TPEx,dynamic80_top1_rs20_7core_context_proxy,legacy_rs20_operating_mode,mega_rs20,dynamic80_top1_rs20_7core_context_proxy,same_week_close_to_next_rebalance_close_comparator,unadjusted_close,unadjusted_close,83.3,87.0,91.1,87.0,91.1,0.047126436781609105,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,11494.0,999978.0,1047103.3999999999,1425.0,4633.0,6058.0,0.04100986316198364,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-13,2023-01-16,2023-02-02,5321,美而快,TPEx,dynamic80_top1_rs20_7core_context_proxy,legacy_rs20_operating_mode,mega_rs20,dynamic80_top1_rs20_7core_context_proxy,next_day_open_entry_fixed_5td_exit,unadjusted_open,unadjusted_close,87.0,85.5,88.7,87.0,88.7,0.019540229885057547,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,11494.0,999978.0,1019517.8,1425.0,4512.0,5937.0,0.013583742009960072,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-13,2023-01-16,2023-02-02,5321,美而快,TPEx,dynamic80_top1_rs20_proxy,legacy_rs20_operating_mode,mega_rs20,dynamic80_top1_rs20_proxy,next_day_close_entry_fixed_5td_exit,unadjusted_close,unadjusted_close,87.0,85.5,88.7,85.5,88.7,0.037426900584795364,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,11695.0,999922.5,1037346.5,1425.0,4590.0,6015.0,0.03136673332684208,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
2023-01-13,2023-01-13,2023-01-17,5321,美而快,TPEx,dynamic80_top1_rs20_proxy,legacy_rs20_operating_mode,mega_rs20,dynamic80_top1_rs20_proxy,same_week_close_to_next_rebalance_close_comparator,unadjusted_close,unadjusted_close,83.3,87.0,91.1,87.0,91.1,0.047126436781609105,True,,official_unadjusted_ohlcv_tpex_trading_stock,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,False,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,True,False,False,False,False,False,False,False,True,False,1000000,11494.0,999978.0,1047103.3999999999,1425.0,4633.0,6058.0,0.04100986316198364,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,1368
