period,field,row_count,missing_count,missing_share
P2|2024_latest,forward_excess_vs_0050_30d,927,0,0.0
P2|2024_latest,forward_excess_vs_0050_40d,927,0,0.0
P2|2024_latest,forward_excess_vs_00631L_5d,927,4,0.004314994606256742
P2|2024_latest,forward_excess_vs_00631L_10d,927,0,0.0
P2|2024_latest,forward_excess_vs_00631L_20d,927,1,0.0010787486515641855
P2|2024_latest,forward_excess_vs_00631L_30d,927,0,0.0
P2|2024_latest,forward_excess_vs_00631L_40d,927,0,0.0
P2|2024_latest|2026YTD,RS5,234,0,0.0
P2|2024_latest|2026YTD,RS10,234,0,0.0
P2|2024_latest|2026YTD,RS20,234,0,0.0
P2|2024_latest|2026YTD,RS30_proxy,234,0,0.0
P2|2024_latest|2026YTD,RS60,234,0,0.0
P2|2024_latest|2026YTD,BIAS20,234,0,0.0
P2|2024_latest|2026YTD,BIAS60,234,0,0.0
P2|2024_latest|2026YTD,volatility,234,0,0.0
P2|2024_latest|2026YTD,risk_bucket,234,234,1.0
P2|2024_latest|2026YTD,large_down_day_count_20d_proxy,234,0,0.0
P2|2024_latest|2026YTD,blowoff_turnover_without_price_continuation_proxy,234,0,0.0
P2|2024_latest|2026YTD,lifecycle_composite_score,234,0,0.0
P2|2024_latest|2026YTD,forward_excess_vs_0050_5d,234,24,0.10256410256410256
P2|2024_latest|2026YTD,forward_excess_vs_0050_10d,234,30,0.1282051282051282
P2|2024_latest|2026YTD,forward_excess_vs_0050_20d,234,54,0.23076923076923078
P2|2024_latest|2026YTD,forward_excess_vs_0050_30d,234,63,0.2692307692307692
P2|2024_latest|2026YTD,forward_excess_vs_0050_40d,234,81,0.34615384615384615
P2|2024_latest|2026YTD,forward_excess_vs_00631L_5d,234,24,0.10256410256410256
P2|2024_latest|2026YTD,forward_excess_vs_00631L_10d,234,30,0.1282051282051282
P2|2024_latest|2026YTD,forward_excess_vs_00631L_20d,234,54,0.23076923076923078
P2|2024_latest|2026YTD,forward_excess_vs_00631L_30d,234,63,0.2692307692307692
P2|2024_latest|2026YTD,forward_excess_vs_00631L_40d,234,81,0.34615384615384615
outside_requested_periods,RS5,9,0,0.0
outside_requested_periods,RS10,9,0,0.0
outside_requested_periods,RS20,9,0,0.0
outside_requested_periods,RS30_proxy,9,0,0.0
outside_requested_periods,RS60,9,0,0.0
outside_requested_periods,BIAS20,9,0,0.0
outside_requested_periods,BIAS60,9,0,0.0
outside_requested_periods,volatility,9,0,0.0
outside_requested_periods,risk_bucket,9,9,1.0
outside_requested_periods,large_down_day_count_20d_proxy,9,0,0.0
outside_requested_periods,blowoff_turnover_without_price_continuation_proxy,9,0,0.0
outside_requested_periods,lifecycle_composite_score,9,0,0.0
outside_requested_periods,forward_excess_vs_0050_5d,9,0,0.0
outside_requested_periods,forward_excess_vs_0050_10d,9,0,0.0
outside_requested_periods,forward_excess_vs_0050_20d,9,0,0.0
outside_requested_periods,forward_excess_vs_0050_30d,9,0,0.0
outside_requested_periods,forward_excess_vs_0050_40d,9,0,0.0
outside_requested_periods,forward_excess_vs_00631L_5d,9,0,0.0
outside_requested_periods,forward_excess_vs_00631L_10d,9,0,0.0
outside_requested_periods,forward_excess_vs_00631L_20d,9,0,0.0
outside_requested_periods,forward_excess_vs_00631L_30d,9,0,0.0
outside_requested_periods,forward_excess_vs_00631L_40d,9,0,0.0
