period,field,row_count,missing_count,missing_share
P1,RS5,3699,9,0.0024330900243309003
P1,RS10,3699,18,0.004866180048661801
P1,RS20,3699,36,0.009732360097323601
P1,RS30_proxy,3699,36,0.009732360097323601
P1,RS60,3699,108,0.029197080291970802
P1,BIAS20,3699,27,0.0072992700729927005
P1,BIAS60,3699,108,0.029197080291970802
P1,volatility,3699,36,0.009732360097323601
P1,risk_bucket,3699,3699,1.0
P1,large_down_day_count_20d_proxy,3699,0,0.0
P1,blowoff_turnover_without_price_continuation_proxy,3699,0,0.0
P1,lifecycle_composite_score,3699,0,0.0
P1,forward_excess_vs_0050_5d,3699,18,0.004866180048661801
P1,forward_excess_vs_0050_10d,3699,19,0.005136523384698567
P1,forward_excess_vs_0050_20d,3699,24,0.006488240064882401
P1,forward_excess_vs_0050_30d,3699,34,0.009191673425250067
P1,forward_excess_vs_0050_40d,3699,27,0.0072992700729927005
P1,forward_excess_vs_00631L_5d,3699,18,0.004866180048661801
P1,forward_excess_vs_00631L_10d,3699,19,0.005136523384698567
P1,forward_excess_vs_00631L_20d,3699,24,0.006488240064882401
P1,forward_excess_vs_00631L_30d,3699,34,0.009191673425250067
P1,forward_excess_vs_00631L_40d,3699,27,0.0072992700729927005
P2,RS5,459,0,0.0
P2,RS10,459,0,0.0
P2,RS20,459,0,0.0
P2,RS30_proxy,459,0,0.0
P2,RS60,459,0,0.0
P2,BIAS20,459,0,0.0
P2,BIAS60,459,0,0.0
P2,volatility,459,0,0.0
P2,risk_bucket,459,459,1.0
P2,large_down_day_count_20d_proxy,459,0,0.0
P2,blowoff_turnover_without_price_continuation_proxy,459,0,0.0
P2,lifecycle_composite_score,459,0,0.0
P2,forward_excess_vs_0050_5d,459,0,0.0
P2,forward_excess_vs_0050_10d,459,0,0.0
P2,forward_excess_vs_0050_20d,459,0,0.0
P2,forward_excess_vs_0050_30d,459,0,0.0
P2,forward_excess_vs_0050_40d,459,0,0.0
P2,forward_excess_vs_00631L_5d,459,0,0.0
P2,forward_excess_vs_00631L_10d,459,0,0.0
P2,forward_excess_vs_00631L_20d,459,0,0.0
P2,forward_excess_vs_00631L_30d,459,0,0.0
P2,forward_excess_vs_00631L_40d,459,0,0.0
P2|2024_latest,RS5,927,0,0.0
P2|2024_latest,RS10,927,0,0.0
P2|2024_latest,RS20,927,0,0.0
P2|2024_latest,RS30_proxy,927,0,0.0
P2|2024_latest,RS60,927,0,0.0
P2|2024_latest,BIAS20,927,0,0.0
P2|2024_latest,BIAS60,927,0,0.0
P2|2024_latest,volatility,927,0,0.0
P2|2024_latest,risk_bucket,927,927,1.0
P2|2024_latest,large_down_day_count_20d_proxy,927,0,0.0
P2|2024_latest,blowoff_turnover_without_price_continuation_proxy,927,0,0.0
P2|2024_latest,lifecycle_composite_score,927,0,0.0
P2|2024_latest,forward_excess_vs_0050_5d,927,4,0.004314994606256742
P2|2024_latest,forward_excess_vs_0050_10d,927,0,0.0
P2|2024_latest,forward_excess_vs_0050_20d,927,1,0.0010787486515641855
