decision_date,simple_v0_market_state,full_spec_v1_market_state,state_changed,simple_transition,v1_transition
2023-09-06,ordinary_market,weak_market,True,False,True
2023-09-07,ordinary_market,ordinary_market,False,False,True
2023-09-08,ordinary_market,weak_market,True,False,True
2023-09-11,strong_market,ordinary_market,True,True,True
2023-09-12,ordinary_market,weak_market,True,True,True
2023-09-13,ordinary_market,ordinary_market,False,False,True
2023-09-14,strong_market,strong_market,False,True,True
2023-09-15,ordinary_market,strong_market,True,True,False
2023-09-18,ordinary_market,strong_market,True,False,False
2023-09-19,ordinary_market,ordinary_market,False,False,True
2023-09-20,ordinary_market,weak_market,True,False,True
2023-09-21,ordinary_market,weak_market,True,False,False
2023-09-22,ordinary_market,weak_market,True,False,False
2023-09-25,ordinary_market,weak_market,True,False,False
2023-09-26,weak_market,weak_market,False,True,False
2023-09-27,weak_market,confirmed_bear,True,False,True
2023-09-28,ordinary_market,confirmed_bear,True,True,False
2023-10-02,ordinary_market,weak_market,True,False,True
2023-10-03,ordinary_market,weak_market,True,False,False
2023-10-04,weak_market,weak_market,False,True,False
2023-10-05,ordinary_market,weak_market,True,True,False
2023-10-06,ordinary_market,weak_market,True,False,False
2023-10-11,ordinary_market,weak_market,True,False,False
2023-10-12,strong_market,ordinary_market,True,True,True
2023-10-13,strong_market,weak_market,True,False,True
2023-10-16,ordinary_market,weak_market,True,True,False
2023-10-17,ordinary_market,weak_market,True,False,False
2023-10-18,ordinary_market,weak_market,True,False,False
2023-10-19,ordinary_market,weak_market,True,False,False
2023-10-20,ordinary_market,confirmed_bear,True,False,True
2023-10-23,weak_market,weak_market,False,True,True
2023-10-24,ordinary_market,weak_market,True,True,False
2023-10-25,ordinary_market,weak_market,True,False,False
2023-10-26,weak_market,weak_market,False,True,False
2023-10-27,weak_market,weak_market,False,False,False
2023-10-30,weak_market,weak_market,False,False,False
2023-10-31,ordinary_market,weak_market,True,True,False
2023-11-01,ordinary_market,weak_market,True,False,False
2023-11-02,ordinary_market,ordinary_market,False,False,True
2023-11-03,strong_market,strong_market,False,True,True
2023-11-06,strong_market,strong_market,False,False,False
2023-11-07,strong_market,strong_market,False,False,False
2023-11-08,strong_market,ordinary_market,True,False,True
2023-11-09,ordinary_market,ordinary_market,False,True,False
2023-11-10,ordinary_market,strong_market,True,False,True
2023-11-13,strong_market,strong_market,False,True,False
2023-11-14,strong_market,strong_market,False,False,False
2023-11-15,strong_market,strong_market,False,False,False
2023-11-16,strong_market,strong_market,False,False,False
2023-11-17,strong_market,strong_market,False,False,False
2023-11-20,strong_market,strong_market,False,False,False
2023-11-21,strong_market,strong_market,False,False,False
2023-11-22,strong_market,ordinary_market,True,False,True
2023-11-23,strong_market,strong_market,False,False,True
2023-11-24,strong_market,strong_market,False,False,False
2023-11-27,ordinary_market,ordinary_market,False,True,True
2023-11-28,ordinary_market,strong_market,True,False,True
2023-11-29,strong_market,strong_market,False,True,False
2023-11-30,strong_market,strong_market,False,False,False
2023-12-01,strong_market,strong_market,False,False,False
2023-12-04,ordinary_market,ordinary_market,False,True,True
2023-12-05,strong_market,strong_market,False,True,True
2023-12-06,strong_market,strong_market,False,False,False
2023-12-07,strong_market,strong_market,False,False,False
2023-12-08,strong_market,strong_market,False,False,False
2023-12-11,ordinary_market,ordinary_market,False,True,True
2023-12-12,strong_market,strong_market,False,True,True
2023-12-13,strong_market,strong_market,False,False,False
2023-12-14,strong_market,strong_market,False,False,False
2023-12-15,strong_market,strong_market,False,False,False
2023-12-18,ordinary_market,ordinary_market,False,True,True
2023-12-19,ordinary_market,ordinary_market,False,False,False
2023-12-20,ordinary_market,ordinary_market,False,False,False
2023-12-21,ordinary_market,ordinary_market,False,False,False
2023-12-22,ordinary_market,ordinary_market,False,False,False
2023-12-25,ordinary_market,ordinary_market,False,False,False
2023-12-26,strong_market,ordinary_market,True,True,False
2023-12-27,ordinary_market,ordinary_market,False,True,False
2023-12-28,ordinary_market,ordinary_market,False,False,False
2023-12-29,ordinary_market,ordinary_market,False,False,False
2024-01-02,ordinary_market,ordinary_market,False,False,False
2024-01-03,ordinary_market,strong_market,True,False,True
2024-01-04,weak_market,weak_market,False,True,True
2024-01-05,ordinary_market,weak_market,True,True,False
2024-01-08,ordinary_market,weak_market,True,False,False
2024-01-09,ordinary_market,weak_market,True,False,False
2024-01-10,ordinary_market,weak_market,True,False,False
2024-01-11,ordinary_market,strong_market,True,False,True
2024-01-12,ordinary_market,ordinary_market,False,False,True
2024-01-15,ordinary_market,ordinary_market,False,False,False
2024-01-16,ordinary_market,ordinary_market,False,False,False
2024-01-17,ordinary_market,weak_market,True,False,True
2024-01-18,ordinary_market,weak_market,True,False,False
2024-01-19,strong_market,weak_market,True,True,False
2024-01-22,strong_market,ordinary_market,True,False,True
2024-01-23,strong_market,weak_market,True,False,True
2024-01-24,strong_market,ordinary_market,True,False,True
2024-01-25,strong_market,ordinary_market,True,False,False
2024-01-26,strong_market,ordinary_market,True,False,False
2024-01-29,strong_market,strong_market,False,False,True
2024-01-30,strong_market,strong_market,False,False,False
2024-01-31,strong_market,weak_market,True,False,True
2024-02-01,strong_market,strong_market,False,False,True
2024-02-02,strong_market,strong_market,False,False,False
2024-02-05,strong_market,strong_market,False,False,False
2024-02-15,strong_market,strong_market,False,False,False
2024-02-16,strong_market,strong_market,False,False,False
2024-02-19,strong_market,strong_market,False,False,False
2024-02-20,strong_market,ordinary_market,True,False,True
2024-02-21,strong_market,ordinary_market,True,False,False
2024-02-22,strong_market,strong_market,False,False,True
2024-02-23,strong_market,ordinary_market,True,False,True
2024-02-26,strong_market,strong_market,False,False,True
2024-02-27,strong_market,strong_market,False,False,False
2024-02-29,strong_market,strong_market,False,False,False
2024-03-01,strong_market,ordinary_market,True,False,True
2024-03-04,strong_market,strong_market,False,False,True
2024-03-05,strong_market,strong_market,False,False,False
2024-03-06,strong_market,strong_market,False,False,False
2024-03-07,ordinary_market,strong_market,True,True,False
2024-03-08,ordinary_market,weak_market,True,False,True
2024-03-11,ordinary_market,ordinary_market,False,False,True
2024-03-12,ordinary_market,ordinary_market,False,False,False
2024-03-13,ordinary_market,weak_market,True,False,True
2024-03-14,ordinary_market,weak_market,True,False,False
2024-03-15,ordinary_market,ordinary_market,False,False,True
2024-03-18,ordinary_market,ordinary_market,False,False,False
2024-03-19,ordinary_market,strong_market,True,False,True
2024-03-20,ordinary_market,ordinary_market,False,False,True
2024-03-21,strong_market,strong_market,False,True,True
2024-03-22,ordinary_market,weak_market,True,True,True
2024-03-25,ordinary_market,weak_market,True,False,False
2024-03-26,ordinary_market,weak_market,True,False,False
2024-03-27,ordinary_market,ordinary_market,False,False,True
2024-03-28,ordinary_market,weak_market,True,False,True
2024-03-29,strong_market,ordinary_market,True,True,True
2024-04-01,ordinary_market,ordinary_market,False,True,False
2024-04-02,ordinary_market,weak_market,True,False,True
2024-04-03,ordinary_market,ordinary_market,False,False,True
2024-04-08,ordinary_market,ordinary_market,False,False,False
2024-04-09,ordinary_market,strong_market,True,False,True
2024-04-10,ordinary_market,weak_market,True,False,True
2024-04-11,ordinary_market,ordinary_market,False,False,True
2024-04-12,ordinary_market,ordinary_market,False,False,False
2024-04-15,ordinary_market,ordinary_market,False,False,False
2024-04-16,ordinary_market,weak_market,True,False,True
2024-04-17,ordinary_market,weak_market,True,False,False
2024-04-18,weak_market,weak_market,False,True,False
2024-04-19,ordinary_market,weak_market,True,True,False
2024-04-22,ordinary_market,weak_market,True,False,False
2024-04-23,ordinary_market,weak_market,True,False,False
2024-04-24,ordinary_market,weak_market,True,False,False
2024-04-25,ordinary_market,weak_market,True,False,False
2024-04-26,ordinary_market,weak_market,True,False,False
2024-04-29,ordinary_market,weak_market,True,False,False
2024-04-30,ordinary_market,weak_market,True,False,False
2024-05-02,ordinary_market,weak_market,True,False,False
2024-05-03,ordinary_market,weak_market,True,False,False
2024-05-06,ordinary_market,ordinary_market,False,False,True
2024-05-07,ordinary_market,ordinary_market,False,False,False
2024-05-08,ordinary_market,ordinary_market,False,False,False
2024-05-09,ordinary_market,weak_market,True,False,True
2024-05-10,ordinary_market,ordinary_market,False,False,True
2024-05-13,ordinary_market,ordinary_market,False,False,False
2024-05-14,strong_market,ordinary_market,True,True,False
2024-05-15,strong_market,weak_market,True,False,True
2024-05-16,strong_market,ordinary_market,True,False,True
2024-05-17,strong_market,ordinary_market,True,False,False
2024-05-20,strong_market,ordinary_market,True,False,False
2024-05-21,strong_market,weak_market,True,False,True
2024-05-22,strong_market,strong_market,False,False,True
2024-05-23,strong_market,ordinary_market,True,False,True
2024-05-24,strong_market,ordinary_market,True,False,False
2024-05-27,strong_market,strong_market,False,False,True
2024-05-28,strong_market,strong_market,False,False,False
2024-05-29,ordinary_market,ordinary_market,False,True,True
2024-05-30,ordinary_market,ordinary_market,False,False,False
2024-05-31,strong_market,strong_market,False,True,True
2024-06-03,strong_market,ordinary_market,True,False,True
2024-06-04,strong_market,strong_market,False,False,True
2024-06-05,ordinary_market,weak_market,True,True,True
2024-06-06,strong_market,strong_market,False,True,True
2024-06-07,strong_market,ordinary_market,True,False,True
2024-06-11,ordinary_market,strong_market,True,True,True
2024-06-12,weak_market,weak_market,False,True,True
2024-06-13,ordinary_market,ordinary_market,False,True,True
2024-06-14,ordinary_market,strong_market,True,False,True
2024-06-17,ordinary_market,ordinary_market,False,False,True
2024-06-18,ordinary_market,ordinary_market,False,False,False
2024-06-19,ordinary_market,weak_market,True,False,True
2024-06-20,ordinary_market,ordinary_market,False,False,True
2024-06-21,ordinary_market,weak_market,True,False,True
2024-06-24,ordinary_market,ordinary_market,False,False,True
2024-06-25,ordinary_market,ordinary_market,False,False,False
2024-06-26,ordinary_market,ordinary_market,False,False,False
2024-06-27,ordinary_market,weak_market,True,False,True
2024-06-28,ordinary_market,ordinary_market,False,False,True
2024-07-01,ordinary_market,ordinary_market,False,False,False
2024-07-02,ordinary_market,strong_market,True,False,True
2024-07-03,ordinary_market,strong_market,True,False,False
2024-07-04,ordinary_market,strong_market,True,False,False
2024-07-05,strong_market,strong_market,False,True,False
2024-07-08,ordinary_market,strong_market,True,True,False
2024-07-09,ordinary_market,ordinary_market,False,False,True
2024-07-10,ordinary_market,strong_market,True,False,True
2024-07-11,ordinary_market,strong_market,True,False,False
2024-07-12,ordinary_market,weak_market,True,False,True
2024-07-15,ordinary_market,ordinary_market,False,False,True
2024-07-16,ordinary_market,ordinary_market,False,False,False
2024-07-17,ordinary_market,weak_market,True,False,True
2024-07-18,ordinary_market,weak_market,True,False,False
2024-07-19,ordinary_market,weak_market,True,False,False
2024-07-22,ordinary_market,weak_market,True,False,False
2024-07-23,ordinary_market,ordinary_market,False,False,True
2024-07-26,weak_market,weak_market,False,True,True
2024-07-29,ordinary_market,confirmed_bear,True,True,True
2024-07-30,ordinary_market,weak_market,True,False,True
2024-07-31,ordinary_market,weak_market,True,False,False
2024-08-01,ordinary_market,weak_market,True,False,False
2024-08-02,weak_market,weak_market,False,True,False
2024-08-05,weak_market,confirmed_bear,True,False,True
2024-08-06,weak_market,weak_market,False,False,True
2024-08-07,weak_market,weak_market,False,False,False
2024-08-08,ordinary_market,weak_market,True,True,False
2024-08-09,ordinary_market,weak_market,True,False,False
2024-08-12,ordinary_market,weak_market,True,False,False
2024-08-13,ordinary_market,weak_market,True,False,False
2024-08-14,ordinary_market,weak_market,True,False,False
2024-08-15,ordinary_market,weak_market,True,False,False
2024-08-16,ordinary_market,ordinary_market,False,False,True
2024-08-19,ordinary_market,ordinary_market,False,False,False
2024-08-20,ordinary_market,weak_market,True,False,True
2024-08-21,strong_market,ordinary_market,True,True,True
2024-08-22,weak_market,weak_market,False,True,True
2024-08-23,ordinary_market,ordinary_market,False,True,True
2024-08-26,ordinary_market,ordinary_market,False,False,False
2024-08-27,ordinary_market,weak_market,True,False,True
2024-08-28,ordinary_market,weak_market,True,False,False
2024-08-29,ordinary_market,ordinary_market,False,False,True
2024-08-30,ordinary_market,weak_market,True,False,True
2024-09-02,ordinary_market,weak_market,True,False,False
2024-09-03,ordinary_market,ordinary_market,False,False,True
2024-09-04,ordinary_market,weak_market,True,False,True
2024-09-05,ordinary_market,weak_market,True,False,False
2024-09-06,ordinary_market,weak_market,True,False,False
2024-09-09,ordinary_market,weak_market,True,False,False
2024-09-10,ordinary_market,confirmed_bear,True,False,True
2024-09-11,ordinary_market,confirmed_bear,True,False,False
2024-09-12,ordinary_market,weak_market,True,False,True
2024-09-13,ordinary_market,weak_market,True,False,False
2024-09-16,weak_market,weak_market,False,True,False
2024-09-18,ordinary_market,weak_market,True,True,False
2024-09-19,ordinary_market,ordinary_market,False,False,True
2024-09-20,ordinary_market,ordinary_market,False,False,False
2024-09-23,ordinary_market,ordinary_market,False,False,False
2024-09-24,strong_market,strong_market,False,True,True
2024-09-25,ordinary_market,strong_market,True,True,False
2024-09-26,strong_market,ordinary_market,True,True,True
2024-09-27,strong_market,ordinary_market,True,False,False
2024-09-30,strong_market,ordinary_market,True,False,False
2024-10-01,strong_market,strong_market,False,False,True
2024-10-04,strong_market,ordinary_market,True,False,True
2024-10-07,ordinary_market,strong_market,True,True,True
2024-10-08,ordinary_market,ordinary_market,False,False,True
2024-10-09,ordinary_market,ordinary_market,False,False,False
2024-10-11,ordinary_market,ordinary_market,False,False,False
2024-10-14,ordinary_market,ordinary_market,False,False,False
2024-10-15,strong_market,ordinary_market,True,True,False
2024-10-16,strong_market,ordinary_market,True,False,False
2024-10-17,ordinary_market,strong_market,True,True,True
2024-10-18,strong_market,ordinary_market,True,True,True
2024-10-21,ordinary_market,weak_market,True,True,True
2024-10-22,ordinary_market,ordinary_market,False,False,True
2024-10-23,ordinary_market,weak_market,True,False,True
2024-10-24,ordinary_market,weak_market,True,False,False
2024-10-25,ordinary_market,weak_market,True,False,False
2024-10-28,ordinary_market,weak_market,True,False,False
2024-10-29,ordinary_market,weak_market,True,False,False
2024-10-30,ordinary_market,weak_market,True,False,False
2024-11-01,ordinary_market,ordinary_market,False,False,True
2024-11-04,ordinary_market,ordinary_market,False,False,False
2024-11-05,ordinary_market,ordinary_market,False,False,False
2024-11-06,ordinary_market,strong_market,True,False,True
2024-11-07,ordinary_market,strong_market,True,False,False
2024-11-08,ordinary_market,ordinary_market,False,False,True
2024-11-11,weak_market,ordinary_market,True,True,False
2024-11-12,ordinary_market,ordinary_market,False,True,False
2024-11-13,ordinary_market,weak_market,True,False,True
2024-11-14,ordinary_market,ordinary_market,False,False,True
2024-11-15,weak_market,ordinary_market,True,True,False
2024-11-18,ordinary_market,weak_market,True,True,True
2024-11-19,ordinary_market,ordinary_market,False,False,True
2024-11-20,ordinary_market,weak_market,True,False,True
2024-11-21,ordinary_market,weak_market,True,False,False
2024-11-22,ordinary_market,ordinary_market,False,False,True
2024-11-25,ordinary_market,ordinary_market,False,False,False
2024-11-26,ordinary_market,ordinary_market,False,False,False
2024-11-27,weak_market,weak_market,False,True,True
2024-11-28,weak_market,weak_market,False,False,False
2024-11-29,ordinary_market,ordinary_market,False,True,True
2024-12-02,ordinary_market,ordinary_market,False,False,False
2024-12-03,strong_market,strong_market,False,True,True
2024-12-04,strong_market,strong_market,False,False,False
2024-12-05,strong_market,strong_market,False,False,False
2024-12-06,strong_market,strong_market,False,False,False
2024-12-09,ordinary_market,ordinary_market,False,True,True
2024-12-10,strong_market,strong_market,False,True,True
2024-12-11,strong_market,strong_market,False,False,False
2024-12-12,strong_market,strong_market,False,False,False
2024-12-13,strong_market,strong_market,False,False,False
2024-12-16,strong_market,ordinary_market,True,False,True
2024-12-17,strong_market,strong_market,False,False,True
2024-12-18,strong_market,strong_market,False,False,False
2024-12-19,strong_market,strong_market,False,False,False
2024-12-20,strong_market,ordinary_market,True,False,True
2024-12-23,strong_market,strong_market,False,False,True
2024-12-24,strong_market,ordinary_market,True,False,True
2024-12-25,strong_market,strong_market,False,False,True
2024-12-26,strong_market,ordinary_market,True,False,True
2024-12-27,strong_market,ordinary_market,True,False,False
2024-12-30,ordinary_market,ordinary_market,False,True,False
2024-12-31,ordinary_market,ordinary_market,False,False,False
2025-01-02,ordinary_market,weak_market,True,False,True
2025-01-03,ordinary_market,weak_market,True,False,False
2025-01-06,strong_market,strong_market,False,True,True
2025-01-07,strong_market,weak_market,True,False,True
2025-01-08,strong_market,weak_market,True,False,False
2025-01-09,ordinary_market,weak_market,True,True,False
2025-01-10,ordinary_market,weak_market,True,False,False
2025-01-13,ordinary_market,weak_market,True,False,False
2025-01-14,ordinary_market,weak_market,True,False,False
2025-01-15,ordinary_market,weak_market,True,False,False
2025-01-16,ordinary_market,weak_market,True,False,False
2025-01-17,strong_market,weak_market,True,True,False
2025-01-20,strong_market,weak_market,True,False,False
2025-01-21,ordinary_market,weak_market,True,True,False
2025-01-22,strong_market,strong_market,False,True,True
2025-02-03,ordinary_market,weak_market,True,True,True
2025-02-04,ordinary_market,ordinary_market,False,False,True
2025-02-05,ordinary_market,weak_market,True,False,True
2025-02-06,ordinary_market,ordinary_market,False,False,True
2025-02-07,strong_market,strong_market,False,True,True
2025-02-10,strong_market,ordinary_market,True,False,True
2025-02-11,strong_market,strong_market,False,False,True
2025-02-12,strong_market,strong_market,False,False,False
2025-02-13,strong_market,strong_market,False,False,False
2025-02-14,strong_market,strong_market,False,False,False
2025-02-17,strong_market,strong_market,False,False,False
2025-02-18,strong_market,weak_market,True,False,True
2025-02-19,strong_market,ordinary_market,True,False,True
2025-02-20,strong_market,ordinary_market,True,False,False
2025-02-21,strong_market,ordinary_market,True,False,False
2025-02-24,strong_market,weak_market,True,False,True
2025-02-25,ordinary_market,ordinary_market,False,True,True
2025-02-26,ordinary_market,ordinary_market,False,False,False
2025-02-27,ordinary_market,weak_market,True,False,True
2025-03-03,weak_market,weak_market,False,True,False
2025-03-04,weak_market,weak_market,False,False,False
2025-03-05,weak_market,weak_market,False,False,False
2025-03-06,weak_market,weak_market,False,False,False
2025-03-07,weak_market,weak_market,False,False,False
2025-03-10,weak_market,confirmed_bear,True,False,True
2025-03-11,weak_market,confirmed_bear,True,False,False
2025-03-12,weak_market,weak_market,False,False,True
2025-03-13,weak_market,weak_market,False,False,False
2025-03-14,weak_market,weak_market,False,False,False
2025-03-17,weak_market,weak_market,False,False,False
2025-03-18,weak_market,weak_market,False,False,False
2025-03-19,weak_market,weak_market,False,False,False
2025-03-20,weak_market,weak_market,False,False,False
2025-03-21,weak_market,weak_market,False,False,False
2025-03-24,weak_market,confirmed_bear,True,False,True
2025-03-25,ordinary_market,weak_market,True,True,True
2025-03-26,ordinary_market,weak_market,True,False,False
2025-03-27,weak_market,weak_market,False,True,False
2025-03-28,ordinary_market,confirmed_bear,True,True,True
2025-03-31,ordinary_market,confirmed_bear,True,False,False
2025-04-01,ordinary_market,weak_market,True,False,True
2025-04-02,ordinary_market,weak_market,True,False,False
2025-04-07,ordinary_market,weak_market,True,False,False
2025-04-08,ordinary_market,confirmed_bear,True,False,True
2025-04-09,weak_market,confirmed_bear,True,True,False
2025-04-10,weak_market,confirmed_bear,True,False,False
2025-04-11,weak_market,confirmed_bear,True,False,False
2025-04-14,weak_market,confirmed_bear,True,False,False
2025-04-15,ordinary_market,confirmed_bear,True,True,False
2025-04-16,weak_market,confirmed_bear,True,True,False
2025-04-17,ordinary_market,confirmed_bear,True,True,False
2025-04-18,ordinary_market,confirmed_bear,True,False,False
2025-04-21,weak_market,confirmed_bear,True,True,False
2025-04-22,weak_market,confirmed_bear,True,False,False
2025-04-23,weak_market,confirmed_bear,True,False,False
2025-04-24,weak_market,confirmed_bear,True,False,False
2025-04-25,ordinary_market,confirmed_bear,True,True,False
2025-04-28,ordinary_market,confirmed_bear,True,False,False
2025-04-29,ordinary_market,weak_market,True,False,True
2025-04-30,ordinary_market,weak_market,True,False,False
2025-05-02,strong_market,ordinary_market,True,True,True
2025-05-05,ordinary_market,weak_market,True,True,True
2025-05-06,ordinary_market,weak_market,True,False,False
2025-05-07,ordinary_market,weak_market,True,False,False
2025-05-08,ordinary_market,ordinary_market,False,False,True
2025-05-09,strong_market,strong_market,False,True,True
2025-05-12,ordinary_market,strong_market,True,True,False
2025-05-13,ordinary_market,strong_market,True,False,False
2025-05-14,ordinary_market,strong_market,True,False,False
2025-05-15,ordinary_market,ordinary_market,False,False,True
2025-05-16,ordinary_market,ordinary_market,False,False,False
2025-05-19,ordinary_market,strong_market,True,False,True
2025-05-20,ordinary_market,ordinary_market,False,False,True
2025-05-21,ordinary_market,ordinary_market,False,False,False
2025-05-22,ordinary_market,ordinary_market,False,False,False
2025-05-23,ordinary_market,weak_market,True,False,True
2025-05-26,ordinary_market,ordinary_market,False,False,True
2025-05-27,ordinary_market,ordinary_market,False,False,False
2025-05-28,ordinary_market,ordinary_market,False,False,False
2025-05-29,ordinary_market,strong_market,True,False,True
2025-06-02,ordinary_market,strong_market,True,False,False
2025-06-03,ordinary_market,strong_market,True,False,False
2025-06-04,strong_market,strong_market,False,True,False
2025-06-05,strong_market,strong_market,False,False,False
2025-06-06,ordinary_market,ordinary_market,False,True,True
2025-06-09,ordinary_market,ordinary_market,False,False,False
2025-06-10,ordinary_market,strong_market,True,False,True
2025-06-11,strong_market,strong_market,False,True,False
2025-06-12,strong_market,strong_market,False,False,False
2025-06-13,ordinary_market,strong_market,True,True,False
2025-06-16,ordinary_market,ordinary_market,False,False,True
2025-06-17,ordinary_market,strong_market,True,False,True
2025-06-18,ordinary_market,strong_market,True,False,False
2025-06-19,ordinary_market,ordinary_market,False,False,True
2025-06-20,ordinary_market,ordinary_market,False,False,False
2025-06-23,ordinary_market,ordinary_market,False,False,False
2025-06-24,ordinary_market,strong_market,True,False,True
2025-06-25,ordinary_market,strong_market,True,False,False
2025-06-26,ordinary_market,ordinary_market,False,False,True
2025-06-27,ordinary_market,ordinary_market,False,False,False
2025-06-30,ordinary_market,weak_market,True,False,True
2025-07-01,ordinary_market,strong_market,True,False,True
2025-07-02,ordinary_market,ordinary_market,False,False,True
2025-07-03,ordinary_market,strong_market,True,False,True
2025-07-04,ordinary_market,weak_market,True,False,True
2025-07-07,ordinary_market,weak_market,True,False,False
2025-07-08,ordinary_market,ordinary_market,False,False,True
2025-07-09,ordinary_market,ordinary_market,False,False,False
2025-07-10,ordinary_market,ordinary_market,False,False,False
2025-07-11,ordinary_market,ordinary_market,False,False,False
2025-07-14,ordinary_market,ordinary_market,False,False,False
2025-07-15,ordinary_market,ordinary_market,False,False,False
2025-07-16,ordinary_market,strong_market,True,False,True
2025-07-17,ordinary_market,ordinary_market,False,False,True
2025-07-18,ordinary_market,strong_market,True,False,True
2025-07-21,ordinary_market,weak_market,True,False,True
2025-07-22,ordinary_market,ordinary_market,False,False,True
2025-07-23,ordinary_market,ordinary_market,False,False,False
2025-07-24,strong_market,weak_market,True,True,True
2025-07-25,strong_market,weak_market,True,False,False
2025-07-28,strong_market,ordinary_market,True,False,True
2025-07-29,strong_market,strong_market,False,False,True
2025-07-30,strong_market,ordinary_market,True,False,True
2025-07-31,strong_market,ordinary_market,True,False,False
2025-08-01,ordinary_market,weak_market,True,True,True
2025-08-04,strong_market,weak_market,True,True,False
2025-08-05,ordinary_market,weak_market,True,True,False
2025-08-06,ordinary_market,weak_market,True,False,False
2025-08-07,ordinary_market,weak_market,True,False,False
2025-08-08,ordinary_market,weak_market,True,False,False
2025-08-11,strong_market,weak_market,True,True,False
2025-08-12,strong_market,ordinary_market,True,False,True
2025-08-13,strong_market,ordinary_market,True,False,False
2025-08-14,strong_market,ordinary_market,True,False,False
2025-08-15,strong_market,weak_market,True,False,True
2025-08-18,strong_market,strong_market,False,False,True
2025-08-19,strong_market,ordinary_market,True,False,True
2025-08-20,ordinary_market,weak_market,True,True,True
2025-08-21,ordinary_market,weak_market,True,False,False
2025-08-22,strong_market,weak_market,True,True,False
2025-08-25,strong_market,ordinary_market,True,False,True
2025-08-26,strong_market,ordinary_market,True,False,False
2025-08-27,strong_market,ordinary_market,True,False,False
2025-08-28,strong_market,weak_market,True,False,True
2025-08-29,strong_market,ordinary_market,True,False,True
2025-09-01,strong_market,ordinary_market,True,False,False
2025-09-02,ordinary_market,weak_market,True,True,True
2025-09-03,strong_market,ordinary_market,True,True,True
2025-09-04,ordinary_market,ordinary_market,False,True,False
2025-09-05,strong_market,ordinary_market,True,True,False
2025-09-08,strong_market,ordinary_market,True,False,False
2025-09-09,strong_market,ordinary_market,True,False,False
2025-09-10,strong_market,ordinary_market,True,False,False
2025-09-11,strong_market,ordinary_market,True,False,False
2025-09-12,strong_market,ordinary_market,True,False,False
2025-09-15,strong_market,weak_market,True,False,True
2025-09-16,strong_market,weak_market,True,False,False
2025-09-17,strong_market,ordinary_market,True,False,True
2025-09-18,strong_market,strong_market,False,False,True
2025-09-19,ordinary_market,strong_market,True,True,False
2025-09-22,ordinary_market,strong_market,True,False,False
2025-09-23,ordinary_market,strong_market,True,False,False
2025-09-24,ordinary_market,strong_market,True,False,False
2025-09-25,ordinary_market,strong_market,True,False,False
2025-09-26,ordinary_market,ordinary_market,False,False,True
2025-09-30,ordinary_market,strong_market,True,False,True
2025-10-01,ordinary_market,ordinary_market,False,False,True
2025-10-02,ordinary_market,ordinary_market,False,False,False
2025-10-03,ordinary_market,ordinary_market,False,False,False
2025-10-07,strong_market,strong_market,False,True,True
2025-10-08,strong_market,ordinary_market,True,False,True
2025-10-09,strong_market,weak_market,True,False,True
2025-10-13,strong_market,weak_market,True,False,False
2025-10-14,strong_market,weak_market,True,False,False
2025-10-15,ordinary_market,ordinary_market,False,True,True
2025-10-16,strong_market,ordinary_market,True,True,False
2025-10-17,strong_market,ordinary_market,True,False,False
2025-10-20,strong_market,ordinary_market,True,False,False
2025-10-21,strong_market,ordinary_market,True,False,False
2025-10-22,strong_market,weak_market,True,False,True
