decision_date,adj_close,ma20,ma60,ret20,taiwan_group,above,rspos,breadth_group,turnover,margin,capital_group,chg20,derivatives_group,session_date,sox20,external_group,bullish_count,bearish_count,market_state,market_confidence
2024-07-23,44.98368835449219,46.018594932556155,42.630149269104,0.01822726522289031,bullish,0.4,0.5625,neutral,512036928017,11456449,bearish,-9712.0,bearish,2024-07-23,0.004911064785494856,bullish,2,2,ordinary_market,1.0
2024-07-26,43.221038818359375,45.953307914733884,42.71468912760417,-0.02932483284540288,neutral,0.325,0.7125,neutral,597418025168,11400638,bearish,-11759.0,bearish,2024-07-26,-0.058652405715813316,bearish,0,3,weak_market,1.0
2024-07-29,43.60737991333008,45.90793857574463,42.807870101928714,-0.02038395002810367,neutral,0.2375,0.6,neutral,527115933636,11332041,neutral,-11895.0,bearish,2024-07-29,-0.07028899666892352,bearish,0,2,ordinary_market,1.0
2024-07-30,43.60737991333008,45.84875602722168,42.909459177653,-0.026426071182196753,neutral,0.2625,0.675,neutral,498970345363,11301109,neutral,-12524.0,bearish,2024-07-30,-0.1071725277682859,bearish,0,2,ordinary_market,1.0
2024-07-31,43.66773986816406,45.79078960418701,43.00885111490886,-0.025862241362481497,neutral,0.325,0.5875,neutral,493317951469,11348619,neutral,-11185.0,bearish,2024-07-31,-0.056232751621589694,bearish,0,2,ordinary_market,1.0
2024-08-01,44.42832946777344,45.78586711883545,43.111910883585615,-0.0022110224196714157,neutral,0.425,0.6125,neutral,569340991628,11330093,neutral,-16367.0,bearish,2024-08-01,-0.14015739296741703,bearish,0,2,ordinary_market,1.0
2024-08-02,42.18276977539063,45.64164066314697,43.17394123077393,-0.06400492563052929,bearish,0.175,0.6625,neutral,657459217951,11260201,bullish,-19640.0,bearish,2024-08-02,-0.1853770889691002,bearish,1,3,weak_market,1.0
2024-08-05,38.33150863647461,45.24599475860596,43.169381586710614,-0.17111074027326756,bearish,0.0375,0.85,neutral,794907899721,10757506,bullish,-13820.0,bearish,2024-08-05,-0.21608228912142224,bearish,1,3,weak_market,1.0
2024-08-06,40.44427108764648,44.9643949508667,43.200835418701175,-0.12223204030726376,bearish,0.05,0.575,neutral,800856554920,10430676,bullish,-7027.0,bearish,2024-08-06,-0.20773439438712038,bearish,1,3,weak_market,1.0
2024-08-07,42.04996490478516,44.69041004180908,43.2544464747111,-0.11529006993473945,bearish,0.125,0.8,neutral,562265059748,10469667,neutral,-2500.0,bearish,2024-08-07,-0.2503615878208125,bearish,0,3,weak_market,1.0
2024-08-08,41.18071746826172,44.375365257263184,43.286963653564456,-0.13270180332320503,bearish,0.125,0.75,neutral,515678093935,10534297,neutral,2976.0,bullish,2024-08-08,-0.17012424671701232,bearish,1,2,ordinary_market,1.0
2024-08-09,42.46044921875,44.11589870452881,43.336405499776205,-0.1089056659843678,bearish,0.2375,0.7125,neutral,582755453132,10664993,neutral,1622.0,bullish,2024-08-09,-0.18453760948237208,bearish,1,2,ordinary_market,1.0
2024-08-12,42.99165725708008,43.8301420211792,43.38569215138753,-0.11733751205045229,bearish,0.375,0.775,neutral,483600752146,10726284,neutral,537.0,bullish,2024-08-12,-0.17894462403076206,bearish,1,2,ordinary_market,1.0
2024-08-13,43.10031509399414,43.62669200897217,43.43358662923177,-0.08626371222418361,bearish,0.425,0.6875,neutral,444027494661,10792157,neutral,4435.0,bullish,2024-08-13,-0.14846921164435434,bearish,1,2,ordinary_market,1.0
2024-08-14,43.64359664916992,43.44620208740234,43.4913366317749,-0.07639236133703886,neutral,0.6125,0.7,bullish,534114466791,10810837,neutral,3009.0,bullish,2024-08-14,-0.08788784510805148,bearish,2,1,ordinary_market,1.0
2024-08-15,43.3055534362793,43.23492603302002,43.54365278879801,-0.08890018014466472,bearish,0.6,0.725,bullish,460890760457,10855067,neutral,3982.0,bullish,2024-08-15,-0.048384790513345544,neutral,2,1,ordinary_market,1.0
2024-08-16,44.2834587097168,43.10574569702148,43.61306800842285,-0.055126274629820116,neutral,0.65,0.6125,bullish,570755571918,10847627,neutral,-110.0,bearish,2024-08-16,-0.018398938588378932,neutral,1,1,ordinary_market,1.0
2024-08-19,44.34382247924805,43.02183876037598,43.67147782643636,-0.03646386830787263,neutral,0.7625,0.675,bullish,441373606702,10909708,neutral,8378.0,bullish,2024-08-19,-0.038566412410251716,neutral,2,0,ordinary_market,1.0
2024-08-20,44.36796569824219,42.99165630340576,43.72508500417074,-0.013422892230655847,neutral,0.8125,0.6125,bullish,497812437029,11027925,neutral,1599.0,bullish,2024-08-20,-0.03734787626734537,neutral,2,0,ordinary_market,1.0
2024-08-21,43.89712524414063,43.00493659973145,43.77364756266276,0.0060874782878892475,bullish,0.7625,0.6125,bullish,470998451210,11152324,neutral,3238.0,bullish,2024-08-21,0.031784449882277466,bullish,4,0,strong_market,1.0
2024-08-22,43.66773986816406,42.93913917541504,43.80897795359294,-0.029253903680770743,bearish,0.15,0.1625,bearish,420641247075,11175005,neutral,-265.0,bearish,2024-08-22,0.016290544793925443,bullish,1,3,weak_market,1.0
2024-08-23,43.6918830871582,42.96268138885499,43.843709754943845,0.01089386746990506,neutral,0.7875,0.525,neutral,427353786595,11305554,neutral,2551.0,bullish,2024-08-23,0.0245966734952221,bullish,2,0,ordinary_market,1.0
2024-08-26,43.76432418823242,42.970528602600105,43.88905792236328,0.003599030146141935,neutral,0.7625,0.675,bullish,466114397263,11296870,neutral,-692.0,bearish,2024-08-26,0.0019124817192774923,bullish,2,1,ordinary_market,1.0
2024-08-27,43.5711555480957,42.96871738433838,43.94299805959066,-0.0008306934584552117,bearish,0.8125,0.8,bullish,401049690794,11398489,bearish,1531.0,bullish,2024-08-27,0.05387973492233211,bullish,3,2,ordinary_market,1.0
2024-08-28,44.18687438964844,42.9946741104126,44.01480744679769,0.011888284647927128,bullish,0.8125,0.675,bullish,439765335134,11499105,bearish,-114.0,bearish,2024-08-28,-0.03317678951529324,neutral,2,2,ordinary_market,1.0
2024-08-29,43.583229064941406,42.952419090271,44.06234238942464,-0.01902165606845596,bearish,0.8,0.8,bullish,469331753930,11590052,bearish,4371.0,bullish,2024-08-29,0.034912443581674335,bullish,3,2,ordinary_market,1.0
2024-08-30,43.78847122192383,43.03270416259765,44.12410837809245,0.03806533935734957,neutral,0.825,0.475,neutral,550402565808,11613908,neutral,5546.0,bullish,2024-08-30,0.1195939212596957,bullish,2,0,ordinary_market,1.0
2024-09-02,43.66773986816406,43.29951572418213,44.17745615641276,0.13921265876323297,neutral,0.8375,0.3375,neutral,429259928486,11676676,bearish,-1006.0,bearish,2024-08-30,0.1195939212596957,bullish,1,2,ordinary_market,1.0
2024-09-03,43.47457504272461,43.45103092193604,44.20456237792969,0.07492541894280125,neutral,0.7125,0.825,bullish,422437508927,11737486,bearish,-1718.0,bearish,2024-09-03,0.053004191734639994,bullish,2,2,ordinary_market,1.0
2024-09-04,41.34973907470703,43.41601963043213,44.20165983835856,-0.016652233400519356,bearish,0.325,0.95,neutral,634135318398,11660567,neutral,1015.0,bullish,2024-09-04,0.04450512663422046,bullish,2,1,ordinary_market,1.0
2024-09-05,41.603275299072266,43.437147521972655,44.2011812210083,0.010261060437720904,neutral,0.3125,0.7375,neutral,436437660386,11755628,bearish,6140.0,bullish,2024-09-05,0.07142580568937618,bullish,2,1,ordinary_market,1.0
2024-09-06,42.19484329223633,43.42386722564697,44.198150062561034,-0.006255372503133683,bearish,0.3125,0.875,neutral,371671011944,11739298,bearish,4475.0,bullish,2024-09-06,-0.042661550563328765,neutral,1,2,ordinary_market,1.0
2024-09-09,41.54290390014648,43.351429557800294,44.17404346466064,-0.03369847662001946,bearish,0.375,0.9625,neutral,401869853801,11740158,bearish,6615.0,bullish,2024-09-09,-0.01776649219892601,neutral,1,2,ordinary_market,1.0
2024-09-10,41.6153450012207,43.27718105316162,44.14694016774495,-0.03445381059361119,bearish,0.25,0.7875,neutral,456592647040,11733322,bearish,8929.0,bullish,2024-09-10,-0.013312036435563779,neutral,1,2,ordinary_market,1.0
2024-09-11,41.4946174621582,43.169732093811035,44.117824745178225,-0.049239277969832296,bearish,0.2375,0.8,neutral,336847230318,11845241,bearish,5482.0,bullish,2024-09-11,-0.006503059568847669,neutral,1,2,ordinary_market,1.0
2024-09-12,43.05201721191406,43.15705528259277,44.102654457092285,-0.005854589174995595,bearish,0.4375,0.6375,neutral,439873119424,11917651,bearish,2782.0,bullish,2024-09-12,-0.00707635897695269,neutral,1,2,ordinary_market,1.0
2024-09-13,43.07616424560547,43.096690559387206,44.06806761423747,-0.02726287646196024,bearish,0.475,0.7875,neutral,386167310277,11959334,bearish,3172.0,bullish,2024-09-13,-0.037285034698174124,neutral,1,2,ordinary_market,1.0
2024-09-16,43.160675048828125,43.03753318786621,44.027682304382324,-0.02668122331974443,bearish,0.5375,0.7,neutral,352529289510,11978432,bearish,2379.0,bullish,2024-09-16,-0.05025096631570036,bearish,1,3,weak_market,1.0
2024-09-18,42.94336700439453,42.96630325317383,43.98827966054281,-0.03210872239526852,bearish,0.4625,0.6125,neutral,456653113459,12002768,neutral,5161.0,bullish,2024-09-18,-0.06485572008778029,bearish,1,2,ordinary_market,1.0
2024-09-19,43.49871826171875,42.94638290405273,43.97655061086019,-0.009075924225244392,bearish,0.6,0.6375,bullish,466150606302,11906171,neutral,6737.0,bullish,2024-09-19,-0.03820860693311101,neutral,2,1,ordinary_market,1.0
2024-09-20,44.05407333374024,42.96569957733154,43.97447789510091,0.008847113836038867,bullish,0.6,0.575,neutral,624058529931,11802583,neutral,1145.0,bullish,2024-09-20,-0.017071270403805072,neutral,2,0,ordinary_market,1.0
2024-09-23,44.24723815917969,42.99346733093262,43.969818878173825,0.01271071496080034,bullish,0.7625,0.6875,bullish,418901971349,11776201,bearish,-1002.0,bearish,2024-09-23,-0.03879392339102239,neutral,2,2,ordinary_market,1.0
2024-09-24,44.66979217529297,43.038740730285646,43.97240263621013,0.020689637138370687,bullish,0.7125,0.6,bullish,470219279410,11751917,neutral,5240.0,bullish,2024-09-24,-0.0010927859364734394,neutral,3,0,strong_market,1.0
2024-09-25,45.33380126953125,43.12687301635742,43.981448809305824,0.04045441759032209,bullish,0.8,0.4625,neutral,579501475413,11659968,neutral,3212.0,bullish,2024-09-25,-0.004096115507179143,neutral,2,0,ordinary_market,1.0
2024-09-26,45.70806121826172,43.202932357788086,43.99613202412923,0.03442621478946806,bullish,0.7625,0.45,neutral,587444346016,11611171,neutral,162.0,bullish,2024-09-26,0.04959718602016072,bullish,3,0,strong_market,1.0
2024-09-27,45.61147689819336,43.304344749450685,44.014210319519044,0.04653734651532471,bullish,0.65,0.4,neutral,579589359206,11607141,neutral,734.0,bullish,2024-09-27,0.03737733866257398,bullish,3,0,strong_market,1.0
2024-09-30,44.416259765625,43.33573417663574,44.003359667460124,0.014336845434029577,bullish,0.675,0.4625,neutral,502754792971,11629692,neutral,2352.0,bullish,2024-09-30,0.0027603666846722774,bullish,3,0,strong_market,1.0
2024-10-01,44.33174896240234,43.368934631347656,43.97148170471191,0.015205941416775115,bullish,0.6625,0.5375,neutral,398412835440,11665814,neutral,973.0,bullish,2024-10-01,0.05588147539530364,bullish,3,0,strong_market,1.0
2024-10-04,44.33174896240234,43.41179332733154,43.94240640004476,0.019716671614048886,bullish,0.475,0.4375,neutral,544573334375,11592706,bullish,243.0,bullish,2024-10-04,0.14986453765691388,bullish,4,0,strong_market,1.0
2024-10-07,45.43038177490234,43.615825462341306,43.90741837819417,0.09868605682910747,bullish,0.625,0.325,neutral,512365808122,11691029,neutral,-11229.0,bearish,2024-10-07,0.12344297525005543,bullish,2,1,ordinary_market,1.0
2024-10-08,45.21307373046875,43.79631538391113,43.869609387715656,0.08676716930210016,bullish,0.6375,0.35,neutral,506929139248,11769359,neutral,-15421.0,bearish,2024-10-08,0.12507401409470376,bullish,2,1,ordinary_market,1.0
2024-10-09,45.635623931884766,43.96835441589355,43.83604011535645,0.08154505079727414,bullish,0.5875,0.3125,neutral,551118577465,11781742,neutral,-12919.0,bearish,2024-10-09,0.0838524912619576,bullish,2,1,ordinary_market,1.0
2024-10-11,46.396217346191406,44.2110200881958,43.797530555725096,0.11682653330423087,bullish,0.55,0.25,neutral,483507725414,11815798,neutral,-13752.0,bearish,2024-10-11,0.07136841762643376,bullish,2,1,ordinary_market,1.0
2024-10-14,46.43243789672852,44.45187473297119,43.78524926503499,0.11575280453319614,bullish,0.625,0.3375,neutral,430911884093,11833800,bearish,-12106.0,bearish,2024-10-14,0.10625728565205206,bullish,2,2,ordinary_market,1.0
2024-10-15,47.42241287231445,44.74826450347901,43.7880662282308,0.14285697212565496,bullish,0.625,0.2625,neutral,550880833563,11842317,bullish,-11322.0,bearish,2024-10-15,0.047456252650974085,bullish,3,1,strong_market,1.0
2024-10-16,46.60145950317383,44.925736618041995,43.772572644551595,0.08244543510675517,bullish,0.5375,0.325,neutral,537126893357,11898512,bullish,-1947.0,bearish,2024-10-16,0.06103151321174627,bullish,3,1,strong_market,1.0
2024-10-17,46.67389678955078,45.10562324523926,43.76935316721598,0.08352026246887445,bullish,0.625,0.35,neutral,489483803125,11904288,neutral,-2636.0,bearish,2024-10-17,0.027268542116180017,bullish,2,1,ordinary_market,1.0
2024-10-18,47.8328971862793,45.339234352111816,43.79953543345133,0.10825183183917853,bullish,0.575,0.225,neutral,614458253755,11944372,bullish,3517.0,bullish,2024-10-18,0.04171151069181489,bullish,4,0,strong_market,1.0
2024-10-21,47.8208236694336,45.58310718536377,43.847022247314456,0.11357881333664266,bullish,0.6625,0.3,neutral,465930546667,12009153,bearish,-3102.0,bearish,2024-10-21,0.03768544774585947,bullish,2,2,ordinary_market,1.0
2024-10-22,47.63973236083984,45.790157890319826,43.913825798034665,0.09519853146490087,bullish,0.7,0.2875,neutral,499759433061,12039010,bearish,-4641.0,bearish,2024-10-22,0.01942939010631517,bullish,2,2,ordinary_market,1.0
2024-10-23,47.32583236694336,45.95374584197997,43.95286153157552,0.07426689033763734,bullish,0.6125,0.425,neutral,443604085588,12068531,bearish,-4150.0,bearish,2024-10-23,-0.00022404244686313746,neutral,1,2,ordinary_market,1.0
2024-10-24,47.03608322143555,46.09318809509277,44.016445604960126,0.06302868107209258,bullish,0.4875,0.3125,neutral,486138813864,12074956,bearish,351.0,bullish,2024-10-24,-0.02879015850084743,neutral,2,1,ordinary_market,1.0
2024-10-25,47.42241287231445,46.23081912994384,44.08002948760986,0.061621524591376264,bullish,0.5375,0.325,neutral,396345796063,12083175,bearish,-5743.0,bearish,2024-10-25,-0.0008433406923255005,neutral,1,2,ordinary_market,1.0
2024-10-28,47.33790969848633,46.33102455139159,44.142204984029135,0.04420781784963701,bullish,0.5375,0.3875,neutral,427563243350,12055904,bearish,-6052.0,bearish,2024-10-28,0.007463641025607037,bullish,2,2,ordinary_market,1.0
2024-10-29,46.2392692565918,46.3575849533081,44.1850638071696,0.011621758266960658,bullish,0.4375,0.5,neutral,440783327981,12020102,bearish,-3793.0,bearish,2024-10-29,0.061141025375672564,bullish,2,2,ordinary_market,1.0
2024-10-30,46.311710357666016,46.39259662628173,44.2164534886678,0.015352132995728462,bullish,0.4,0.5,neutral,422966345715,12054365,bearish,-2538.0,bearish,2024-10-30,0.010646775373206019,bullish,2,2,ordinary_market,1.0
2024-11-01,45.9978141784668,46.47167434692382,44.28003756205241,0.035607555007722835,bullish,0.3625,0.475,neutral,514379593983,11969705,neutral,-2074.0,bearish,2024-11-01,-0.03944996852847549,neutral,1,1,ordinary_market,1.0
2024-11-04,46.58938217163086,46.58455600738525,44.41766878763835,0.05092587732424492,bullish,0.525,0.35,neutral,406802403496,11999504,bearish,362.0,bullish,2024-11-04,-0.042872500973875294,neutral,2,1,ordinary_market,1.0
2024-11-05,46.75840377807617,46.705888748168945,44.52290433247884,0.05473853101829751,bullish,0.575,0.4375,neutral,420304427025,12002232,bearish,-4306.0,bearish,2024-11-05,-0.03954919497712228,neutral,1,2,ordinary_market,1.0
2024-11-06,47.13266754150391,46.79100303649902,44.60761604309082,0.03747020606245477,bullish,0.625,0.425,neutral,518165126875,12099791,neutral,-2479.0,bearish,2024-11-06,-0.019979721542333517,neutral,1,1,ordinary_market,1.0
2024-11-07,47.67594909667969,46.91414680480957,44.71586990356445,0.054472637292766635,bullish,0.7,0.3375,neutral,539437855100,12176921,neutral,-4856.0,bearish,2024-11-07,0.007565309280428201,bullish,2,1,ordinary_market,1.0
2024-11-08,48.05020523071289,47.03487586975098,44.80903250376384,0.052910009566914384,bullish,0.5875,0.375,neutral,548232603074,12156703,neutral,-2378.0,bearish,2024-11-08,-0.008512075168340405,neutral,1,1,ordinary_market,1.0
2024-11-11,48.07435607910156,47.11878280639648,44.893744150797524,0.036169731691454654,bullish,0.625,0.5625,neutral,468522349318,12148787,bearish,-9849.0,bearish,2024-11-11,-0.050774882819725975,bearish,1,3,weak_market,1.0
2024-11-12,46.84291458129883,47.139306640625,44.95612080891927,0.008840300082525454,bullish,0.425,0.5625,neutral,557644937716,12056461,neutral,-10434.0,bearish,2024-11-12,-0.007107547504647704,neutral,1,1,ordinary_market,1.0
2024-11-13,46.54109191894531,47.09524059295654,45.00441239674886,-0.018584481471706438,neutral,0.4375,0.5625,neutral,483582080809,12047502,bearish,-5745.0,bearish,2024-11-13,-0.029009676016206187,neutral,0,2,ordinary_market,1.0
2024-11-14,46.1185417175293,47.07109470367432,45.05129553476969,-0.010362718052031039,neutral,0.3625,0.4875,neutral,511438588744,12005906,neutral,-14931.0,bearish,2024-11-14,-0.03846830385542366,neutral,0,1,ordinary_market,1.0
2024-11-15,46.44451141357422,47.059625434875485,45.08731307983398,-0.004914639482767935,neutral,0.3125,0.3625,bearish,502137639880,11975388,neutral,-10768.0,bearish,2024-11-15,-0.07200184789825015,bearish,0,3,weak_market,1.0
2024-11-18,45.792572021484375,46.95760917663574,45.11145890553792,-0.04265527042715245,neutral,0.425,0.6875,neutral,434435013837,11887479,neutral,-17824.0,bearish,2024-11-18,-0.06259382533998081,bearish,0,2,ordinary_market,1.0
2024-11-19,46.42036437988281,46.887586212158205,45.14566555023193,-0.02928555349091455,neutral,0.45,0.675,neutral,439304327611,11873670,neutral,-7790.0,bearish,2024-11-19,-0.05231457868596745,bearish,0,2,ordinary_market,1.0
2024-11-20,46.227195739746094,46.816959381103516,45.18450005849203,-0.02965038951929244,neutral,0.425,0.525,neutral,473211056376,11815229,bullish,-6980.0,bearish,2024-11-20,-0.04815870060898009,neutral,1,1,ordinary_market,1.0
2024-11-21,45.72013473510742,46.73667449951172,45.218706639607746,-0.03392856610288597,neutral,0.45,0.675,neutral,441244041067,11845931,neutral,-7612.0,bearish,2024-11-21,-0.03772291114511939,neutral,0,1,ordinary_market,1.0
2024-11-22,46.61353302001953,46.71554698944092,45.26740080515544,-0.008983532906571834,neutral,0.5375,0.5875,neutral,443258570698,11876697,neutral,-2691.0,bearish,2024-11-22,-0.04930724186005908,neutral,0,1,ordinary_market,1.0
2024-11-25,46.44451141357422,46.66665191650391,45.31207059224447,-0.02062108187901046,neutral,0.7,0.75,bullish,592225860547,11837614,bullish,-8851.0,bearish,2024-11-25,-0.04293249636951324,neutral,2,1,ordinary_market,1.0
2024-11-26,45.84086608886719,46.59179973602295,45.34989910125732,-0.03162462430543289,neutral,0.5625,0.775,neutral,409126791810,11838516,neutral,-8120.0,bearish,2024-11-26,-0.07588090199851949,bearish,0,2,ordinary_market,1.0
2024-11-27,45.176856994628906,46.538679122924805,45.36639881134033,-0.02297640683003299,bearish,0.4125,0.7,neutral,467097236116,11767952,neutral,-4464.0,bearish,2024-11-27,-0.05830620707219436,bearish,0,3,weak_market,1.0
2024-11-28,45.10441970825195,46.478314590454104,45.39175198872884,-0.02606879858442146,bearish,0.375,0.6875,neutral,423984092168,11673058,neutral,-8485.0,bearish,2024-11-27,-0.05830620707219436,bearish,0,3,weak_market,1.0
2024-11-29,45.21307373046875,46.4390775680542,45.41549536387126,-0.017060385629485197,bearish,0.3875,0.6375,neutral,403196002439,11681723,neutral,-5583.0,bearish,2024-11-29,-0.004081455785364119,neutral,0,2,ordinary_market,1.0
2024-12-02,46.28756332397461,46.42398662567139,45.45915908813477,-0.006478275383527854,neutral,0.5125,0.7,neutral,432418918470,11685579,neutral,1608.0,bullish,2024-12-02,0.010774847702254009,bullish,2,0,ordinary_market,1.0
2024-12-03,46.91535186767578,46.431834030151364,45.51650536855062,0.0033565750093718094,bullish,0.6,0.5625,neutral,516468234276,11672650,bullish,2471.0,bullish,2024-12-03,0.01243664320089466,bullish,4,0,strong_market,1.0
2024-12-04,47.19303131103516,46.43485221862794,45.613893572489424,0.0012807204149456464,bullish,0.75,0.6375,bullish,494825632764,11695055,bullish,5838.0,bullish,2024-12-04,0.012643704126761968,bullish,5,0,strong_market,1.0
2024-12-05,47.44655990600586,46.42338275909424,45.71128164927165,-0.004811423684689786,neutral,0.7625,0.6625,bullish,521482648010,11726580,bullish,7738.0,bullish,2024-12-05,-0.03627594172983595,neutral,3,0,strong_market,1.0
2024-12-06,47.26546859741211,46.3841459274292,45.79579207102458,-0.01633159795120276,neutral,0.8,0.7125,bullish,477197341005,11703279,bullish,6645.0,bullish,2024-12-06,-0.05112315878085816,bearish,3,1,strong_market,1.0
2024-12-09,47.32583236694336,46.34671974182129,45.89217421213786,-0.015570124557187648,neutral,0.8,0.7625,bullish,469359322465,11737548,neutral,14120.0,bullish,2024-12-09,-0.05135226306266227,bearish,2,1,ordinary_market,1.0
2024-12-10,46.98779296875,46.353963661193845,45.98171501159668,0.003092855957964158,bullish,0.65,0.7375,bullish,448381729754,11695848,neutral,12115.0,bullish,2024-12-10,-0.05075060933476527,bearish,3,1,strong_market,1.0
2024-12-11,46.57730865478516,46.35577449798584,46.066426531473795,0.0007781668703201738,bullish,0.6375,0.7,bullish,437004554314,11159699,neutral,4826.0,bullish,2024-12-11,-0.01582423695304036,neutral,3,0,strong_market,1.0
2024-12-12,47.1205940246582,46.405877113342285,46.13423614501953,0.021727753519752646,bullish,0.6875,0.625,bullish,464206299787,11162035,neutral,7833.0,bullish,2024-12-12,-0.0048139635275232795,neutral,3,0,strong_market,1.0
2024-12-13,47.15681457519531,46.44149227142334,46.20224698384603,0.01533664882978858,bullish,0.6125,0.5875,neutral,457811762299,11126877,neutral,3023.0,bullish,2024-12-13,0.029011356762347118,bullish,3,0,strong_market,1.0
2024-12-16,47.349979400634766,46.51936264038086,46.27206872304281,0.0340100437778359,bullish,0.475,0.55,neutral,528006464540,11039233,bullish,5513.0,bullish,2024-12-16,0.08740299208258606,bullish,4,0,strong_market,1.0
2024-12-17,47.59143829345703,46.57791633605957,46.34953657786051,0.025227589856699373,bullish,0.525,0.525,neutral,502044160516,11096455,bullish,1607.0,bullish,2024-12-17,0.05748276527808427,bullish,4,0,strong_market,1.0
2024-12-18,47.59143829345703,46.646128463745114,46.417748578389485,0.029511687479194526,bullish,0.6,0.55,neutral,497851785551,11121338,bullish,7167.0,bullish,2024-12-18,0.010534282798845496,bullish,4,0,strong_market,1.0
2024-12-19,46.93949890136719,46.70709667205811,46.4658390045166,0.02667017875875688,bullish,0.5125,0.5125,neutral,518571630626,11128050,bullish,5104.0,bullish,2024-12-19,0.0018877442480933482,bullish,4,0,strong_market,1.0
2024-12-20,46.50487518310547,46.7016637802124,46.503466288248696,-0.0023310362865521794,neutral,0.3875,0.5875,neutral,587477858465,11147046,bullish,1639.0,bullish,2024-12-20,0.00037484039768109767,bullish,3,0,strong_market,1.0
2024-12-23,47.62765884399414,46.760821151733396,46.552764066060384,0.025474429473148152,bullish,0.625,0.4375,neutral,447004304870,11138876,neutral,13397.0,bullish,2024-12-23,0.03288070578605118,bullish,3,0,strong_market,1.0
2024-12-24,47.76045608520508,46.856800651550294,46.59320831298828,0.04187508134372009,bullish,0.5375,0.3125,neutral,449633146573,11120133,neutral,12412.0,bullish,2024-12-24,0.03721794648398569,bullish,3,0,strong_market,1.0
2024-12-25,47.90533065795898,46.9932243347168,46.62982947031657,0.06039538482401419,bullish,0.55,0.3625,neutral,407911020839,11151369,neutral,8465.0,bullish,2024-12-24,0.03721794648398569,bullish,3,0,strong_market,1.0
2024-12-26,47.86911392211914,47.13145904541015,46.667456754048665,0.0612954169846327,bullish,0.575,0.4,neutral,427642570850,11167643,neutral,8577.0,bullish,2024-12-26,0.05027843335322113,bullish,3,0,strong_market,1.0
2024-12-27,48.02606201171875,47.272108459472655,46.727620124816895,0.06221625846584167,bullish,0.5625,0.3125,neutral,397432541705,11165404,neutral,8394.0,bullish,2024-12-27,0.055627427566897314,bullish,3,0,strong_market,1.0
2024-12-30,47.76045608520508,47.34575309753418,46.78476524353027,0.031820486010927906,bullish,0.6125,0.4625,neutral,358053165371,11170899,neutral,-1744.0,bearish,2024-12-30,0.020287930288579448,bullish,2,1,ordinary_market,1.0
2024-12-31,47.26546859741211,47.363258934021,46.83366057078044,0.007462732683404472,bullish,0.5375,0.55,neutral,348274388438,11196049,neutral,-2929.0,bearish,2024-12-31,-0.01491293351536882,neutral,1,1,ordinary_market,1.0
2025-01-02,46.85498809814453,47.34635677337646,46.85740400950114,-0.007162990032631988,bearish,0.4125,0.575,neutral,464356167890,11212839,bullish,-4469.0,bearish,2025-01-02,-0.002851521621154429,neutral,1,2,ordinary_market,1.0
2025-01-03,47.32583236694336,47.34032039642334,46.89261665344238,-0.002544495097256072,neutral,0.4375,0.475,neutral,424344937980,11180708,neutral,-1766.0,bearish,2025-01-03,0.008174915545734018,bullish,1,1,ordinary_market,1.0
2025-01-06,48.8108024597168,47.41758708953857,46.945536295572914,0.0326947750262927,bullish,0.625,0.375,neutral,515275616946,11210971,bullish,3321.0,bullish,2025-01-06,0.05645625230838225,bullish,4,0,strong_market,1.0
2025-01-07,49.35408401489258,47.51899967193604,46.9948340733846,0.04285717855362936,bullish,0.5625,0.35,neutral,549264918166,11236848,bullish,7232.0,bullish,2025-01-07,0.029824393167284358,bullish,4,0,strong_market,1.0
2025-01-08,48.617637634277344,47.6004919052124,47.031254069010416,0.034686555008261344,bullish,0.525,0.35,neutral,474338558171,11192460,bullish,-62.0,bearish,2025-01-08,0.02859430832106824,bullish,3,1,strong_market,1.0
2025-01-09,48.06228256225586,47.674740600585935,47.04191856384277,0.0318819174048206,bullish,0.3,0.2375,bearish,512739744131,11093829,bullish,-1032.0,bearish,2025-01-08,0.02859430832106824,bullish,3,2,ordinary_market,1.0
2025-01-10,48.05020523071289,47.721221160888675,47.066064325968426,0.019728342252396613,bullish,0.275,0.2875,bearish,437950342373,11031618,neutral,-2533.0,bearish,2025-01-10,0.029168286888740624,bullish,2,2,ordinary_market,1.0
2025-01-13,46.93949890136719,47.71035537719727,47.070491027832034,-0.004608362031782276,bearish,0.1625,0.4375,neutral,561549701718,10816109,bullish,-1198.0,bearish,2025-01-13,-0.0015433720367635795,neutral,1,2,ordinary_market,1.0
2025-01-14,47.229251861572266,47.70431900024414,47.06043027242025,-0.002549685144337843,neutral,0.25,0.5875,neutral,353130007464,10790133,neutral,-1364.0,bearish,2025-01-14,0.012797636111049782,bullish,1,1,ordinary_market,1.0
2025-01-15,46.8670654296875,47.668100357055664,47.044534301757814,-0.015220655011578432,bearish,0.2,0.55,neutral,386359610039,10756713,neutral,345.0,bullish,2025-01-15,0.0007553986541255497,bullish,2,1,ordinary_market,1.0
2025-01-16,47.8208236694336,47.67956962585449,47.047552490234374,0.004819887446186,bullish,0.325,0.4125,neutral,438942951338,10707888,neutral,-1493.0,bearish,2025-01-16,-0.01771290598250108,neutral,1,1,ordinary_market,1.0
2025-01-17,48.05337524414063,47.735263442993165,47.05967820485433,0.023730043329052375,bullish,0.3125,0.2875,bearish,424355621801,10698279,neutral,6740.0,bullish,2025-01-17,0.027070769655062943,bullish,3,1,strong_market,1.0
