signal_date,signal_family,variant,route_or_mode,ticker,executable_ticker,name,path_bucket,timing_variant,entry_date,exit_date,entry_price_kind,exit_price_kind,entry_price,exit_price,gross_return,net_return_local_ep05_cost_unit_notional,entry_ready,exit_ready,path_ready,source_quality,blocked_reason,adjusted_close_ready,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage,radar_entry_ready,radar_exit_ready,radar_path_ready,radar_blocked_reason,radar_adjusted_close_ready,entry_open,entry_close,exit_close,gross_return_unadjusted,price_path_ready,entry_source_route,exit_source_route,entry_adjustment_policy,exit_adjustment_policy,formal_portfolio_replay,diagnostic_unit_notional_twd,diagnostic_share_qty,buy_gross_twd,sell_gross_twd,buy_cost_twd,sell_cost_twd,total_cost_twd,cost_application_status
2015-01-09,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,1216,1216,統一,ordinary_stock,same_week_close_to_next_rebalance_close_comparator,2015-01-09,2015-01-16,close,close,49.85,50.5,,0.007120916781836919,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,49.3,49.85,50.5,0.013039117352056095,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,20060.0,999991.0,1013030.0,1425.0,4483.0,5908.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,1216,1216,統一,ordinary_stock,next_day_close_entry_fixed_5td_exit,2015-01-12,2015-01-19,close,close,49.25,50.0,,0.009297012074132437,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,49.6,49.25,50.0,0.015228426395939021,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,20304.0,999972.0,1015200.0,1425.0,4493.0,5918.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,1216,1216,統一,ordinary_stock,next_day_open_entry_fixed_5td_exit,2015-01-12,2015-01-19,open,close,49.6,50.0,,0.002176330068804967,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,49.6,49.25,50.0,0.008064516129032251,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,20161.0,999985.6,1008050.0,1425.0,4460.0,5885.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,1101,1101,台泥,ordinary_stock,same_week_close_to_next_rebalance_close_comparator,2015-01-09,2015-01-16,close,close,41.8,41.45,,-0.0141661267593255,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,42.3,41.8,41.45,-0.0083732057416267,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,23923.0,999981.3999999999,991608.3500000001,1425.0,4388.0,5813.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,1101,1101,台泥,ordinary_stock,next_day_close_entry_fixed_5td_exit,2015-01-12,2015-01-19,close,close,40.75,41.7,,0.017334967396544398,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,41.6,40.75,41.7,0.02331288343558291,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,24539.0,999964.25,1023276.3,1425.0,4528.0,5953.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,1101,1101,台泥,ordinary_stock,next_day_open_entry_fixed_5td_exit,2015-01-12,2015-01-19,open,close,41.6,41.7,,-0.0034513480948482156,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,41.6,40.75,41.7,0.0024038461538462563,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,24038.0,999980.8,1002384.6000000001,1425.0,4435.0,5860.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,1101,1101,台泥,ordinary_stock,same_week_close_to_next_rebalance_close_comparator,2015-01-09,2015-01-16,close,close,41.8,41.45,,-0.0141661267593255,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,42.3,41.8,41.45,-0.0083732057416267,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,23923.0,999981.3999999999,991608.3500000001,1425.0,4388.0,5813.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,1101,1101,台泥,ordinary_stock,next_day_close_entry_fixed_5td_exit,2015-01-12,2015-01-19,close,close,40.75,41.7,,0.017334967396544398,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,41.6,40.75,41.7,0.02331288343558291,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,24539.0,999964.25,1023276.3,1425.0,4528.0,5953.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,1101,1101,台泥,ordinary_stock,next_day_open_entry_fixed_5td_exit,2015-01-12,2015-01-19,open,close,41.6,41.7,,-0.0034513480948482156,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,41.6,40.75,41.7,0.0024038461538462563,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,24038.0,999980.8,1002384.6000000001,1425.0,4435.0,5860.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,1216,1216,統一,ordinary_stock,same_week_close_to_next_rebalance_close_comparator,2015-01-09,2015-01-16,close,close,49.85,50.5,,0.007120916781836919,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,49.3,49.85,50.5,0.013039117352056095,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,20060.0,999991.0,1013030.0,1425.0,4483.0,5908.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,1216,1216,統一,ordinary_stock,next_day_close_entry_fixed_5td_exit,2015-01-12,2015-01-19,close,close,49.25,50.0,,0.009297012074132437,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,49.6,49.25,50.0,0.015228426395939021,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,20304.0,999972.0,1015200.0,1425.0,4493.0,5918.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,1216,1216,統一,ordinary_stock,next_day_open_entry_fixed_5td_exit,2015-01-12,2015-01-19,open,close,49.6,50.0,,0.002176330068804967,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,49.6,49.25,50.0,0.008064516129032251,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,20161.0,999985.6,1008050.0,1425.0,4460.0,5885.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,conservative_hurdle_route,hurdle_reference,2330,00631L,台積電,00631L_reference,same_week_close_to_next_rebalance_close_comparator,2015-01-09,2015-01-16,close,close,0.8713600039482117,0.881820023059845,0.0120042451618596,0.008113682202550104,True,True,True,benchmark_features_adjusted_close_reference_only,,False,True,False,False,False,False,False,False,True,False,,,,,,,0.8713600039482117,0.881820023059845,0.012004245161859606,True,benchmark_features,benchmark_features,00631L_reference_adjusted_close_not_ordinary_stock,00631L_reference_adjusted_close_not_ordinary_stock,False,1000000,1147631.0,999999.7526910901,1012003.994884193,1425.0,2454.0,3879.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,conservative_hurdle_route,hurdle_reference,2330,00631L,台積電,00631L_reference,next_day_close_entry_fixed_5td_exit,2015-01-12,2015-01-19,close,close,0.875,0.8777300119400024,0.003120013645717,-0.0007359381244495547,True,True,True,benchmark_features_adjusted_close_reference_only,,False,True,False,False,False,False,False,False,True,False,,,,,,,0.875,0.8777300119400024,0.0031200136457170125,True,benchmark_features,benchmark_features,00631L_reference_adjusted_close_not_ordinary_stock,00631L_reference_adjusted_close_not_ordinary_stock,False,1000000,1142857.0,999999.875,1003119.8882557154,1425.0,2432.0,3857.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,conservative_hurdle_route,hurdle_reference,2330,00631L,台積電,00631L_reference,next_day_open_entry_fixed_5td_exit,2015-01-12,2015-01-19,open,close,,0.8777300119400024,,,False,False,False,blocked_reference_missing_benchmark_close,nan,False,True,False,False,False,False,False,False,True,False,,,,,,,,0.8777300119400024,,False,benchmark_features,benchmark_features,00631L_reference_adjusted_close_not_ordinary_stock,00631L_reference_adjusted_close_not_ordinary_stock,False,1000000,,,,,,,blocked_missing_entry_or_exit_price
2015-01-09,regime_switch,dispersion_route,low_risk_strength,2330,2330,台積電,ordinary_stock,same_week_close_to_next_rebalance_close_comparator,2015-01-09,2015-01-16,close,close,134.0,137.0,,0.01641511864684376,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,135.0,134.0,137.0,0.02238805970149249,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,7462.0,999908.0,1022294.0,1425.0,4524.0,5949.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,dispersion_route,low_risk_strength,2330,2330,台積電,ordinary_stock,next_day_close_entry_fixed_5td_exit,2015-01-12,2015-01-19,close,close,132.0,139.0,,0.046878885476743314,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,132.5,132.0,139.0,0.05303030303030298,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,7575.0,999900.0,1052925.0,1425.0,4659.0,6084.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,dispersion_route,low_risk_strength,2330,2330,台積電,ordinary_stock,next_day_open_entry_fixed_5td_exit,2015-01-12,2015-01-19,open,close,132.5,139.0,,0.042928293068970766,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,132.5,132.0,139.0,0.049056603773584895,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,7547.0,999977.5,1049033.0,1425.0,4642.0,6067.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,hybrid_pullback_base_mega_override,pullback_repair,2330,2330,台積電,ordinary_stock,same_week_close_to_next_rebalance_close_comparator,2015-01-09,2015-01-16,close,close,134.0,137.0,,0.01641511864684376,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,135.0,134.0,137.0,0.02238805970149249,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,7462.0,999908.0,1022294.0,1425.0,4524.0,5949.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,hybrid_pullback_base_mega_override,pullback_repair,2330,2330,台積電,ordinary_stock,next_day_close_entry_fixed_5td_exit,2015-01-12,2015-01-19,close,close,132.0,139.0,,0.046878885476743314,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,132.5,132.0,139.0,0.05303030303030298,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,7575.0,999900.0,1052925.0,1425.0,4659.0,6084.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,hybrid_pullback_base_mega_override,pullback_repair,2330,2330,台積電,ordinary_stock,next_day_open_entry_fixed_5td_exit,2015-01-12,2015-01-19,open,close,132.5,139.0,,0.042928293068970766,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,132.5,132.0,139.0,0.049056603773584895,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,7547.0,999977.5,1049033.0,1425.0,4642.0,6067.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,market_bias_pool_trend_route,pullback_repair,2330,2330,台積電,ordinary_stock,same_week_close_to_next_rebalance_close_comparator,2015-01-09,2015-01-16,close,close,134.0,137.0,,0.01641511864684376,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,135.0,134.0,137.0,0.02238805970149249,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,7462.0,999908.0,1022294.0,1425.0,4524.0,5949.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,market_bias_pool_trend_route,pullback_repair,2330,2330,台積電,ordinary_stock,next_day_close_entry_fixed_5td_exit,2015-01-12,2015-01-19,close,close,132.0,139.0,,0.046878885476743314,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,132.5,132.0,139.0,0.05303030303030298,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,7575.0,999900.0,1052925.0,1425.0,4659.0,6084.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,market_bias_pool_trend_route,pullback_repair,2330,2330,台積電,ordinary_stock,next_day_open_entry_fixed_5td_exit,2015-01-12,2015-01-19,open,close,132.5,139.0,,0.042928293068970766,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,132.5,132.0,139.0,0.049056603773584895,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,7547.0,999977.5,1049033.0,1425.0,4642.0,6067.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,pool_breadth_route,low_risk_strength,2330,2330,台積電,ordinary_stock,same_week_close_to_next_rebalance_close_comparator,2015-01-09,2015-01-16,close,close,134.0,137.0,,0.01641511864684376,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,135.0,134.0,137.0,0.02238805970149249,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,7462.0,999908.0,1022294.0,1425.0,4524.0,5949.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,pool_breadth_route,low_risk_strength,2330,2330,台積電,ordinary_stock,next_day_close_entry_fixed_5td_exit,2015-01-12,2015-01-19,close,close,132.0,139.0,,0.046878885476743314,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,132.5,132.0,139.0,0.05303030303030298,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,7575.0,999900.0,1052925.0,1425.0,4659.0,6084.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-09,regime_switch,pool_breadth_route,low_risk_strength,2330,2330,台積電,ordinary_stock,next_day_open_entry_fixed_5td_exit,2015-01-12,2015-01-19,open,close,132.5,139.0,,0.042928293068970766,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,132.5,132.0,139.0,0.049056603773584895,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,7547.0,999977.5,1049033.0,1425.0,4642.0,6067.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-16,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,1314,1314,中石化,ordinary_stock,same_week_close_to_next_rebalance_close_comparator,2015-01-16,2015-01-23,close,close,11.85,12.35,,0.03610562891118517,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,11.95,11.85,12.35,0.04219409282700415,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,84388.0,999997.7999999999,1042191.7999999999,1425.0,4612.0,6037.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-16,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,1314,1314,中石化,ordinary_stock,next_day_close_entry_fixed_5td_exit,2015-01-19,2015-01-26,close,close,11.75,12.3,,0.04069349489050808,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,12.0,11.75,12.3,0.04680851063829783,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,85106.0,999995.5,1046803.8,1425.0,4632.0,6057.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-16,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,1314,1314,中石化,ordinary_stock,next_day_open_entry_fixed_5td_exit,2015-01-19,2015-01-26,open,close,12.0,12.3,,0.01901188411267591,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,12.0,11.75,12.3,0.025000000000000133,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,83333.0,999996.0,1024995.9,1425.0,4536.0,5961.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-16,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,1101,1101,台泥,ordinary_stock,same_week_close_to_next_rebalance_close_comparator,2015-01-16,2015-01-23,close,close,41.45,42.25,,0.013346231861444725,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,41.45,41.45,42.25,0.0193003618817853,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,24125.0,999981.2500000001,1019281.25,1425.0,4510.0,5935.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-16,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,1101,1101,台泥,ordinary_stock,next_day_close_entry_fixed_5td_exit,2015-01-19,2015-01-26,close,close,41.7,42.5,,0.01323159485156136,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,41.7,41.7,42.5,0.01918465227817734,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,23980.0,999966.0000000001,1019150.0,1425.0,4509.0,5934.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-16,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,1101,1101,台泥,ordinary_stock,next_day_open_entry_fixed_5td_exit,2015-01-19,2015-01-26,open,close,41.7,42.5,,0.01323159485156136,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,41.7,41.7,42.5,0.01918465227817734,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,23980.0,999966.0000000001,1019150.0,1425.0,4509.0,5934.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-16,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,1101,1101,台泥,ordinary_stock,same_week_close_to_next_rebalance_close_comparator,2015-01-16,2015-01-23,close,close,41.45,42.25,,0.013346231861444725,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,41.45,41.45,42.25,0.0193003618817853,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,24125.0,999981.2500000001,1019281.25,1425.0,4510.0,5935.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-16,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,1101,1101,台泥,ordinary_stock,next_day_close_entry_fixed_5td_exit,2015-01-19,2015-01-26,close,close,41.7,42.5,,0.01323159485156136,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,41.7,41.7,42.5,0.01918465227817734,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,23980.0,999966.0000000001,1019150.0,1425.0,4509.0,5934.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-16,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,1101,1101,台泥,ordinary_stock,next_day_open_entry_fixed_5td_exit,2015-01-19,2015-01-26,open,close,41.7,42.5,,0.01323159485156136,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,41.7,41.7,42.5,0.01918465227817734,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,23980.0,999966.0000000001,1019150.0,1425.0,4509.0,5934.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
2015-01-16,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,1301,1301,台塑,ordinary_stock,same_week_close_to_next_rebalance_close_comparator,2015-01-16,2015-01-23,close,close,72.8,76.4,,0.04332069976027721,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,73.9,72.8,76.4,0.0494505494505495,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,13736.0,999980.7999999999,1049430.4000000001,1425.0,4643.0,6068.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional
