snapshot_date,ticker,name,quality_component,rs_component,liquidity_component,bias_health_component,route_support_component,risk_inverse_component,pool_persistence_component_proxy,route_support_variant_count,route_support_variant_flags,route_support_mode_flags
2015-01-30,2603,長榮,0.6482638888888889,0.5,0.759375,0.7095596623317362,0.8,0.6741250000000001,1.0,4.0,dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,low_risk_strength|pullback_repair
2015-01-30,3045,台灣大,0.6482638888888889,0.5,0.671875,0.758384668035592,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,3105,穩懋,0.6482638888888889,0.5,0.7125,0.945927446954141,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2448,晶電,0.6482638888888889,0.5,0.6,0.6739676020990188,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,3231,緯創,0.6482638888888889,0.5,0.559375,0.8345881816107689,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2344,華邦電,0.6482638888888889,0.5,0.43125,0.7259867670545287,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2610,華航,0.6482638888888889,0.5,0.6468750000000001,0.946840063883185,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2324,仁寶,0.6482638888888889,0.5,0.64375,0.9623545516769335,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2609,陽明,0.6482638888888889,0.5,0.596875,0.9509468400638831,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2352,佳世達,0.6482638888888889,0.5,0.29375,0.7223362993383526,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2618,長榮航,0.6482638888888889,0.5,0.78125,0.8783937942048826,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2353,宏碁,0.6482638888888889,0.5,0.27499999999999997,0.9390828199863108,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2412,中華電,0.6482638888888889,0.5,0.759375,0.8345881816107689,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,6285,啟碁,0.6482638888888889,0.5,0.25,0.9810631987223363,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,8454,富邦媒,0.6482638888888889,0.5,0.25,0.7291809263061829,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,6116,彩晶,0.6482638888888889,0.5,0.25,0.892995665069587,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,3006,晶豪科,0.6482638888888889,0.5,0.25,0.8195300022815424,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,5483,中美晶,0.6482638888888889,0.5,0.25,0.7638603696098563,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2354,鴻準,0.6482638888888889,0.5,0.471875,0.8738307095596624,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2301,光寶科,0.6482638888888889,0.5,0.4375,0.8560346794433036,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2002,中鋼,0.6482638888888889,0.5,0.5375,0.8797627195984484,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2356,英業達,0.6482638888888889,0.5,0.8625,0.7460643394934975,0.0,0.66352181724846,1.0,0.0,,
2015-01-30,6239,力成,0.6482638888888889,0.5,0.2625,0.9787816563997263,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2886,兆豐金,0.6482638888888889,0.5,0.4625,0.8446269678302532,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,3545,敦泰,0.6482638888888889,0.5,0.25,0.9979466119096511,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,6176,瑞儀,0.6482638888888889,0.5,0.30625,0.8825005703855807,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,3691,碩禾,0.6482638888888889,0.5,0.59375,0.8259183207848505,0.0,0.6732240759753594,1.0,0.0,,
2015-01-30,3017,奇鋐,0.6482638888888889,0.5,0.25,0.8286561715719826,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,3533,嘉澤,0.6482638888888889,0.5,0.25,0.7469769564225416,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,1101,台泥,0.6482638888888889,0.5,0.44062500000000004,0.8327629477526809,0.0,0.6740556981519508,1.0,0.0,,
2015-01-30,8234,新漢,0.6482638888888889,0.5,0.25,0.8277435546429386,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,1565,精華,0.6482638888888889,0.5,0.25,0.7109285877253022,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2888,新光金,0.6482638888888889,0.5,0.25,0.8820442619210587,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,8044,網家,0.6482638888888889,0.5,0.434375,0.7624914442162902,0.0,0.6655177104722794,1.0,0.0,,
2015-01-30,2887,台新新光金,0.6482638888888889,0.5,0.25,0.8952772073921972,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2454,聯發科,0.6482638888888889,0.5,0.98125,0.8888888888888888,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2892,第一金,0.6482638888888889,0.5,0.25,0.9778690394706823,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,3260,威剛,0.6482638888888889,0.5,0.25,0.7063655030800821,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,3005,神基,0.6482638888888889,0.5,0.25,0.8003650467716176,0.0,0.6701193531827516,1.0,0.0,,
2015-01-30,2395,研華,0.6482638888888889,0.5,0.278125,0.8181610768879762,0.0,0.6722815708418892,1.0,0.0,,
2015-01-30,2542,興富發,0.6482638888888889,0.5,0.25,0.9486652977412731,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2313,華通,0.6482638888888889,0.5,0.315625,0.8523842117271275,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,1319,東陽,0.6482638888888889,0.5,0.25,0.9249372575861282,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2615,萬海,0.6482638888888889,0.5,0.26875,0.759297284964636,0.0,0.6651296201232033,1.0,0.0,,
2015-01-30,4904,遠傳,0.6482638888888889,0.5,0.3,0.7661419119324663,0.0,0.6659612422997947,1.0,0.0,,
2015-01-30,2882,國泰金,0.6482638888888889,0.5,0.8343750000000001,0.9865389002966006,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,3264,欣銓,0.6482638888888889,0.5,0.25,0.8777093315080995,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2884,玉山金,0.6482638888888889,0.5,0.25,0.8469085101528634,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2891,中信金,0.6482638888888889,0.5,0.746875,0.8852384211727128,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,1314,中石化,0.6482638888888889,0.5,0.609375,0.7611225188227241,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,3176,基亞,0.6482638888888889,0.5,0.290625,0.8154232261008442,0.0,0.6719489219712527,1.0,0.0,,
2015-01-30,3406,玉晶光,0.6482638888888889,0.5,0.625,0.9390828199863108,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,1303,南亞,0.6482638888888889,0.5,0.621875,0.8437143509012092,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,2436,偉詮電,0.6482638888888889,0.5,0.25,0.91626739676021,0.0,0.6741250000000001,1.0,0.0,,
2015-01-30,1216,統一,0.6482638888888889,0.5,0.609375,0.9559662331736254,0.0,0.6741250000000001,1.0,0.0,,
