signal_date,score_variant,candidate_rank,pool80_quant_rank,ticker,name,market,weighted_score,quality_component,rs_component,liquidity_component,bias_health_component,route_support_component,risk_inverse_component,pool_persistence_component_proxy,consensus_trigger,prior_c2_allowed_exception_ticker,prior_single_exception_ticker,route_support_variant_count,route_support_mode_count,route_support_variant_flags,route_support_mode_flags,layer1_quality_floor_risk_pctile_by_week,layer1_pass_bottom30,RS20,RS40,RS60,RS30_proxy,traded_value_rank_5d,traded_value_rank_20d,traded_value_rank_60d,BIAS20_percentile,BIAS60_percentile,BIAS120_percentile,exhaustion_risk_score,breakdown_risk_score,entry_date,exit_date,entry_open,entry_close,exit_close,gross_return_unadjusted,net_return_local_ep05_cost_unit_notional,official_unadjusted_ohlc_path_ready,adjusted_close_ready,source_quality,entry_source_route,exit_source_route,entry_adjustment_policy,exit_adjustment_policy,total_cost_twd,cost_application_status,adjustment_policy,future_data_violation_count,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2015-05-15,balanced,1,1,2454,聯發科,TWSE,0.702980684653686,0.727319587628866,0.934375,0.9906250000000001,0.6646320542380325,0.0,0.9210070824795082,1.0,True,3008.0,3008,0.0,0.0,,,0.422680412371134,True,-0.0507590214833036,-0.105315576245884,-0.2140582514747102,-0.0780372988645938,2.0,2.0,2.0,0.7981770833333334,0.2951251646903821,,0.0717093749999999,0.2442622950819671,,,,,,,,False,False,,,,,,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-05-15,balanced,2,2,2357,華碩,TWSE,0.6835014029160915,0.727319587628866,0.8625,0.8375,0.8476734052481335,0.0,0.9032537900874635,1.0,True,3008.0,3008,0.0,0.0,,,0.422680412371134,True,-0.05132619733081,-0.0548120054713006,-0.0983635059314066,-0.0530691014010553,13.0,23.0,19.0,0.3248697916666667,0.4466403162055335,,0.0305999999999999,0.3563848396501457,,,,,,,,False,False,,,,,,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-05-15,balanced,3,3,2330,台積電,TWSE,0.655670167625529,0.727319587628866,0.65,1.0,0.6934065519323672,0.0,0.9902923708029936,1.0,True,3008.0,3008,0.0,0.0,,,0.422680412371134,True,-0.0077056143013599,-0.0290708439218634,-0.0113091105812395,-0.0183882291116116,1.0,1.0,1.0,0.771484375,0.6884057971014492,,0.0222609374999999,0.0165695792880258,,,,,,,,False,False,,,,,,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-05-15,balanced,4,4,2409,友達,TWSE,0.6472656975395854,0.727319587628866,0.7375,0.809375,0.8093245635704874,0.0,0.9038198275862069,1.0,True,3008.0,3008,0.0,0.0,,,0.422680412371134,True,0.0055967363418676,-0.0619817614257194,-0.1181819628149164,-0.0281925125419259,37.0,16.0,11.0,0.712890625,0.5731225296442688,,0.0260999999999999,0.3586206896551724,,,,,,,,False,False,,,,,,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-05-15,balanced,5,5,3231,緯創,TWSE,0.6416531334705162,0.727319587628866,0.9031250000000001,0.55625,0.7824148413482653,0.0,0.8981388449035235,1.0,True,3008.0,3008,0.0,0.0,,,0.422680412371134,True,-0.0541197519121239,-0.0656011439613422,-0.1408395437348484,-0.059860447936733,45.0,56.0,44.0,0.7532552083333334,0.4268774703557312,,0.0439546875,0.363489932885906,,,,,,,,False,False,,,,,,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-10-08,balanced,1,1,2882,國泰金,TWSE,0.692162432853965,0.7298611111111112,0.908742088607595,0.875,0.7492686154467568,0.0,0.9313462633778881,1.0,True,6143.0,6143,0.0,0.0,,,0.4201388888888889,True,0.033187035734133,-0.0985428522570871,-0.0604854713800291,-0.032677908261477,20.0,11.0,12.0,0.4040469973890339,0.2571989528795811,0.4626569729015201,0.0127317073170731,0.2618832391713747,,,,,,,,False,False,,,,,,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-10-08,balanced,2,2,2354,鴻準,TWSE,0.6499286396793312,0.7298611111111112,0.7742879746835443,0.7562500000000001,0.7715789493545394,0.0,0.9478887421760449,1.0,True,6143.0,6143,0.0,0.0,,,0.4201388888888889,True,0.0635683777594222,-0.0165852720903179,-0.0493808202172384,0.0234915528345521,27.0,29.0,25.0,0.5737597911227154,0.4535340314136126,0.722405816259088,0.028191637630662,0.1802533936651583,,,,,,,,False,False,,,,,,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-10-08,balanced,3,3,3081,聯亞,TPEx,0.6394714415921434,0.7298611111111112,0.70625,0.678125,0.9921671018276763,0.0,0.8796175958188154,1.0,True,6143.0,6143,0.0,0.0,,,0.4201388888888889,True,0.0619552806409113,-0.0149724045001187,,0.0234914380703963,41.0,37.0,28.0,0.5117493472584856,,,0.0415296167247386,0.44,,,,,,,,False,False,,,,,,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-10-08,balanced,4,4,2412,中華電,TWSE,0.6144808672755864,0.7298611111111112,0.7667721518987343,0.871875,0.662534631555522,0.0,0.6942039204746817,1.0,True,6143.0,6143,0.0,0.0,,,0.4201388888888889,True,0.0121517019875396,-0.0217268793396999,0.0550695184366714,-0.0047875886760801,18.0,15.0,11.0,0.3413838120104439,0.4594240837696335,0.8070059484467944,0.0006062717770034,0.6225780463242698,,,,,,,,False,False,,,,,,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-10-08,balanced,5,5,2330,台積電,TWSE,0.6014896010102333,0.7298611111111112,0.5310324367088608,1.0,0.5260255566212156,0.0,0.9344293209315873,1.0,True,6143.0,6143,0.0,0.0,,,0.4201388888888889,True,0.0971173702970724,0.0224450569819061,0.0339639871037253,0.0597812136394892,1.0,1.0,1.0,0.7852480417754569,0.6596858638743456,0.7660277594183741,0.2520336059533665,0.0102491103202846,,,,,,,,False,False,,,,,,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-10-16,balanced,1,1,2330,台積電,TWSE,0.629068381005219,0.7356164383561644,0.559375,1.0,0.6885142317949596,0.0,0.9398214285714286,1.0,True,8433.0,8433,0.0,0.0,,,0.4143835616438356,True,0.0623185106551444,0.0238996444026318,0.0088837014191316,0.043109077528888,1.0,1.0,1.0,0.669928245270711,0.5673202614379085,0.7299801455989411,0.235,0.0057142857142857,,,,,,,,False,False,,,,,,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
2015-10-16,balanced,2,2,2002,中鋼,TWSE,0.6078507749578332,0.7356164383561644,0.75625,0.59375,0.7028207300153401,0.0,0.9044255230125523,1.0,True,8433.0,8433,0.0,0.0,,,0.4143835616438356,True,0.0454076437442776,-0.014606377771732,-0.0968473187469418,0.0154006329862728,32.0,55.0,46.0,0.7110241356816699,0.4052287581699346,0.3600264725347452,0.0228,0.3594979079497908,,,,,,,,False,False,,,,,,,,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,0,True,False,False,False,False,False,False,False,True,False
