signal_date,score_variant,candidate_rank,ticker,blocked_item,blocked_reason,next_owner
2015-05-15,quality_rs,5,2903,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,quality_rs,1,2882,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,quality_rs,2,2354,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,quality_rs,3,3081,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,quality_rs,4,8299,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,quality_rs,5,2412,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-16,quality_rs,1,9939,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-16,quality_rs,2,2105,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-16,quality_rs,3,2002,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-16,quality_rs,4,3044,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-16,quality_rs,5,3045,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2016-02-26,quality_rs,1,2891,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2016-02-26,quality_rs,2,2412,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2016-02-26,quality_rs,3,2882,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2016-02-26,quality_rs,4,2881,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2016-02-26,quality_rs,5,2884,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-02-03,quality_rs,1,2002,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-02-03,quality_rs,2,2892,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-02-03,quality_rs,3,2105,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-02-03,quality_rs,4,6147,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-02-03,quality_rs,5,2301,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-05-12,quality_rs,1,1301,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-05-12,quality_rs,2,2884,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-05-12,quality_rs,3,3481,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-05-12,quality_rs,4,1565,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-05-12,quality_rs,5,2885,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-08-25,quality_rs,1,2409,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-08-25,quality_rs,2,3481,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-08-25,quality_rs,3,1303,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-08-25,quality_rs,4,2317,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-08-25,quality_rs,5,2376,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-10-27,quality_rs,1,5871,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-10-27,quality_rs,2,3008,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-10-27,quality_rs,3,2891,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-10-27,quality_rs,4,2382,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-10-27,quality_rs,5,2882,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-11-24,quality_rs,1,3008,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-11-24,quality_rs,2,1326,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-11-24,quality_rs,3,2887,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-11-24,quality_rs,4,2618,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-11-24,quality_rs,5,2883,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-03-16,quality_rs,1,2412,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-03-16,quality_rs,2,2884,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-03-16,quality_rs,3,5880,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-03-16,quality_rs,4,9904,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-03-16,quality_rs,5,2834,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-08,quality_rs,1,2317,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-08,quality_rs,2,1301,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-08,quality_rs,3,1303,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-08,quality_rs,4,2880,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-08,quality_rs,5,3443,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-29,quality_rs,1,2474,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-29,quality_rs,2,2887,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-29,quality_rs,3,2881,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-29,quality_rs,4,2885,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-29,quality_rs,5,6239,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-09-12,quality_rs,1,2317,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-09-12,quality_rs,2,8299,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-09-12,quality_rs,3,2882,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-09-12,quality_rs,4,2884,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-09-12,quality_rs,5,1476,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-12-06,quality_rs,1,1216,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-12-06,quality_rs,2,3045,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-12-06,quality_rs,3,2887,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-12-06,quality_rs,4,2886,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-12-06,quality_rs,5,2884,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2020-01-10,quality_rs,1,5880,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2020-01-10,quality_rs,2,2376,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2020-01-10,quality_rs,3,2352,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2020-01-10,quality_rs,4,4953,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2020-01-10,quality_rs,5,2887,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-06-18,quality_rs,1,2303,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-06-18,quality_rs,2,2454,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-06-18,quality_rs,3,2330,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-06-18,quality_rs,4,2317,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-06-18,quality_rs,5,6531,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-07-09,quality_rs,1,2317,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-07-09,quality_rs,2,2002,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-07-09,quality_rs,3,2344,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-07-09,quality_rs,4,1590,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-07-09,quality_rs,5,4961,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-12-30,quality_rs,1,2002,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-12-30,quality_rs,2,2301,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-12-30,quality_rs,3,2368,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-12-30,quality_rs,4,2308,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-12-30,quality_rs,5,2327,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2022-08-12,quality_rs,1,2303,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2022-08-12,quality_rs,2,2330,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2022-08-12,quality_rs,3,2412,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2022-08-12,quality_rs,4,9904,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2022-08-12,quality_rs,5,3707,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-01-30,quality_risk,2,2317,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-01-30,quality_risk,3,2454,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-01-30,quality_risk,4,2882,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-01-30,quality_risk,5,2357,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-04-30,quality_risk,1,2330,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-04-30,quality_risk,2,2412,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-04-30,quality_risk,3,2317,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-04-30,quality_risk,4,3481,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-04-30,quality_risk,5,1101,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-05-15,quality_risk,1,2454,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-05-15,quality_risk,2,2357,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-05-15,quality_risk,3,2330,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-05-15,quality_risk,4,2409,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-05-15,quality_risk,5,2379,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,quality_risk,1,2882,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,quality_risk,2,2354,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,quality_risk,3,3081,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,quality_risk,4,1303,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,quality_risk,5,1402,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-16,quality_risk,1,2105,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-16,quality_risk,2,2330,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-16,quality_risk,3,2449,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-16,quality_risk,4,3044,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-16,quality_risk,5,8299,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2016-02-26,quality_risk,1,2892,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2016-02-26,quality_risk,2,2412,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2016-02-26,quality_risk,3,1216,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2016-02-26,quality_risk,4,2891,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2016-02-26,quality_risk,5,2886,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-02-03,quality_risk,1,2002,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-02-03,quality_risk,2,2892,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-02-03,quality_risk,3,2308,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-02-03,quality_risk,4,2105,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-02-03,quality_risk,5,2439,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-05-12,quality_risk,1,2884,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-05-12,quality_risk,2,1301,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-05-12,quality_risk,3,3231,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-05-12,quality_risk,4,2885,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-05-12,quality_risk,5,4938,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-08-25,quality_risk,1,2409,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-08-25,quality_risk,2,1303,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-08-25,quality_risk,3,2354,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-08-25,quality_risk,4,3481,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-08-25,quality_risk,5,2002,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-10-27,quality_risk,1,2891,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-10-27,quality_risk,2,3008,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-10-27,quality_risk,3,2882,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-10-27,quality_risk,4,2354,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-10-27,quality_risk,5,2382,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-11-24,quality_risk,1,3008,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-11-24,quality_risk,2,2887,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-11-24,quality_risk,3,1326,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-11-24,quality_risk,4,2303,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2017-11-24,quality_risk,5,5880,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-03-16,quality_risk,1,4938,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-03-16,quality_risk,2,2887,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-03-16,quality_risk,3,2834,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-03-16,quality_risk,4,9904,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-03-16,quality_risk,5,1303,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-08,quality_risk,1,2317,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-08,quality_risk,2,2002,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-08,quality_risk,3,2344,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-08,quality_risk,4,2892,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-08,quality_risk,5,1326,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-29,quality_risk,1,2474,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-29,quality_risk,2,2887,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-29,quality_risk,3,6239,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-29,quality_risk,4,2002,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2018-06-29,quality_risk,5,2881,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-09-12,quality_risk,1,2317,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-09-12,quality_risk,2,2330,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-09-12,quality_risk,3,8299,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-09-12,quality_risk,4,2884,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-09-12,quality_risk,5,2882,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-12-06,quality_risk,1,3045,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-12-06,quality_risk,2,2887,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-12-06,quality_risk,3,1216,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-12-06,quality_risk,4,2884,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2019-12-06,quality_risk,5,2886,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2020-01-10,quality_risk,1,5880,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2020-01-10,quality_risk,2,2376,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2020-01-10,quality_risk,3,2887,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2020-01-10,quality_risk,4,5871,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2020-01-10,quality_risk,5,2383,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-06-18,quality_risk,1,2303,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-06-18,quality_risk,2,2330,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-06-18,quality_risk,3,2454,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-06-18,quality_risk,4,3006,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-06-18,quality_risk,5,2317,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-07-09,quality_risk,1,2002,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-07-09,quality_risk,2,2317,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-07-09,quality_risk,3,2344,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-07-09,quality_risk,4,6269,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-07-09,quality_risk,5,1590,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-12-30,quality_risk,1,2002,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-12-30,quality_risk,2,2368,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-12-30,quality_risk,3,2327,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-12-30,quality_risk,4,2301,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2021-12-30,quality_risk,5,3105,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2022-08-12,quality_risk,1,2330,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2022-08-12,quality_risk,2,2412,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2022-08-12,quality_risk,3,2801,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2022-08-12,quality_risk,4,2303,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2022-08-12,quality_risk,5,2886,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-01-30,liquidity_rs,2,2317,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-01-30,liquidity_rs,3,2454,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-01-30,liquidity_rs,4,3474,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-01-30,liquidity_rs,5,2357,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-04-30,liquidity_rs,1,2330,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-04-30,liquidity_rs,2,2317,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-04-30,liquidity_rs,3,2412,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-04-30,liquidity_rs,4,3481,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-04-30,liquidity_rs,5,1301,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-05-15,liquidity_rs,1,2454,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-05-15,liquidity_rs,2,2357,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-05-15,liquidity_rs,3,2330,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-05-15,liquidity_rs,4,2409,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-05-15,liquidity_rs,5,3034,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,liquidity_rs,1,2882,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,liquidity_rs,2,2354,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,liquidity_rs,3,2412,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,liquidity_rs,4,2330,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
2015-10-08,liquidity_rs,5,3081,official_unadjusted_ohlc_path,not available in local selected-trace path map,Radar/Data if Strategy Center requires full path fill
