period,snapshot_date,rows,layer1_b30_pass_share,momentum_continuation_medium_or_high_confidence_share,momentum_continuation_medium_or_high_confidence_count,pullback_repair_medium_or_high_confidence_share,pullback_repair_medium_or_high_confidence_count,overlap_reacceleration_medium_or_high_confidence_share,overlap_reacceleration_medium_or_high_confidence_count,neutral_quality_liquidity_medium_or_high_confidence_share,neutral_quality_liquidity_medium_or_high_confidence_count,exhaustion_risk_medium_or_high_confidence_share,exhaustion_risk_medium_or_high_confidence_count,breakdown_risk_medium_or_high_confidence_share,breakdown_risk_medium_or_high_confidence_count,any_opportunity_medium_or_high_share
P1,2017-10-27,291,0.7697594501718213,0.6735395189003437,196,0.37800687285223367,110,0.6082474226804123,177,0.7697594501718213,224,0.13402061855670103,39,0.31958762886597936,93,0.9450171821305842
P1,2017-11-03,288,0.7569444444444444,0.7430555555555556,214,0.3229166666666667,93,0.6736111111111112,194,0.7569444444444444,218,0.09027777777777778,26,0.3194444444444444,92,0.9444444444444444
P1,2017-11-10,291,0.7628865979381443,0.6632302405498282,193,0.422680412371134,123,0.6872852233676976,200,0.7628865979381443,222,0.0859106529209622,25,0.30927835051546393,90,0.9450171821305842
P1,2017-11-17,287,0.7770034843205574,0.6759581881533101,194,0.39372822299651566,113,0.6585365853658537,189,0.7770034843205574,223,0.10801393728222997,31,0.30662020905923343,88,0.926829268292683
P1,2017-11-24,283,0.6219081272084805,0.7137809187279152,202,0.26501766784452296,75,0.568904593639576,161,0.6466431095406361,183,0.09540636042402827,27,0.31448763250883394,89,0.8975265017667845
P1,2017-12-01,284,0.6056338028169014,0.6549295774647887,186,0.3415492957746479,97,0.5598591549295775,159,0.6338028169014085,180,0.13380281690140844,38,0.31690140845070425,90,0.897887323943662
P1,2017-12-08,286,0.7867132867132867,0.6363636363636364,182,0.46853146853146854,134,0.583916083916084,167,0.7867132867132867,225,0.14335664335664336,41,0.32517482517482516,93,0.9440559440559441
P1,2017-12-15,290,0.6379310344827587,0.5689655172413793,165,0.41379310344827586,120,0.6482758620689655,188,0.6586206896551724,191,0.08275862068965517,24,0.3275862068965517,95,0.896551724137931
P1,2017-12-22,291,0.6391752577319587,0.5601374570446735,163,0.3333333333333333,97,0.5910652920962199,172,0.6597938144329897,192,0.1134020618556701,33,0.3333333333333333,97,0.8831615120274914
P1,2017-12-29,288,0.6493055555555556,0.5694444444444444,164,0.375,108,0.6076388888888888,175,0.6701388888888888,193,0.13194444444444445,38,0.3194444444444444,92,0.9166666666666666
P1,2018-01-05,296,0.6418918918918919,0.5371621621621622,159,0.27364864864864863,81,0.4864864864864865,144,0.6621621621621622,196,0.125,37,0.3310810810810811,98,0.8716216216216216
P1,2018-01-12,291,0.7697594501718213,0.6288659793814433,183,0.3470790378006873,101,0.6116838487972509,178,0.7697594501718213,224,0.13402061855670103,39,0.3230240549828179,94,0.9278350515463918
P1,2018-01-19,288,0.7743055555555556,0.6770833333333334,195,0.3923611111111111,113,0.7152777777777778,206,0.7743055555555556,223,0.10069444444444445,29,0.2916666666666667,84,0.9583333333333334
P1,2018-01-26,287,0.7526132404181185,0.7804878048780488,224,0.4146341463414634,119,0.7735191637630662,222,0.7526132404181185,216,0.06968641114982578,20,0.30313588850174217,87,0.9616724738675958
P1,2018-02-02,291,0.7491408934707904,0.7766323024054983,226,0.4054982817869416,118,0.7663230240549829,223,0.7491408934707904,218,0.07216494845360824,21,0.30584192439862545,89,0.9587628865979382
P1,2018-02-09,290,0.7517241379310344,0.7551724137931034,219,0.3896551724137931,113,0.7206896551724138,209,0.7517241379310344,218,0.06206896551724138,18,0.3758620689655172,109,0.9413793103448276
P1,2018-02-12,295,0.6610169491525424,0.7593220338983051,224,0.42033898305084744,124,0.752542372881356,222,0.6813559322033899,201,0.05084745762711865,15,0.3694915254237288,109,0.9423728813559322
P1,2018-02-23,294,0.6496598639455783,0.7551020408163265,222,0.2789115646258503,82,0.6054421768707483,178,0.6768707482993197,199,0.07142857142857142,21,0.3843537414965986,113,0.9251700680272109
P1,2018-03-02,284,0.75,0.6654929577464789,189,0.35563380281690143,101,0.5105633802816901,145,0.75,213,0.0880281690140845,25,0.3485915492957746,99,0.9225352112676056
P1,2018-03-09,292,0.678082191780822,0.6267123287671232,183,0.2226027397260274,65,0.4452054794520548,130,0.7123287671232876,208,0.136986301369863,40,0.3424657534246575,100,0.8801369863013698
P1,2018-03-16,289,0.7231833910034602,0.6851211072664359,198,0.20069204152249134,58,0.48788927335640137,141,0.7231833910034602,209,0.08650519031141868,25,0.35294117647058826,102,0.9204152249134948
P1,2018-03-23,294,0.7142857142857143,0.7074829931972789,208,0.2925170068027211,86,0.5272108843537415,155,0.7142857142857143,210,0.09863945578231292,29,0.35034013605442177,103,0.9047619047619048
P1,2018-03-30,283,0.7102473498233216,0.7385159010600707,209,0.3674911660777385,104,0.6466431095406361,183,0.7102473498233216,201,0.10247349823321555,29,0.303886925795053,86,0.9363957597173145
P1,2018-04-03,291,0.7216494845360825,0.6116838487972509,178,0.44329896907216493,129,0.6219931271477663,181,0.7216494845360825,210,0.12027491408934708,35,0.3161512027491409,92,0.9312714776632303
P1,2018-04-13,287,0.7526132404181185,0.5644599303135889,162,0.3902439024390244,112,0.5156794425087108,148,0.7526132404181185,216,0.18466898954703834,53,0.3240418118466899,93,0.8954703832752613
P1,2018-04-20,289,0.7612456747404844,0.5743944636678201,166,0.3806228373702422,110,0.5882352941176471,170,0.7612456747404844,220,0.12110726643598616,35,0.32525951557093424,94,0.9342560553633218
P1,2018-04-27,295,0.735593220338983,0.5796610169491525,171,0.42033898305084744,124,0.5457627118644067,161,0.735593220338983,217,0.16610169491525423,49,0.3389830508474576,100,0.9084745762711864
P1,2018-05-04,291,0.7353951890034365,0.697594501718213,203,0.43986254295532645,128,0.711340206185567,207,0.7353951890034365,214,0.08247422680412371,24,0.35051546391752575,102,0.9381443298969072
P1,2018-05-11,287,0.8013937282229965,0.6480836236933798,186,0.3170731707317073,91,0.627177700348432,180,0.8013937282229965,230,0.10104529616724739,29,0.34843205574912894,100,0.9547038327526133
P1,2018-05-18,288,0.6006944444444444,0.6631944444444444,191,0.2361111111111111,68,0.6145833333333334,177,0.6319444444444444,182,0.0763888888888889,22,0.3368055555555556,97,0.9097222222222222
P1,2018-05-25,293,0.6143344709897611,0.5290102389078498,155,0.2696245733788396,79,0.4880546075085324,143,0.6416382252559727,188,0.14334470989761092,42,0.35494880546075086,104,0.8907849829351536
P1,2018-06-01,285,0.6105263157894737,0.6175438596491228,176,0.28421052631578947,81,0.4807017543859649,137,0.6385964912280702,182,0.14035087719298245,40,0.3263157894736842,93,0.9017543859649123
P1,2018-06-08,287,0.7804878048780488,0.5400696864111498,155,0.3832752613240418,110,0.4808362369337979,138,0.7804878048780488,224,0.15331010452961671,44,0.3205574912891986,92,0.9198606271777003
P1,2018-06-15,284,0.6584507042253521,0.545774647887324,155,0.4471830985915493,127,0.5774647887323944,164,0.6830985915492958,194,0.15140845070422534,43,0.323943661971831,92,0.9119718309859155
P1,2018-06-22,291,0.6357388316151202,0.6116838487972509,178,0.46735395189003437,136,0.6288659793814433,183,0.6597938144329897,192,0.14432989690721648,42,0.32646048109965636,95,0.9140893470790378
P1,2018-06-29,291,0.6357388316151202,0.6838487972508591,199,0.41237113402061853,120,0.6735395189003437,196,0.6597938144329897,192,0.07216494845360824,21,0.2920962199312715,85,0.8625429553264605
P1,2018-07-06,292,0.6267123287671232,0.726027397260274,212,0.3698630136986301,108,0.6643835616438356,194,0.6541095890410958,191,0.09246575342465753,27,0.3356164383561644,98,0.8938356164383562
P1,2018-07-13,287,0.7735191637630662,0.794425087108014,228,0.3170731707317073,91,0.7247386759581882,208,0.7735191637630662,222,0.06968641114982578,20,0.3205574912891986,92,0.9477351916376306
P1,2018-07-20,291,0.6219931271477663,0.7628865979381443,222,0.30927835051546393,90,0.697594501718213,203,0.6426116838487973,187,0.06529209621993128,19,0.3745704467353952,109,0.9312714776632303
P1,2018-07-27,286,0.7797202797202797,0.8531468531468531,244,0.2762237762237762,79,0.7167832167832168,205,0.7797202797202797,223,0.045454545454545456,13,0.34615384615384615,99,0.965034965034965
P1,2018-08-03,286,0.7692307692307693,0.7482517482517482,214,0.3706293706293706,106,0.7132867132867133,204,0.7692307692307693,220,0.06993006993006994,20,0.36363636363636365,104,0.9615384615384616
P1,2018-08-10,287,0.6202090592334495,0.8118466898954704,233,0.3588850174216028,103,0.7386759581881533,212,0.6341463414634146,182,0.08362369337979095,24,0.33797909407665505,97,0.9442508710801394
P1,2018-08-17,292,0.6506849315068494,0.7842465753424658,229,0.4075342465753425,119,0.7636986301369864,223,0.6678082191780822,195,0.06164383561643835,18,0.3424657534246575,100,0.9486301369863014
P1,2018-08-24,285,0.6491228070175439,0.7824561403508772,223,0.4,114,0.6701754385964912,191,0.6631578947368421,189,0.0912280701754386,26,0.3298245614035088,94,0.9333333333333333
P1,2018-08-31,293,0.6484641638225256,0.78839590443686,231,0.2935153583617747,86,0.658703071672355,193,0.6621160409556314,194,0.07849829351535836,23,0.3447098976109215,101,0.9351535836177475
P1,2018-09-07,293,0.6450511945392492,0.8122866894197952,238,0.40273037542662116,118,0.6416382252559727,188,0.6621160409556314,194,0.06825938566552901,20,0.3310580204778157,97,0.9658703071672355
P1,2018-09-14,290,0.6379310344827587,0.8275862068965517,240,0.3896551724137931,113,0.7137931034482758,207,0.6517241379310345,189,0.05172413793103448,15,0.3586206896551724,104,0.9379310344827586
P1,2018-09-21,292,0.636986301369863,0.8732876712328768,255,0.3253424657534247,95,0.7054794520547946,206,0.6472602739726028,189,0.0547945205479452,16,0.3493150684931507,102,0.9486301369863014
P1,2018-09-28,287,0.6341463414634146,0.8641114982578397,248,0.3519163763066202,101,0.7038327526132404,202,0.6550522648083623,188,0.06968641114982578,20,0.37630662020905925,108,0.9581881533101045
P1,2018-10-05,292,0.6335616438356164,0.8287671232876712,242,0.4280821917808219,125,0.6952054794520548,203,0.6506849315068494,190,0.0958904109589041,28,0.363013698630137,106,0.9554794520547946
P1,2018-10-12,295,0.7423728813559322,0.6949152542372882,205,0.376271186440678,111,0.6169491525423729,182,0.7423728813559322,219,0.10847457627118644,32,0.3525423728813559,104,0.9152542372881356
P1,2018-10-19,291,0.7457044673539519,0.7560137457044673,220,0.3024054982817869,88,0.6666666666666666,194,0.7457044673539519,217,0.09278350515463918,27,0.3711340206185567,108,0.9484536082474226
P1,2018-10-26,289,0.7370242214532872,0.8269896193771626,239,0.3391003460207612,98,0.7093425605536332,205,0.7370242214532872,213,0.0726643598615917,21,0.36678200692041524,106,0.9619377162629758
P1,2018-11-02,290,0.7517241379310344,0.7724137931034483,224,0.2103448275862069,61,0.6206896551724138,180,0.7517241379310344,218,0.10344827586206896,30,0.3758620689655172,109,0.9586206896551724
P1,2018-11-09,289,0.7474048442906575,0.754325259515571,218,0.2422145328719723,70,0.5813148788927336,168,0.7474048442906575,216,0.08304498269896193,24,0.3944636678200692,114,0.9411764705882353
P1,2018-11-16,289,0.7647058823529411,0.6055363321799307,175,0.2906574394463668,84,0.44982698961937717,130,0.7647058823529411,221,0.1695501730103806,49,0.36678200692041524,106,0.9238754325259516
P1,2018-11-23,289,0.7647058823529411,0.5501730103806228,159,0.5155709342560554,149,0.5709342560553633,165,0.7647058823529411,221,0.16262975778546712,47,0.35294117647058826,102,0.9307958477508651
P1,2018-11-30,290,0.7586206896551724,0.5620689655172414,163,0.3275862068965517,95,0.5103448275862069,148,0.7586206896551724,220,0.12758620689655173,37,0.3482758620689655,101,0.9379310344827586
P1,2018-12-07,290,0.7620689655172413,0.5379310344827586,156,0.44482758620689655,129,0.5482758620689655,159,0.7620689655172413,221,0.17586206896551723,51,0.3413793103448276,99,0.9586206896551724
P1,2018-12-14,287,0.6794425087108014,0.5365853658536586,154,0.41114982578397213,118,0.6027874564459931,173,0.6794425087108014,195,0.16376306620209058,47,0.3623693379790941,104,0.9198606271777003
P1,2018-12-21,289,0.6782006920415224,0.5951557093425606,172,0.4359861591695502,126,0.5882352941176471,170,0.6782006920415224,196,0.15570934256055363,45,0.370242214532872,107,0.9065743944636678
P1,2018-12-28,284,0.6619718309859155,0.7007042253521126,199,0.4225352112676056,120,0.7183098591549296,204,0.7112676056338029,202,0.1056338028169014,30,0.3274647887323944,93,0.9577464788732394
P1,2019-01-04,286,0.6713286713286714,0.6993006993006993,200,0.4090909090909091,117,0.6888111888111889,197,0.6713286713286714,192,0.10839160839160839,31,0.3321678321678322,95,0.9370629370629371
P1,2019-01-11,292,0.6472602739726028,0.6232876712328768,182,0.339041095890411,99,0.6267123287671232,183,0.6917808219178082,202,0.0958904109589041,28,0.3287671232876712,96,0.9315068493150684
P1,2019-01-18,285,0.6596491228070176,0.6350877192982456,181,0.22456140350877193,64,0.543859649122807,155,0.6596491228070176,188,0.10175438596491228,29,0.34035087719298246,97,0.8912280701754386
P1,2019-01-25,293,0.6621160409556314,0.5972696245733788,175,0.3174061433447099,93,0.5665529010238908,166,0.6621160409556314,194,0.10921501706484642,32,0.3037542662116041,89,0.9044368600682594
P1,2019-01-30,296,0.6554054054054054,0.6081081081081081,180,0.38513513513513514,114,0.6621621621621622,196,0.6554054054054054,194,0.08445945945945946,25,0.3141891891891892,93,0.8952702702702703
P1,2019-02-15,291,0.6529209621993127,0.6460481099656358,188,0.3161512027491409,92,0.6013745704467354,175,0.6529209621993127,190,0.08934707903780069,26,0.2920962199312715,85,0.9312714776632303
P1,2019-02-22,289,0.6401384083044983,0.6366782006920415,184,0.3356401384083045,97,0.5813148788927336,168,0.6816608996539792,197,0.09688581314878893,28,0.30103806228373703,87,0.9204152249134948
P1,2019-02-27,295,0.6372881355932203,0.5864406779661017,173,0.4033898305084746,119,0.6237288135593221,184,0.6745762711864407,199,0.12542372881355932,37,0.3016949152542373,89,0.9254237288135593
P1,2019-03-08,288,0.6736111111111112,0.7118055555555556,205,0.4513888888888889,130,0.6979166666666666,201,0.6736111111111112,194,0.0798611111111111,23,0.3125,90,0.9409722222222222
P1,2019-03-15,291,0.6735395189003437,0.6460481099656358,188,0.4742268041237113,138,0.6701030927835051,195,0.6735395189003437,196,0.08934707903780069,26,0.29896907216494845,87,0.9347079037800687
P1,2019-03-22,287,0.6655052264808362,0.6968641114982579,200,0.41114982578397213,118,0.6724738675958188,193,0.6655052264808362,191,0.10452961672473868,30,0.29965156794425085,86,0.9442508710801394
P1,2019-03-29,287,0.6689895470383276,0.6550522648083623,188,0.3554006968641115,102,0.5888501742160279,169,0.6689895470383276,192,0.12195121951219512,35,0.30313588850174217,87,0.9128919860627178
P1,2019-04-03,290,0.6620689655172414,0.7,203,0.32068965517241377,93,0.6206896551724138,180,0.6620689655172414,192,0.1,29,0.2896551724137931,84,0.9275862068965517
P1,2019-04-12,295,0.6372881355932203,0.7322033898305085,216,0.42033898305084744,124,0.6576271186440678,194,0.6949152542372882,205,0.0711864406779661,21,0.28135593220338984,83,0.9491525423728814
P1,2019-04-19,291,0.6288659793814433,0.7491408934707904,218,0.30927835051546393,90,0.6426116838487973,187,0.6769759450171822,197,0.07560137457044673,22,0.29896907216494845,87,0.9381443298969072
P1,2019-04-26,282,0.6347517730496454,0.7411347517730497,209,0.40425531914893614,114,0.7411347517730497,209,0.6631205673758865,187,0.07092198581560284,20,0.30851063829787234,87,0.9468085106382979
P1,2019-05-03,291,0.6460481099656358,0.7491408934707904,218,0.41237113402061853,120,0.7044673539518901,205,0.6804123711340206,198,0.07560137457044673,22,0.2920962199312715,85,0.9347079037800687
P1,2019-05-10,288,0.6666666666666666,0.8020833333333334,231,0.5381944444444444,155,0.7881944444444444,227,0.6666666666666666,192,0.06944444444444445,20,0.3159722222222222,91,0.9722222222222222
P1,2019-05-17,289,0.657439446366782,0.7750865051903114,224,0.532871972318339,154,0.7647058823529411,221,0.698961937716263,202,0.0657439446366782,19,0.3356401384083045,97,0.9411764705882353
P1,2019-05-24,287,0.662020905923345,0.686411149825784,197,0.5365853658536586,154,0.7142857142857143,205,0.7003484320557491,201,0.13240418118466898,38,0.3588850174216028,103,0.9442508710801394
P1,2019-05-31,287,0.6655052264808362,0.6829268292682927,196,0.5087108013937283,146,0.6515679442508711,187,0.7142857142857143,205,0.1254355400696864,36,0.34494773519163763,99,0.9303135888501742
P1,2019-06-06,288,0.65625,0.6180555555555556,178,0.4791666666666667,138,0.6354166666666666,183,0.6979166666666666,201,0.1076388888888889,31,0.3472222222222222,100,0.9305555555555556
P1,2019-06-14,294,0.6428571428571429,0.6870748299319728,202,0.4217687074829932,124,0.673469387755102,198,0.6904761904761905,203,0.07482993197278912,22,0.3299319727891156,97,0.9319727891156463
P1,2019-06-21,289,0.6193771626297578,0.7231833910034602,209,0.35986159169550175,104,0.7058823529411765,204,0.6539792387543253,189,0.0726643598615917,21,0.31141868512110726,90,0.9446366782006921
P1,2019-06-28,287,0.6411149825783972,0.7526132404181185,216,0.41114982578397213,118,0.7038327526132404,202,0.6724738675958188,193,0.06620209059233449,19,0.29965156794425085,86,0.9442508710801394
P1,2019-07-05,291,0.6254295532646048,0.6529209621993127,190,0.49140893470790376,143,0.7491408934707904,218,0.6666666666666666,194,0.07903780068728522,23,0.27147766323024053,79,0.9415807560137457
P1,2019-07-12,286,0.6083916083916084,0.6433566433566433,184,0.44405594405594406,127,0.6818181818181818,195,0.6608391608391608,189,0.10139860139860139,29,0.2972027972027972,85,0.9125874125874126
P1,2019-07-19,291,0.6185567010309279,0.711340206185567,207,0.41580756013745707,121,0.711340206185567,207,0.6735395189003437,196,0.09965635738831616,29,0.3161512027491409,92,0.9381443298969072
P1,2019-07-26,285,0.6105263157894737,0.7087719298245614,202,0.30526315789473685,87,0.6596491228070176,188,0.656140350877193,187,0.11578947368421053,33,0.30526315789473685,87,0.9403508771929825
P1,2019-08-02,292,0.6267123287671232,0.6712328767123288,196,0.4246575342465753,124,0.6575342465753424,192,0.6643835616438356,194,0.11301369863013698,33,0.3219178082191781,94,0.910958904109589
P1,2019-08-08,291,0.6151202749140894,0.6838487972508591,199,0.35051546391752575,102,0.6219931271477663,181,0.6597938144329897,192,0.12714776632302405,37,0.32989690721649484,96,0.8934707903780069
P1,2019-08-16,290,0.6724137931034483,0.6724137931034483,195,0.3275862068965517,95,0.5827586206896552,169,0.6724137931034483,195,0.12758620689655173,37,0.32413793103448274,94,0.9103448275862069
P1,2019-08-23,294,0.6870748299319728,0.6292517006802721,185,0.29931972789115646,88,0.54421768707483,160,0.6870748299319728,202,0.13945578231292516,41,0.3197278911564626,94,0.9047619047619048
P1,2019-08-30,283,0.6890459363957597,0.5971731448763251,169,0.303886925795053,86,0.4876325088339223,138,0.6890459363957597,195,0.14840989399293286,42,0.3321554770318021,94,0.8798586572438163
P1,2019-09-06,287,0.6724738675958188,0.6829268292682927,196,0.34494773519163763,99,0.5749128919860628,165,0.6724738675958188,193,0.11149825783972125,32,0.313588850174216,90,0.9303135888501742
P1,2019-09-12,293,0.6621160409556314,0.5938566552901023,174,0.3651877133105802,107,0.5665529010238908,166,0.6621160409556314,194,0.09215017064846416,27,0.3242320819112628,95,0.8907849829351536
P1,2019-09-20,287,0.662020905923345,0.7665505226480837,220,0.3832752613240418,110,0.7665505226480837,220,0.662020905923345,190,0.03832752613240418,11,0.2961672473867596,85,0.9477351916376306
P1,2019-09-27,287,0.6445993031358885,0.759581881533101,218,0.519163763066202,149,0.7630662020905923,219,0.6759581881533101,194,0.06620209059233449,19,0.30662020905923343,88,0.9547038327526133
P1,2019-10-04,288,0.6423611111111112,0.7951388888888888,229,0.4131944444444444,119,0.7430555555555556,214,0.6840277777777778,197,0.04513888888888889,13,0.2951388888888889,85,0.9409722222222222
P1,2019-10-09,291,0.6666666666666666,0.7938144329896907,231,0.4261168384879725,124,0.7697594501718213,224,0.6666666666666666,194,0.044673539518900345,13,0.29896907216494845,87,0.9621993127147767
P1,2019-10-18,292,0.660958904109589,0.8184931506849316,239,0.3698630136986301,108,0.7123287671232876,208,0.660958904109589,193,0.0684931506849315,20,0.3013698630136986,88,0.9691780821917808
P1,2019-10-25,291,0.6701030927835051,0.7903780068728522,230,0.29553264604810997,86,0.7010309278350515,204,0.6701030927835051,195,0.07903780068728522,23,0.30584192439862545,89,0.9656357388316151
P1,2019-11-01,288,0.6736111111111112,0.7395833333333334,213,0.3888888888888889,112,0.6805555555555556,196,0.6736111111111112,194,0.10416666666666667,30,0.3020833333333333,87,0.9513888888888888
P1,2019-11-08,289,0.6678200692041523,0.7058823529411765,204,0.39792387543252594,115,0.7024221453287197,203,0.6678200692041523,193,0.09342560553633218,27,0.28719723183391005,83,0.9377162629757786
P1,2019-11-15,286,0.6573426573426573,0.8111888111888111,232,0.34965034965034963,100,0.7027972027972028,201,0.6573426573426573,188,0.07342657342657342,21,0.3006993006993007,86,0.951048951048951
P1,2019-11-22,286,0.6573426573426573,0.8006993006993007,229,0.3706293706293706,106,0.7342657342657343,210,0.6573426573426573,188,0.08391608391608392,24,0.2937062937062937,84,0.9615384615384616
P1,2019-11-29,290,0.6551724137931034,0.8689655172413793,252,0.43103448275862066,125,0.7379310344827587,214,0.6551724137931034,190,0.05517241379310345,16,0.29310344827586204,85,0.9655172413793104
P1,2019-12-06,292,0.660958904109589,0.6986301369863014,204,0.4212328767123288,123,0.636986301369863,186,0.660958904109589,193,0.09246575342465753,27,0.2979452054794521,87,0.9452054794520548
P1,2019-12-13,287,0.6898954703832753,0.6689895470383276,192,0.3554006968641115,102,0.6376306620209059,183,0.6898954703832753,198,0.08362369337979095,24,0.3205574912891986,92,0.9163763066202091
P1,2019-12-20,287,0.6550522648083623,0.7735191637630662,222,0.3832752613240418,110,0.735191637630662,211,0.6550522648083623,188,0.0627177700348432,18,0.289198606271777,83,0.9581881533101045
P1,2019-12-27,291,0.6185567010309279,0.872852233676976,254,0.38831615120274915,113,0.7353951890034365,214,0.6529209621993127,190,0.041237113402061855,12,0.28865979381443296,84,0.9621993127147767
P1,2020-01-03,288,0.6284722222222222,0.8368055555555556,241,0.4375,126,0.7534722222222222,217,0.65625,189,0.06597222222222222,19,0.2951388888888889,85,0.9583333333333334
P1,2020-01-10,287,0.686411149825784,0.7630662020905923,219,0.5017421602787456,144,0.7212543554006968,207,0.686411149825784,197,0.09059233449477352,26,0.30313588850174217,87,0.9337979094076655
P1,2020-01-17,288,0.6979166666666666,0.7326388888888888,211,0.3645833333333333,105,0.7083333333333334,204,0.6979166666666666,201,0.059027777777777776,17,0.2951388888888889,85,0.9513888888888888
P1,2020-01-20,296,0.706081081081081,0.7263513513513513,215,0.36486486486486486,108,0.7128378378378378,211,0.706081081081081,209,0.07094594594594594,21,0.2905405405405405,86,0.9527027027027027
P1,2020-01-31,291,0.7044673539518901,0.6941580756013745,202,0.30584192439862545,89,0.5670103092783505,165,0.7044673539518901,205,0.11683848797250859,34,0.3642611683848797,106,0.9450171821305842
P1,2020-02-07,282,0.6879432624113475,0.7021276595744681,198,0.25886524822695034,73,0.5390070921985816,152,0.6879432624113475,194,0.13829787234042554,39,0.3475177304964539,98,0.925531914893617
P1,2020-02-14,294,0.564625850340136,0.7346938775510204,216,0.1598639455782313,47,0.48639455782312924,143,0.608843537414966,179,0.12585034013605442,37,0.36054421768707484,106,0.8741496598639455
P1,2020-02-21,292,0.565068493150685,0.6917808219178082,202,0.16095890410958905,47,0.4554794520547945,133,0.5993150684931506,175,0.1404109589041096,41,0.3321917808219178,97,0.8938356164383562
P1,2020-02-27,294,0.5408163265306123,0.6938775510204082,204,0.35374149659863946,104,0.5204081632653061,153,0.5986394557823129,176,0.12244897959183673,36,0.36054421768707484,106,0.8979591836734694
P1,2020-03-06,287,0.554006968641115,0.6202090592334495,178,0.2961672473867596,85,0.5017421602787456,144,0.6062717770034843,174,0.11498257839721254,33,0.39372822299651566,113,0.8571428571428571
P1,2020-03-13,292,0.6267123287671232,0.5582191780821918,163,0.4486301369863014,131,0.5136986301369864,150,0.6815068493150684,199,0.17465753424657535,51,0.3801369863013699,111,0.8664383561643836
P1,2020-03-20,291,0.6288659793814433,0.7560137457044673,220,0.27491408934707906,80,0.6735395189003437,196,0.6804123711340206,198,0.06872852233676977,20,0.36082474226804123,105,0.9587628865979382
P1,2020-03-27,289,0.6262975778546713,0.8477508650519031,245,0.2422145328719723,70,0.6851211072664359,198,0.671280276816609,194,0.06228373702422145,18,0.35294117647058826,102,0.9584775086505191
P1,2020-04-01,293,0.6450511945392492,0.856655290102389,251,0.18771331058020477,55,0.7030716723549488,206,0.6450511945392492,189,0.040955631399317405,12,0.36177474402730375,106,0.9590443686006825
P1,2020-04-10,293,0.6348122866894198,0.8191126279863481,240,0.16382252559726962,48,0.5085324232081911,149,0.6348122866894198,186,0.05460750853242321,16,0.36860068259385664,108,0.9488054607508533
P1,2020-04-17,288,0.6215277777777778,0.6354166666666666,183,0.21180555555555555,61,0.375,108,0.6736111111111112,194,0.14930555555555555,43,0.3819444444444444,110,0.8819444444444444
P1,2020-04-24,289,0.629757785467128,0.6124567474048442,177,0.23183391003460208,67,0.42214532871972316,122,0.6643598615916955,192,0.10034602076124567,29,0.40484429065743943,117,0.8754325259515571
P1,2020-04-30,290,0.6206896551724138,0.6137931034482759,178,0.19310344827586207,56,0.39655172413793105,115,0.6551724137931034,190,0.1413793103448276,41,0.3896551724137931,113,0.8724137931034482
P1,2020-05-08,289,0.6089965397923875,0.657439446366782,190,0.39100346020761245,113,0.5882352941176471,170,0.6401384083044983,185,0.10034602076124567,29,0.3079584775086505,89,0.8788927335640139
P1,2020-05-15,294,0.717687074829932,0.6258503401360545,184,0.45918367346938777,135,0.6190476190476191,182,0.717687074829932,211,0.1598639455782313,47,0.32653061224489793,96,0.9149659863945578
P1,2020-05-22,288,0.6944444444444444,0.6458333333333334,186,0.4027777777777778,116,0.6388888888888888,184,0.7152777777777778,206,0.1284722222222222,37,0.3125,90,0.9270833333333334
P1,2020-05-29,289,0.6885813148788927,0.5916955017301038,171,0.35294117647058826,102,0.5259515570934256,152,0.6885813148788927,199,0.16262975778546712,47,0.31833910034602075,92,0.8996539792387543
P1,2020-06-05,290,0.6827586206896552,0.6,174,0.3758620689655172,109,0.6103448275862069,177,0.7068965517241379,205,0.12413793103448276,36,0.3103448275862069,90,0.9206896551724137
P1,2020-06-12,292,0.6506849315068494,0.6164383561643836,180,0.3458904109589041,101,0.6198630136986302,181,0.6712328767123288,196,0.11301369863013698,33,0.3321917808219178,97,0.9246575342465754
P1,2020-06-19,291,0.6563573883161512,0.711340206185567,207,0.3642611683848797,106,0.584192439862543,170,0.6804123711340206,198,0.09621993127147767,28,0.29553264604810997,86,0.9175257731958762
P1,2020-06-24,290,0.6517241379310345,0.6655172413793103,193,0.3137931034482759,91,0.5413793103448276,157,0.6793103448275862,197,0.1310344827586207,38,0.30689655172413793,89,0.903448275862069
P1,2020-07-03,283,0.6784452296819788,0.7597173144876325,215,0.24381625441696114,69,0.5653710247349824,160,0.7067137809187279,200,0.10247349823321555,29,0.3003533568904594,85,0.9399293286219081
P1,2020-07-10,292,0.660958904109589,0.5856164383561644,171,0.3287671232876712,96,0.4657534246575342,136,0.6883561643835616,201,0.15753424657534246,46,0.3184931506849315,93,0.8972602739726028
P1,2020-07-17,290,0.6620689655172414,0.7275862068965517,211,0.3620689655172414,105,0.5448275862068965,158,0.6862068965517242,199,0.11724137931034483,34,0.3103448275862069,90,0.9275862068965517
P1,2020-07-24,289,0.6747404844290658,0.8581314878892734,248,0.32525951557093424,94,0.7093425605536332,205,0.698961937716263,202,0.04152249134948097,12,0.3460207612456747,100,0.9550173010380623
P1,2020-07-31,292,0.6712328767123288,0.8698630136986302,254,0.2773972602739726,81,0.708904109589041,207,0.6917808219178082,202,0.04794520547945205,14,0.3219178082191781,94,0.976027397260274
