snapshot_date,scope_type,ticker_count,traded_value_5d,median_rank_5d,pure_5d_burst_watchlist_count,total_market_traded_value_5d,turnover_share_5d,diagnostic_only
2017-09-15,watchlist_reference,11,5583957035.0,277.0,11,842574533358.0,0.0066272558852991615,True
2017-09-22,active_layer1_source_scope,293,692785977216.0,147.0,0,792969157946.0,0.8736606843707504,True
2017-09-22,watchlist_reference,7,3297483423.0,284.0,7,792969157946.0,0.004158400601028866,True
2017-09-29,active_layer1_source_scope,289,613973072932.0,145.0,0,697902873722.0,0.879739998286019,True
2017-09-29,watchlist_reference,11,4347026021.0,271.0,11,697902873722.0,0.0062286976951632066,True
2017-10-06,active_layer1_source_scope,289,578777991809.0,145.0,0,661198070921.0,0.8753473690611424,True
2017-10-06,watchlist_reference,11,4495378387.0,278.0,11,661198070921.0,0.006798837723071802,True
2017-10-13,active_layer1_source_scope,294,677930455118.0,147.5,0,768232405679.0,0.8824549057115251,True
2017-10-13,watchlist_reference,6,2568480031.0,291.0,6,768232405679.0,0.0033433632999767256,True
2017-10-20,active_layer1_source_scope,289,680961683942.0,145.0,0,775492508550.0,0.8781022078669054,True
2017-10-20,watchlist_reference,11,4981771759.0,285.0,11,775492508550.0,0.006424010166538958,True
2017-10-27,active_layer1_source_scope,291,651129417889.0,146.0,0,747229041445.0,0.8713920120527416,True
2017-10-27,watchlist_reference,9,4328091764.0,291.0,9,747229041445.0,0.005792188905867854,True
2017-11-03,active_layer1_source_scope,288,660210542186.0,144.5,0,755837275038.0,0.8734823803877728,True
2017-11-03,watchlist_reference,12,5581979181.0,285.0,12,755837275038.0,0.00738515996147367,True
2017-11-10,active_layer1_source_scope,291,701838838068.0,146.0,0,807465805152.0,0.8691870709446124,True
2017-11-10,watchlist_reference,9,4756694489.0,272.0,9,807465805152.0,0.005890892789081743,True
2017-11-17,active_layer1_source_scope,287,676066721128.0,144.0,0,776293386507.0,0.8708907390928852,True
2017-11-17,watchlist_reference,13,6252960322.0,267.0,13,776293386507.0,0.00805489320234421,True
2017-11-24,active_layer1_source_scope,283,751049345997.0,142.0,0,856505770974.0,0.8768759901558197,True
2017-11-24,watchlist_reference,17,8561698770.0,280.0,17,856505770974.0,0.009996078322115472,True
2017-12-01,active_layer1_source_scope,284,897811248824.0,142.5,0,1008674248173.0,0.8900903839373268,True
2017-12-01,watchlist_reference,16,9210099281.0,273.0,16,1008674248173.0,0.00913089562629575,True
2017-12-08,active_layer1_source_scope,286,768895884333.0,143.5,0,861876685469.0,0.892118208203528,True
2017-12-08,watchlist_reference,14,6785234731.0,276.0,14,861876685469.0,0.007872628237191192,True
2017-12-15,active_layer1_source_scope,290,664827708280.0,145.5,0,743861831249.0,0.8937516086336951,True
2017-12-15,watchlist_reference,10,4410026696.0,280.5,10,743861831249.0,0.005928556232809033,True
2017-12-22,active_layer1_source_scope,291,557876710390.0,146.0,0,630502136022.0,0.8848133551295917,True
2017-12-22,watchlist_reference,9,3446081457.0,284.0,9,630502136022.0,0.005465614246356425,True
2017-12-29,active_layer1_source_scope,288,534331093779.0,144.5,0,615878705621.0,0.8675914411429856,True
2017-12-29,watchlist_reference,12,4610441310.0,287.0,12,615878705621.0,0.007485956679328961,True
2018-01-05,active_layer1_source_scope,296,693443287421.0,148.5,0,799501727085.0,0.8673443270089093,True
2018-01-05,watchlist_reference,4,2349234455.0,273.5,4,799501727085.0,0.002938373208479934,True
2018-01-12,active_layer1_source_scope,291,694973996837.0,146.0,0,807104075521.0,0.8610711033622052,True
2018-01-12,watchlist_reference,9,4786693746.0,275.0,9,807104075521.0,0.005930701988972245,True
2018-01-19,active_layer1_source_scope,288,716483422080.0,144.5,0,827567997851.0,0.8657698508648708,True
2018-01-19,watchlist_reference,12,6324527611.0,283.0,12,827567997851.0,0.007642305680528144,True
2018-01-26,active_layer1_source_scope,287,803103522616.0,144.0,0,906754879250.0,0.8856897723894989,True
2018-01-26,watchlist_reference,13,7090853158.0,273.0,13,906754879250.0,0.007820033087514262,True
2018-02-02,active_layer1_source_scope,291,683842066840.0,146.0,0,766607291521.0,0.8920369978261121,True
2018-02-02,watchlist_reference,9,4099158548.0,272.0,9,766607291521.0,0.005347142654835693,True
2018-02-09,active_layer1_source_scope,290,795653099907.0,145.5,0,903680594024.0,0.8804583225186188,True
2018-02-09,watchlist_reference,10,4872821493.0,279.5,10,903680594024.0,0.005392194460325644,True
2018-02-12,active_layer1_source_scope,295,779689845745.0,148.0,0,883545154270.0,0.8824561393120797,True
2018-02-12,watchlist_reference,5,2372393241.0,273.0,5,883545154270.0,0.0026850843214234043,True
2018-02-23,active_layer1_source_scope,294,678039724303.0,147.5,0,757171945075.0,0.8954897612270067,True
2018-02-23,watchlist_reference,6,2452000978.0,279.5,6,757171945075.0,0.0032383674460589296,True
2018-03-02,active_layer1_source_scope,284,131623520405.0,142.5,0,135883926157.0,0.9686467275969232,True
2018-03-02,watchlist_reference,16,565650550.0,280.5,16,135883926157.0,0.004162748060035066,True
2018-03-09,active_layer1_source_scope,292,625930265730.0,146.5,0,710572599166.0,0.880881512268634,True
2018-03-09,watchlist_reference,8,3699843352.0,268.5,8,710572599166.0,0.0052068477680429995,True
2018-03-16,active_layer1_source_scope,289,703575160482.0,145.0,0,798663695779.0,0.8809404561650287,True
2018-03-16,watchlist_reference,11,5083057463.0,275.0,11,798663695779.0,0.006364452885318759,True
2018-03-23,active_layer1_source_scope,294,684631210620.0,147.5,0,780988571351.0,0.8766212922113376,True
2018-03-23,watchlist_reference,6,2845587347.0,276.5,6,780988571351.0,0.0036435710474962977,True
2018-03-30,active_layer1_source_scope,283,615268047128.0,142.0,0,713872793311.0,0.8618735058865835,True
2018-03-30,watchlist_reference,17,7338110082.0,282.0,17,713872793311.0,0.010279296466763005,True
2018-04-03,active_layer1_source_scope,291,589240404445.0,146.0,0,685710763640.0,0.8593133368901772,True
2018-04-03,watchlist_reference,9,3933926105.0,282.0,9,685710763640.0,0.005737005037105297,True
2018-04-13,active_layer1_source_scope,287,678889266442.0,144.0,0,795781225659.0,0.8531104335614355,True
2018-04-13,watchlist_reference,13,7161374508.0,271.0,13,795781225659.0,0.008999174995702549,True
2018-04-20,active_layer1_source_scope,289,792644613232.0,145.0,0,883410467779.0,0.8972551742847283,True
2018-04-20,watchlist_reference,11,5207751254.0,283.0,11,883410467779.0,0.005895052689485231,True
2018-04-27,active_layer1_source_scope,295,693045861363.0,148.0,0,780072934606.0,0.8884372609505344,True
2018-04-27,watchlist_reference,5,2362917127.0,269.0,5,780072934606.0,0.003029097693529727,True
2018-05-04,active_layer1_source_scope,291,678770565966.0,146.0,0,749083512146.0,0.9061347032207864,True
2018-05-04,watchlist_reference,9,3244839626.0,283.0,9,749083512146.0,0.00433174615832095,True
2018-05-11,active_layer1_source_scope,287,753027412062.0,144.0,0,833895526517.0,0.9030236859612756,True
2018-05-11,watchlist_reference,13,5114979622.0,274.0,13,833895526517.0,0.0061338374644653105,True
2018-05-18,active_layer1_source_scope,288,790962509293.0,144.5,0,880653636440.0,0.8981539126897017,True
2018-05-18,watchlist_reference,12,5420938162.0,270.5,12,880653636440.0,0.00615558482664522,True
2018-05-25,active_layer1_source_scope,293,724562418859.0,147.0,0,802202936285.0,0.9032158648214963,True
2018-05-25,watchlist_reference,7,2849114532.0,281.0,7,802202936285.0,0.003551613193033477,True
2018-06-01,active_layer1_source_scope,285,934777366325.0,143.0,0,1041396903043.0,0.8976187307582212,True
2018-06-01,watchlist_reference,15,8798989697.0,269.0,15,1041396903043.0,0.008449218229177588,True
2018-06-08,active_layer1_source_scope,287,899416470740.0,144.0,0,1021288480530.0,0.8806683790981817,True
2018-06-08,watchlist_reference,13,8262229124.0,272.0,13,1021288480530.0,0.008090005205691048,True
2018-06-15,active_layer1_source_scope,284,956400110336.0,142.5,0,1077658773033.0,0.8874795382997482,True
2018-06-15,watchlist_reference,16,9735725876.0,279.0,16,1077658773033.0,0.009034145241168906,True
2018-06-22,active_layer1_source_scope,291,884751437002.0,146.0,0,980749943985.0,0.9021172444905403,True
2018-06-22,watchlist_reference,9,4733891260.0,272.0,9,980749943985.0,0.00482680757621578,True
2018-06-29,active_layer1_source_scope,291,740584289825.0,146.0,0,822093306761.0,0.9008518664905073,True
2018-06-29,watchlist_reference,9,4003402038.0,278.0,9,822093306761.0,0.004869766004753368,True
2018-07-06,active_layer1_source_scope,292,808607597786.0,146.5,0,885888951747.0,0.9127640616709365,True
2018-07-06,watchlist_reference,8,3244715976.0,272.5,8,885888951747.0,0.0036626667141534176,True
2018-07-13,active_layer1_source_scope,287,734860486552.0,144.0,0,803293514614.0,0.9148094353844204,True
2018-07-13,watchlist_reference,13,5178894959.0,280.0,13,803293514614.0,0.006447076771793149,True
2018-07-20,active_layer1_source_scope,291,801210796192.0,146.0,0,871610526202.0,0.919230289339479,True
2018-07-20,watchlist_reference,9,3734536458.0,280.0,9,871610526202.0,0.004284639005305568,True
2018-07-27,active_layer1_source_scope,286,728151764371.0,143.5,0,796698466677.0,0.9139615485995526,True
2018-07-27,watchlist_reference,14,5119717419.0,283.5,14,796698466677.0,0.006426167029483756,True
2018-08-03,active_layer1_source_scope,286,752214264827.0,143.5,0,823973184502.0,0.9129110982921486,True
2018-08-03,watchlist_reference,14,5482599817.0,271.0,14,823973184502.0,0.006653857091615938,True
2018-08-10,active_layer1_source_scope,287,679297586068.0,144.0,0,751691261305.0,0.9036922750554285,True
2018-08-10,watchlist_reference,13,4828367826.0,268.0,13,751691261305.0,0.006423339041639971,True
2018-08-17,active_layer1_source_scope,292,733414178283.0,146.5,0,809991168330.0,0.9054594753114621,True
2018-08-17,watchlist_reference,8,3064042402.0,278.0,8,809991168330.0,0.00378280964262523,True
2018-08-24,active_layer1_source_scope,285,559828612666.0,143.0,0,619250220529.0,0.9040426536913647,True
2018-08-24,watchlist_reference,15,4588616417.0,285.0,15,619250220529.0,0.007409955240839695,True
2018-08-31,active_layer1_source_scope,293,625533345007.0,147.0,0,681668529896.0,0.9176503206073422,True
2018-08-31,watchlist_reference,7,2336207913.0,286.0,7,681668529896.0,0.00342719050468184,True
2018-09-07,active_layer1_source_scope,293,675459376776.0,147.0,0,735867549721.0,0.917908904981741,True
2018-09-07,watchlist_reference,7,2362196275.0,284.0,7,735867549721.0,0.0032100834938238727,True
2018-09-14,active_layer1_source_scope,290,689848814978.0,145.5,0,751521438212.0,0.9179363088021416,True
2018-09-14,watchlist_reference,10,3066254989.0,293.5,10,751521438212.0,0.004080063233186206,True
2018-09-21,active_layer1_source_scope,292,670734584293.0,146.5,0,718985281809.0,0.9328905629408727,True
2018-09-21,watchlist_reference,8,2450907696.0,270.0,8,718985281809.0,0.0034088426536818717,True
2018-09-28,active_layer1_source_scope,287,676850157495.0,144.0,0,728669897426.0,0.9288844782609363,True
2018-09-28,watchlist_reference,13,3974923576.0,279.0,13,728669897426.0,0.005455040190408954,True
2018-10-05,active_layer1_source_scope,292,596213114407.0,146.5,0,651759135638.0,0.9147752318398628,True
2018-10-05,watchlist_reference,8,2584707203.0,279.0,8,651759135638.0,0.003965739890197102,True
2018-10-12,active_layer1_source_scope,295,758961739388.0,148.0,0,835872425313.0,0.907987530637585,True
2018-10-12,watchlist_reference,5,1900357760.0,289.0,5,835872425313.0,0.002273502154695908,True
2018-10-19,active_layer1_source_scope,291,557070445226.0,146.0,0,604244524253.0,0.9219288266032378,True
2018-10-19,watchlist_reference,9,2457586110.0,274.0,9,604244524253.0,0.004067204602372197,True
2018-10-26,active_layer1_source_scope,289,595085712019.0,145.0,0,640165227875.0,0.9295814363338049,True
2018-10-26,watchlist_reference,11,2658420799.0,287.0,11,640165227875.0,0.004152710399195704,True
2018-11-02,active_layer1_source_scope,290,636797846564.0,145.5,0,677505397448.0,0.9399155327214579,True
2018-11-02,watchlist_reference,10,2415468770.0,273.0,10,677505397448.0,0.0035652391539587585,True
2018-11-09,active_layer1_source_scope,289,600941805123.0,145.0,0,638280046326.0,0.9415017884110236,True
2018-11-09,watchlist_reference,11,2472064455.0,273.0,11,638280046326.0,0.003873009142663061,True
2018-11-16,active_layer1_source_scope,289,543903150322.0,145.0,0,585531954985.0,0.9289042992298064,True
2018-11-16,watchlist_reference,11,2629194096.0,280.0,11,585531954985.0,0.004490265772202568,True
2018-11-23,active_layer1_source_scope,289,503786922413.0,145.0,0,544753606623.0,0.9247977733200191,True
2018-11-23,watchlist_reference,11,2853999460.0,283.0,11,544753606623.0,0.005239064827293796,True
2018-11-30,active_layer1_source_scope,290,699409262760.0,145.5,0,754448919442.0,0.9270465431606582,True
2018-11-30,watchlist_reference,10,3519339764.0,276.5,10,754448919442.0,0.004664782032696061,True
2018-12-07,active_layer1_source_scope,290,725555543370.0,145.5,0,795659038197.0,0.9118925425822375,True
2018-12-07,watchlist_reference,10,3867251901.0,271.5,10,795659038197.0,0.004860438599130817,True
2018-12-14,active_layer1_source_scope,287,554989416709.0,144.0,0,609361502902.0,0.9107720360835719,True
2018-12-14,watchlist_reference,13,4127963534.0,281.0,13,609361502902.0,0.006774244047812577,True
2018-12-21,active_layer1_source_scope,289,508154383258.0,145.0,0,558049171214.0,0.9105906960717152,True
2018-12-21,watchlist_reference,11,3289114383.0,273.0,11,558049171214.0,0.005893950842798931,True
2018-12-28,active_layer1_source_scope,284,406902361762.0,142.5,0,449200879742.0,0.905836074933125,True
2018-12-28,watchlist_reference,16,3845112449.0,275.5,16,449200879742.0,0.008559895188113729,True
2019-01-04,active_layer1_source_scope,286,465701127799.0,143.5,0,505968833295.0,0.9204146523536514,True
2019-01-04,watchlist_reference,14,3241298557.0,278.5,14,505968833295.0,0.006406122954040123,True
2019-01-11,active_layer1_source_scope,292,534124785512.0,146.5,0,582836684792.0,0.9164227294694326,True
2019-01-11,watchlist_reference,8,2170743695.0,289.5,8,582836684792.0,0.003724445889631475,True
2019-01-18,active_layer1_source_scope,285,507763221004.0,143.0,0,558841516748.0,0.9085996759130677,True
2019-01-18,watchlist_reference,15,4385781974.0,287.0,15,558841516748.0,0.007847988817154566,True
2019-01-25,active_layer1_source_scope,293,481731376062.0,147.0,0,526918514172.0,0.9142426449353235,True
2019-01-25,watchlist_reference,7,1915452787.0,291.0,7,526918514172.0,0.0036351973511690766,True
2019-01-30,active_layer1_source_scope,296,529481635137.0,148.5,0,576228548535.0,0.918874353731954,True
2019-01-30,watchlist_reference,4,1288277246.0,272.5,4,576228548535.0,0.002235705345171301,True
2019-02-15,active_layer1_source_scope,291,700466579520.0,146.0,0,775582920862.0,0.9031485359959783,True
2019-02-15,watchlist_reference,9,4120502908.0,277.0,9,775582920862.0,0.005312781905280201,True
2019-02-22,active_layer1_source_scope,289,626251655528.0,145.0,0,706629049531.0,0.8862523497210486,True
2019-02-22,watchlist_reference,11,5117862563.0,290.0,11,706629049531.0,0.007242643882807818,True
2019-02-27,active_layer1_source_scope,295,683468124429.0,148.0,0,759208557439.0,0.9002376458117235,True
2019-02-27,watchlist_reference,5,2334506814.0,270.0,5,759208557439.0,0.0030749216287483303,True
2019-03-08,active_layer1_source_scope,288,569870819602.0,144.5,0,641465141988.0,0.8883893797188759,True
2019-03-08,watchlist_reference,12,4734286920.0,280.5,12,641465141988.0,0.007380427415475314,True
2019-03-15,active_layer1_source_scope,291,605673297469.0,146.0,0,686633317446.0,0.8820913318361265,True
2019-03-15,watchlist_reference,9,4293932111.0,273.0,9,686633317446.0,0.006253602908422361,True
2019-03-22,active_layer1_source_scope,287,632266479820.0,144.0,0,724569102653.0,0.8726103245431869,True
2019-03-22,watchlist_reference,13,6671618222.0,284.0,13,724569102653.0,0.009207704548223157,True
2019-03-29,active_layer1_source_scope,287,566783100555.0,144.0,0,649997947298.0,0.87197675455912,True
2019-03-29,watchlist_reference,13,5760168368.0,279.0,13,649997947298.0,0.008861825474902886,True
2019-04-03,active_layer1_source_scope,290,641945162648.0,145.5,0,730204526037.0,0.8791306267738365,True
2019-04-03,watchlist_reference,10,4665635305.0,279.0,10,730204526037.0,0.006389491079056375,True
2019-04-12,active_layer1_source_scope,295,717277322230.0,148.0,0,816640708874.0,0.878326679573684,True
2019-04-12,watchlist_reference,5,2652270536.0,280.0,5,816640708874.0,0.0032477814382496336,True
2019-04-19,active_layer1_source_scope,291,759441504653.0,146.0,0,855804552041.0,0.8874006370284141,True
2019-04-19,watchlist_reference,9,4801150969.0,276.0,9,855804552041.0,0.005610102163572023,True
2019-04-26,active_layer1_source_scope,282,607586421002.0,141.5,0,685487223111.0,0.8863570326585276,True
2019-04-26,watchlist_reference,18,8171964581.0,272.5,18,685487223111.0,0.011921395914445403,True
2019-05-03,active_layer1_source_scope,291,602895978673.0,146.0,0,668954331214.0,0.9012513269461622,True
2019-05-03,watchlist_reference,9,3475092135.0,283.0,9,668954331214.0,0.005194812220878364,True
2019-05-10,active_layer1_source_scope,288,635067016202.0,144.5,0,713735006895.0,0.889779834346036,True
2019-05-10,watchlist_reference,12,4847109853.0,279.0,12,713735006895.0,0.006791189735931048,True
2019-05-17,active_layer1_source_scope,289,646610097293.0,145.0,0,720766122476.0,0.8971149962927548,True
2019-05-17,watchlist_reference,11,4558341069.0,274.0,11,720766122476.0,0.006324299834377667,True
2019-05-24,active_layer1_source_scope,287,589368075876.0,144.0,0,644585803293.0,0.9143361098942782,True
2019-05-24,watchlist_reference,13,3875811298.0,278.0,13,644585803293.0,0.0060128710222899975,True
2019-05-31,active_layer1_source_scope,287,581749067384.0,144.0,0,636381196589.0,0.914151880197234,True
2019-05-31,watchlist_reference,13,3832473965.0,275.0,13,636381196589.0,0.006022292904853319,True
2019-06-06,active_layer1_source_scope,288,535140004636.0,144.5,0,582407944054.0,0.9188404967676447,True
2019-06-06,watchlist_reference,12,3245971995.0,280.5,12,582407944054.0,0.005573364903654264,True
2019-06-14,active_layer1_source_scope,294,534959537678.0,147.5,0,582922219351.0,0.9177202719663019,True
2019-06-14,watchlist_reference,6,1687130545.0,285.5,6,582922219351.0,0.0028942635723825678,True
2019-06-21,active_layer1_source_scope,289,603784006943.0,145.0,0,662015515035.0,0.9120390583460549,True
2019-06-21,watchlist_reference,11,3483113330.0,286.0,11,662015515035.0,0.005261377189650686,True
2019-06-28,active_layer1_source_scope,287,513067243765.0,144.0,0,565595009861.0,0.9071283070391495,True
2019-06-28,watchlist_reference,13,3709048867.0,279.0,13,565595009861.0,0.006557782162737843,True
2019-07-05,active_layer1_source_scope,291,584550715634.0,146.0,0,655252207756.0,0.8921003374195001,True
2019-07-05,watchlist_reference,9,3427617300.0,276.0,9,655252207756.0,0.005230989318965196,True
2019-07-12,active_layer1_source_scope,286,563505336549.0,143.5,0,640465177630.0,0.8798375871647153,True
2019-07-12,watchlist_reference,14,5620219053.0,282.5,14,640465177630.0,0.008775214093289595,True
2019-07-19,active_layer1_source_scope,291,601967454305.0,146.0,0,678359281389.0,0.8873873636289297,True
2019-07-19,watchlist_reference,9,3665883808.0,287.0,9,678359281389.0,0.005404044594914044,True
2019-07-26,active_layer1_source_scope,285,658391176214.0,143.0,0,746196517785.0,0.8823294675353883,True
2019-07-26,watchlist_reference,15,7350377445.0,264.0,15,746196517785.0,0.009850457982327181,True
2019-08-02,active_layer1_source_scope,292,681140811889.0,146.5,0,757873513478.0,0.8987526279459727,True
2019-08-02,watchlist_reference,8,3467626610.0,275.5,8,757873513478.0,0.004575468793052972,True
2019-08-08,active_layer1_source_scope,291,694668731652.0,146.0,0,761632090795.0,0.9120791259292884,True
2019-08-08,watchlist_reference,9,3463881767.0,274.0,9,761632090795.0,0.004547972451350313,True
2019-08-16,active_layer1_source_scope,290,658059313937.0,145.5,0,727726615393.0,0.9042672069670326,True
2019-08-16,watchlist_reference,10,4306657515.0,271.0,10,727726615393.0,0.005917960706541207,True
2019-08-23,active_layer1_source_scope,294,631015394785.0,147.5,0,703812443432.0,0.8965675453363402,True
2019-08-23,watchlist_reference,6,2941393277.0,277.5,6,703812443432.0,0.004179228861963404,True
2019-08-30,active_layer1_source_scope,283,613490232290.0,142.0,0,690185972123.0,0.8888767043510241,True
2019-08-30,watchlist_reference,17,7639587590.0,285.0,17,690185972123.0,0.011068882733882235,True
2019-09-06,active_layer1_source_scope,287,628893001780.0,144.0,0,709819837792.0,0.8859896107387828,True
2019-09-06,watchlist_reference,13,5672500565.0,282.0,13,709819837792.0,0.00799146524651263,True
2019-09-12,active_layer1_source_scope,293,626001895972.0,147.0,0,701514922856.0,0.8923572052087329,True
2019-09-12,watchlist_reference,7,2663309784.0,281.0,7,701514922856.0,0.0037965119446884492,True
2019-09-20,active_layer1_source_scope,287,662122366414.0,144.0,0,731333189693.0,0.9053634865005191,True
2019-09-20,watchlist_reference,13,4589980297.0,286.0,13,731333189693.0,0.006276182131056828,True
2019-09-27,active_layer1_source_scope,287,596961843707.0,144.0,0,669692875594.0,0.8913964377738236,True
2019-09-27,watchlist_reference,13,5469676442.0,269.0,13,669692875594.0,0.008167440092816489,True
2019-10-04,active_layer1_source_scope,288,663710614898.0,144.5,0,724779058706.0,0.9157419863688806,True
2019-10-04,watchlist_reference,12,4095650367.0,280.0,12,724779058706.0,0.005650895011111742,True
2019-10-09,active_layer1_source_scope,291,658812363571.0,146.0,0,720049083349.0,0.9149547979518513,True
2019-10-09,watchlist_reference,9,3352053195.0,270.0,9,720049083349.0,0.004655312078739632,True
2019-10-18,active_layer1_source_scope,292,768721087836.0,146.5,0,847404557449.0,0.9071476912398652,True
2019-10-18,watchlist_reference,8,3797115073.0,285.0,8,847404557449.0,0.004480876388522992,True
2019-10-25,active_layer1_source_scope,291,697391414620.0,146.0,0,768875939437.0,0.9070272313770884,True
2019-10-25,watchlist_reference,9,4100645683.0,283.0,9,768875939437.0,0.005333299525541985,True
2019-11-01,active_layer1_source_scope,288,753379471665.0,144.5,0,829043390711.0,0.9087334632978504,True
2019-11-01,watchlist_reference,12,5814213589.0,275.0,12,829043390711.0,0.0070131595693847144,True
2019-11-08,active_layer1_source_scope,289,808695984480.0,145.0,0,891432361842.0,0.9071871508108156,True
2019-11-08,watchlist_reference,11,5009569699.0,286.0,11,891432361842.0,0.005619685702960726,True
2019-11-15,active_layer1_source_scope,286,670684509226.0,143.5,0,751288646084.0,0.8927121589310059,True
2019-11-15,watchlist_reference,14,6466181135.0,276.5,14,751288646084.0,0.00860678671067928,True
2019-11-22,active_layer1_source_scope,286,603030499596.0,143.5,0,673812128296.0,0.8949534659178675,True
2019-11-22,watchlist_reference,14,5272038297.0,280.0,14,673812128296.0,0.00782419620485673,True
2019-11-29,active_layer1_source_scope,290,703712430011.0,145.5,0,776281935470.0,0.906516560358882,True
2019-11-29,watchlist_reference,10,4036066122.0,288.5,10,776281935470.0,0.005199227159081531,True
2019-12-06,active_layer1_source_scope,292,640128841952.0,146.5,0,705812749233.0,0.906938621677806,True
2019-12-06,watchlist_reference,8,3040252932.0,287.0,8,705812749233.0,0.004307449724170914,True
2019-12-13,active_layer1_source_scope,287,753932897857.0,144.0,0,837556649852.0,0.900157497394622,True
2019-12-13,watchlist_reference,13,5724082670.0,286.0,13,837556649852.0,0.0068342632955173494,True
2019-12-20,active_layer1_source_scope,287,805160177237.0,144.0,0,887289100882.0,0.9074383720442857,True
2019-12-20,watchlist_reference,13,6061970640.0,283.0,13,887289100882.0,0.006832012963952971,True
2019-12-27,active_layer1_source_scope,291,562994173168.0,146.0,0,634334294133.0,0.8875354499593834,True
2019-12-27,watchlist_reference,9,3725456180.0,279.0,9,634334294133.0,0.005873017136952852,True
2020-01-03,active_layer1_source_scope,288,725811592827.0,144.5,0,811969118190.0,0.8938906376697454,True
2020-01-03,watchlist_reference,12,5404171807.0,286.5,12,811969118190.0,0.006655637124533385,True
2020-01-10,active_layer1_source_scope,287,759217531666.0,144.0,0,833701655935.0,0.9106585386525762,True
2020-01-10,watchlist_reference,13,5028497777.0,279.0,13,833701655935.0,0.006031531473162924,True
2020-01-17,active_layer1_source_scope,288,772312881579.0,144.5,0,845316984810.0,0.9136370089057078,True
2020-01-17,watchlist_reference,12,5023607116.0,278.5,12,845316984810.0,0.005942867830970112,True
2020-01-20,active_layer1_source_scope,296,749006029423.0,148.5,0,820101384672.0,0.9133090657109003,True
2020-01-20,watchlist_reference,4,1605566006.0,285.5,4,820101384672.0,0.001957765266598284,True
2020-01-31,active_layer1_source_scope,291,848062711062.0,146.0,0,952032609143.0,0.8907916629299163,True
2020-01-31,watchlist_reference,9,5167906606.0,267.0,9,952032609143.0,0.005428287388865852,True
2020-02-07,active_layer1_source_scope,282,780952596976.0,141.5,0,876323790599.0,0.8911690009490554,True
2020-02-07,watchlist_reference,18,8937441956.0,274.5,18,876323790599.0,0.010198789593388678,True
2020-02-14,active_layer1_source_scope,294,713043781279.0,147.5,0,784903706121.0,0.9084474639607293,True
2020-02-14,watchlist_reference,6,2367010596.0,276.5,6,784903706121.0,0.0030156700465816173,True
2020-02-21,active_layer1_source_scope,292,716053321682.0,146.5,0,786535013760.0,0.9103896319363266,True
2020-02-21,watchlist_reference,8,3377570292.0,278.5,8,786535013760.0,0.004294240221873476,True
2020-02-27,active_layer1_source_scope,294,819362860097.0,147.5,0,900548195992.0,0.9098489828125521,True
2020-02-27,watchlist_reference,6,2648162072.0,285.0,6,900548195992.0,0.00294061115638893,True
2020-03-06,active_layer1_source_scope,287,818340531162.0,144.0,0,900180597500.0,0.9090848363480751,True
2020-03-06,watchlist_reference,13,6105008292.0,280.0,13,900180597500.0,0.006781981647854835,True
2020-03-13,active_layer1_source_scope,292,1104508482437.0,146.5,0,1238200037921.0,0.8920274984739341,True
2020-03-13,watchlist_reference,8,5551211574.0,276.5,8,1238200037921.0,0.004483291393950175,True
2020-03-20,active_layer1_source_scope,291,1087393040522.0,146.0,0,1195300635134.0,0.9097234691924154,True
2020-03-20,watchlist_reference,9,4677624606.0,287.0,9,1195300635134.0,0.003913345704426578,True
2020-03-27,active_layer1_source_scope,289,793655485965.0,145.0,0,872507506718.0,0.9096259686640318,True
2020-03-27,watchlist_reference,11,4736040928.0,275.0,11,872507506718.0,0.005428080436596998,True
2020-04-01,active_layer1_source_scope,293,722072950330.0,147.0,0,789813316716.0,0.9142324332189526,True
2020-04-01,watchlist_reference,7,2748104724.0,278.0,7,789813316716.0,0.0034794357930383693,True
2020-04-10,active_layer1_source_scope,293,800762828897.0,147.0,0,885602427178.0,0.9042012581747951,True
2020-04-10,watchlist_reference,7,3404935023.0,278.0,7,885602427178.0,0.003844767040499124,True
2020-04-17,active_layer1_source_scope,288,873772692026.0,144.5,0,974988218707.0,0.896187949003908,True
2020-04-17,watchlist_reference,12,6923396016.0,274.5,12,974988218707.0,0.007101004794890341,True
2020-04-24,active_layer1_source_scope,289,781845820569.0,145.0,0,863283268514.0,0.9056654392419986,True
2020-04-24,watchlist_reference,11,5598768854.0,271.0,11,863283268514.0,0.006485436540010046,True
2020-04-30,active_layer1_source_scope,290,948523783532.0,145.5,0,1059320035653.0,0.8954081407015949,True
2020-04-30,watchlist_reference,10,6347794693.0,282.0,10,1059320035653.0,0.005992329493784198,True
2020-05-08,active_layer1_source_scope,289,954005255602.0,145.0,0,1085504819778.0,0.878858608658326,True
2020-05-08,watchlist_reference,11,7939995530.0,275.0,11,1085504819778.0,0.007314564970447421,True
2020-05-15,active_layer1_source_scope,294,932319311588.0,147.5,0,1052360213027.0,0.8859317371057621,True
2020-05-15,watchlist_reference,6,4226975361.0,278.5,6,1052360213027.0,0.004016662078891755,True
2020-05-22,active_layer1_source_scope,288,980642228330.0,144.5,0,1095481139406.0,0.8951703439291809,True
2020-05-22,watchlist_reference,12,8778023552.0,277.5,12,1095481139406.0,0.008012939005741062,True
2020-05-29,active_layer1_source_scope,289,935018785602.0,145.0,0,1063662481468.0,0.8790559053202158,True
