snapshot_date,variant,ticker,name,market,scope_type,active_for_layer1_source_scope,selection_bucket,traded_value_5d,traded_value_20d,traded_value_60d,traded_value_rank_5d,traded_value_rank_20d,traded_value_rank_60d,rank_improvement_5d_vs_60d,top300_5d_count_last4w,buffer_candidate_rank_251_300,buffer_included_by_2in4,buffer_included_by_20d60d,pure_5d_burst_watchlist_only,listing_status,liquidity_flag,is_ky_name_proxy,instrument_type_source_quality,market_cap_rank_source_quality,event_ledger_source_quality,diagnostic_only,not_live_rule,forward_returns_live_rule_usage
2015-01-09,top250_core_conditional_buffer50,2308,台達電,TWSE,active_layer1_source_scope,True,core,3439581256.0,3439581256.0,3439581256.0,29.0,29.0,29.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,3662,樂陞,TPEx,active_layer1_source_scope,True,core,3428199306.0,3428199306.0,3428199306.0,30.0,30.0,30.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,4162,智擎,TPEx,active_layer1_source_scope,True,core,3186792556.0,3186792556.0,3186792556.0,31.0,31.0,31.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,3529,力旺,TPEx,active_layer1_source_scope,True,core,2848644526.0,2848644526.0,2848644526.0,32.0,32.0,32.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,6244,茂迪,TPEx,active_layer1_source_scope,True,core,2766585559.0,2766585559.0,2766585559.0,33.0,33.0,33.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,1216,統一,TWSE,active_layer1_source_scope,True,core,2733781336.0,2733781336.0,2733781336.0,34.0,34.0,34.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,1303,南亞,TWSE,active_layer1_source_scope,True,core,2707511498.0,2707511498.0,2707511498.0,35.0,35.0,35.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2354,鴻準,TWSE,active_layer1_source_scope,True,core,2652027756.0,2652027756.0,2652027756.0,36.0,36.0,36.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2002,中鋼,TWSE,active_layer1_source_scope,True,core,2618619139.0,2618619139.0,2618619139.0,37.0,37.0,37.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2412,中華電,TWSE,active_layer1_source_scope,True,core,2593977097.0,2593977097.0,2593977097.0,38.0,38.0,38.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,3045,台灣大,TWSE,active_layer1_source_scope,True,core,2588999395.0,2588999395.0,2588999395.0,39.0,39.0,39.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,8076,伍豐,TPEx,active_layer1_source_scope,True,core,2577399289.0,2577399289.0,2577399289.0,40.0,40.0,40.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,1301,台塑,TWSE,active_layer1_source_scope,True,core,2557035219.0,2557035219.0,2557035219.0,41.0,41.0,41.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2325,矽品,TWSE,active_layer1_source_scope,True,core,2499612898.0,2499612898.0,2499612898.0,42.0,42.0,42.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2049,上銀,TWSE,active_layer1_source_scope,True,core,2358248200.0,2358248200.0,2358248200.0,43.0,43.0,43.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,1476,儒鴻,TWSE,active_layer1_source_scope,True,core,2351071585.0,2351071585.0,2351071585.0,44.0,44.0,44.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2368,金像電,TWSE,active_layer1_source_scope,True,core,2275968839.0,2275968839.0,2275968839.0,45.0,45.0,45.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2352,佳世達,TWSE,active_layer1_source_scope,True,core,2236288282.0,2236288282.0,2236288282.0,46.0,46.0,46.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2883,凱基金,TWSE,active_layer1_source_scope,True,core,2231719911.0,2231719911.0,2231719911.0,47.0,47.0,47.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2324,仁寶,TWSE,active_layer1_source_scope,True,core,2152301248.0,2152301248.0,2152301248.0,48.0,48.0,48.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2615,萬海,TWSE,active_layer1_source_scope,True,core,2111838369.0,2111838369.0,2111838369.0,49.0,49.0,49.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2886,兆豐金,TWSE,active_layer1_source_scope,True,core,2083170993.0,2083170993.0,2083170993.0,50.0,50.0,50.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,6147,頎邦,TPEx,active_layer1_source_scope,True,core,2068572229.0,2068572229.0,2068572229.0,51.0,51.0,51.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2387,精元,TWSE,active_layer1_source_scope,True,core,2059533104.0,2059533104.0,2059533104.0,52.0,52.0,52.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,3406,玉晶光,TWSE,active_layer1_source_scope,True,core,2033017425.0,2033017425.0,2033017425.0,53.0,53.0,53.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,3576,聯合再生,TWSE,active_layer1_source_scope,True,core,2018913163.0,2018913163.0,2018913163.0,54.0,54.0,54.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2382,廣達,TWSE,active_layer1_source_scope,True,core,1988274627.0,1988274627.0,1988274627.0,55.0,55.0,55.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2301,光寶科,TWSE,active_layer1_source_scope,True,core,1970512800.0,1970512800.0,1970512800.0,56.0,56.0,56.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,3691,碩禾,TPEx,active_layer1_source_scope,True,core,1968850030.0,1968850030.0,1968850030.0,57.0,57.0,57.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,8086,宏捷科,TPEx,active_layer1_source_scope,True,core,1966335433.0,1966335433.0,1966335433.0,58.0,58.0,58.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,6116,彩晶,TWSE,active_layer1_source_scope,True,core,1927354382.0,1927354382.0,1927354382.0,59.0,59.0,59.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,4105,東洋,TPEx,active_layer1_source_scope,True,core,1865011049.0,1865011049.0,1865011049.0,60.0,60.0,60.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,3231,緯創,TWSE,active_layer1_source_scope,True,core,1831428034.0,1831428034.0,1831428034.0,61.0,61.0,61.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,1326,台化,TWSE,active_layer1_source_scope,True,core,1807196877.0,1807196877.0,1807196877.0,62.0,62.0,62.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2885,元大金,TWSE,active_layer1_source_scope,True,core,1773762323.0,1773762323.0,1773762323.0,63.0,63.0,63.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,1477,聚陽,TWSE,active_layer1_source_scope,True,core,1771052213.0,1771052213.0,1771052213.0,64.0,64.0,64.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,4904,遠傳,TWSE,active_layer1_source_scope,True,core,1731311095.0,1731311095.0,1731311095.0,65.0,65.0,65.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,1795,美時,TPEx,active_layer1_source_scope,True,core,1699515129.0,1699515129.0,1699515129.0,66.0,66.0,66.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2105,正新,TWSE,active_layer1_source_scope,True,core,1693304546.0,1693304546.0,1693304546.0,67.0,67.0,67.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,6285,啟碁,TWSE,active_layer1_source_scope,True,core,1679530435.0,1679530435.0,1679530435.0,68.0,68.0,68.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2395,研華,TWSE,active_layer1_source_scope,True,core,1673659172.0,1673659172.0,1673659172.0,69.0,69.0,69.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,1101,台泥,TWSE,active_layer1_source_scope,True,core,1625325492.0,1625325492.0,1625325492.0,70.0,70.0,70.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,5347,世界,TPEx,active_layer1_source_scope,True,core,1620150601.0,1620150601.0,1620150601.0,71.0,71.0,71.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2448,晶電,TWSE,active_layer1_source_scope,True,core,1580299195.0,1580299195.0,1580299195.0,72.0,72.0,72.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,8299,群聯,TPEx,active_layer1_source_scope,True,core,1569559023.0,1569559023.0,1569559023.0,73.0,73.0,73.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2449,京元電子,TWSE,active_layer1_source_scope,True,core,1568740871.0,1568740871.0,1568740871.0,74.0,74.0,74.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,8454,富邦媒,TWSE,active_layer1_source_scope,True,core,1521822338.0,1521822338.0,1521822338.0,75.0,75.0,75.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2439,美律,TWSE,active_layer1_source_scope,True,core,1488170245.0,1488170245.0,1488170245.0,76.0,76.0,76.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2356,英業達,TWSE,active_layer1_source_scope,True,core,1473416660.0,1473416660.0,1473416660.0,77.0,77.0,77.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,4958,臻鼎-KY,TWSE,active_layer1_source_scope,True,core,1469974163.0,1469974163.0,1469974163.0,78.0,78.0,78.0,0.0,1.0,False,False,False,False,listed,pass,True,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,4915,致伸,TWSE,active_layer1_source_scope,True,core,1438679723.0,1438679723.0,1438679723.0,79.0,79.0,79.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2912,統一超,TWSE,active_layer1_source_scope,True,core,1373313883.0,1373313883.0,1373313883.0,80.0,80.0,80.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
2015-01-09,top250_core_conditional_buffer50,2379,瑞昱,TWSE,active_layer1_source_scope,True,core,1366374451.0,1366374451.0,1366374451.0,81.0,81.0,81.0,0.0,1.0,False,False,False,False,listed,pass,False,proxy_partial_no_full_pit_master,blocked_or_proxy_not_used_primary,partial_blocked_no_full_delivery_disposition_master,True,True,False
