baseline_compact_universe_row_id,snapshot_date,ticker,name,market,variant,scope_type,active_for_layer1_source_scope,selection_bucket,traded_value_rank_5d,traded_value_rank_20d,traded_value_rank_60d,layer1_financial_risk_flag_count,layer1_quality_floor_risk_pctile_by_week,layer1_exclude_bottom20_candidate,layer1_exclude_bottom30_candidate,RS5,RS10,RS20,RS40,RS60,RS30_proxy,RS30_source_quality,rs5_minus_rs10,rs10_minus_rs20,rs20_minus_rs60,rs_short_acceleration_flag,rs_short_deterioration_flag,rs60_top20_by_week,rs60_high_short_rs_weakening_exhaustion_context,monthly_revenue_available,quarterly_fundamental_available,missing_core_fundamental_flag,BIAS20,drawdown_20d,BIAS60,drawdown_60d,BIAS120,drawdown_120d,volatility,BIAS20_percentile,BIAS60_percentile,BIAS120_percentile,capital_rank_improvement_20d_vs_60d,capital_rank_20d_improving_vs_60d,capital_rank_20d_deteriorating_vs_60d,capital_reasonable_band_4w_count,capital_reasonable_band_4w_persistent,pure_5d_burst_without_20d60d_confirmation,rs20_30_primary_momentum_positive,rs20_30_primary_momentum_stable,rs60_background_supportive,rs_exhaustion_warning_context,layer1_pass_bottom20,layer1_pass_bottom30,bias_overheat_penalty_context,volatility_pctile_by_week,volatility_high_context,risk_overheat_penalty_context,forward_excess_vs_0050_5d,forward_excess_vs_00631L_5d,forward_excess_vs_0050_10d,forward_excess_vs_00631L_10d,forward_excess_vs_0050_20d,forward_excess_vs_00631L_20d,forward_excess_vs_0050_30d,forward_excess_vs_00631L_30d,forward_excess_vs_0050_40d,forward_excess_vs_00631L_40d,forward_eval_available_5d,forward_eval_available_10d,forward_eval_available_20d,forward_eval_available_30d,forward_eval_available_40d,P2_top_decile_vs_00631L_20d,P2_bottom_decile_vs_00631L_20d,shape_improving_vs_0050,shape_fading_vs_0050,shape_quick_burst_vs_0050,shape_short_bounce_fade_risk_vs_0050,shape_slow_start_vs_0050,shape_durable_vs_0050,shape_40d_decay_reference_vs_0050,shape_improving_vs_00631L,shape_fading_vs_00631L,shape_quick_burst_vs_00631L,shape_short_bounce_fade_risk_vs_00631L,shape_slow_start_vs_00631L,shape_durable_vs_00631L,shape_40d_decay_reference_vs_00631L,large_down_day_count_20d_proxy,large_down_day_count_30d_proxy,blowoff_turnover_without_price_continuation_proxy,large_down_day_flag_20d_proxy,large_down_day_flag_30d_proxy,large_down_day_source_quality,blowoff_turnover_source_quality,risk_bucket,risk_bucket_source_quality,MA20,MA20_position,MA60,MA60_position,MA120,MA120_position,layer1_b20_pass_through_eligible,layer1_b30_pass_through_eligible,layer2_context_only,layer2_hard_gate_allowed,layer2_row_deleted,pass_through_primary_basis,capital_support_context,capital_warning_context,rs_support_context,rs_warning_context,risk_penalty_context,layer2_support_signal_count,layer2_warning_signal_count,layer2_context_role,diagnostic_only,not_live_rule,forward_returns_live_rule_usage,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,momentum_relative_spread_widening_context,momentum_stable_rise_context,momentum_capital_support_context,momentum_overheat_late_stage_penalty_context,momentum_sleeve_candidate_feature,pullback_prior_strength_context,pullback_current_correction_context,pullback_ma_bias_position_context,pullback_risk_cooling_context,pullback_breakdown_warning_context,pullback_repair_sleeve_candidate_feature,overlap_sleeve_candidate_feature,neither_sleeve_candidate_feature,layer3_sleeve_feature_contract_only,layer3_selector_output,layer4_31pool_authorized,layer5_decision_authorized,momentum_continuation_score,pullback_repair_score,overlap_reacceleration_score,neutral_quality_liquidity_score,exhaustion_risk_score,breakdown_risk_score,momentum_continuation_tier,momentum_continuation_high_confidence,momentum_continuation_medium_or_high_confidence,pullback_repair_tier,pullback_repair_high_confidence,pullback_repair_medium_or_high_confidence,overlap_reacceleration_tier,overlap_reacceleration_high_confidence,overlap_reacceleration_medium_or_high_confidence,neutral_quality_liquidity_tier,neutral_quality_liquidity_high_confidence,neutral_quality_liquidity_medium_or_high_confidence,exhaustion_risk_tier,exhaustion_risk_high_confidence,exhaustion_risk_medium_or_high_confidence,breakdown_risk_tier,breakdown_risk_high_confidence,breakdown_risk_medium_or_high_confidence,broad_labels_are_overlapping,label_is_filter,layer3_broad_context_only,layer3_hard_gate_allowed,layer3_row_deleted,selector_output,forward_return_as_rule,future_return_as_rule,two_plus_opportunity_labels,opportunity_label_count,layer4_base_eligible,layer4_pool_size_target,fallback_00631L_reference_only,fallback_00631L_is_ordinary_stock_pool_member,broad_opportunity_net_score,retention_friendly_score,score_balanced_pool_score,risk_aware_pool_score,theme_dynamic_slot_status,theme_dynamic_slot_applied,ai_theme_slot_hard_quota_applied,layer4_selector_output,portfolio_replay_executed,pool_variant,pool_rank,pool_selection_score,pool_selection_basis,quota_bucket,pool_size_target,bounded_diagnostic_pool_only,layer4_formal_pool,layer5_authorized,forward_returns_evaluation_metadata_only
2015-01-09|2330,2015-01-09,2330,台積電,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,1.0,1.0,1.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,0.0322140848672166,0.0103838145396328,0.0435406574087899,0.1066029336306183,0.0278595054477777,0.0921940118665793,0.0664448589938546,0.1633014533897175,0.0665888212434884,0.1458413293238765,True,True,True,True,True,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4564999999999999,0.22,0.1,0.94522,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,True,2,True,31,False,False,0.3367395999999999,0.75077432,0.35171147999999997,0.22334147999999998,blocked_no_accepted_theme_slot_context,False,False,False,False,A_retention_friendly_broad_label_pool,1,0.75077432,retention_friendly_score,,31,True,False,False,True
2015-01-09|2454,2015-01-09,2454,聯發科,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,2.0,2.0,2.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,-0.0157887289326364,-0.0376189992602202,-0.0252292226988684,0.0378330535229599,-0.0577472966075196,0.006587209811282,-0.0761566824791083,0.0206999119167545,-0.1642039362803676,-0.0849514281999795,True,True,True,True,True,,,False,True,False,False,False,False,True,False,False,False,False,False,False,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4559648829431438,0.2195986622073578,0.0995317725752508,0.9443477591973244,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,True,2,True,31,False,False,0.3362815933110367,0.7505780497658863,0.35121908133779256,0.22284908133779258,blocked_no_accepted_theme_slot_context,False,False,False,False,A_retention_friendly_broad_label_pool,2,0.7505780497658863,retention_friendly_score,,31,True,False,False,True
2015-01-09|3481,2015-01-09,3481,群創,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,3.0,3.0,3.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,-0.0258882605485616,-0.0477185308761454,-0.1040250853062064,-0.0409628090843781,-0.0988284831805095,-0.0344939767617078,-0.1310942312691161,-0.0342376368732532,-0.1078514772639742,-0.0285989691835861,True,True,True,True,True,,,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4554297658862876,0.2191973244147157,0.0990635451505017,0.9434755183946488,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,True,2,True,31,False,False,0.33582358662207357,0.7503817795317725,0.35072668267558527,0.22235668267558528,blocked_no_accepted_theme_slot_context,False,False,False,False,A_retention_friendly_broad_label_pool,3,0.7503817795317725,retention_friendly_score,,31,True,False,False,True
2015-01-09|2317,2015-01-09,2317,鴻海,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,4.0,4.0,4.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,-0.0179196395741603,-0.039749909901744,-0.0235199930959117,0.0395422831259165,-0.0300561187434051,0.0342783876753964,-0.0590016080926779,0.0378549863031849,-0.0361029223506794,0.0431495857297086,True,True,True,True,True,,,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4548946488294315,0.2187959866220735,0.0985953177257525,0.9426032775919732,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,True,2,True,31,False,False,0.3353655799331103,0.7501855092976587,0.35023428401337786,0.22186428401337788,blocked_no_accepted_theme_slot_context,False,False,False,False,A_retention_friendly_broad_label_pool,4,0.7501855092976587,retention_friendly_score,,31,True,False,False,True
2015-01-09|2409,2015-01-09,2409,友達,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,5.0,5.0,5.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,-0.0280118126721136,-0.0498420829996973,-0.0953056515867727,-0.0322433753649443,-0.1095749439269703,-0.0452404375081686,-0.2107435234184083,-0.1138869290225453,-0.1750812069937039,-0.0958286989133158,True,True,True,True,True,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4543595317725752,0.2183946488294314,0.0981270903010033,0.9417310367892976,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,True,2,True,31,False,False,0.33490757324414705,0.7499892390635451,0.3497418853511705,0.22137188535117053,blocked_no_accepted_theme_slot_context,False,False,False,False,A_retention_friendly_broad_label_pool,5,0.7499892390635451,retention_friendly_score,,31,True,False,False,True
2015-01-09|3474,2015-01-09,3474,華亞科,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,6.0,6.0,6.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,-0.0616025462628472,-0.083432816590431,-0.098752976462669,-0.0356907002408406,-0.0862434491669039,-0.0219089427481022,-0.1168935509970073,-0.0200369566011444,-0.1698412731823416,-0.0905887651019535,True,True,True,True,True,,,False,False,False,False,False,False,True,True,False,False,False,True,False,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.453824414715719,0.2179933110367893,0.0976588628762542,0.940858795986622,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,True,2,True,31,False,False,0.3344495665551839,0.7497929688294314,0.34924948668896316,0.22087948668896318,blocked_no_accepted_theme_slot_context,False,False,False,False,A_retention_friendly_broad_label_pool,6,0.7497929688294314,retention_friendly_score,,31,True,False,False,True
2015-01-09|3008,2015-01-09,3008,大立光,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,7.0,7.0,7.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,0.0290567943964933,0.0072265240689095,0.1452117889306678,0.2082740651524962,0.0739431895911633,0.1382776960099649,0.0843361716612867,0.1811927660571496,0.1234519415394446,0.2027044496198327,True,True,True,True,True,,,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4532892976588629,0.2175919732441471,0.097190635451505,0.9399865551839466,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,True,2,True,31,False,False,0.3339915598662207,0.7495966985953176,0.34875708802675587,0.22038708802675588,blocked_no_accepted_theme_slot_context,False,False,False,False,A_retention_friendly_broad_label_pool,7,0.7495966985953176,retention_friendly_score,,31,True,False,False,True
2015-01-09|3673,2015-01-09,3673,TPK-KY,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,8.0,8.0,8.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,-0.0754820317063137,-0.0973123020338975,-0.0124825441191154,0.0505797321027129,-0.0558923513818184,0.0084421550369832,-0.0235141139141172,0.0733424804817456,0.0328475748687271,0.1121000829491152,True,True,True,True,True,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4527541806020067,0.217190635451505,0.0967224080267558,0.9391143143812708,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,True,2,True,31,False,False,0.3335335531772574,0.749400428361204,0.3482646893645484,0.21989468936454842,blocked_no_accepted_theme_slot_context,False,False,False,False,A_retention_friendly_broad_label_pool,8,0.749400428361204,retention_friendly_score,,31,True,False,False,True
2015-01-09|2498,2015-01-09,2498,宏達電,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,9.0,9.0,9.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,0.0064476467873457,-0.015382623540238,0.015505159224038,0.0785674354458664,0.031641272289246,0.0959757787080477,-0.0803381180130029,0.0165184763828599,-0.0892703961828932,-0.0100178881025051,True,True,True,True,True,,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4522190635451504,0.2167892976588628,0.0962541806020066,0.9382420735785952,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,True,2,True,31,False,False,0.3330755464882942,0.7492041581270902,0.34777229070234106,0.21940229070234107,blocked_no_accepted_theme_slot_context,False,False,False,False,A_retention_friendly_broad_label_pool,9,0.7492041581270902,retention_friendly_score,,31,True,False,False,True
2015-01-09|2474,2015-01-09,2474,可成,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,10.0,10.0,10.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,0.0196299467343515,-0.0022003235932321,0.0673334581111606,0.130395734332989,0.0548129734021236,0.1191474798209253,0.0688007267140771,0.16565732110994,0.0820995031281826,0.1613520112085706,True,True,True,True,True,,,False,False,False,False,False,True,False,False,False,False,False,False,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,0.4516839464882943,0.2163879598662207,0.0957859531772575,0.9373698327759198,0.0435,0.6599999999999999,medium,False,True,none,False,False,none,False,False,high,True,True,none,False,False,medium,False,True,True,False,True,False,False,False,False,False,True,2,True,31,False,False,0.33261753979933106,0.7490078878929765,0.34727989204013376,0.21890989204013378,blocked_no_accepted_theme_slot_context,False,False,False,False,A_retention_friendly_broad_label_pool,10,0.7490078878929765,retention_friendly_score,,31,True,False,False,True
