baseline_compact_universe_row_id,snapshot_date,ticker,name,market,variant,scope_type,active_for_layer1_source_scope,selection_bucket,traded_value_rank_5d,traded_value_rank_20d,traded_value_rank_60d,layer1_financial_risk_flag_count,layer1_quality_floor_risk_pctile_by_week,layer1_exclude_bottom20_candidate,layer1_exclude_bottom30_candidate,RS5,RS10,RS20,RS40,RS60,RS30_proxy,RS30_source_quality,rs5_minus_rs10,rs10_minus_rs20,rs20_minus_rs60,rs_short_acceleration_flag,rs_short_deterioration_flag,rs60_top20_by_week,rs60_high_short_rs_weakening_exhaustion_context,monthly_revenue_available,quarterly_fundamental_available,missing_core_fundamental_flag,BIAS20,drawdown_20d,BIAS60,drawdown_60d,BIAS120,drawdown_120d,volatility,BIAS20_percentile,BIAS60_percentile,BIAS120_percentile,capital_rank_improvement_20d_vs_60d,capital_rank_20d_improving_vs_60d,capital_rank_20d_deteriorating_vs_60d,capital_reasonable_band_4w_count,capital_reasonable_band_4w_persistent,pure_5d_burst_without_20d60d_confirmation,rs20_30_primary_momentum_positive,rs20_30_primary_momentum_stable,rs60_background_supportive,rs_exhaustion_warning_context,layer1_pass_bottom20,layer1_pass_bottom30,bias_overheat_penalty_context,volatility_pctile_by_week,volatility_high_context,risk_overheat_penalty_context,forward_excess_vs_0050_5d,forward_excess_vs_00631L_5d,forward_excess_vs_0050_10d,forward_excess_vs_00631L_10d,forward_excess_vs_0050_20d,forward_excess_vs_00631L_20d,forward_excess_vs_0050_30d,forward_excess_vs_00631L_30d,forward_excess_vs_0050_40d,forward_excess_vs_00631L_40d,forward_eval_available_5d,forward_eval_available_10d,forward_eval_available_20d,forward_eval_available_30d,forward_eval_available_40d,P2_top_decile_vs_00631L_20d,P2_bottom_decile_vs_00631L_20d,shape_improving_vs_0050,shape_fading_vs_0050,shape_quick_burst_vs_0050,shape_short_bounce_fade_risk_vs_0050,shape_slow_start_vs_0050,shape_durable_vs_0050,shape_40d_decay_reference_vs_0050,shape_improving_vs_00631L,shape_fading_vs_00631L,shape_quick_burst_vs_00631L,shape_short_bounce_fade_risk_vs_00631L,shape_slow_start_vs_00631L,shape_durable_vs_00631L,shape_40d_decay_reference_vs_00631L,large_down_day_count_20d_proxy,large_down_day_count_30d_proxy,blowoff_turnover_without_price_continuation_proxy,large_down_day_flag_20d_proxy,large_down_day_flag_30d_proxy,large_down_day_source_quality,blowoff_turnover_source_quality,risk_bucket,risk_bucket_source_quality,MA20,MA20_position,MA60,MA60_position,MA120,MA120_position,layer1_b20_pass_through_eligible,layer1_b30_pass_through_eligible,layer2_context_only,layer2_hard_gate_allowed,layer2_row_deleted,pass_through_primary_basis,capital_support_context,capital_warning_context,rs_support_context,rs_warning_context,risk_penalty_context,layer2_support_signal_count,layer2_warning_signal_count,layer2_context_role,diagnostic_only,not_live_rule,forward_returns_live_rule_usage,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed
2015-01-09|1101,2015-01-09,1101,台泥,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,70.0,70.0,70.0,1,0.5016666666666667,False,False,,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,1.0,False,False,False,False,False,False,True,True,False,,False,False,0.0014528194240974,-0.0203774509034863,-0.0277833445907813,0.035278931631047,-0.0213620899246425,0.0429724164941591,-0.0220004741490431,0.0748561202468197,-0.0441553050151704,0.0350972030652176,True,True,True,True,True,,,False,False,False,True,False,False,True,True,False,False,False,True,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False
2015-01-16|1101,2015-01-16,1101,台泥,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,48.0,56.0,56.0,1,0.5017667844522968,False,False,0.0014528194240974,,,,,,proxy_midpoint_rs20_rs40,,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,2.0,True,False,False,False,False,False,True,True,False,,False,False,-0.0295546082802375,0.0553848217328717,-0.0104236390665188,0.0576483865024568,-0.043417575898073,0.0591526876440993,-0.0369900682568209,0.0589783536171181,-0.0630668197494426,0.0730658082129129,True,True,True,True,True,,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False
2015-01-23|1101,2015-01-23,1101,台泥,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,63.0,58.0,58.0,1,0.5017667844522968,False,False,-0.0295546082802375,-0.0277833445907813,,,,,proxy_midpoint_rs20_rs40,-0.0017712636894561,,,False,False,False,False,False,False,True,,,,,,,,,,,0.0,False,False,3.0,True,False,False,False,False,False,True,True,False,,False,False,0.0184732883376969,0.001872317148438,0.0063728659146717,0.0076300211929547,0.0062014070099256,0.039715751685133,-0.0160175395584394,0.0001560996848649,0.0386923499139915,0.0555517467042946,True,True,True,True,True,,,False,True,True,False,False,False,False,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,,,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False
2015-01-30|1101,2015-01-30,1101,台泥,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,64.0,59.0,59.0,1,0.5017361111111112,False,False,0.0184732883376969,-0.0104236390665188,,,,,proxy_midpoint_rs20_rs40,0.0288969274042157,,,False,False,False,False,False,False,True,0.0144668690837649,-0.0093023255813953,,,,,,0.7508555783709788,,,0.0,False,False,4.0,True,False,False,False,False,False,True,True,False,,False,False,-0.0122030805774998,0.005723206082102,-0.0318869861024311,0.0021784062858074,-0.0257075682396693,0.0020684464320436,-0.0508491854056647,0.0167296564069328,0.0166873212115927,0.0514505078979636,True,True,True,True,True,,,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,41.9925,0.014466869083765,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,False,False,False,False,1,0,annotation_support_warning_penalty_only,True,True,False,False,False,False,False
2015-02-06|1101,2015-02-06,1101,台泥,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,97.0,66.0,63.0,1,0.5017123287671232,False,False,-0.0122030805774998,0.0063728659146717,-0.0213620899246425,,,-0.0213620899246425,proxy_midpoint_rs20_rs40,-0.0185759464921715,0.0277349558393142,,False,False,False,False,False,False,True,0.0122516950160578,-0.0093131548311992,,,,,0.0096718210710645,0.7638795986622073,,,-3.0,False,True,4.0,True,False,False,False,False,False,True,True,False,0.120274914089347,False,False,-0.0195826388838952,-0.0035152419488938,-0.0002760994874346,0.031977136868157,-0.0222693579793219,-0.0073522907646751,0.0320640011462716,0.0476690185271058,0.0143838832773548,0.0453288647098217,True,True,True,True,True,,,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,42.035,0.0122516950160578,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,True,False,False,False,1,1,annotation_support_warning_penalty_only,True,True,False,False,False,False,False
2015-02-13|1101,2015-02-13,1101,台泥,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,73.0,73.0,65.0,1,0.5017301038062284,False,False,-0.0195826388838952,-0.0318869861024311,-0.043417575898073,,,-0.043417575898073,proxy_midpoint_rs20_rs40,0.0123043472185358,0.0115305897956419,,True,False,False,False,True,False,True,-0.0021306818181818,-0.0186263096623982,,,,,0.0090245814733036,0.5738786279683378,,,-8.0,False,True,4.0,True,False,False,False,False,False,True,True,False,0.1354166666666666,False,False,0.0196178452408659,0.0357947859330267,0.0060133656183695,-0.0001087615584832,-0.018677406468809,0.014746904364607,0.0489304804686197,0.0498111728064468,0.0404705513856347,0.1028221766228005,True,True,True,True,True,,,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,42.24,-0.0021306818181818,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,True,False,False,False,1,1,annotation_support_warning_penalty_only,True,True,False,False,False,False,False
2015-02-26|1101,2015-02-26,1101,台泥,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,70.0,79.0,65.0,1,0.5017301038062284,False,False,-0.0010683712993695,-0.0023801869608879,-0.0178415234907038,,,-0.0178415234907038,proxy_midpoint_rs20_rs40,0.0013118156615184,0.0154613365298158,,True,False,False,False,True,False,True,0.0141676505312869,0.0,,,,,0.009475552848225,0.6708526107072043,,,-14.0,False,True,4.0,True,False,False,False,False,False,True,True,False,0.15625,False,False,0.0164255539210523,0.006050357428224,-0.0042067884537845,-0.0233874589546554,-7.007447345763751e-05,-0.0341143887049311,0.0288423119483904,0.0169223458670191,-0.0094338406392002,0.0576382118212188,True,True,True,True,True,,,False,False,False,False,False,False,True,False,False,True,False,False,False,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,42.35,0.0141676505312868,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,True,False,False,False,1,1,annotation_support_warning_penalty_only,True,True,False,False,False,False,False
2015-03-06|1101,2015-03-06,1101,台泥,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,109.0,81.0,76.0,1,0.5017182130584192,False,False,0.0164255539210523,0.0156567046564175,0.0058222792340967,,,0.0058222792340967,proxy_midpoint_rs20_rs40,0.0007688492646347,0.0098344254223208,,True,False,False,False,True,False,True,0.0178445644517493,-0.0057339449541284,,,,,0.0104930850484179,0.6162943495400789,,,-5.0,False,True,4.0,True,False,True,True,False,False,True,True,False,0.1683848797250859,False,False,-0.0203603572989717,-0.0291890514741052,-0.0361194894618054,-0.0134182931846437,0.017859804785599,0.0177083553175181,0.0214052216545129,0.0032489389798651,-0.026103265303096,0.0231016667013678,True,True,True,True,True,,,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,42.59,0.0178445644517493,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,True,True,False,False,2,1,annotation_support_warning_penalty_only,True,True,False,False,False,False,False
2015-03-13|1101,2015-03-13,1101,台泥,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,69.0,85.0,74.0,1,0.5017241379310344,False,False,-0.0203603572989717,-0.0042067884537845,-0.0066027384867142,-0.0684615280805203,,-0.0375321332836172,proxy_midpoint_rs20_rs40,-0.0161535688451872,0.0023959500329296,,False,False,False,False,True,False,True,-0.005121563548596,-0.0309633027522936,,,,,0.0110289704403759,0.3184796854521625,,,-11.0,False,True,4.0,True,False,False,False,False,False,True,True,False,0.1862068965517241,False,False,-0.0158385545713812,0.0157108340944098,0.0041621472308258,-0.0107888303375969,0.0335997376301824,0.0408230389384832,-0.0051196882992476,0.0813896974136465,-0.0012728976400904,0.0414358700323039,True,True,True,True,True,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.0,0.0,False,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,42.4675,-0.005121563548596,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,True,False,False,False,1,1,annotation_support_warning_penalty_only,True,True,False,False,False,False,False
2015-03-20|1101,2015-03-20,1101,台泥,TWSE,top250_core_conditional_buffer50,active_layer1_source_scope,True,core,82.0,77.0,73.0,1,0.5017182130584192,False,False,-0.0158385545713812,-0.0361194894618054,-0.0212788581333278,-0.0524549284177879,,-0.0368668932755578,proxy_midpoint_rs20_rs40,0.0202809348904241,-0.0148406313284775,,False,False,False,False,True,False,True,-0.0048872401813577,-0.0309633027522936,,,,,0.0126917682077404,0.2793442622950819,,,-4.0,False,True,4.0,True,False,False,False,False,False,True,True,False,0.2268041237113402,False,False,0.0195966007145572,-0.0268281942251795,0.0548856416637925,0.0320658329339127,0.0581819164777482,0.017351080553162,0.0106709776562168,0.0372511895313473,0.0035569925520722,0.005442703167056,True,True,True,True,True,,,False,False,False,False,False,True,True,False,False,False,False,False,True,True,0.0,0.0,True,False,False,diagnostic_price_proxy_threshold_not_formal,diagnostic_traded_value_proxy_threshold_not_formal,,blocked_no_accepted_pit_risk_bucket,42.4575,-0.0048872401813577,,,,,True,True,True,False,False,layer0_compact_active_universe_plus_layer1_quality_floor_b30,True,True,False,False,True,1,2,annotation_support_warning_penalty_only,True,True,False,False,False,False,False
