signal_date,state_start_date,state_end_date,holding_ticker,holding_asset_type,state_reason,c2_market_health_gate,raw_consensus4_exception_active,exception_allowed_by_c2,transition_action,previous_ticker,adjusted_entry_price,adjusted_exit_price,adjusted_interval_return,adjusted_path_ready,unadjusted_entry_price,unadjusted_exit_price,unadjusted_interval_return,unadjusted_comparator_ready,transition_cost_rate,net_adjusted_interval_return_after_transition_cost,net_unadjusted_interval_return_after_transition_cost,net_equity_after_cost_adjusted_path,net_equity_after_cost_unadjusted_comparator,adjusted_source_quality,unadjusted_source_quality,blocked_reason,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage,0050_above_ma60_flag,0050_return_20d,0050_return_40d,diagnostic_notional_twd,sell_fee_twd,buy_fee_twd,securities_transaction_tax_twd,total_transition_cost_twd,cost_model_status,cost_model_version,gross_equity_adjusted_path,gross_drawdown_adjusted_path,net_drawdown_adjusted_path,cash_condition_status
2016-08-26,2016-08-29,2016-09-05,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.078179955482483,1.086359977722168,0.0075868802773508826,True,1.078179955482483,1.086359977722168,0.0075868802773508826,True,0.0,0.0075868802773508826,0.0075868802773508826,1.2765735862113097,1.191519088486078,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.324758733506355,-0.0016724882960323928,-0.0016724882960326148,blocked_no_bear_cash_classifier
2016-09-02,2016-09-05,2016-09-10,00631L,etf,consensus4_exception_blocked_by_c2_market_health_gate,False,True,False,hold_same_state_no_trade,00631L,1.086359977722168,1.0595500469207764,-0.02467868050294475,True,1.086359977722168,1.0595500469207764,-0.02467868050294475,True,0.0,-0.02467868050294475,-0.02467868050294475,1.2450694345387023,1.1621139695881701,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.292065435978666,-0.026309893994674427,-0.02630989399467476,blocked_no_bear_cash_classifier
2016-09-09,2016-09-10,2016-09-19,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.0595500469207764,1.1050000190734863,0.04289554069182011,True,1.0595500469207764,1.1050000190734863,0.04289554069182011,True,0.0,0.04289554069182011,0.04289554069182011,1.2984773611320988,1.211963476659172,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.3474892814641832,0.0,0.0,blocked_no_bear_cash_classifier
2016-09-14,2016-09-19,2016-09-26,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,1.1050000190734863,1.1122699975967407,0.006579165970829637,True,1.1050000190734863,1.1122699975967407,0.006579165970829637,True,0.0,0.006579165970829637,0.006579165970829637,1.3070202592003517,1.2199371855226964,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.3563546370908501,0.0,0.0,blocked_no_bear_cash_classifier
2016-09-23,2016-09-26,2016-10-03,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.1122699975967407,1.1231800317764282,0.00980880020432151,True,1.1122699975967407,1.1231800317764282,0.00980880020432151,True,0.0,0.00980880020432151,0.00980880020432151,1.3198405597858485,1.2319033056373108,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.3696588487322794,0.0,0.0,blocked_no_bear_cash_classifier
2016-09-30,2016-10-03,2016-10-11,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.1231800317764282,1.1236399412155151,0.00040947081151321285,True,1.1231800317764282,1.1236399412155151,0.00040947081151321285,True,0.0,0.00040947081151321285,0.00040947081151321285,1.320380995970932,1.232407734083576,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.370219684052566,0.0,0.0,blocked_no_bear_cash_classifier
2016-10-07,2016-10-11,2016-10-17,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,1.1236399412155151,1.1218199729919434,-0.0016197076632955554,True,1.1236399412155151,1.1218199729919434,-0.0016197076632955554,True,0.0,-0.0016197076632955554,-0.0016197076632955554,1.3182423647532882,1.230411593832376,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.3680003287299076,-0.0016197076632955554,-0.0016197076632955554,blocked_no_bear_cash_classifier
2016-10-14,2016-10-17,2016-10-24,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.1218199729919434,1.1627299785614014,0.036467531827187205,True,1.1218199729919434,1.1627299785614014,0.036467531827187205,True,0.0,0.036467531827187205,0.036467531827187205,1.3663154101458752,1.2752816677909984,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.417887924257468,0.0,0.0,blocked_no_bear_cash_classifier
2016-10-21,2016-10-24,2016-10-31,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.1627299785614014,1.157729983329773,-0.004300220449991898,True,1.1627299785614014,1.157729983329773,-0.004300220449991898,True,0.0,-0.004300220449991898,-0.004300220449991898,1.3604399526780269,1.2697976754836637,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.4117906936097795,-0.004300220449991898,-0.004300220449991898,blocked_no_bear_cash_classifier
2016-10-28,2016-10-31,2016-11-07,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.157729983329773,1.135450005531311,-0.019244537257627203,True,1.157729983329773,1.135450005531311,-0.019244537257627203,True,0.0,-0.019244537257627203,-0.019244537257627203,1.33425891532195,1.24536100680817,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.3846214350066348,-0.023462001954953182,-0.023462001954953182,blocked_no_bear_cash_classifier
2016-11-04,2016-11-07,2016-11-14,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,1.135450005531311,1.0718200206756592,-0.05603944211165646,True,1.135450005531311,1.0718200206756592,-0.05603944211165646,True,0.0,-0.05603944211165646,-0.05603944211165646,1.259487790074804,1.1755716707590294,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.3070280222530217,-0.07818664656623153,-0.07818664656623153,blocked_no_bear_cash_classifier
2016-11-11,2016-11-14,2016-11-21,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,1.0718200206756592,1.0886399745941162,0.015692890218503175,True,1.0718200206756592,1.0886399745941162,0.015692890218503175,True,0.0,0.015692890218503175,0.015692890218503175,1.2792527936959932,1.1940197879322332,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.3275390695187457,-0.0637207308088451,-0.063720730808845,blocked_no_bear_cash_classifier
2016-11-18,2016-11-21,2016-11-28,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,1.0886399745941162,1.1368199586868286,0.04425704109448647,True,1.0886399745941162,1.1368199586868286,0.04425704109448647,True,0.0,0.04425704109448647,0.04425704109448647,1.3358687371568334,1.24686357075438,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.3862920206729732,-0.02228378071633641,-0.0222837807163363,blocked_no_bear_cash_classifier
2016-11-25,2016-11-28,2016-12-05,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,1.1368199586868286,1.1150000095367432,-0.019193847700642253,True,1.1368199586868286,1.1150000095367432,-0.019193847700642253,True,0.0,-0.019193847700642253,-0.019193847700642253,1.310228276067796,1.2229314612738416,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.3596837427595605,-0.041049916923714846,-0.041049916923714624,blocked_no_bear_cash_classifier
2016-12-02,2016-12-05,2016-12-12,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,1.1150000095367432,1.168179988861084,0.047695048313439736,True,1.1150000095367432,1.168179988861084,0.047695048313439736,True,0.0,0.047695048313439736,0.047695048313439736,1.3727196769964842,1.2812592364033228,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.4245339245614763,0.0,0.0,blocked_no_bear_cash_classifier
2016-12-09,2016-12-12,2016-12-19,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.168179988861084,1.139549970626831,-0.024508225194103672,True,1.168179988861084,1.139549970626831,-0.024508225194103672,True,0.0,-0.024508225194103672,-0.024508225194103672,1.3390767540242772,1.2498578465055248,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.3896211263416833,-0.024508225194103672,-0.024508225194103672,blocked_no_bear_cash_classifier
2016-12-16,2016-12-19,2016-12-26,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,1.139549970626831,1.1063599586486816,-0.029125543270289933,True,1.139549970626831,1.1063599586486816,-0.029125543270289933,True,0.0,-0.029125543270289933,-0.029125543270289933,1.3000754160827037,1.2134550577154166,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.3491476560971096,-0.05291995309102471,-0.05291995309102471,blocked_no_bear_cash_classifier
2016-12-23,2016-12-26,2017-01-03,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,1.1063599586486816,1.1390899419784546,0.029583485079982097,True,1.1063599586486816,1.1390899419784546,0.029583485079982097,True,0.0,0.029583485079982097,0.029583485079982097,1.338536177757238,1.2493532873105695,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.3890601456519514,-0.024902024653744248,-0.024902024653744248,blocked_no_bear_cash_classifier
2016-12-30,2017-01-03,2017-01-09,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.1390899419784546,1.1586400270462036,0.01716289850983399,True,1.1390899419784546,1.1586400270462036,0.01716289850983399,True,0.0,0.01716289850983399,0.01716289850983399,1.3615093383278265,1.2707958109836082,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.412900443955831,-0.008166517065731904,-0.008166517065731904,blocked_no_bear_cash_classifier
2017-01-06,2017-01-09,2017-01-16,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,1.1586400270462036,1.1449999809265137,-0.011772462370787773,True,1.1586400270462036,1.1449999809265137,-0.011772462370787773,True,0.0,-0.011772462370787773,-0.011772462370787773,1.345481020874886,1.2558354151178488,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.3962671266456916,-0.019842839421662983,-0.019842839421662983,blocked_no_bear_cash_classifier
2017-01-13,2017-01-16,2017-01-23,00631L,etf,consensus4_exception_blocked_by_c2_market_health_gate,False,True,False,hold_same_state_no_trade,00631L,1.1449999809265137,1.1731799840927124,0.024611356887006997,True,1.1449999809265137,1.1731799840927124,0.024611356887006997,True,0.0,0.024611356887006997,0.024611356887006997,1.3785951344643324,1.2867432287106568,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.4306311552091646,0.0,0.0,blocked_no_bear_cash_classifier
2017-01-20,2017-01-23,2017-02-02,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.1731799840927124,1.1713600158691406,-0.0015513120307616424,True,1.1731799840927124,1.1713600158691406,-0.0015513120307616424,True,0.0,-0.0015513120307616424,-0.0015513120307616424,1.3764565032466884,1.284747088459457,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.4284117998865062,-0.0015513120307616424,-0.0015513120307615313,blocked_no_bear_cash_classifier
2017-01-24,2017-02-02,2017-02-06,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.1713600158691406,1.1918200254440308,0.017466884047351527,True,1.1713600158691406,1.1918200254440308,0.017466884047351527,True,0.0,0.017466884047351527,0.017466884047351527,1.4004989093851212,1.3071876168837508,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.4533617031669925,0.0,0.0,blocked_no_bear_cash_classifier
2017-02-03,2017-02-06,2017-02-13,3346,stock,c2_gate_allows_consensus4_exception,True,True,True,base_00631L_to_stock_exception,00631L,,,,False,77.1,96.0,0.24513618677042803,True,0.00385,,0.2403424124513618,1.4004989093851212,1.621360242252138,blocked_selected_stock_adjusted_close_missing,official_unadjusted_ohlcv_twse_stock_day,selected_stock_adjusted_close_missing,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,1425.0,1425.0,1000.0,3850.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.4533617031669925,0.0,0.0,blocked_no_bear_cash_classifier
2017-02-10,2017-02-13,2017-02-18,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,stock_exception_to_base_00631L,3346,1.2413599491119385,1.264549970626831,0.01868114202611637,True,1.2413599491119385,1.264549970626831,0.01868114202611637,True,0.00585,0.012721857345263654,0.012721857345263654,1.418315856722516,1.6419869559593518,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,1425.0,1425.0,3000.0,5850.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.4805121595591735,0.0,0.0,blocked_no_bear_cash_classifier
2017-02-17,2017-02-18,2017-03-01,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.264549970626831,1.231819987297058,-0.025882712498541127,True,1.264549970626831,1.231819987297058,-0.025882712498541127,True,0.0,-0.025882712498541127,-0.025882712498541127,1.381605995170845,1.5994878796519012,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.4421924889827091,-0.025882712498541127,-0.025882712498541127,blocked_no_bear_cash_classifier
2017-02-24,2017-03-01,2017-03-06,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.231819987297058,1.2245500087738037,-0.0059018189331435655,True,1.231819987297058,1.2245500087738037,-0.0059018189331435655,True,0.0,-0.0059018189331435655,-0.0059018189331435655,1.373452006750401,1.590047991800438,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.4336809300459936,-0.03163177634901959,-0.03163177634901981,blocked_no_bear_cash_classifier
2017-03-03,2017-03-06,2017-03-13,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.2245500087738037,1.2304500341415403,0.004818117125036547,True,1.2245500087738037,1.2304500341415403,0.004818117125036547,True,0.0,0.004818117125036547,0.004818117125036547,1.3800694593845408,1.5977090292593616,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.4405885726868866,-0.02696606482730557,-0.02696606482730579,blocked_no_bear_cash_classifier
2017-03-10,2017-03-13,2017-03-20,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.2304500341415403,1.2863600254058838,0.04543865229224919,True,1.2304500341415403,1.2863600254058838,0.04543865229224919,True,0.0,0.04543865229224919,0.04543865229224919,1.4427779556886673,1.6703067743040647,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.5060469759373936,0.0,0.0,blocked_no_bear_cash_classifier
2017-03-17,2017-03-20,2017-03-27,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.2863600254058838,1.2840900421142578,-0.0017646562756874484,True,1.2863600254058838,1.2840900421142578,-0.0017646562756874484,True,0.0,-0.0017646562756874484,-0.0017646562756874484,1.4402319485147377,1.6673592569724658,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.5033893206898254,-0.0017646562756875595,-0.0017646562756875595,blocked_no_bear_cash_classifier
2017-03-24,2017-03-27,2017-04-05,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.2840900421142578,1.3022700548171997,0.014157895557704414,True,1.2840900421142578,1.3022700548171997,0.014157895557704414,True,0.0,0.014157895557704414,0.014157895557704414,1.4606226020206785,1.6909655551898537,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.5246741496747203,0.0,0.0,blocked_no_bear_cash_classifier
2017-03-31,2017-04-05,2017-04-10,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.3022700548171997,1.2818200588226318,-0.01570334503117976,True,1.3022700548171997,1.2818200588226318,-0.01570334503117976,True,0.0,-0.01570334503117976,-0.01570334503117976,1.4376859413408083,1.664411739640867,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.5007316654422576,-0.01570334503117976,-0.01570334503117976,blocked_no_bear_cash_classifier
2017-04-07,2017-04-10,2017-04-17,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.2818200588226318,1.2563600540161133,-0.019862386012202027,True,1.2818200588226318,1.2563600540161133,-0.019862386012202027,True,0.0,-0.019862386012202027,-0.019862386012202027,1.409130068209581,1.6313525511848794,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.4709235538025085,-0.03525382514268971,-0.03525382514268971,blocked_no_bear_cash_classifier
2017-04-14,2017-04-17,2017-04-24,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.2563600540161133,1.2568199634552002,0.0003660649967474061,True,1.2563600540161133,1.2568199634552002,0.0003660649967474061,True,0.0,0.0003660649967474061,0.0003660649967474061,1.4096459014034168,1.6319497322512229,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.4714620074284468,-0.03490066533732861,-0.034900665337328496,blocked_no_bear_cash_classifier
2017-04-21,2017-04-24,2017-05-02,00631L,etf,hold_00631L_base_no_consensus4_exception,False,False,False,hold_same_state_no_trade,00631L,1.2568199634552002,1.3118200302124023,0.04376129307016896,True,1.2568199634552002,1.3118200302124023,0.04376129307016896,True,0.0,0.04376129307016896,0.04376129307016896,1.4713338288198943,1.7033659627600524,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.5358550875771422,0.0,0.0,blocked_no_bear_cash_classifier
2017-04-28,2017-05-02,2017-05-08,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.3118200302124023,1.318179965019226,0.004848176320187747,True,1.3118200302124023,1.318179965019226,0.004848176320187747,True,0.0,0.004848176320187747,0.004848176320187747,1.47846711464787,1.7116241812853195,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.5433011838439736,0.0,0.0,blocked_no_bear_cash_classifier
2017-05-05,2017-05-08,2017-05-15,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,hold_same_state_no_trade,00631L,1.318179965019226,1.3513599634170532,0.02517106865400076,True,1.318179965019226,1.3513599634170532,0.02517106865400076,True,0.0,0.02517106865400076,0.02517106865400076,1.515681711893354,1.7547075910623,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,0.0,0.0,0.0,0.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.5821477238963109,0.0,0.0,blocked_no_bear_cash_classifier
2017-05-12,2017-05-15,2017-05-22,1569,stock,c2_gate_allows_consensus4_exception,True,True,True,base_00631L_to_stock_exception,00631L,,,,False,37.35,37.5,0.004016064257028162,True,0.00385,,0.00015060240963848948,1.515681711893354,1.754971854253725,blocked_selected_stock_adjusted_close_missing,official_unadjusted_ohlcv_tpex_trading_stock,selected_stock_adjusted_close_missing,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,1425.0,1425.0,1000.0,3850.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.5821477238963109,0.0,0.0,blocked_no_bear_cash_classifier
2017-05-19,2017-05-22,2017-05-31,00631L,etf,hold_00631L_base_no_consensus4_exception,True,False,False,stock_exception_to_base_00631L,1569,1.3345500230789185,1.3518199920654297,0.01294066815619832,True,1.3345500230789185,1.3518199920654297,0.01294066815619832,True,0.00585,0.0070149652474844615,0.0070149652474844615,1.5263141664285338,1.767282920821628,benchmark_features_adjusted_close_exact_reference,benchmark_features_adjusted_close_exact_reference,,True,False,False,False,False,False,False,False,True,False,,,,1000000.0,1425.0,1425.0,3000.0,5850.0,applied_local_ep05_TaiwanCostModel_unit_notional_transition_cost,taiwan_standard_fee_tax_v1,1.6026217725653376,0.0,0.0,blocked_no_bear_cash_classifier
