variant_id,period,decision_date,actual_execution_date,role,ticker,raw_close_cache,official_raw_close,official_market,official_source_quality,official_source_hash,official_raw_ready,official_no_trade_ready,official_no_trade_classification,official_no_trade_reason
balanced_no_bear,P1,2015-06-05,2015-06-08,buy,00631L,0.8550000190734863,21.85,TWSE,official_twse_stock_day_backfill_201411_201512,0d25abda9845282c8e77e5dc7e276a9f2a2ed2873a01ea5083290c4138590d07,True,False,,
balanced_no_bear,P1,2018-02-02,2018-02-05,sell,00631L,1.7036399841308594,37.48,TWSE,official_twse_selected_ticker_month_close_only,54943726e6e3e5a224373caff0752551ad73eb7d5d6b836ed64c4d7bd869b177,True,False,,
balanced_no_bear,P1,2018-02-02,2018-02-05,buy,3231,23.12091445922852,23.8,TWSE,official_unadjusted_ohlcv_twse_mi_index_bulk,cb3b52434f0efc3e43821f540ea99ac7113961284de5ffa8c697db4f2cd02e37,True,False,,
balanced_no_bear,P1,2018-02-02,2018-02-07,sell,3231,22.48946189880371,23.15,TWSE,official_unadjusted_ohlcv_twse_mi_index_bulk,2263f0dec2aeb728f8a7724de6425f6bd041a439bda587d25d74476cfe28d526,True,False,,
balanced_no_bear,P1,2018-02-02,2018-02-08,buy,6669,159.50387573242188,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-02-02,2018-02-09,buy,6669,159.50387573242188,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-02-09,2018-02-12,buy,6669,152.69735717773438,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-02-16,2018-02-21,buy,6669,147.18890380859375,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-02-16,2018-02-22,buy,6669,142.28787231445312,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-02-16,2018-02-23,buy,6669,143.1116485595703,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-02-23,2018-02-26,buy,6669,142.28787231445312,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-02-23,2018-02-27,buy,6669,137.71136474609375,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-02-23,2018-03-01,buy,6669,133.5509033203125,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-02-23,2018-03-02,buy,6669,133.37615966796875,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-03-02,2018-03-05,buy,6669,133.37615966796875,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-03-02,2018-03-07,buy,3231,23.94666290283203,24.65,TWSE,official_unadjusted_ohlcv_twse_mi_index_bulk,15f0b5d690d17b5d0126e34d5fd751db987e31bae8335f874f8ca1675c7c3065,True,False,,
balanced_no_bear,P1,2018-03-30,2018-04-03,sell,3231,23.3152084350586,24.0,TWSE,official_unadjusted_ohlcv_twse_mi_index_bulk,dd71094366253420cc70695d3c13c26d0dd3dc0ce3c25a8412f057f255aedc4a,True,False,,
balanced_no_bear,P1,2018-04-06,2018-04-09,buy,6669,151.75709533691406,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-04-06,2018-04-10,buy,6669,156.999267578125,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-04-06,2018-04-11,buy,6669,158.92140197753906,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-04-06,2018-04-12,buy,6669,164.93743896484375,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-04-06,2018-04-13,buy,6669,166.1522979736328,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
balanced_no_bear,P1,2018-04-13,2018-04-16,buy,6669,178.05953979492188,,,,,False,True,official_no_trade_prelisting,target_date_before_official_twse_listing_date_2019-03-27
