variant_id,period,execution_date,prior_ticker,target_ticker,action,action_reason,state,state_decision_week,transition_cost,slippage_bp_per_side,official_raw_all_legs_ready,execution_status
balanced_no_bear,P1,2015-06-08,,00631L,entry,weekly_state_or_fixed7_target_change,大盤擴散行情,2015-06-05,1925.0,5,True,executed
balanced_no_bear,P1,2018-02-05,00631L,3231,atomic_switch,weekly_state_or_fixed7_target_change,AI集中行情,2018-02-02,9634.121682181067,5,True,executed
balanced_no_bear,P1,2018-02-07,3231,,exit_to_cash,weekly_state_or_fixed7_target_change,AI集中行情,2018-02-02,9480.82515351672,5,True,executed
balanced_no_bear,P1,2018-02-08,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-02-02,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-02-09,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-02-02,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-02-12,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-02-09,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-02-21,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-02-16,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-02-22,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-02-16,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-02-23,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-02-16,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-02-26,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-02-23,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-02-27,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-02-23,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-03-01,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-02-23,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-03-02,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-02-23,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-03-05,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-03-02,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-03-07,,3231,entry,weekly_state_or_fixed7_target_change,AI集中行情,2018-03-02,3687.45264417231,5,True,executed
balanced_no_bear,P1,2018-04-03,3231,,exit_to_cash,weekly_state_or_fixed7_target_change,AI集中行情,2018-03-30,9167.680257087834,5,True,executed
balanced_no_bear,P1,2018-04-09,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-06,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-10,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-06,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-11,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-06,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-12,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-06,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-13,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-06,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-16,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-13,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-17,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-13,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-18,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-13,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-19,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-13,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-20,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-13,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-23,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-20,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-24,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-20,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-25,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-20,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-26,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-20,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-27,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-20,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-04-30,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-27,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-02,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-27,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-03,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-27,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-04,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-04-27,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-07,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-04,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-08,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-04,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-09,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-04,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-10,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-04,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-11,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-04,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-14,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-11,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-15,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-11,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-16,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-11,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-17,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-11,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-18,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-11,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-21,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-18,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-22,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-18,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-23,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-18,0.0,5,False,deferred_no_trade
balanced_no_bear,P1,2018-05-24,,6669,deferred_no_trade,official_no_trade_prelisting_atomic_transition_not_executed,AI集中行情,2018-05-18,0.0,5,False,deferred_no_trade
