snapshot_date,ticker,name,market,revenue_stability_score,revenue_lumpiness_score,recent_spike_without_long_history_flag,project_based_revenue_risk_proxy,revenue_stability_context_score,revenue_lumpiness_penalty_score,recent_spike_review_flag,project_revenue_proxy_review_flag,low_base_context_label,low_base_tiebreak_cap,overheat_penalty_modifier,layer1_quality_score_soft_adjustment,layer4_risk_context_soft_penalty,hygiene_warning_text_for_report,review_soft_penalty_candidate,review_ticker_requested_by_strategy_center,route_support_selected_result_changed,hard_exclude_applied,hygiene_integration_role,project_based_revenue_risk_proxy_source_quality,source_quality,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2026-06-29,1504,東元,TWSE,0.6463907495419259,0.0769448465905561,False,False,0.6463907495419259,0.05001415028386147,False,False,context_only_not_main_weight,0.03,1.051524,0.006783,0.004001,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,2395,研華,TWSE,0.6645885091947701,0.1041509860933084,False,False,0.6645885091947701,0.06769814096065047,False,False,context_only_not_main_weight,0.03,1.055945,0.007167,0.005416,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,2472,立隆電,TWSE,0.6285517861937551,0.0962283005554204,False,False,0.6285517861937551,0.06254839536102327,False,False,context_only_not_main_weight,0.03,1.054657,0.005211,0.005004,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,5425,台半,TPEx,0.6354510003409196,0.0900608253943435,False,False,0.6354510003409196,0.05853953650632328,False,False,context_only_not_main_weight,0.03,1.053655,0.005785,0.004683,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,3037,欣興,TWSE,0.6585218661689831,0.0980427206260559,False,False,0.6585218661689831,0.06372776840693634,False,False,context_only_not_main_weight,0.03,1.054952,0.006962,0.005098,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,2481,強茂,TWSE,0.6322290210173092,0.0796100166062704,False,False,0.6322290210173092,0.05174651079407576,False,False,context_only_not_main_weight,0.03,1.051957,0.005864,0.00414,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,2369,菱生,TWSE,0.6771729148009137,0.0898710857710513,False,False,0.6771729148009137,0.058416205751183344,False,False,context_only_not_main_weight,0.03,1.053624,0.008294,0.004673,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,3189,景碩,TWSE,0.6814436736203331,0.1137196083384169,False,False,0.6814436736203331,0.073917745419971,False,False,context_only_not_main_weight,0.03,1.0575,0.00793,0.005913,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,3044,健鼎,TWSE,0.6692763128226528,0.1036757621589993,False,False,0.6692763128226528,0.06738924540334955,False,False,context_only_not_main_weight,0.03,1.055868,0.007461,0.005391,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,8261,富鼎,TWSE,0.5804511224980221,0.0839757977279849,False,False,0.5804511224980221,0.054584268523190184,False,False,context_only_not_main_weight,0.03,1.052666,0.002644,0.004367,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,2303,聯電,TWSE,0.6135710160004861,0.0732243857585236,False,False,0.6135710160004861,0.04759585074304034,False,False,context_only_not_main_weight,0.03,1.050919,0.00491,0.003808,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,2404,漢唐,TWSE,0.7754824065943333,0.1475232861438938,False,False,0.7754824065943333,0.09589013599353097,False,False,stable_quality_context,0.03,1.062993,0.012693,0.007671,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,6175,立敦,TPEx,0.6033001632543965,0.0918083764362488,False,False,0.6033001632543965,0.05967544468356172,False,False,context_only_not_main_weight,0.03,1.053939,0.003811,0.004774,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,2609,陽明,TWSE,0.3776694012213955,0.1320904887902584,False,False,0.3776694012213955,0.08585881771366796,False,False,context_only_not_main_weight,0.03,1.060485,-0.010774,0.006869,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,3236,千如,TPEx,0.6102324115298149,0.1037959476437754,False,False,0.6102324115298149,0.06746736596845401,False,False,context_only_not_main_weight,0.03,1.055887,0.003915,0.005397,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
2026-06-29,6197,佳必琪,TWSE,0.7017243913804597,0.1079692673822211,False,False,0.7017243913804597,0.07018002379844371,False,False,stable_quality_context,0.03,1.056565,0.009296,0.005614,長期營收 hygiene 未觸發主要警示,False,False,False,False,soft_context_only_no_hard_exclusion,proxy_only_monthly_revenue_lumpiness_not_business_model_truth,MOPS_monthly_revenue_PIT_conservative_available_date,True,False,False,False,False,False,False,False,True,False
