date,ticker,prior_factor_date,prior_trusted_adjusted_close,prior_official_raw_close,prior_factor,next_factor_date,next_trusted_adjusted_close,next_official_raw_close,next_factor,absolute_factor_delta,relative_tolerance,raw_close_ready,factor_continuity_pass,factor_basis,neighbor_price_substitution_used
2025-08-01,2357,2025-07-31,622.2799682617188,662.0,0.939999952056977,2025-08-04,625.0999755859375,665.0,0.9399999632871241,1.123014714554671e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,2363,2025-07-31,55.400001525878906,55.4,1.0000000275429406,2025-08-04,54.29999923706055,54.3,0.9999999859495498,4.1593390842642464e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,2365,2025-07-31,42.25,42.25,1.0,2025-08-04,41.84999847412109,41.85,0.999999963539333,3.6460667041104955e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,2374,2025-07-31,53.24684524536133,60.0,0.8874474207560221,2025-08-04,54.6667594909668,61.6,0.8874473943338765,2.6422145582571943e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,2404,2025-07-31,790.0,790.0,1.0,2025-08-04,823.0,823.0,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,2421,2025-07-31,109.78257751464844,113.5,0.9672473789836866,2025-08-04,110.26619720458984,114.0,0.967247343899911,3.5083775662414496e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,2449,2025-07-31,118.0,118.0,1.0,2025-08-04,117.5,117.5,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,2454,2025-07-31,1335.96533203125,1370.0,0.975157176665146,2025-08-04,1296.958984375,1330.0,0.9751571311090226,4.5556123429157935e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,2801,2025-07-31,18.5,18.5,1.0,2025-08-04,19.049999237060547,19.05,0.9999999599506848,4.0049315197521196e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,2834,2025-07-31,14.990525245666504,16.1,0.9310885245755591,2025-08-04,15.13018798828125,16.25,0.9310884915865385,3.2989020626317256e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,2884,2025-07-31,30.74753189086914,32.05,0.9593613694498953,2025-08-04,31.27517890930176,32.6,0.9593613162362503,5.321364493493519e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,2886,2025-07-31,41.01488494873047,42.6,0.9627907264960204,2025-08-04,41.351863861083984,42.95,0.9627907767423511,5.0246330762782065e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,2892,2025-07-31,27.96357727050781,29.6,0.9447154483279665,2025-08-04,28.530406951904297,30.2,0.944715461983586,1.3655619524044482e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3013,2025-07-31,119.0,119.0,1.0,2025-08-04,127.5,127.5,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3037,2025-07-31,137.21902465820312,137.5,0.99795654296875,2025-08-04,134.72413635253906,135.0,0.9979565655743634,2.260561338118805e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3044,2025-07-31,272.4660949707031,280.0,0.9730931963239398,2025-08-04,271.0064697265625,278.5,0.9730932485693446,5.224540489123797e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3078,2025-07-31,85.4410400390625,89.5,0.9546484920565642,2025-08-04,83.72267150878906,87.7,0.9546484778653257,1.419123851764681e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3081,2025-07-31,410.0,410.0,1.0,2025-08-04,390.0,390.0,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3131,2025-07-31,1500.0,1500.0,1.0,2025-08-04,1415.0,1415.0,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3163,2025-07-31,173.0,173.0,1.0,2025-08-04,173.0,173.0,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3260,2025-07-31,88.34362030029297,91.3,0.967619061339463,2025-08-04,89.02095031738281,92.0,0.9676190251889436,3.6150519355793165e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3289,2025-07-31,118.4748306274414,122.5,0.9671414745097258,2025-08-04,122.82697296142578,127.0,0.9671415193813053,4.48715795631216e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3305,2025-07-31,78.69999694824219,78.7,0.9999999612228995,2025-08-04,75.5,75.5,1.0,3.8777100530573705e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3324,2025-07-31,666.3591918945312,674.0,0.9886634894577615,2025-08-04,659.4385375976562,667.0,0.9886634746591548,1.4798606673416259e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3363,2025-07-31,307.0,307.0,1.0,2025-08-04,302.0,302.0,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3406,2025-07-31,422.6943054199219,433.5,0.9750733689040874,2025-08-04,428.0571899414063,439.0,0.9750733256068481,4.329723923834905e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3515,2025-07-31,253.97018432617188,266.5,0.9529838061019582,2025-08-04,270.1708984375,283.5,0.952983768738977,3.7362981153421515e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3587,2025-07-31,192.0,192.0,1.0,2025-08-04,187.5,187.5,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3665,2025-07-31,911.0,911.0,1.0,2025-08-04,850.0,850.0,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3689,2025-07-31,95.47809600830078,98.4,0.970305853742894,2025-08-04,99.8000030517578,99.8,1.0000000305787355,0.029694176835841524,1e-06,True,False,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3711,2025-07-31,151.1187286376953,152.5,0.9909424828701332,2025-08-04,146.1640167236328,147.5,0.9909424862619174,3.3917841868458254e-09,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,3715,2025-07-31,78.50395202636719,79.0,0.9937209117261669,2025-08-04,81.98197937011719,82.5,0.9937209620620265,5.033585959157705e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,4303,2025-07-31,64.3077621459961,78.3,0.8212996442655951,2025-08-04,67.59296417236328,82.3,0.8212996861769536,4.1911358494850504e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,4721,2025-07-31,81.0,81.0,1.0,2025-08-04,82.80000305175781,82.8,1.0000000368569784,3.6856978358201786e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,4749,2025-07-31,654.2919311523438,660.0,0.9913514108368845,2025-08-04,624.5513305664062,630.0,0.991351318359375,9.24775095390018e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,4908,2025-07-31,82.633056640625,84.3,0.9802260574214117,2025-08-04,91.65113067626952,93.5,0.9802259965376419,6.088376980351029e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,4931,2025-07-31,116.25529479980467,117.5,0.9894067642536568,2025-08-04,112.79237365722656,114.0,0.9894067864668997,2.2213242911739428e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,4958,2025-07-31,124.6479721069336,125.5,0.9932109331229768,2025-08-04,121.1717300415039,122.0,0.9932109019795402,3.114343660737262e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,4966,2025-07-31,557.611572265625,575.0,0.9697592561141304,2025-08-04,622.5855102539062,642.0,0.9697593617662091,1.0565207875234961e-07,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,4991,2025-07-31,165.0,165.0,1.0,2025-08-04,160.5,160.5,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,5284,2025-07-31,191.1720123291016,194.0,0.9854227439644412,2025-08-04,204.96792602539065,208.0,0.9854227212759166,2.2688524614622452e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,5439,2025-07-31,265.5,265.5,1.0,2025-08-04,255.5,255.5,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,5443,2025-07-31,83.59346008300781,85.4,0.9788461368033701,2025-08-04,86.62788391113281,88.5,0.9788461458885064,9.085136309927577e-09,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,5469,2025-07-31,70.98981475830078,73.2,0.9698062125450926,2025-08-04,69.05020141601562,71.2,0.9698061996631407,1.2881951838572547e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,5483,2025-07-31,100.18548583984376,101.0,0.9919355033647898,2025-08-04,101.17742156982422,102.0,0.991935505586512,2.2217222506171197e-09,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,5536,2025-07-31,481.7134704589844,490.0,0.9830887152224171,2025-08-04,471.8825378417969,480.0,0.9830886205037435,9.471867368215925e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6112,2025-07-31,52.900001525878906,52.9,1.0000000288445918,2025-08-04,54.5,,,,1e-06,True,False,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6121,2025-07-31,399.2254638671875,410.0,0.9737206435785061,2025-08-04,393.3831176757813,404.0,0.9737205883063894,5.527211666134235e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6191,2025-07-31,112.65355682373048,115.5,0.9753554703353289,2025-08-04,108.75212860107422,111.5,0.9753554134625491,5.687277981891725e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6206,2025-07-31,113.0,113.0,1.0,2025-08-04,114.0,114.0,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6213,2025-07-31,100.65447235107422,101.5,0.9916696783357066,2025-08-04,96.39028930664062,97.2,0.9916696430724344,3.5263272191166095e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6215,2025-07-31,118.0,118.0,1.0,2025-08-04,117.0,117.0,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6223,2025-07-31,1046.4241943359375,1050.0,0.996594470796131,2025-08-04,990.6148681640624,994.0,0.9965944347726986,3.602343234820893e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6274,2025-07-31,270.833740234375,273.0,0.9920649825434982,2025-08-04,257.4408569335937,259.5,0.9920649592816713,2.3261826909148908e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6290,2025-07-31,107.0,107.0,1.0,2025-08-04,105.0,105.0,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6442,2025-07-31,610.0,610.0,1.0,2025-08-04,592.0,592.0,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6488,2025-07-31,340.8414001464844,342.5,0.9951573726904653,2025-08-04,340.34381103515625,342.0,0.9951573422080592,3.048240615477482e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6510,2025-07-31,848.4241333007812,853.0,0.9946355607277623,2025-08-04,822.5635986328125,827.0,0.9946355485281893,1.2199573018456533e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6531,2025-07-31,328.24755859375,330.5,0.993184746123298,2025-08-04,344.6351013183594,347.0,0.9931847300240905,1.6099207522657366e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6640,2025-07-31,646.1883544921875,655.0,0.9865471060949428,2025-08-04,623.497802734375,632.0,0.9865471562252769,5.013033410605772e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6667,2025-07-31,228.45948791503903,238.0,0.9599138147690716,2025-08-04,236.1387939453125,246.0,0.9599137965256606,1.824341100409299e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6669,2025-07-31,2687.1748046875,2765.0,0.9718534555831826,2025-08-04,2570.552490234375,2645.0,0.9718534934723535,3.78891709118534e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,6788,2025-07-31,250.35194396972656,259.5,0.9647473756058828,2025-08-04,258.0699157714844,267.5,0.9647473486784462,2.6927436502788282e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,8021,2025-07-31,63.20000076293945,63.2,1.0000000120718266,2025-08-04,69.0999984741211,69.1,0.9999999779178163,3.415401039763566e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,8033,2025-07-31,95.5999984741211,95.6,0.9999999840389237,2025-08-04,102.0,102.0,1.0,1.5961076349491066e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,8210,2025-07-31,507.5796203613281,513.0,0.9894339578193531,2025-08-04,471.46527099609375,476.5,0.9894339370327256,2.078662741933357e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,8227,2025-07-31,152.6148223876953,,,2025-08-04,152.6148223876953,,,,1e-06,False,False,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,8234,2025-07-31,108.80402374267578,109.5,0.9936440524445277,2025-08-04,107.31356048583984,108.0,0.9936440785725912,2.6128063490560294e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,8299,2025-07-31,523.2447509765625,530.0,0.9872542471255896,2025-08-04,518.3084716796875,525.0,0.9872542317708334,1.5354756244256862e-08,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
2025-08-01,8358,2025-07-31,118.5,118.5,1.0,2025-08-04,108.0,108.0,1.0,0.0,1e-06,True,True,trusted_adjusted_close_divided_by_same_day_official_raw_close,False
