decision_date,ticker,horizon_td,reason
2026-05-11,6261,20,entry_official_raw_close_missing_or_not_tradable
2026-05-11,6261,40,entry_official_raw_close_missing_or_not_tradable
2026-05-12,6261,5,entry_official_raw_close_missing_or_not_tradable
2026-05-12,6261,10,entry_official_raw_close_missing_or_not_tradable
2026-05-12,6261,20,entry_official_raw_close_missing_or_not_tradable
2026-05-12,6261,40,entry_official_raw_close_missing_or_not_tradable
2026-05-13,6261,5,entry_official_raw_close_missing_or_not_tradable
2026-05-13,6261,10,entry_official_raw_close_missing_or_not_tradable
2026-05-13,6261,20,entry_official_raw_close_missing_or_not_tradable
2026-05-13,6261,40,entry_official_raw_close_missing_or_not_tradable
2026-05-14,6261,5,entry_official_raw_close_missing_or_not_tradable
2026-05-14,6261,10,entry_official_raw_close_missing_or_not_tradable
2026-05-14,6261,20,entry_official_raw_close_missing_or_not_tradable
2026-05-14,6261,40,entry_official_raw_close_missing_or_not_tradable
2026-05-15,6261,5,entry_official_raw_close_missing_or_not_tradable
2026-05-15,6261,10,entry_official_raw_close_missing_or_not_tradable
2026-05-15,6261,20,entry_official_raw_close_missing_or_not_tradable
2026-05-15,6261,40,entry_official_raw_close_missing_or_not_tradable
2026-02-09,6265,40,exit_official_raw_close_missing_or_not_tradable
2026-02-10,6265,20,exit_official_raw_close_missing_or_not_tradable
2026-02-10,6265,40,exit_official_raw_close_missing_or_not_tradable
2026-02-11,6265,20,exit_official_raw_close_missing_or_not_tradable
2026-02-11,6265,40,exit_official_raw_close_missing_or_not_tradable
2023-09-27,6271,40,exit_official_raw_close_missing_or_not_tradable
2024-07-22,6271,20,exit_official_raw_close_missing_or_not_tradable
2024-12-16,6271,10,exit_official_raw_close_missing_or_not_tradable
2024-12-16,6271,20,exit_official_raw_close_missing_or_not_tradable
2024-12-16,6271,40,exit_official_raw_close_missing_or_not_tradable
2024-12-17,6271,10,exit_official_raw_close_missing_or_not_tradable
2024-12-17,6271,20,exit_official_raw_close_missing_or_not_tradable
2024-12-17,6271,40,exit_official_raw_close_missing_or_not_tradable
