date,ticker,open,high,low,close,adj_close,volume,source,source_month,source_type,adjustment_policy
2015-06-25,00631L.TW,22.2,22.58,22.2,22.41,22.41,4851000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-26,00631L.TW,22.41,22.49,22.33,22.41,22.41,1257000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-29,00631L.TW,21.96,21.96,21.43,21.48,21.48,4001000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-06-30,00631L.TW,21.4,21.83,21.38,21.81,21.81,4427000.0,TWSE_STOCK_DAY,2015-06,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-01,00631L.TW,21.75,22.35,21.75,22.27,22.27,2533000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-02,00631L.TW,22.2,22.38,22.13,22.25,22.25,757000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-03,00631L.TW,22.1,22.31,21.75,22.23,22.23,1912000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-06,00631L.TW,21.92,22.23,21.76,21.84,21.84,1298000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-07,00631L.TW,21.95,22.24,21.88,21.95,21.95,1352000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-08,00631L.TW,21.75,21.75,20.55,20.69,20.69,11083000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-09,00631L.TW,20.35,20.58,19.5,20.4,20.4,6569050.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-13,00631L.TW,20.84,20.86,20.5,20.82,20.82,3335000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-14,00631L.TW,20.99,21.23,20.82,20.83,20.83,5357000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-15,00631L.TW,21.01,21.19,20.79,20.92,20.92,2662000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-16,00631L.TW,21.2,21.42,21.06,21.11,21.11,3227000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-17,00631L.TW,21.03,21.25,21.0,21.1,21.1,1168000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-20,00631L.TW,21.36,21.6,20.7,20.85,20.85,2047000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-21,00631L.TW,20.89,21.1,20.7,21.1,21.1,1238000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-22,00631L.TW,20.91,20.95,20.65,20.72,20.72,1932000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-23,00631L.TW,20.55,20.77,20.17,20.45,20.45,4966000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-24,00631L.TW,20.45,20.5,20.06,20.15,20.15,2870000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-27,00631L.TW,19.99,19.99,19.34,19.45,19.45,7904000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-28,00631L.TW,19.45,19.75,19.3,19.6,19.6,6077000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-29,00631L.TW,19.5,19.57,19.1,19.31,19.31,6212000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-30,00631L.TW,19.37,19.9,19.37,19.75,19.75,4479000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-07-31,00631L.TW,19.76,19.81,19.46,19.57,19.57,2949000.0,TWSE_STOCK_DAY,2015-07,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-03,00631L.TW,19.43,19.44,18.92,19.12,19.12,8149000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-04,00631L.TW,19.22,19.49,18.94,19.11,19.11,5801000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-05,00631L.TW,19.2,19.46,19.12,19.41,19.41,5127000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-06,00631L.TW,19.55,19.59,18.8,18.93,18.93,12192000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-07,00631L.TW,18.66,18.97,18.55,18.82,18.82,5556000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-10,00631L.TW,18.82,19.0,18.6,18.99,18.99,4844000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-11,00631L.TW,19.26,19.46,18.68,18.7,18.7,11425000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-12,00631L.TW,18.66,18.7,18.1,18.26,18.26,9056170.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-13,00631L.TW,18.34,18.54,18.21,18.4,18.4,5468100.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-14,00631L.TW,18.3,18.47,18.22,18.32,18.32,2111100.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-17,00631L.TW,18.32,18.32,17.99,17.99,17.99,4419000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-18,00631L.TW,18.06,18.17,17.7,17.7,17.7,8091000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-19,00631L.TW,17.76,17.76,17.0,17.19,17.19,11112000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-20,00631L.TW,17.1,17.35,16.85,17.08,17.08,9957000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-21,00631L.TW,16.72,16.74,16.15,16.15,16.15,14393377.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-24,00631L.TW,15.7,15.7,13.47,14.44,14.44,34322000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-25,00631L.TW,14.44,15.62,14.33,15.6,15.6,27514000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-26,00631L.TW,15.35,15.94,14.97,15.77,15.77,15047000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-27,00631L.TW,15.99,16.12,15.74,15.89,15.89,12879000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-28,00631L.TW,16.21,16.78,16.2,16.78,16.78,17843000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-08-31,00631L.TW,16.65,16.98,16.48,16.98,16.98,7156000.0,TWSE_STOCK_DAY,2015-08,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-01,00631L.TW,17.0,17.11,16.52,16.64,16.64,8472000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-02,00631L.TW,16.19,17.11,16.19,17.01,17.01,7956000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-03,00631L.TW,17.2,17.2,16.78,17.05,17.05,6444000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-04,00631L.TW,17.04,17.3,16.7,16.73,16.73,6949050.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-07,00631L.TW,16.66,17.1,16.65,16.82,16.82,4912000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-08,00631L.TW,16.76,16.94,16.68,16.82,16.82,2710000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-09,00631L.TW,17.42,18.41,17.42,18.4,18.4,12168400.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-10,00631L.TW,18.05,18.27,17.91,18.19,18.19,5522000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-11,00631L.TW,18.13,18.29,17.99,18.28,18.28,4059000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-14,00631L.TW,18.35,18.49,18.0,18.15,18.15,3900000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-15,00631L.TW,18.34,18.39,17.95,18.04,18.04,3678000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-16,00631L.TW,18.28,18.42,18.1,18.29,18.29,5380637.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-17,00631L.TW,18.63,19.09,18.63,18.98,18.98,5514010.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-18,00631L.TW,18.95,19.09,18.8,19.08,19.08,2604000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-21,00631L.TW,18.66,18.66,18.15,18.2,18.2,8610000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-22,00631L.TW,18.28,18.44,18.27,18.38,18.38,3026060.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-23,00631L.TW,18.05,18.05,17.65,17.68,17.68,9819000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-24,00631L.TW,17.8,17.9,17.3,17.46,17.46,6655000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-25,00631L.TW,17.49,17.55,17.18,17.54,17.54,5684000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-09-30,00631L.TW,17.15,17.67,17.12,17.67,17.67,5709000.0,TWSE_STOCK_DAY,2015-09,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-01,00631L.TW,17.78,18.32,17.57,18.28,18.28,11955002.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-02,00631L.TW,18.2,18.3,18.06,18.17,18.17,5501000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-05,00631L.TW,18.5,18.53,18.18,18.3,18.3,5297000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-06,00631L.TW,18.57,18.98,18.55,18.56,18.56,10054000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-07,00631L.TW,18.55,19.1,18.54,19.1,19.1,7870010.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-08,00631L.TW,19.2,19.3,18.85,18.87,18.87,5073000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-12,00631L.TW,18.99,19.51,18.99,19.5,19.5,9140001.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-13,00631L.TW,19.5,19.5,19.25,19.4,19.4,3150000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-14,00631L.TW,19.26,19.35,19.13,19.24,19.24,2258000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-15,00631L.TW,19.48,19.85,19.48,19.7,19.7,5026000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-16,00631L.TW,19.75,19.75,19.51,19.62,19.62,2597000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-19,00631L.TW,19.73,19.89,19.61,19.67,19.67,2941000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-20,00631L.TW,19.76,19.83,19.7,19.77,19.77,1258000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-21,00631L.TW,19.9,19.98,19.52,19.54,19.54,5026010.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-22,00631L.TW,19.49,19.65,19.46,19.6,19.6,1373000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-23,00631L.TW,20.05,20.23,19.86,19.9,19.9,3645000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-26,00631L.TW,20.11,20.28,20.11,20.2,20.2,2202148.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-27,00631L.TW,20.12,20.13,19.85,19.96,19.96,1878000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-28,00631L.TW,19.95,20.08,19.66,19.79,19.79,2099000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-29,00631L.TW,19.91,19.94,19.4,19.48,19.48,3008100.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-10-30,00631L.TW,19.43,19.56,19.11,19.46,19.46,5675000.0,TWSE_STOCK_DAY,2015-10,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-02,00631L.TW,19.28,19.5,19.15,19.48,19.48,3174000.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-03,00631L.TW,19.7,20.1,19.7,20.09,20.09,6624050.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-04,00631L.TW,20.28,20.85,20.21,20.83,20.83,9048000.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-05,00631L.TW,20.8,20.83,20.61,20.81,20.81,2243000.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-06,00631L.TW,20.73,20.73,19.78,20.04,20.04,11280000.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-09,00631L.TW,19.94,20.16,19.57,19.68,19.68,7779000.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-10,00631L.TW,19.43,19.48,19.2,19.27,19.27,11441000.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-11,00631L.TW,19.25,19.33,18.74,18.8,18.8,18960000.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-12,00631L.TW,18.79,18.91,18.54,18.83,18.83,11565290.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-13,00631L.TW,18.64,18.98,18.41,18.43,18.43,13367300.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-16,00631L.TW,18.12,18.22,17.88,18.2,18.2,12430500.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-17,00631L.TW,18.61,19.02,18.61,18.82,18.82,16126200.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-18,00631L.TW,18.85,18.88,18.26,18.32,18.32,10794100.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-19,00631L.TW,18.53,18.79,18.39,18.79,18.79,13509000.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-20,00631L.TW,18.83,18.9,18.68,18.79,18.79,4691000.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-23,00631L.TW,19.01,19.05,18.73,18.93,18.93,5596000.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-24,00631L.TW,18.89,19.01,18.56,18.6,18.6,5698000.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-25,00631L.TW,18.59,18.68,18.38,18.53,18.53,4510000.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-26,00631L.TW,18.75,19.09,18.75,19.06,19.06,11582619.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-27,00631L.TW,19.1,19.1,18.62,18.63,18.63,6480320.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-11-30,00631L.TW,18.23,18.23,17.84,18.09,18.09,14554499.0,TWSE_STOCK_DAY,2015-11,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-01,00631L.TW,18.45,18.8,18.23,18.76,18.76,11899349.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-02,00631L.TW,18.82,19.0,18.72,18.84,18.84,6676774.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-03,00631L.TW,18.65,18.94,18.51,18.9,18.9,6052300.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-04,00631L.TW,18.6,18.61,18.33,18.55,18.55,11816499.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-07,00631L.TW,18.84,19.18,18.84,18.89,18.89,12014208.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-08,00631L.TW,18.76,18.8,18.27,18.37,18.37,16841109.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-09,00631L.TW,18.14,18.29,17.9,17.97,17.97,22236549.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-10,00631L.TW,17.71,17.81,17.42,17.73,17.73,23564099.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-11,00631L.TW,17.77,17.87,17.26,17.26,17.26,14934499.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-14,00631L.TW,16.79,17.15,16.76,17.08,17.08,13167290.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-15,00631L.TW,17.23,17.45,17.13,17.13,17.13,11420040.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-16,00631L.TW,17.48,17.67,17.3,17.6,17.6,13924306.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-17,00631L.TW,17.8,18.05,17.7,18.05,18.05,14952000.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-18,00631L.TW,17.82,18.18,17.77,17.91,17.91,10665828.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-21,00631L.TW,17.59,17.98,17.53,17.97,17.97,9386000.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-22,00631L.TW,18.0,18.06,17.81,17.93,17.93,5343000.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-23,00631L.TW,18.0,18.28,17.99,18.05,18.05,10519260.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-24,00631L.TW,18.28,18.42,18.14,18.18,18.18,9075553.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-25,00631L.TW,18.18,18.36,18.12,18.36,18.36,6545427.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-28,00631L.TW,18.4,18.48,18.37,18.38,18.38,3478284.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-29,00631L.TW,18.31,18.35,18.02,18.04,18.04,7898111.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-30,00631L.TW,18.22,18.22,17.83,17.88,17.88,7439028.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
2015-12-31,00631L.TW,17.9,18.06,17.87,17.97,17.97,6024000.0,TWSE_STOCK_DAY,2015-12,official_real_price,twse_raw_close_as_adj_close_pending_distribution_review
