signal_date,signal_family,variant,route_or_mode,ticker,name,market,recommendation_type,path_bucket,selected_rank,within80_rank,pool_rank,RS20,RS60,layer4_risk_aware_score,rs20_risk_context_score,rs20_31_bonus_score,in_31_high_confidence_subpool_reference,in_100_extended_watchlist_reference,0050_return_20d,0050_return_40d,0050_return_60d,0050_bias20,0050_bias60,0050_bias120,dynamic80_rs20_positive_share,dynamic80_rs60_positive_share,dynamic80_rs20_median,dynamic80_rs20_dispersion_top_minus_median,executable_ticker,source_signal_contract,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
2015-07-17,regime_switch,pool_breadth_route,stable_strength,8048,德勝,TPEx,stock,ordinary_stock,,75,75,0.3174097069553978,0.8589351953061549,0.575432192073084,,,,,0.0014623103981812,-0.023520878321509,-0.0165109528819126,-0.0072822291938307,-0.0200284677263104,-0.0145005856880168,0.625,0.5875,0.0106554190689993,0.3789079115584604,8048,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-24,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,6217,中探針,TPEx,stock,ordinary_stock,1.0,15,15,0.0949825440481971,0.0622534120063339,0.72166706007055,0.1310658970517246,0.1149825440481971,True,True,,,,,,,,,,,6217,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-24,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,6217,中探針,TPEx,stock,ordinary_stock,1.0,15,15,0.0949825440481971,0.0622534120063339,0.72166706007055,0.1310658970517246,0.1149825440481971,True,True,,,,,,,,,,,6217,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-24,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,6217,中探針,TPEx,stock,ordinary_stock,1.0,15,15,0.0949825440481971,0.0622534120063339,0.72166706007055,0.1310658970517246,0.1149825440481971,True,True,,,,,,,,,,,6217,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-24,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,6217,中探針,TPEx,stock,ordinary_stock,1.0,15,15,0.0949825440481971,0.0622534120063339,0.72166706007055,0.1310658970517246,0.1149825440481971,True,True,,,,,,,,,,,6217,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-24,regime_switch,conservative_hurdle_route,hurdle_reference,3293,鈊象,TPEx,stock,ordinary_stock,,1,1,0.076443144013658,-0.106588856835935,0.7698142570638906,,,,,-0.0525196990375814,-0.0664336514327271,-0.0703342200871419,-0.0248001445062235,-0.0399137976222081,-0.0402531418567758,0.6,0.475,0.0081936690304369,0.0867888750177601,3293,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-24,regime_switch,dispersion_route,low_risk_strength,6217,中探針,TPEx,stock,ordinary_stock,,15,15,0.0949825440481971,0.0622534120063339,0.72166706007055,,,,,-0.0525196990375814,-0.0664336514327271,-0.0703342200871419,-0.0248001445062235,-0.0399137976222081,-0.0402531418567758,0.6,0.475,0.0081936690304369,0.0867888750177601,6217,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-24,regime_switch,hybrid_pullback_base_mega_override,pullback_repair,2347,聯強,TWSE,stock,ordinary_stock,,50,50,-0.0237330242739653,0.0609884256946186,0.6323130176799127,,,,,-0.0525196990375814,-0.0664336514327271,-0.0703342200871419,-0.0248001445062235,-0.0399137976222081,-0.0402531418567758,0.6,0.475,0.0081936690304369,0.0867888750177601,2347,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-24,regime_switch,market_bias_pool_trend_route,pullback_repair,2347,聯強,TWSE,stock,ordinary_stock,,50,50,-0.0237330242739653,0.0609884256946186,0.6323130176799127,,,,,-0.0525196990375814,-0.0664336514327271,-0.0703342200871419,-0.0248001445062235,-0.0399137976222081,-0.0402531418567758,0.6,0.475,0.0081936690304369,0.0867888750177601,2347,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-24,regime_switch,pool_breadth_route,stable_strength,6217,中探針,TPEx,stock,ordinary_stock,,15,15,0.0949825440481971,0.0622534120063339,0.72166706007055,,,,,-0.0525196990375814,-0.0664336514327271,-0.0703342200871419,-0.0248001445062235,-0.0399137976222081,-0.0402531418567758,0.6,0.475,0.0081936690304369,0.0867888750177601,6217,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-31,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,1707,葡萄王,TWSE,stock,ordinary_stock,1.0,67,67,0.1297659186717495,0.245393948889063,0.5799188807511996,0.1587618627093094,0.1297659186717495,False,True,,,,,,,,,,,1707,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-31,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,1707,葡萄王,TWSE,stock,ordinary_stock,1.0,67,67,0.1297659186717495,0.245393948889063,0.5799188807511996,0.1587618627093094,0.1297659186717495,False,True,,,,,,,,,,,1707,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-31,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,1707,葡萄王,TWSE,stock,ordinary_stock,1.0,67,67,0.1297659186717495,0.245393948889063,0.5799188807511996,0.1587618627093094,0.1297659186717495,False,True,,,,,,,,,,,1707,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-31,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,1707,葡萄王,TWSE,stock,ordinary_stock,1.0,67,67,0.1297659186717495,0.245393948889063,0.5799188807511996,0.1587618627093094,0.1297659186717495,False,True,,,,,,,,,,,1707,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-31,regime_switch,conservative_hurdle_route,hurdle_reference,2474,可成,TWSE,00631L,00631L_reference,,1,1,-0.0581556196411308,0.0553221212753359,0.7486720976661991,,,,,-0.0563481971527622,-0.0357143364568101,-0.0610364069896216,-0.0201452953335015,-0.0425071221995699,-0.0472476602828536,0.4,0.3625,-0.012442387262822,0.1422083059345715,00631L,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-31,regime_switch,dispersion_route,low_risk_strength,4119,旭富,TWSE,stock,ordinary_stock,,71,71,0.0400778592303591,0.2289413104071551,0.5761586301529057,,,,,-0.0563481971527622,-0.0357143364568101,-0.0610364069896216,-0.0201452953335015,-0.0425071221995699,-0.0472476602828536,0.4,0.3625,-0.012442387262822,0.1422083059345715,4119,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-31,regime_switch,hybrid_pullback_base_mega_override,pullback_repair,2412,中華電,TWSE,stock,ordinary_stock,,9,9,0.0553288291609173,0.046951899947368,0.7130954432070533,,,,,-0.0563481971527622,-0.0357143364568101,-0.0610364069896216,-0.0201452953335015,-0.0425071221995699,-0.0472476602828536,0.4,0.3625,-0.012442387262822,0.1422083059345715,2412,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-31,regime_switch,market_bias_pool_trend_route,pullback_repair,2412,中華電,TWSE,stock,ordinary_stock,,9,9,0.0553288291609173,0.046951899947368,0.7130954432070533,,,,,-0.0563481971527622,-0.0357143364568101,-0.0610364069896216,-0.0201452953335015,-0.0425071221995699,-0.0472476602828536,0.4,0.3625,-0.012442387262822,0.1422083059345715,2412,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-07-31,regime_switch,pool_breadth_route,low_risk_strength,4119,旭富,TWSE,stock,ordinary_stock,,71,71,0.0400778592303591,0.2289413104071551,0.5761586301529057,,,,,-0.0563481971527622,-0.0357143364568101,-0.0610364069896216,-0.0201452953335015,-0.0425071221995699,-0.0472476602828536,0.4,0.3625,-0.012442387262822,0.1422083059345715,4119,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-07,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,2383,台光電,TWSE,stock,ordinary_stock,1.0,55,55,0.2067773294660638,0.3701983198796651,0.6023994943950431,0.2368973041858159,0.2067773294660638,False,True,,,,,,,,,,,2383,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-07,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,2383,台光電,TWSE,stock,ordinary_stock,1.0,55,55,0.2067773294660638,0.3701983198796651,0.6023994943950431,0.2368973041858159,0.2067773294660638,False,True,,,,,,,,,,,2383,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-07,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,2383,台光電,TWSE,stock,ordinary_stock,1.0,55,55,0.2067773294660638,0.3701983198796651,0.6023994943950431,0.2368973041858159,0.2067773294660638,False,True,,,,,,,,,,,2383,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-07,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,2383,台光電,TWSE,stock,ordinary_stock,1.0,55,55,0.2067773294660638,0.3701983198796651,0.6023994943950431,0.2368973041858159,0.2067773294660638,False,True,,,,,,,,,,,2383,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-07,regime_switch,conservative_hurdle_route,hurdle_reference,2357,華碩,TWSE,00631L,00631L_reference,,1,1,0.0212221029336385,-0.0329835681074822,0.7623299550010896,,,,,-0.0357675574790931,-0.0602758704542787,-0.0770328522537656,-0.031110808241951,-0.0572865228480416,-0.0661872041775784,0.475,0.3875,-0.0053824761230573,0.2121598055891211,00631L,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-07,regime_switch,dispersion_route,rs20_top3_risk_tiebreak,1319,東陽,TWSE,stock,ordinary_stock,,72,72,0.1412951956700477,0.0335545913842004,0.5649747993782904,,,,,-0.0357675574790931,-0.0602758704542787,-0.0770328522537656,-0.031110808241951,-0.0572865228480416,-0.0661872041775784,0.475,0.3875,-0.0053824761230573,0.2121598055891211,1319,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-07,regime_switch,hybrid_pullback_base_mega_override,pullback_repair,2886,兆豐金,TWSE,stock,ordinary_stock,,10,10,0.0339088214196137,0.042860190383262,0.718834125615999,,,,,-0.0357675574790931,-0.0602758704542787,-0.0770328522537656,-0.031110808241951,-0.0572865228480416,-0.0661872041775784,0.475,0.3875,-0.0053824761230573,0.2121598055891211,2886,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-07,regime_switch,market_bias_pool_trend_route,pullback_repair,2886,兆豐金,TWSE,stock,ordinary_stock,,10,10,0.0339088214196137,0.042860190383262,0.718834125615999,,,,,-0.0357675574790931,-0.0602758704542787,-0.0770328522537656,-0.031110808241951,-0.0572865228480416,-0.0661872041775784,0.475,0.3875,-0.0053824761230573,0.2121598055891211,2886,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-07,regime_switch,pool_breadth_route,low_risk_strength,1504,東元,TWSE,stock,ordinary_stock,,17,17,0.0725640942756297,-0.1325381048419439,0.6852006407007335,,,,,-0.0357675574790931,-0.0602758704542787,-0.0770328522537656,-0.031110808241951,-0.0572865228480416,-0.0661872041775784,0.475,0.3875,-0.0053824761230573,0.2121598055891211,1504,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-14,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,2327,國巨*,TWSE,stock,ordinary_stock,1.0,66,66,0.1664298291216331,-0.0576108292832057,0.5611918482178335,0.1944894215325247,0.1664298291216331,False,True,,,,,,,,,,,2327,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-14,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,2327,國巨*,TWSE,stock,ordinary_stock,1.0,66,66,0.1664298291216331,-0.0576108292832057,0.5611918482178335,0.1944894215325247,0.1664298291216331,False,True,,,,,,,,,,,2327,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-14,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,2327,國巨*,TWSE,stock,ordinary_stock,1.0,66,66,0.1664298291216331,-0.0576108292832057,0.5611918482178335,0.1944894215325247,0.1664298291216331,False,True,,,,,,,,,,,2327,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-14,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,2327,國巨*,TWSE,stock,ordinary_stock,1.0,66,66,0.1664298291216331,-0.0576108292832057,0.5611918482178335,0.1944894215325247,0.1664298291216331,False,True,,,,,,,,,,,2327,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-14,regime_switch,conservative_hurdle_route,hurdle_reference,2317,鴻海,TWSE,00631L,00631L_reference,,1,1,0.0086150062491576,0.0073915250680635,0.7849393849844885,,,,,-0.0759125877423226,-0.07456128511055,-0.0976479353244736,-0.0360895721828403,-0.0702115618292045,-0.083737455795954,0.5375,0.4125,0.0045317116739465,0.1618981174476866,00631L,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-14,regime_switch,dispersion_route,low_risk_strength,2412,中華電,TWSE,stock,ordinary_stock,,22,22,0.1011491808022596,0.0874956510605142,0.6751010235803971,,,,,-0.0759125877423226,-0.07456128511055,-0.0976479353244736,-0.0360895721828403,-0.0702115618292045,-0.083737455795954,0.5375,0.4125,0.0045317116739465,0.1618981174476866,2412,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-14,regime_switch,hybrid_pullback_base_mega_override,pullback_repair,2317,鴻海,TWSE,stock,ordinary_stock,,1,1,0.0086150062491576,0.0073915250680635,0.7849393849844885,,,,,-0.0759125877423226,-0.07456128511055,-0.0976479353244736,-0.0360895721828403,-0.0702115618292045,-0.083737455795954,0.5375,0.4125,0.0045317116739465,0.1618981174476866,2317,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-14,regime_switch,market_bias_pool_trend_route,pullback_repair,2317,鴻海,TWSE,stock,ordinary_stock,,1,1,0.0086150062491576,0.0073915250680635,0.7849393849844885,,,,,-0.0759125877423226,-0.07456128511055,-0.0976479353244736,-0.0360895721828403,-0.0702115618292045,-0.083737455795954,0.5375,0.4125,0.0045317116739465,0.1618981174476866,2317,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-14,regime_switch,pool_breadth_route,low_risk_strength,2412,中華電,TWSE,stock,ordinary_stock,,22,22,0.1011491808022596,0.0874956510605142,0.6751010235803971,,,,,-0.0759125877423226,-0.07456128511055,-0.0976479353244736,-0.0360895721828403,-0.0702115618292045,-0.083737455795954,0.5375,0.4125,0.0045317116739465,0.1618981174476866,2412,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-21,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,9951,皇田,TPEx,stock,ordinary_stock,1.0,80,80,0.2913706584412193,0.4317213708801344,0.5391857936818936,0.3183299481253139,0.2913706584412193,False,True,,,,,,,,,,,9951,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-21,legacy_rs20,dynamic80_top1_rs20_7core_context_proxy,top1_by_RS20_with_legacy_7_core_flag_context,9951,皇田,TPEx,stock,ordinary_stock,1.0,80,80,0.2913706584412193,0.4317213708801344,0.5391857936818936,0.3183299481253139,0.2913706584412193,False,True,,,,,,,,,,,9951,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-21,legacy_rs20,dynamic80_top1_rs20_proxy,top1_by_RS20_within_layer4_80_primary_pool,9951,皇田,TPEx,stock,ordinary_stock,1.0,80,80,0.2913706584412193,0.4317213708801344,0.5391857936818936,0.3183299481253139,0.2913706584412193,False,True,,,,,,,,,,,9951,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-21,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,9951,皇田,TPEx,stock,ordinary_stock,1.0,80,80,0.2913706584412193,0.4317213708801344,0.5391857936818936,0.3183299481253139,0.2913706584412193,False,True,,,,,,,,,,,9951,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-21,regime_switch,conservative_hurdle_route,rs20_top3_risk_tiebreak,1527,鑽全,TWSE,stock,ordinary_stock,,71,71,0.180940854478263,0.0669695978304889,0.5592086005765945,,,,,-0.104119662425283,-0.151171028128394,-0.1636362644971556,-0.0680276524028966,-0.1114412169666691,-0.1299338789356949,0.55,0.425,0.0054114952673152,0.285959163173904,1527,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-21,regime_switch,dispersion_route,rs20_top3_risk_tiebreak,1527,鑽全,TWSE,stock,ordinary_stock,,71,71,0.180940854478263,0.0669695978304889,0.5592086005765945,,,,,-0.104119662425283,-0.151171028128394,-0.1636362644971556,-0.0680276524028966,-0.1114412169666691,-0.1299338789356949,0.55,0.425,0.0054114952673152,0.285959163173904,1527,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-21,regime_switch,hybrid_pullback_base_mega_override,pullback_repair,1301,台塑,TWSE,stock,ordinary_stock,,2,2,0.0336971272140154,0.0378084499276192,0.7693351678361188,,,,,-0.104119662425283,-0.151171028128394,-0.1636362644971556,-0.0680276524028966,-0.1114412169666691,-0.1299338789356949,0.55,0.425,0.0054114952673152,0.285959163173904,1301,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-21,regime_switch,market_bias_pool_trend_route,pullback_repair,1301,台塑,TWSE,stock,ordinary_stock,,2,2,0.0336971272140154,0.0378084499276192,0.7693351678361188,,,,,-0.104119662425283,-0.151171028128394,-0.1636362644971556,-0.0680276524028966,-0.1114412169666691,-0.1299338789356949,0.55,0.425,0.0054114952673152,0.285959163173904,1301,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-21,regime_switch,pool_breadth_route,stable_strength,9951,皇田,TPEx,stock,ordinary_stock,,80,80,0.2913706584412193,0.4317213708801344,0.5391857936818936,,,,,-0.104119662425283,-0.151171028128394,-0.1636362644971556,-0.0680276524028966,-0.1114412169666691,-0.1299338789356949,0.55,0.425,0.0054114952673152,0.285959163173904,9951,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_regime_switch_hybrid_route_market_fields_path_materialization_20260708\regime_switch_hybrid_route_signal_table.csv,True,False,False,False,False,False,False,True,False
2015-08-28,legacy_rs20,dynamic80_top1_rs20_31_bonus_proxy,RS20_plus_31_high_confidence_context_bonus,2231,為升,TWSE,stock,ordinary_stock,2.0,22,22,0.1292516973392005,-0.0623264061530067,0.6235573047237061,0.1604295625753858,0.1492516973392005,True,True,,,,,,,,,,,2231,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_legacy_rs20_operating_mode_runner_readiness_20260708\legacy_rs20_operating_mode_signal_table.csv,True,False,False,False,False,False,False,True,False
