scenario,date,held_ticker_before_close,held_ticker_after_close,quantity_after_close,NAV_open,prior_adjusted_mark,current_adjusted_mark,adjustment_factor,adjusted_source_hash,gross_return_from_same_asset,NAV_before_transition_cost,transition_type,transition_cost_rate,NAV_close,net_daily_return,price_status,corporate_action_scale_guard,cross_asset_nominal_price_return_used
C0,2023-08-09,8210,8210,0.004682634412960723,0.9177963449403017,187.77967834472656,203.5876617431641,0.9580595846737133,6d8ab6ae232fbeb6d4c4bcf059d322120af8bfdbcdcca620e8ee573f44e91cd4,0.08418367492044143,0.9950598140859254,hold,0.0,0.9950598140859254,0.08418367492044143,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-10,8210,8210,0.004682634412960723,0.9950598140859254,203.5876617431641,183.4683990478516,0.9580595250540553,6d8ab6ae232fbeb6d4c4bcf059d322120af8bfdbcdcca620e8ee573f44e91cd4,-0.09882358549160974,0.8967244354793397,hold,0.0,0.8967244354793397,-0.09882358549160974,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-11,8210,8210,0.004682634412960723,0.8967244354793397,183.4683990478516,183.9474334716797,0.958059549331665,6d8ab6ae232fbeb6d4c4bcf059d322120af8bfdbcdcca620e8ee573f44e91cd4,0.0026109914640022325,0.8990657753259385,hold,0.0,0.8990657753259385,0.0026109914640022325,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-14,8210,8210,0.004682634412960723,0.8990657753259385,183.9474334716797,175.80392456054688,0.9580595343899012,6d8ab6ae232fbeb6d4c4bcf059d322120af8bfdbcdcca620e8ee573f44e91cd4,-0.044270848238752825,0.8592633708298272,hold,0.0,0.8592633708298272,-0.044270848238752825,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-15,8210,2353,0.025030585862948814,0.8592633708298272,175.80392456054688,193.0489959716797,0.9580595333582118,6d8ab6ae232fbeb6d4c4bcf059d322120af8bfdbcdcca620e8ee573f44e91cd4,0.09809264186928668,0.9435507849360335,stock_to_stock,0.00785,0.9361439112742856,0.08947261463061285,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-16,2353,2353,0.025030585862948814,0.9361439112742856,32.98062515258789,33.559234619140625,0.89016535649863,878aa381eb6c64041a7ead3a56601921bf6e8ce768ed0e20b7a2044635182375,0.017543920525330936,0.9525675456539542,hold,0.0,0.9525675456539542,0.017543920525330936,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-17,2353,2353,0.025030585862948814,0.9525675456539542,33.559234619140625,34.31587600708008,0.8901654133909829,878aa381eb6c64041a7ead3a56601921bf6e8ce768ed0e20b7a2044635182375,0.022546443520732096,0.9740445560217235,hold,0.0,0.9740445560217235,0.022546443520732096,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-18,2353,2353,0.025030585862948814,0.9740445560217235,34.31587600708008,33.29218673706055,0.8901653844592504,878aa381eb6c64041a7ead3a56601921bf6e8ce768ed0e20b7a2044635182375,-0.029831360557670772,0.9449874816718031,hold,0.0,0.9449874816718031,-0.029831360557670772,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-21,2353,2353,0.025030585862948814,0.9449874816718031,33.29218673706055,33.78178024291992,0.8901654694012534,878aa381eb6c64041a7ead3a56601921bf6e8ce768ed0e20b7a2044635182375,0.01470595817950171,0.9588844280574214,hold,0.0,0.9588844280574214,0.01470595817950171,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-22,2353,3583,0.0038630452333084987,0.9588844280574214,33.78178024291992,33.470218658447266,0.8901654259769127,878aa381eb6c64041a7ead3a56601921bf6e8ce768ed0e20b7a2044635182375,-0.00922276985500059,0.9500408576599039,stock_to_stock,0.00785,0.9425830369272736,-0.01700037111163888,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-23,3583,3583,0.0038630452333084987,0.9425830369272736,238.17628479003903,240.1285552978516,0.9761323386091528,eb370c22a33c11600642f8311b7d467162870912de875cc3ed58ec41414c97b4,0.008196745992295362,0.9503091506576129,hold,0.0,0.9503091506576129,0.008196745992295362,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-24,3583,3583,0.0038630452333084987,0.9503091506576129,240.1285552978516,235.24789428710935,0.9761323414402877,eb370c22a33c11600642f8311b7d467162870912de875cc3ed58ec41414c97b4,-0.020325200410623134,0.9309939267184478,hold,0.0,0.9309939267184478,-0.020325200410623134,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-25,3583,3583,0.0038630452333084987,0.9309939267184478,235.24789428710935,220.6059112548828,0.9761323506853222,eb370c22a33c11600642f8311b7d467162870912de875cc3ed58ec41414c97b4,-0.062240655018814595,0.8730482549009534,hold,0.0,0.8730482549009534,-0.062240655018814595,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-28,3583,3583,0.0038630452333084987,0.8730482549009534,220.6059112548828,211.8207092285156,0.9761323005922378,eb370c22a33c11600642f8311b7d467162870912de875cc3ed58ec41414c97b4,-0.03982305812384601,0.8382808035011104,hold,0.0,0.8382808035011104,-0.0398230581238459,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-29,3583,1519,0.0028513316105746402,0.8382808035011104,211.8207092285156,209.86843872070312,0.9761322731195494,eb370c22a33c11600642f8311b7d467162870912de875cc3ed58ec41414c97b4,-0.009216617746786615,0.8305546897707716,stock_to_stock,0.00785,0.824034835456071,-0.01699426729747433,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-30,1519,1519,0.0028513316105746402,0.824034835456071,233.6031188964844,236.8363800048828,0.9780615107217567,7fae3946d3a1b8887f164ace0b7ac77068c233650a39c9ac6cd686b10a1610e6,0.013840830223808664,0.8354401617121227,hold,0.0,0.8354401617121227,0.013840830223808664,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
C0,2023-08-31,1519,1519,0.0028513316105746402,0.8354401617121227,236.8363800048828,242.0904235839844,0.9780614805745013,7fae3946d3a1b8887f164ace0b7ac77068c233650a39c9ac6cd686b10a1610e6,0.022184275823643684,0.8539737966936939,hold,0.0,0.8539737966936939,0.022184275823643684,event_aware_adjusted_research_grade,event_aware_adjusted_analysis_mark,False
