scenario,date,prior_target,new_target,held_ticker_before_transition,prior_adjusted_mark,current_outgoing_adjusted_mark,same_asset_gross_return_before_transition,NAV_before_market_move,NAV_before_transition,outgoing_shares_audit,prior_target_exit_raw_close,outgoing_proceeds_before_cost,exit_cost_rate,exit_cost_amount,outgoing_proceeds_after_exit_cost,new_target_entry_raw_close,entry_cost_rate,entry_cost_amount,total_cost_rate_contract,NAV_after_transition,incoming_shares_from_after_cost_NAV,NAV_reconstructed_from_incoming_shares,transition_creates_market_pnl,cross_asset_nominal_price_return_used
C0,2023-07-18,,2388,,,,0.0,1.0,1.0,,,1.0,0.0,0.0,1.0,125.0,0.002425,0.002425,0.002425,0.997575,0.0079806,0.9975749999999999,False,False
C0,2023-07-25,2388,3515,2388,150.3058319091797,141.8448944091797,-0.056291478464471134,1.2050706342542745,1.1372354265979834,0.0079806,142.5,1.1372354265979834,0.005425,0.00616950218929406,1.1310659244086894,272.0,0.002425,0.0027577959095001097,0.00785,1.1283081284991892,0.004148191648894078,1.1283081284991892,False,False
C0,2023-08-01,3515,6531,3515,229.0716094970703,224.091796875,-0.021739108713661914,1.0494925663309664,1.0266775333373175,0.004148191648894078,247.5,1.0266775333373175,0.005425,0.005569725618354947,1.0211078077189626,386.5,0.002425,0.002489693018342995,0.00785,1.0186181147006197,0.0026354931816316165,1.0186181147006197,False,False
C0,2023-08-08,6531,8210,6531,339.28717041015625,334.5219116210937,-0.014044912995978986,0.9382354864142364,0.9250580506378084,0.0026354931816316165,351.0,0.9250580506378084,0.005425,0.005018439924710111,0.9200396107130984,196.0,0.002425,0.0022432657727966855,0.00785,0.9177963449403017,0.004682634412960723,0.9177963449403016,False,False
C0,2023-08-15,8210,2353,8210,175.80392456054688,193.0489959716797,0.09809264186928668,0.8592633708298272,0.9435507849360335,0.004682634412960723,230.0,0.9435507849360335,0.005425,0.005118763008277982,0.9384320219277555,37.4,0.002425,0.0022881106534698814,0.00785,0.9361439112742856,0.025030585862948814,0.9361439112742856,False,False
C0,2023-08-22,2353,3583,2353,33.78178024291992,33.470218658447266,-0.00922276985500059,0.9588844280574214,0.9500408576599039,0.025030585862948814,37.6,0.9500408576599039,0.005425,0.005153971652804979,0.9448868860070989,244.0,0.002425,0.002303849079825267,0.00785,0.9425830369272736,0.0038630452333084987,0.9425830369272736,False,False
C0,2023-08-29,3583,1519,3583,211.8207092285156,209.86843872070312,-0.009216617746786615,0.8382808035011104,0.8305546897707716,0.0038630452333084987,215.0,0.8305546897707716,0.005425,0.004505759192006437,0.8260489305787652,289.0,0.002425,0.0020140951226941214,0.00785,0.824034835456071,0.0028513316105746402,0.824034835456071,False,False
C0,2023-09-05,1519,9958,1519,242.4945831298828,233.6031188964844,-0.03666665093560473,0.8553994692038711,0.8240348354560713,0.0028513316105746402,289.0,0.8240348354560713,0.005425,0.004470388982349187,0.8195644464737221,165.0,0.002425,0.001998284475980973,0.00785,0.8175661619977411,0.004954946436349947,0.8175661619977412,False,False
C0,2023-09-07,9958,6274,9958,160.1572723388672,159.67486572265625,-0.0030120806202933448,0.8225210832624015,0.8200435834477241,0.004954946436349947,165.5,0.8200435834477241,0.005425,0.004448736440203904,0.8155948470075202,135.0,0.002425,0.001988605689860731,0.00785,0.8136062413176595,0.0060267128986493295,0.8136062413176595,False,False
C0,2023-09-12,6274,2436,6274,107.55860137939452,108.02022552490234,0.004291838491647271,0.7021121237073645,0.705125475545344,0.0060267128986493295,117.0,0.705125475545344,0.005425,0.0038253057048334912,0.7013001698405105,74.1,0.002425,0.0017099292781974592,0.00785,0.699590240562313,0.00944116384024714,0.699590240562313,False,False
C0,2023-10-12,2436,3325,2436,65.0560302734375,65.98143005371094,0.014224657981495081,0.6637139077807476,0.6731550111164902,0.00944116384024714,71.3,0.6731550111164902,0.005425,0.0036518659353069597,0.6695031451811833,37.4,0.002425,0.001632400901957489,0.00785,0.6678707442792258,0.0178575065315301,0.6678707442792257,False,False
C0,2023-10-17,3325,3483,3325,35.5,34.5,-0.028169014084507005,0.6339414560052038,0.6160839502022404,0.0178575065315301,34.5,0.6160839502022404,0.005425,0.003342255429847154,0.6127416947723933,148.5,0.002425,0.001494003579240433,0.00785,0.6112476911931528,0.00411614606864076,0.6112476911931528,False,False
C0,2023-10-24,3483,3548,3483,110.5635757446289,110.9656219482422,0.003636335030823501,0.5659700887774973,0.5680281456377172,0.00411614606864076,138.0,0.5680281456377172,0.005425,0.0030815526900846157,0.5649465929476326,152.0,0.002425,0.0013774682531714642,0.00785,0.5635691246944612,0.0037076916098319813,0.5635691246944612,False,False
C0,2023-10-31,3548,4162,3548,131.01223754882812,138.47201538085938,0.05693954985885186,0.5209306799628637,0.5505922383876147,0.0037076916098319813,148.5,0.5505922383876147,0.005425,0.00298696289325281,0.5476052754943619,113.5,0.002425,0.0013351861780899657,0.00785,0.546270089316272,0.004812952328777727,0.546270089316272,False,False
C0,2023-11-07,4162,3548,4162,104.74275207519533,103.38245391845705,-0.012987038528085582,0.5558959995034498,0.5486765567402898,0.004812952328777727,114.0,0.5486765567402898,0.005425,0.0029765703203160723,0.5456999864199737,180.0,0.002425,0.0013305406500952028,0.00785,0.5443694457698786,0.0030242746987215476,0.5443694457698786,False,False
C0,2023-11-14,3548,2454,3548,170.6422882080078,181.36569213867188,0.06284142133392256,0.5534423020336766,0.588221402919791,0.0030242746987215476,194.5,0.588221402919791,0.005425,0.003191101110839866,0.5850303018089511,905.0,0.002425,0.001426436902080493,0.00785,0.5836038649068707,0.0006448661490683654,0.5836038649068707,False,False
C0,2023-11-21,2454,3545,2454,814.2367553710938,826.7359619140625,0.015350825740201524,0.5881179349163135,0.597146030849901,0.0006448661490683654,926.0,0.597146030849901,0.005425,0.003239517217360713,0.5939065136325403,120.0,0.002425,0.00144807912481101,0.00785,0.5924584345077293,0.004937153620897744,0.5924584345077293,False,False
C0,2023-11-29,3545,3362,3545,127.60062408447266,124.23004150390624,-0.026415094790877114,0.654172862102785,0.6368928239407206,0.004937153620897744,129.0,0.6368928239407206,0.005425,0.003455143569878409,0.6334376803708421,180.0,0.002425,0.0015444650980562474,0.00785,0.6318932152727859,0.003510517862626588,0.6318932152727859,False,False
C0,2023-12-12,3362,2329,3362,182.3217010498047,185.7803649902344,0.01897011667023074,0.6476905388788258,0.6599773039675617,0.003510517862626588,188.0,0.6599773039675617,0.005425,0.0035803768740240226,0.6563969270935377,60.2,0.002425,0.0016004449621213372,0.00785,0.6547964821314164,0.010877017975604922,0.6547964821314164,False,False
