signal_date,candidate_rank,ticker,candidate_available,consensus_count,route_count,candidate_score,route_source_flags,variant_source_flags,route_row_count,rank_source,route_source_policy,c2_market_health_gate,raw_consensus4_exception_active,exception_allowed_by_c2,prior_single_exception_ticker,prior_c2_allowed_exception_ticker,top1_matches_prior_single_exception,top1_matches_prior_c2_allowed_exception,entry_date,exit_date,entry_open,entry_close,exit_close,gross_return_unadjusted,representative_net_return_local_ep05_cost_unit_notional,official_unadjusted_ohlc_path_ready,adjusted_close_ready,source_quality,entry_source_route,exit_source_route,entry_adjustment_policy,exit_adjustment_policy,total_cost_twd,cost_application_status,adjustment_policy,candidate_contract_policy,future_data_violation_count,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2017-01-13,1,3529,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,False,True,False,3529,,True,False,2017-01-16,2017-01-23,442.5,425.0,397.5,-0.0647058823529411,-0.0701691467936832,True,False,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,5561.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2017-01-13,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,3529,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-01-13,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,3529,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-01-13,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,3529,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-01-13,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,3529,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-02-03,1,3346,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,3346,3346,True,True,2017-02-06,2017-02-13,79.5,77.1,96.0,0.245136186770428,0.2378631372502028,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,6934.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2017-02-03,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3346,3346,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-02-03,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3346,3346,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-02-03,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3346,3346,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-02-03,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3346,3346,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-05-12,1,1569,True,4.0,2.0,402.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|market_bias_pool_trend_route|pool_breadth_route,4.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,1569,1569,True,True,2017-05-15,2017-05-22,38.7,37.35,37.5,0.0040160642570281,-0.0018494671266842,True,False,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,5868.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2017-05-12,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,1569,1569,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-05-12,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,1569,1569,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-05-12,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,1569,1569,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-05-12,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,1569,1569,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-08-25,1,2603,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,2603,2603,True,True,2017-08-28,2017-09-04,22.1,21.8,21.5,-0.0137614678899082,-0.0195227183035807,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,5789.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2017-08-25,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,2603,2603,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-08-25,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,2603,2603,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-08-25,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,2603,2603,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-08-25,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,2603,2603,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-10-27,1,6121,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,6121,6121,True,True,2017-10-30,2017-11-06,173.5,171.0,185.5,0.0847953216374268,0.0784574866518453,True,False,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,6225.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2017-10-27,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6121,6121,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-10-27,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6121,6121,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-10-27,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6121,6121,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-10-27,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6121,6121,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-11-24,1,6573,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,6573,6573,True,True,2017-11-27,2017-12-04,72.7,70.8,65.0,-0.0819209039548022,-0.0872836363178823,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,5487.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2017-11-24,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6573,6573,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-11-24,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6573,6573,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-11-24,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6573,6573,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2017-11-24,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6573,6573,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-03-16,1,6150,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,6150,6150,True,True,2018-03-19,2018-03-26,280.0,297.0,369.0,0.2424242424242424,0.235167122018246,True,False,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,6922.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2018-03-16,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6150,6150,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-03-16,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6150,6150,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-03-16,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6150,6150,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-03-16,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,6150,6150,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-05-18,1,4190,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,False,True,False,4190,,True,False,2018-05-21,2018-05-28,115.0,113.5,129.0,0.1365638766519823,0.1299253015898378,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,6453.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2018-05-18,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,4190,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-05-18,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,4190,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-05-18,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,4190,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-05-18,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,4190,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-06-08,1,3090,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,3090,3090,True,True,2018-06-11,2018-06-19,94.8,95.9,88.1,-0.0813347236704902,-0.086701446202484,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,5490.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2018-06-08,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3090,3090,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-06-08,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3090,3090,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-06-08,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3090,3090,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-06-08,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,3090,3090,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-06-29,1,8163,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,8163,8163,True,True,2018-07-02,2018-07-09,82.0,82.0,74.7,-0.0890243902439024,-0.0943460004094206,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,5456.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2018-06-29,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,8163,8163,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-06-29,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,8163,8163,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-06-29,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,8163,8163,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-06-29,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,True,True,True,8163,8163,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-11-09,1,3563,True,4.0,2.0,402.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|pool_breadth_route,4.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,False,True,False,3563,,True,False,2018-11-12,2018-11-19,367.0,366.5,393.0,0.0723055934515688,0.0660413069033605,True,False,official_unadjusted_ohlcv_tpex_trading_stock,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,6169.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2018-11-09,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,3563,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-11-09,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,3563,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-11-09,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,3563,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2018-11-09,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,3563,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2019-05-24,1,2633,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,False,True,False,2633,,True,False,2019-05-27,2019-06-03,43.3,43.05,45.35,0.0534262485481997,0.0472726720767446,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,6086.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
2019-05-24,2,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2633,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2019-05-24,3,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2633,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2019-05-24,4,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2633,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2019-05-24,5,,False,,,,,,,shortfall_slot_explicit_no_proxy_fill,no candidate: do not backfill with Layer4 generic top5,False,True,False,2633,,,,,,,,,,,False,False,,,,,,,,not_applicable_shortfall_slot,shortfall_no_additional_consensus4_candidate,0.0,True,False,False,False,False,False,False,False,True,False
2019-09-12,1,3661,True,5.0,2.0,502.0,rs20_top3_risk_tiebreak|stable_strength,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,5.0,exact_multi_route_same_ticker_consensus_count_then_route_count_then_ticker,source variants: hybrid_pullback_base_mega_override|conservative_hurdle_route|pool_breadth_route|market_bias_pool_trend_route|dispersion_route,True,True,True,3661,3661,True,True,2019-09-16,2019-09-23,131.5,134.0,164.0,0.2238805970149253,0.216731097447103,True,False,official_unadjusted_ohlcv_twse_stock_day,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,6840.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,official_unadjusted_ohlc_diagnostic_only_adjusted_close_blocked,exact_consensus4_route_candidates_not_layer4_proxy_top5,0.0,True,False,False,False,False,False,False,False,True,False
