path,expected_sha256,actual_sha256,checksum_match,bytes
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_market_state_source_fill_20260711\compact\full_market_traded_value\p3_daily.csv.gz,a0cde35bd82d31862cc5b5f68ab64a56d9484c8c1f8a96a15e8a9449834d76d9,a0cde35bd82d31862cc5b5f68ab64a56d9484c8c1f8a96a15e8a9449834d76d9,True,126662
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_market_state_source_fill_20260711\compact\full_market_margin_balance\p3_daily.csv.gz,c12b6609f5ee05bcb468690e90212997b18a006404c704456f8c117d0a607810,c12b6609f5ee05bcb468690e90212997b18a006404c704456f8c117d0a607810,True,137550
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_market_state_source_fill_20260711\compact\global_market\p3_sox.csv.gz,8ca1ad9e5b8cf5c666ebe79ce954cb4a38df0f51151b54b26b2d216386b241f9,8ca1ad9e5b8cf5c666ebe79ce954cb4a38df0f51151b54b26b2d216386b241f9,True,10342
