snapshot_date,variant,ticker_count,selected_traded_value_5d,median_rank_5d,surge_exception_count,ky_tagged_count,total_market_traded_value_5d,turnover_share_5d,diagnostic_only
2015-02-26,top500_reference_only,500,476893498895.0,250.5,0,23,502967701310.0,0.9481592906520863,True
2015-02-26,turnover_share_80_reference,191,402397037329.0,96.0,0,7,502967701310.0,0.8000454826044305,True
2015-02-26,turnover_share_90_reference,338,452721674637.0,169.5,0,13,502967701310.0,0.9001008881044803,True
2015-03-06,top200_buffer100,300,456383547570.0,150.5,0,12,532811760760.0,0.8565568202154863,True
2015-03-06,top300_buffer100,400,484115952468.0,200.5,0,17,532811760760.0,0.9086059808016614,True
2015-03-06,top500_reference_only,500,500684944275.0,250.5,0,24,532811760760.0,0.9397032519718137,True
2015-03-06,turnover_share_80_reference,230,426652593359.0,115.5,0,8,532811760760.0,0.8007567114329925,True
2015-03-06,turnover_share_90_reference,380,479644084007.0,190.5,0,16,532811760760.0,0.9002130195527931,True
2015-03-13,top200_buffer100,300,475241730700.0,150.5,0,10,557329767242.0,0.8527119106732437,True
2015-03-13,top300_buffer100,400,503324211081.0,200.5,0,17,557329767242.0,0.9030994586414222,True
2015-03-13,top500_reference_only,500,520621439681.0,250.5,0,20,557329767242.0,0.9341353544730713,True
2015-03-13,turnover_share_80_reference,236,445917591835.0,118.5,0,8,557329767242.0,0.8000964923184816,True
2015-03-13,turnover_share_90_reference,393,501781104532.0,197.0,0,17,557329767242.0,0.900330709079316,True
2015-03-20,top200_buffer100,300,539536604445.0,150.5,0,14,636613232351.0,0.8475108229411161,True
2015-03-20,top300_buffer100,400,573040002847.0,200.5,0,19,636613232351.0,0.9001383787307949,True
2015-03-20,top500_reference_only,500,594283091083.0,250.5,0,26,636613232351.0,0.9335072865016085,True
2015-03-20,turnover_share_80_reference,240,509877600966.0,120.5,0,10,636613232351.0,0.8009220906122736,True
2015-03-20,turnover_share_90_reference,400,573040002847.0,200.5,0,19,636613232351.0,0.9001383787307949,True
2015-03-27,top200_buffer100,300,547005799514.0,150.5,0,14,641436252568.0,0.8527827938069509,True
2015-03-27,top300_buffer100,400,578761558287.0,200.5,0,18,641436252568.0,0.9022900654116743,True
2015-03-27,top500_reference_only,500,599303424169.0,250.5,0,24,641436252568.0,0.9343148625754772,True
2015-03-27,turnover_share_80_reference,229,513194165194.0,115.0,0,10,641436252568.0,0.8000704093967549,True
2015-03-27,turnover_share_90_reference,395,577476299569.0,198.0,0,18,641436252568.0,0.9002863453025374,True
2015-04-02,top200_buffer100,300,496775476251.0,150.5,0,15,582256172327.0,0.8531905711975977,True
2015-04-02,top300_buffer100,400,525289345095.0,200.5,0,20,582256172327.0,0.9021619178302038,True
2015-04-02,top500_reference_only,500,543202263451.0,250.5,0,25,582256172327.0,0.9329265867291365,True
2015-04-02,turnover_share_80_reference,229,466163269419.0,115.0,0,11,582256172327.0,0.800615419079145,True
2015-04-02,turnover_share_90_reference,395,524147408883.0,198.0,0,20,582256172327.0,0.9002006913696303,True
2015-04-10,top200_buffer100,300,469939205012.0,150.5,0,17,563020257986.0,0.8346754816479187,True
2015-04-10,top300_buffer100,400,502068213714.0,200.5,0,24,563020257986.0,0.8917409393224432,True
2015-04-10,top500_reference_only,500,521925065041.0,250.5,0,26,563020257986.0,0.927009388450776,True
2015-04-10,turnover_share_80_reference,258,450848352391.0,129.5,0,15,563020257986.0,0.8007675496504262,True
2015-04-10,turnover_share_90_reference,420,506765927671.0,210.5,0,25,563020257986.0,0.9000847136189568,True
2015-04-17,top200_buffer100,300,477458528424.0,150.5,0,18,570906048836.0,0.8363171653155071,True
2015-04-17,top300_buffer100,400,508153874086.0,200.5,0,21,570906048836.0,0.8900831846536866,True
2015-04-17,top500_reference_only,500,528249765210.0,250.5,0,26,570906048836.0,0.9252831815095139,True
2015-04-17,turnover_share_80_reference,251,457014216162.0,126.0,0,14,570906048836.0,0.8005068734055104,True
2015-04-17,turnover_share_90_reference,425,513961924548.0,213.0,0,23,570906048836.0,0.9002565756588122,True
2015-04-24,top200_buffer100,300,583028253220.0,150.5,0,16,673172356948.0,0.86609060399228,True
2015-04-24,top300_buffer100,400,612980753286.0,200.5,0,20,673172356948.0,0.9105851524639335,True
2015-04-24,top500_reference_only,500,632224216718.0,250.5,0,25,673172356948.0,0.9391713878216139,True
2015-04-24,turnover_share_80_reference,208,538732712052.0,104.5,0,11,673172356948.0,0.8002894154692912,True
2015-04-24,turnover_share_90_reference,372,605916660520.0,186.5,0,18,673172356948.0,0.9000914168060599,True
2015-04-30,top200_buffer100,300,625802047875.0,150.5,0,13,718208358492.0,0.8713377399129374,True
2015-04-30,top300_buffer100,400,657553444207.0,200.5,0,20,718208358492.0,0.915546911188342,True
2015-04-30,top500_reference_only,500,677352977976.0,250.5,0,26,718208358492.0,0.9431148634892209,True
2015-04-30,turnover_share_80_reference,201,574645351234.0,101.0,0,11,718208358492.0,0.8001095287174953,True
2015-04-30,turnover_share_90_reference,359,646457924478.0,180.0,0,18,718208358492.0,0.9000980242493248,True
2015-05-08,top200_buffer100,300,461378010560.0,150.5,0,18,541983116309.0,0.8512774598996092,True
2015-05-08,top300_buffer100,400,488672163347.0,200.5,0,22,541983116309.0,0.901637244117387,True
2015-05-08,top500_reference_only,500,506434765663.0,250.5,0,24,541983116309.0,0.9344105940271894,True
2015-05-08,turnover_share_80_reference,232,433934573262.0,116.5,0,12,541983116309.0,0.8006422344245158,True
2015-05-08,turnover_share_90_reference,396,487810468832.0,198.5,0,22,541983116309.0,0.9000473523125125,True
2015-05-15,top200_buffer100,300,452942198427.0,150.5,0,16,534793423748.0,0.8469479584334434,True
2015-05-15,top300_buffer100,400,479989630397.0,200.5,0,23,534793423748.0,0.8975234344376978,True
2015-05-15,top500_reference_only,500,497543566278.0,250.5,0,28,534793423748.0,0.9303472035820087,True
2015-05-15,turnover_share_80_reference,236,427908473244.0,118.5,0,12,534793423748.0,0.8001378742563497,True
2015-05-15,turnover_share_90_reference,407,481498842682.0,204.0,0,24,534793423748.0,0.9003454816394434,True
2015-05-22,top200_buffer100,300,492002516532.0,150.5,0,16,559559306563.0,0.8792678644807888,True
2015-05-22,top300_buffer100,400,516187813193.0,200.5,0,22,559559306563.0,0.9224899079305781,True
2015-05-22,top500_reference_only,500,530528625899.0,250.5,0,26,559559306563.0,0.9481186706690375,True
2015-05-22,turnover_share_80_reference,197,447836154620.0,99.0,0,9,559559306563.0,0.8003372464140738,True
