signal_date,branch_variant,selected_ticker,selected_name,ticker,name,market,timing_variant,entry_date,exit_date,entry_price,exit_price,gross_return_unadjusted,net_return_local_ep05_cost_unit_notional,path_ready,path_source_policy,source_quality,blocked_reason,selected_stock_adjusted_close_ready,diagnostic_unit_notional_twd,buy_cost_twd,sell_cost_twd,total_cost_twd,cost_model_version,cost_application_status,risk_adjusted_rs20_score,rs20_momentum_component,bias60_overheat_penalty_component,volatility_risk_penalty_component,low_base_bonus_component,quality_support_component,route_support_bonus_component,route_support_source_quality,score_formula,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2016-08-05,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2881,富邦金,2881,富邦金,TWSE,next_day_close_entry_fixed_5td_exit,2016-08-08,2016-08-15,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.32283479381618246,0.7625,0.6566687938736439,0.0771929824561403,0.19116570942352695,0.740418118466899,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-08-12,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,6525,捷敏-KY,6525,捷敏-KY,TWSE,next_day_close_entry_fixed_5td_exit,2016-08-15,2016-08-22,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.326371267276382,0.6625,0.3632887189292543,0.493006993006993,0.5615200764818356,0.7552083333333334,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-08-19,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,3105,穩懋,3105,穩懋,TPEx,next_day_close_entry_fixed_5td_exit,2016-08-22,2016-08-29,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.33164640419700103,0.6625,0.3961783439490446,0.2,0.37387028285733853,0.7371134020618557,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-08-26,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,4966,譜瑞-KY,4966,譜瑞-KY,TPEx,next_day_close_entry_fixed_5td_exit,2016-08-29,2016-09-05,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.35809809366604656,0.775,0.5696122059758424,0.1275862068965517,0.35846851480150765,0.7396551724137931,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-09-02,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,3036,文曄,3036,文曄,TWSE,next_day_close_entry_fixed_5td_exit,2016-09-05,2016-09-12,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3800793842443939,0.9375,0.7281429483088705,0.1245674740484429,0.15900233992767493,0.7517241379310344,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-09-09,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,6488,環球晶,6488,環球晶,TPEx,next_day_close_entry_fixed_5td_exit,2016-09-12,2016-09-21,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.30522783910854207,0.9625,0.91629392971246,0.4705882352941176,0.07433439829605964,0.7448275862068966,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-09-14,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,8299,群聯,8299,群聯,TPEx,next_day_close_entry_fixed_5td_exit,2016-09-19,2016-09-26,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.4141604388785625,0.8,0.2481857764876632,0.4526315789473684,0.553496369281647,0.7716262975778547,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-09-23,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,4736,泰博,4736,泰博,TPEx,next_day_close_entry_fixed_5td_exit,2016-09-26,2016-10-03,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3895605835770442,0.8,0.1965428937259923,0.5259515570934256,0.6136390311566369,0.36769759450171824,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-09-30,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,8299,群聯,8299,群聯,TPEx,next_day_close_entry_fixed_5td_exit,2016-10-03,2016-10-11,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.37949887239401137,0.775,0.3324808184143222,0.4375,0.4983492029185629,0.7286689419795223,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-10-07,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,5264,鎧勝-KY,5264,鎧勝-KY,TWSE,next_day_close_entry_fixed_5td_exit,2016-10-11,2016-10-18,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3624993080885914,0.75,0.2976266837716484,0.5034013605442177,0.7163900534943847,0.35016835016835013,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-10-14,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,6269,台郡,6269,台郡,TWSE,next_day_close_entry_fixed_5td_exit,2016-10-17,2016-10-24,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.32183466698408847,0.8125,0.6521739130434783,0.3461538461538461,0.2390512139428678,0.768166089965398,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-10-21,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2317,鴻海,2317,鴻海,TWSE,next_day_close_entry_fixed_5td_exit,2016-10-24,2016-10-31,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3007558802841774,0.7,0.6776859504132231,0.0457746478873239,0.222448729721457,0.7692307692307693,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-10-28,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,6548,長華科,6548,長華科,TPEx,next_day_close_entry_fixed_5td_exit,2016-10-31,2016-11-07,310.5,309.0,-0.0048309178743961,-0.0106448536057968,True,reused_existing_p1_selected_stock_unadjusted_ohlc_path,official_unadjusted_ohlcv_tpex_trading_stock,,False,1000000.0,1425.0,4403.0,5828.0,taiwan_standard_fee_tax_v1,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,0.3988315850815851,1.0,0.5,0.902097902097902,0.5,0.7760416666666667,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-11-04,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2317,鴻海,2317,鴻海,TWSE,next_day_close_entry_fixed_5td_exit,2016-11-07,2016-11-14,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3551868618748006,0.825,0.6484224082421121,0.1473684210526315,0.2668518915996916,0.7664359861591696,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-11-11,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,3023,信邦,3023,信邦,TWSE,next_day_close_entry_fixed_5td_exit,2016-11-14,2016-11-21,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.38112822970577964,0.9125,0.6613213598460551,0.2986111111111111,0.31182567792434757,0.7869415807560138,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-11-18,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2379,瑞昱,2379,瑞昱,TWSE,next_day_close_entry_fixed_5td_exit,2016-11-21,2016-11-28,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3765267060736479,0.7625,0.3403441682600382,0.4785714285714286,0.5271870046248631,0.797872340425532,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-11-25,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2034,允強,2034,允強,TWSE,next_day_close_entry_fixed_5td_exit,2016-11-28,2016-12-05,27.0,27.5,0.0185185185185186,0.0125686023103101,True,reused_existing_p1_selected_stock_unadjusted_ohlc_path,official_unadjusted_ohlcv_twse_stock_day,,False,1000000.0,1425.0,4507.0,5932.0,taiwan_standard_fee_tax_v1,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,0.33163630831643004,0.975,0.9521072796934866,0.2604166666666667,0.05821839080459769,0.7941176470588236,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-12-02,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,3293,鈊象,3293,鈊象,TPEx,next_day_close_entry_fixed_5td_exit,2016-12-05,2016-12-12,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3259151506845954,0.9875,0.8915971776779987,0.8458904109589042,0.4615317254183068,0.7893835616438356,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-12-09,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,4984,科納-KY,4984,科納-KY,TWSE,next_day_close_entry_fixed_5td_exit,2016-12-12,2016-12-19,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3312306515130401,0.9,0.5604325699745547,0.7862068965517242,0.4853870428578555,0.47758620689655173,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-12-16,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,1536,和大,1536,和大,TWSE,next_day_close_entry_fixed_5td_exit,2016-12-19,2016-12-26,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3447393518687143,0.6125,0.1709779179810725,0.5547703180212014,0.6694671225372599,0.7640845070422536,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-12-23,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,6230,尼得科超眾,6230,尼得科超眾,TWSE,next_day_close_entry_fixed_5td_exit,2016-12-26,2017-01-03,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.4626785787641004,0.8,0.1148264984227129,0.5176056338028169,0.8278428618137127,0.763986013986014,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2016-12-30,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,3514,昱晶,3514,昱晶,TWSE,next_day_close_entry_fixed_5td_exit,2017-01-03,2017-01-10,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.42872529050021957,0.875,0.1403286978508217,0.6713286713286714,0.6742916994937003,0.4359861591695502,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-01-06,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,9921,巨大,9921,巨大,TWSE,next_day_close_entry_fixed_5td_exit,2017-01-09,2017-01-16,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.30012125722697613,0.65,0.1847414880201765,0.7231833910034602,0.567958448149705,0.43127147766323026,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-01-13,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,4105,東洋,4105,東洋,TPEx,next_day_close_entry_fixed_5td_exit,2017-01-16,2017-01-23,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3874755054825918,0.6125,0.0533672172808132,0.4586206896551724,0.7629945561452027,0.7491467576791808,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-01-20,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,4943,康控-KY,4943,康控-KY,TWSE,next_day_close_entry_fixed_5td_exit,2017-01-23,2017-02-07,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.36887199601839127,0.95,0.5,0.9486301369863014,0.5,0.7525951557093427,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-01-24,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2492,華新科,2492,華新科,TWSE,next_day_close_entry_fixed_5td_exit,2017-02-02,2017-02-09,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.2791759135935165,0.9,0.8644918444165621,0.5910652920962199,0.1297941194889513,0.7517123287671232,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-02-03,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,3346,麗清,3346,麗清,TWSE,next_day_close_entry_fixed_5td_exit,2017-02-06,2017-02-13,77.1,96.0,0.245136186770428,0.2378631372502028,True,reused_existing_p1_selected_stock_unadjusted_ohlc_path,official_unadjusted_ohlcv_twse_stock_day,,False,1000000.0,1425.0,5509.0,6934.0,taiwan_standard_fee_tax_v1,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,0.39785265193374714,1.0,0.5,0.9721254355400696,0.5,0.7447916666666667,0.6984874173044445,same_date_route_support_score_available_for_candidate,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-02-10,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,3346,麗清,3346,麗清,TWSE,next_day_close_entry_fixed_5td_exit,2017-02-13,2017-02-20,96.0,84.2,-0.1229166666666666,-0.1280405368293751,True,reused_existing_p1_selected_stock_unadjusted_ohlc_path,official_unadjusted_ohlcv_twse_stock_day,,False,1000000.0,1425.0,3881.0,5306.0,taiwan_standard_fee_tax_v1,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,0.39302816901408455,1.0,0.5,0.9788732394366196,0.5,0.8186619718309859,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-02-17,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2723,美食-KY,2723,美食-KY,TWSE,next_day_close_entry_fixed_5td_exit,2017-02-20,2017-03-01,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.32537985805833725,0.975,0.8373831775700935,0.6338028169014085,0.19336583702907723,0.8151408450704226,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-02-24,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2723,美食-KY,2723,美食-KY,TWSE,next_day_close_entry_fixed_5td_exit,2017-03-01,2017-03-08,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3068738089287293,0.85,0.718125,0.5910652920962199,0.2821639718860313,0.8213058419243987,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-03-03,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2313,華通,2313,華通,TWSE,next_day_close_entry_fixed_5td_exit,2017-03-06,2017-03-13,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.4695589901198116,0.9625,0.3085571517801374,0.8566433566433567,0.8611492816989383,0.8304195804195805,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-03-10,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2360,致茂,2360,致茂,TWSE,next_day_close_entry_fixed_5td_exit,2017-03-13,2017-03-20,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3982886530698585,0.7,0.0181476846057571,0.9753521126760564,0.9918335419274094,0.744718309859155,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-03-17,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,3653,健策,3653,健策,TWSE,next_day_close_entry_fixed_5td_exit,2017-03-20,2017-03-27,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.44486956485167833,0.8,0.0049813200498132,0.9896551724137932,0.9977584059775841,0.7474226804123711,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-03-24,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,8044,網家,8044,網家,TPEx,next_day_close_entry_fixed_5td_exit,2017-03-27,2017-04-05,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.47758116627320546,0.8125,0.0813159528243327,0.2762237762237762,0.8832490910703201,0.359375,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-03-31,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2345,智邦,2345,智邦,TWSE,next_day_close_entry_fixed_5td_exit,2017-04-05,2017-04-12,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.5397934296062693,0.925,0.0068365444375388,0.6539792387543253,0.9969235550031076,0.7327586206896552,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-04-07,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,3653,健策,3653,健策,TWSE,next_day_close_entry_fixed_5td_exit,2017-04-10,2017-04-17,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.5053216529821968,0.925,0.0043505282784338,0.9484536082474226,0.9980422622747048,0.7363013698630136,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-04-14,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2345,智邦,2345,智邦,TWSE,next_day_close_entry_fixed_5td_exit,2017-04-17,2017-04-24,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.5352128314495221,0.925,0.0099937539038101,0.7054794520547946,0.9955028107432855,0.761986301369863,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-04-21,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2383,台光電,2383,台光電,TWSE,next_day_close_entry_fixed_5td_exit,2017-04-24,2017-05-02,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.4606251273916207,0.7125,0.006265664160401,0.5397923875432526,0.9971804511278196,0.7655172413793104,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-04-28,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2059,川湖,2059,川湖,TWSE,next_day_close_entry_fixed_5td_exit,2017-05-02,2017-05-09,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.45990210830449146,0.6625,0.0469043151969981,0.2852233676975945,0.9788930581613509,0.7747440273037542,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2017-05-05,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,3665,貿聯-KY,3665,貿聯-KY,TWSE,next_day_close_entry_fixed_5td_exit,2017-05-08,2017-05-15,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.46819233507369074,0.8125,0.1680199875078076,0.5335689045936396,0.9243910056214866,0.7614035087719299,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
