signal_date,branch_variant,selected_ticker,selected_name,ticker,name,market,timing_variant,entry_date,exit_date,entry_price,exit_price,gross_return_unadjusted,net_return_local_ep05_cost_unit_notional,path_ready,path_source_policy,source_quality,blocked_reason,selected_stock_adjusted_close_ready,diagnostic_unit_notional_twd,buy_cost_twd,sell_cost_twd,total_cost_twd,cost_model_version,cost_application_status,risk_adjusted_rs20_score,rs20_momentum_component,bias60_overheat_penalty_component,volatility_risk_penalty_component,low_base_bonus_component,quality_support_component,route_support_bonus_component,route_support_source_quality,score_formula,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2015-03-27,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,6269,台郡,6269,台郡,TWSE,next_day_close_entry_fixed_5td_exit,2015-03-30,2015-04-08,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.38742789259136373,0.825,0.5,0.1557093425605536,0.5,0.49828767123287676,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-04-02,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,6269,台郡,6269,台郡,TWSE,next_day_close_entry_fixed_5td_exit,2015-04-07,2015-04-14,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.41584080115507616,0.8875,0.5,0.1533101045296167,0.5,0.49828767123287676,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-04-10,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,6269,台郡,6269,台郡,TWSE,next_day_close_entry_fixed_5td_exit,2015-04-13,2015-04-20,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.322556966647919,0.925,0.9681219681219682,0.1584507042253521,0.28934511434511434,0.4982698961937716,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-04-17,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2354,鴻準,2354,鴻準,TWSE,next_day_close_entry_fixed_5td_exit,2015-04-20,2015-04-27,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3276328935801564,0.825,0.7349966284558328,0.195729537366548,0.3942515171948753,0.4982456140350877,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-04-24,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,8341,日友,8341,日友,TWSE,next_day_close_entry_fixed_5td_exit,2015-04-27,2015-05-05,95.0,91.9,-0.0326315789473683,-0.0382821963361111,True,reused_existing_p1_selected_stock_unadjusted_ohlc_path,official_unadjusted_ohlcv_twse_stock_day,,False,1000000.0,1425.0,4280.0,5705.0,taiwan_standard_fee_tax_v1,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,0.3792771009908819,1.0,0.5,0.8798586572438163,0.5,0.4982517482517482,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-04-30,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2823,中壽,2823,中壽,TWSE,next_day_close_entry_fixed_5td_exit,2015-05-04,2015-05-11,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.29635190391505684,0.9125,0.9417218543046356,0.3814432989690721,0.301225165562914,0.49828767123287676,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-05-08,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,1590,亞德客-KY,1590,亞德客-KY,TWSE,next_day_close_entry_fixed_5td_exit,2015-05-11,2015-05-18,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.39213053544423054,0.875,0.3181518151815181,0.6586206896551724,0.5818316831683168,0.49828178694158076,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-05-15,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,1590,亞德客-KY,1590,亞德客-KY,TWSE,next_day_close_entry_fixed_5td_exit,2015-05-18,2015-05-25,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3536676952643641,0.7875,0.3023715415019762,0.7344827586206897,0.5889328063241107,0.5773195876288659,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-05-22,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,6116,彩晶,6116,彩晶,TWSE,next_day_close_entry_fixed_5td_exit,2015-05-25,2015-06-01,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.37473760542053774,0.9875,0.5429326287978864,0.8384879725085911,0.48068031704095115,0.5753424657534247,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-05-29,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,3706,神達,3706,神達,TWSE,next_day_close_entry_fixed_5td_exit,2015-06-01,2015-06-08,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3434759356497162,0.9375,0.948060486522025,0.1223776223776223,0.29837278106508874,0.5766550522648084,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-06-05,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,1227,佳格,1227,佳格,TWSE,next_day_close_entry_fixed_5td_exit,2015-06-08,2015-06-15,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.34061541095890413,0.925,0.9125,0.1712328767123287,0.314375,0.5804794520547945,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-06-12,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2454,聯發科,2454,聯發科,TWSE,next_day_close_entry_fixed_5td_exit,2015-06-15,2015-06-23,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3394304952357584,0.8875,0.8690789473684211,0.1293706293706293,0.33391447368421057,0.5868055555555556,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-06-18,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,8431,匯鑽科,8431,匯鑽科,TPEx,next_day_close_entry_fixed_5td_exit,2015-06-22,2015-06-29,91.4,82.0,-0.1028446389496717,-0.1080850579373061,True,reused_existing_p1_selected_stock_unadjusted_ohlc_path,official_unadjusted_ohlcv_tpex_trading_stock,,False,1000000.0,1425.0,3969.0,5394.0,taiwan_standard_fee_tax_v1,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,0.36286347094618787,0.975,0.5,0.9757785467128028,0.5,0.5775862068965517,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-06-26,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2059,川湖,2059,川湖,TWSE,next_day_close_entry_fixed_5td_exit,2015-06-29,2015-07-06,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.35664437871922966,0.7875,0.5240289664252797,0.2847222222222222,0.48918696510862414,0.5882352941176471,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-07-03,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2474,可成,2474,可成,TWSE,next_day_close_entry_fixed_5td_exit,2015-07-06,2015-07-13,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.32080463112254454,0.9,0.9273560209424084,0.2256944444444444,0.3076897905759162,0.5986159169550174,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-07-09,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,6121,新普,6121,新普,TPEx,next_day_close_entry_fixed_5td_exit,2015-07-10,2015-07-17,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3553948681817016,0.85,0.6213910761154856,0.2696245733788396,0.3740777194517351,0.5901360544217686,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-07-17,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,1504,東元,1504,東元,TWSE,next_day_close_entry_fixed_5td_exit,2015-07-20,2015-07-27,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.39754511576813406,0.8625,0.4986876640419947,0.2798634812286689,0.5037123262069021,0.5915254237288137,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-07-24,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2615,萬海,2615,萬海,TWSE,next_day_close_entry_fixed_5td_exit,2015-07-27,2015-08-03,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3981668982693187,0.825,0.3623188405797101,0.5664335664335665,0.7358396832511578,0.5850694444444444,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-07-31,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,1504,東元,1504,東元,TWSE,next_day_close_entry_fixed_5td_exit,2015-08-03,2015-08-10,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.3886321646524738,0.9625,0.7906517445687953,0.1655172413793103,0.3798964294263261,0.5887372013651877,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-08-07,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,1504,東元,1504,東元,TWSE,next_day_close_entry_fixed_5td_exit,2015-08-10,2015-08-17,24.35,24.0,-0.0143737166324435,-0.020131136562981,True,reused_existing_p1_selected_stock_unadjusted_ohlc_path,official_unadjusted_ohlcv_twse_stock_day,,False,1000000.0,1425.0,4361.0,5786.0,taiwan_standard_fee_tax_v1,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,0.37045365263074204,0.9,0.7495042961004627,0.1952054794520548,0.42868453906301335,0.5918367346938775,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-08-14,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,6147,頎邦,6147,頎邦,TPEx,next_day_close_entry_fixed_5td_exit,2015-08-17,2015-08-24,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.4005295542868289,0.95,0.4145860709592641,0.8184931506849316,0.6240652548655423,0.5748299319727892,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-08-21,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,6147,頎邦,6147,頎邦,TPEx,next_day_close_entry_fixed_5td_exit,2015-08-24,2015-08-31,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.4007200025814531,0.8,0.1706036745406824,0.8888888888888888,0.8880629407305396,0.5815972222222222,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-08-28,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2409,友達,2409,友達,TWSE,next_day_close_entry_fixed_5td_exit,2015-08-31,2015-09-07,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.4358991427119242,0.8125,0.3121727748691099,0.363013698630137,0.8227126346747226,0.5787671232876712,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-09-04,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,5347,世界,5347,世界,TPEx,next_day_close_entry_fixed_5td_exit,2015-09-07,2015-09-14,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.39905963521573246,0.85,0.6522593320235757,0.0337837837837837,0.553322895103404,0.5827702702702703,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-09-11,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,3481,群創,3481,群創,TWSE,next_day_close_entry_fixed_5td_exit,2015-09-14,2015-09-21,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.4106285601954093,0.8125,0.3346405228758169,0.5085324232081911,0.7883006535947714,0.5833333333333333,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-09-18,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,3231,緯創,3231,緯創,TWSE,next_day_close_entry_fixed_5td_exit,2015-09-21,2015-09-29,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.4326856787042661,0.9875,0.4219160104986876,0.7275862068965517,0.6675452026829978,0.5807560137457045,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-09-25,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,5490,同亨,5490,同亨,TPEx,next_day_close_entry_fixed_5td_exit,2015-09-29,2015-10-06,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.40426462601166957,0.875,0.3498023715415019,0.8142857142857143,0.8293889328063242,0.5833333333333333,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
2015-10-02,risk_adjusted_rs20_top1_with_bias60_vol_lowbase_quality_route_support,2439,美律,2439,美律,TWSE,next_day_close_entry_fixed_5td_exit,2015-10-05,2015-10-13,,,,,False,missing_selected_stock_ohlc_path_needs_bounded_radar_fill,,,False,,,,,taiwan_standard_fee_tax_v1,,0.4352374220401589,0.825,0.1108196721311475,0.8482758620689655,0.9501311475409837,0.5839041095890412,0.5,route_support_unavailable_for_candidate_neutral_component,0.45*RS20_rank_pct - 0.18*BIAS60_percentile - 0.12*volatility_pctile + 0.12*low_base + 0.08*quality_support + 0.05*route_support_or_neutral,False,False,False,False,False,False,False,True,False
