field,status,blocked_reason,policy,next_owner,signal_date,entry_date,exit_date,ticker,name
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-07-31,2020-08-03,2020-08-10,2330,台積電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-08-07,2020-08-10,2020-08-17,2456,奇力新
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-08-14,2020-08-17,2020-08-24,1325,恆大
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-08-21,2020-08-24,2020-08-31,1476,儒鴻
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-08-28,2020-08-31,2020-09-07,2108,南帝
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-09-04,2020-09-07,2020-09-14,8924,大田
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-09-11,2020-09-14,2020-09-21,8454,富邦媒
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-09-18,2020-09-21,2020-09-28,3105,穩懋
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-09-25,2020-09-28,2020-10-07,2454,聯發科
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-09-30,2020-10-05,2020-10-13,2327,國巨*
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-10-08,2020-10-12,2020-10-19,3661,世芯-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-10-16,2020-10-19,2020-10-26,4736,泰博
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-10-23,2020-10-26,2020-11-02,6409,旭隼
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-10-30,2020-11-02,2020-11-09,5215,科嘉-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-11-13,2020-11-16,2020-11-23,3406,玉晶光
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-11-20,2020-11-23,2020-11-30,2327,國巨*
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-11-27,2020-11-30,2020-12-07,6278,台表科
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-12-11,2020-12-14,2020-12-21,2308,台達電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-12-18,2020-12-21,2020-12-28,2308,台達電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-12-25,2020-12-28,2021-01-05,6116,彩晶
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2020-12-31,2021-01-04,2021-01-11,3605,宏致
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-01-08,2021-01-11,2021-01-18,3023,信邦
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-01-22,2021-01-25,2021-02-01,2458,義隆
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-01-29,2021-02-01,2021-02-17,3653,健策
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-02-05,2021-02-17,2021-02-24,3669,圓展
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-02-19,2021-02-22,2021-03-02,6202,盛群
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-02-26,2021-03-02,2021-03-09,6202,盛群
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-03-05,2021-03-08,2021-03-15,6191,精成科
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-03-12,2021-03-15,2021-03-22,1513,中興電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-04-01,2021-04-07,2021-04-14,3218,大學光
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-04-16,2021-04-19,2021-04-26,6187,萬潤
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-04-23,2021-04-26,2021-05-04,6781,AES-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-04-29,2021-05-03,2021-05-10,3035,智原
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-05-07,2021-05-10,2021-05-17,2887,台新新光金
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-05-14,2021-05-17,2021-05-24,2887,台新新光金
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-06-04,2021-06-07,2021-06-15,3661,世芯-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-06-11,2021-06-15,2021-06-22,3552,同致
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-06-18,2021-06-21,2021-06-28,3661,世芯-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-07-02,2021-07-05,2021-07-12,3443,創意
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-07-09,2021-07-12,2021-07-19,3323,加百裕
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-07-23,2021-07-26,2021-08-02,5299,杰力
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-07-30,2021-08-02,2021-08-09,2441,超豐
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-08-06,2021-08-09,2021-08-16,6257,矽格
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-08-13,2021-08-16,2021-08-23,3481,群創
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-08-20,2021-08-23,2021-08-30,9921,巨大
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-08-27,2021-08-30,2021-09-06,2603,長榮
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-09-03,2021-09-06,2021-09-13,6491,晶碩
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-09-10,2021-09-13,2021-09-22,2338,光罩
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-09-17,2021-09-22,2021-09-29,2338,光罩
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-09-24,2021-09-27,2021-10-04,2377,微星
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-10-01,2021-10-04,2021-10-12,1102,亞泥
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-10-08,2021-10-12,2021-10-19,2357,華碩
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-10-15,2021-10-18,2021-10-25,3293,鈊象
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-10-22,2021-10-25,2021-11-01,3293,鈊象
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-10-29,2021-11-01,2021-11-08,9945,潤泰新
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-11-05,2021-11-08,2021-11-15,6788,華景電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-11-12,2021-11-15,2021-11-22,2603,長榮
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-11-19,2021-11-22,2021-11-29,2609,陽明
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-11-26,2021-11-29,2021-12-06,2345,智邦
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-12-03,2021-12-06,2021-12-13,2344,華邦電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-12-10,2021-12-13,2021-12-20,6274,台燿
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-12-17,2021-12-20,2021-12-27,2023,燁輝
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-12-24,2021-12-27,2022-01-04,2606,裕民
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2021-12-30,2022-01-03,2022-01-10,8155,博智
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-01-07,2022-01-10,2022-01-17,2614,東森
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-01-14,2022-01-17,2022-01-24,2915,潤泰全
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-01-21,2022-01-24,2022-02-09,2915,潤泰全
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-01-26,2022-02-07,2022-02-14,2345,智邦
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-02-11,2022-02-14,2022-02-21,9945,潤泰新
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-02-18,2022-02-21,2022-03-01,5309,系統電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-02-25,2022-03-01,2022-03-08,2481,強茂
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-03-04,2022-03-07,2022-03-14,2605,新興
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-03-11,2022-03-14,2022-03-21,1802,台玻
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-03-18,2022-03-21,2022-03-28,1802,台玻
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-03-25,2022-03-28,2022-04-06,1802,台玻
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-04-01,2022-04-06,2022-04-13,4927,泰鼎-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-04-08,2022-04-11,2022-04-18,4927,泰鼎-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-04-15,2022-04-18,2022-04-25,4927,泰鼎-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-04-22,2022-04-25,2022-05-03,6770,力積電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-04-29,2022-05-03,2022-05-10,2345,智邦
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-05-06,2022-05-09,2022-05-16,2615,萬海
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-05-13,2022-05-16,2022-05-23,2344,華邦電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-05-20,2022-05-23,2022-05-30,4966,譜瑞-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-05-27,2022-05-30,2022-06-07,3169,亞信
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-06-02,2022-06-06,2022-06-13,6781,AES-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-06-10,2022-06-13,2022-06-20,8454,富邦媒
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-06-17,2022-06-20,2022-06-27,3406,玉晶光
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-06-24,2022-06-27,2022-07-04,5274,信驊
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-07-01,2022-07-04,2022-07-11,1102,亞泥
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-07-08,2022-07-11,2022-07-18,1102,亞泥
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-07-22,2022-07-25,2022-08-01,2637,慧洋-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-07-29,2022-08-01,2022-08-08,2603,長榮
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-08-05,2022-08-08,2022-08-15,2351,順德
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-08-12,2022-08-15,2022-08-22,2603,長榮
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-08-19,2022-08-22,2022-08-29,1605,華新
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-08-26,2022-08-29,2022-09-05,8046,南電
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-09-02,2022-09-05,2022-09-13,6469,大樹
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-09-08,2022-09-12,2022-09-19,3035,智原
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-09-16,2022-09-19,2022-09-26,3289,宜特
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-09-23,2022-09-26,2022-10-03,2606,裕民
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-09-30,2022-10-03,2022-10-11,3293,鈊象
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-10-07,2022-10-11,2022-10-18,2609,陽明
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-10-14,2022-10-17,2022-10-24,3293,鈊象
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-10-21,2022-10-24,2022-10-31,2915,潤泰全
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-10-28,2022-10-31,2022-11-07,3035,智原
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-11-04,2022-11-07,2022-11-14,3189,景碩
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-11-11,2022-11-14,2022-11-21,8050,廣積
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-11-18,2022-11-21,2022-11-28,6781,AES-KY
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-12-02,2022-12-05,2022-12-12,3081,聯亞
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-12-09,2022-12-12,2022-12-19,3081,聯亞
new_rs20_selected_stock_ohlc_path,blocked,selected ticker/date not present in existing P1 selected-stock OHLC paths,bounded Radar/Data selected-ticker-only OHLC gap fill required,Radar/Data,2022-12-16,2022-12-19,2022-12-26,3081,聯亞
