signal_date,signal_family,variant,route_or_mode,ticker,executable_ticker,name,path_bucket,timing_variant,entry_date,exit_date,entry_price_kind,exit_price_kind,entry_price,exit_price,gross_return,net_return_local_ep05_cost_unit_notional,entry_ready,exit_ready,path_ready,source_quality,blocked_reason,adjusted_close_ready,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage,radar_entry_ready,radar_exit_ready,radar_path_ready,radar_blocked_reason,radar_adjusted_close_ready,entry_open,entry_close,exit_close,gross_return_unadjusted,price_path_ready,entry_source_route,exit_source_route,entry_adjustment_policy,exit_adjustment_policy,formal_portfolio_replay,diagnostic_unit_notional_twd,diagnostic_share_qty,buy_gross_twd,sell_gross_twd,buy_cost_twd,sell_cost_twd,total_cost_twd,cost_application_status,source_map_role
2016-09-23,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,3272,3272,東碩,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-09-26,2016-10-03,close,close,52.4,54.6,,0.0358972699716051,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,54.7,52.4,54.6,0.0419847328244276,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,19083.0,999949.2,1041931.8,1425.0,4611.0,6036.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-09-30,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,8436,8436,大江,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-10-03,2016-10-11,close,close,176.5,176.0,,-0.0086582658999947,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,177.0,176.5,176.0,-0.0028328611898017,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,5665.0,999872.5,997040.0,1425.0,4412.0,5837.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-10-07,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,3588,3588,通嘉,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-10-11,2016-10-18,close,close,38.8,36.35,,-0.0686175914259127,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,42.0,38.8,36.35,-0.0631443298969071,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,25773.0,999992.4,936848.55,1425.0,4146.0,5571.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-10-14,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,3514,3514,昱晶,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-10-17,2016-10-24,close,close,24.55,23.1,,-0.064560164881843,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,23.85,24.55,23.1,-0.0590631364562117,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,40733.0,999995.15,940932.3,1425.0,4164.0,5589.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-10-21,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,3546,3546,宇峻,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-10-24,2016-10-31,close,close,88.0,85.3,,-0.0363443445922531,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,82.7,88.0,85.3,-0.0306818181818182,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,11363.0,999944.0,969263.9,1425.0,4289.0,5714.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-10-28,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,6548,6548,長華科,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-10-31,2016-11-07,close,close,310.5,309.0,,-0.0106448536057968,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,310.0,310.5,309.0,-0.0048309178743961,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,3220.0,999810.0,994980.0,1425.0,4403.0,5828.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-11-04,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,1569,1569,濱川,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-11-07,2016-11-14,close,close,27.65,28.35,,0.019326854433662,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,26.95,27.65,28.35,0.0253164556962026,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,36166.0,999989.9,1025306.1,1425.0,4537.0,5962.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-11-11,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,2029,2029,盛餘,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-11-14,2016-11-21,close,close,34.1,36.75,,0.0714167309511862,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,34.5,34.1,36.75,0.0777126099706744,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,29325.0,999982.5,1077693.75,1425.0,4769.0,6194.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-11-18,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,6220,6220,岳豐,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-11-21,2016-11-28,close,close,47.45,51.9,,0.0873931468804794,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,46.4,47.45,51.9,0.0937829293993677,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,21074.0,999961.3,1093740.6,1425.0,4840.0,6265.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-11-25,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,2014,2014,中鴻,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-11-28,2016-12-05,close,close,10.8,10.15,,-0.0656746339642583,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,10.45,10.8,10.15,-0.0601851851851852,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,92592.0,999993.6,939808.8,1425.0,4158.0,5583.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-12-02,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,2612,2612,中航,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-12-05,2016-12-12,close,close,30.15,27.15,,-0.1047622799471605,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,31.15,30.15,27.15,-0.099502487562189,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,33167.0,999985.05,900484.0499999999,1425.0,3984.0,5409.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-12-09,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,6220,6220,岳豐,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-12-12,2016-12-19,close,close,54.4,47.6,,-0.130111688987621,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,54.9,54.4,47.6,-0.125,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,18382.0,999980.8,874983.2000000001,1425.0,3872.0,5297.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-12-16,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,3293,3293,鈊象,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-12-19,2016-12-26,close,close,215.0,198.5,,-0.082138327724463,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,214.0,215.0,198.5,-0.0767441860465116,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,4651.0,999965.0,923223.5,1425.0,4086.0,5511.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-12-23,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,3455,3455,由田,ordinary_stock,next_day_close_entry_fixed_5td_exit,2016-12-26,2017-01-03,close,close,44.65,46.0,,0.0242165418555343,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,45.75,44.65,46.0,0.0302351623740202,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,22396.0,999981.4,1030216.0,1425.0,4559.0,5984.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2016-12-30,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,2467,2467,志聖,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-01-03,2017-01-10,close,close,21.0,20.8,,-0.0153089999840226,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,20.7,21.0,20.8,-0.0095238095238094,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,47619.0,999999.0,990475.2,1425.0,4382.0,5807.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-01-06,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,4725,4725,信昌化,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-01-09,2017-01-16,close,close,23.5,22.25,,-0.058721835632484,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,24.55,23.5,22.25,-0.0531914893617021,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,42553.0,999995.5,946804.25,1425.0,4189.0,5614.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-01-13,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,3529,3529,力旺,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-01-16,2017-01-23,close,close,425.0,397.5,,-0.0701691467936832,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,442.5,425.0,397.5,-0.0647058823529411,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,2352.0,999600.0,934920.0,1424.0,4137.0,5561.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-01-20,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,6220,6220,岳豐,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-01-23,2017-02-07,close,close,61.6,67.3,,0.0861504019761571,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,61.9,61.6,67.3,0.0925324675324674,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,16233.0,999952.8,1092480.9,1425.0,4834.0,6259.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-01-24,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,8183,8183,精星,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-02-02,2017-02-09,close,close,20.2,23.8,,0.1713345379066109,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,18.5,20.2,23.8,0.1782178217821783,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,49504.0,999980.8,1178195.2,1425.0,5214.0,6639.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-02-03,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,3346,3346,麗清,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-02-06,2017-02-13,close,close,77.1,96.0,,0.2378631372502028,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,79.5,77.1,96.0,0.245136186770428,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,12970.0,999987.0,1245120.0,1425.0,5509.0,6934.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-02-10,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,3346,3346,麗清,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-02-13,2017-02-20,close,close,96.0,84.2,,-0.1280405368293751,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,90.9,96.0,84.2,-0.1229166666666666,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,10416.0,999936.0,877027.2000000001,1425.0,3881.0,5306.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-02-17,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,2340,2340,台亞,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-02-20,2017-03-01,close,close,16.9,17.3,,0.0176883727214365,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,17.5,16.9,17.3,0.0236686390532545,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,59171.0,999989.9,1023658.3,1425.0,4530.0,5955.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-02-24,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,3563,3563,牧德,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-03-01,2017-03-08,close,close,80.6,83.6,,0.0311619749605681,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,81.0,80.6,83.6,0.0372208436724565,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,12406.0,999923.6,1037141.6,1425.0,4589.0,6014.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-03-03,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,3092,3092,鴻碩,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-03-06,2017-03-13,close,close,51.8,52.1,,-8.338126507852817e-05,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,52.0,51.8,52.1,0.0057915057915058,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,19305.0,999999.0,1005790.5,1425.0,4450.0,5875.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-03-10,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,5014,5014,建錩,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-03-13,2017-03-20,close,close,23.35,23.5,,0.0005451302216139,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,22.75,23.35,23.5,0.006423982869379,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,42826.0,999987.1,1006411.0,1425.0,4453.0,5878.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-03-17,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,6205,6205,詮欣,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-03-20,2017-03-27,close,close,39.55,38.8,,-0.0246942502510467,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,41.1,39.55,38.8,-0.0189633375474083,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,25284.0,999982.2,981019.2,1425.0,4341.0,5766.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-03-24,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,2344,2344,華邦電,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-03-27,2017-04-05,close,close,15.3,17.5,,0.1371094199753009,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,14.8,15.3,17.5,0.1437908496732025,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,65359.0,999992.7,1143782.5,1425.0,5061.0,6486.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-03-31,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,4943,4943,康控-KY,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-04-05,2017-04-12,close,close,132.5,115.5,,-0.1333939150341646,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,132.0,132.5,115.5,-0.1283018867924528,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,7547.0,999977.5,871678.5,1425.0,3857.0,5282.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-04-07,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,5014,5014,建錩,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-04-10,2017-04-17,close,close,23.9,18.3,,-0.238782359016637,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,25.85,23.9,18.3,-0.2343096234309623,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,41841.0,999999.9,765690.3,1425.0,3388.0,4813.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-04-14,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,3362,3362,先進光,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-04-17,2017-04-24,close,close,61.1,62.0,,0.0088021860865862,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,59.1,61.1,62.0,0.0147299509001637,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,16366.0,999962.6,1014692.0,1425.0,4490.0,5915.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-04-21,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,4968,4968,立積,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-04-24,2017-05-02,close,close,97.0,112.0,,0.1478942438471017,False,False,True,official_unadjusted_ohlcv_twse_stock_day,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,97.7,97.0,112.0,0.1546391752577318,True,TWSE_STOCK_DAY,TWSE_STOCK_DAY,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,10309.0,999973.0,1154608.0,1425.0,5109.0,6534.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
2017-04-28,legacy_rs20,dynamic80_top3_rs20_risk_tiebreak_proxy,top3_by_RS20_then_layer4_risk_aware_score,1569,1569,濱川,ordinary_stock,next_day_close_entry_fixed_5td_exit,2017-05-02,2017-05-09,close,close,38.8,37.6,,-0.0365887391211695,False,False,True,official_unadjusted_ohlcv_tpex_trading_stock,,False,True,False,False,False,False,False,False,True,False,True,True,True,,False,39.1,38.8,37.6,-0.0309278350515462,True,TPEX_TRADING_STOCK,TPEX_TRADING_STOCK,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,False,1000000,25773.0,999992.4,969064.8,1425.0,4288.0,5713.0,applied_local_ep05_cost_model_to_unadjusted_ohlc_unit_notional,old_rs20_dynamic80_top3_risk_tiebreak_existing_unadjusted_path
