signal_date,score_variant,integrated_rank,ticker,name,market,integrated_score,route_support_base_score,low_base_score,price_position_low_base,stock_specific_bias_score,recent_runup_penalty,recent_runup_inverse,improving_rs_score,liquidity_improvement,quality_support,overheat_veto_flag,overheat_inverse,quality_component,rs_component,liquidity_component,bias_health_component,route_support_component,risk_inverse_component,pool_persistence_component_proxy,route_support_variant_count,route_support_variant_flags,route_support_mode_flags,layer1_quality_floor_risk_pctile_by_week,layer1_pass_bottom30,RS20,RS40,RS60,RS30_proxy,traded_value_rank_5d,traded_value_rank_20d,traded_value_rank_60d,BIAS20,BIAS60,BIAS120,BIAS20_percentile,BIAS60_percentile,BIAS120_percentile,volatility_pctile_by_week,exhaustion_risk_score,breakdown_risk_score,low_base_component_source_quality
2018-03-16,low_base_quality,66,1723,中碳,TWSE,0.4169947883211711,0.25481462293231316,0.3582827564140144,0.06285714285714286,0.061166051660516474,0.919145783892366,0.08085421610763399,0.82325,0.2923857868020304,0.9268166089965398,True,0.30000000000000004,0.9268166089965398,0.11617879746835444,0.25,0.1538700594262794,0.0,0.8209183049696698,1.0,0.0,,,0.2231833910034602,True,0.1405143634378471,0.2223716944513081,0.2536990109488901,0.1814430289445776,163.0,138.0,197.0,0.0787122872071465,0.1715174812374154,0.2367946405565575,0.894576477757465,0.9415744157441576,0.9330440173589584,0.4325259515570934,0.1163267801213212,0.0,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,67,2376,技嘉,TWSE,0.41665755482379574,0.3207611048938843,0.41730678862205006,0.1947936507936509,0.2283247232472323,0.5646779690827111,0.43532203091728894,0.482,0.5045127118644068,0.5652249134948097,False,1.0,0.5652249134948097,0.36673259493670884,0.51875,0.2557955435353499,0.0,0.9453128350293883,1.0,0.0,,,0.5847750865051903,True,0.0277087376999822,0.0959489302236658,0.3484711182053917,0.0618288339618239,51.0,47.0,59.0,-0.0048963133640553,0.0807429130009774,0.2870480314777303,0.1834247410115783,0.8487084870848709,0.9510229386236826,0.7197231833910035,0.0735753265491132,0.1451733333333333,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,68,2027,大成鋼,TWSE,0.4104535214158171,0.2408216562844033,0.37979850930629666,0.07265306122448972,0.03681180811808138,0.9422725100503181,0.05772748994968191,0.9126249999999999,0.36812500000000004,0.9268166089965398,True,0.30000000000000004,0.9268166089965398,0.07246835443037974,0.3,0.10593121558358387,0.0,0.7754433578359581,1.0,0.0,,,0.2231833910034602,True,0.316510067056855,0.1376942750964693,0.4420349162986843,0.2271021710766621,76.0,70.0,100.0,0.0935578469397408,0.2118670720201278,0.3459859113931418,0.9244363193174894,0.9551045510455104,0.9615623062616244,0.8927335640138409,0.1690837115133105,0.1291428571428571,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,69,3006,晶豪科,TWSE,0.41030072547330954,0.3233551563716307,0.39387591858473636,0.17695164421575638,0.3013874538745386,0.7930358330904742,0.2069641669095258,0.639375,0.30515625,0.5652249134948097,False,1.0,0.5652249134948097,0.4190664556962025,0.2875,0.4718224407961542,0.0,0.8923927483607821,1.0,0.0,,,0.5847750865051903,True,0.116737731199163,0.0408171700893591,0.0203559947300568,0.078777450644261,69.0,103.0,160.0,0.0553454795462358,0.0618346719956957,0.0375321529824822,0.8238878732480195,0.8081180811808119,0.6602603843769373,0.657439446366782,0.302963471031951,0.1274655355249205,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,70,3624,光頡,TPEx,0.4078740110568416,0.28781743167895707,0.2998951149835539,0.21966205837173594,0.06227306273062727,0.7865404999544952,0.21345950004550485,0.29512499999999997,0.3036144578313253,0.9268166089965398,True,5.551115123125783e-17,0.9268166089965398,0.3566455696202532,0.25,0.33466216361473716,0.0,0.5445036707814896,1.0,0.0,,,0.2231833910034602,True,-0.0176730102910938,0.1830859801655937,0.5864616194617014,0.0827064849372499,236.0,108.0,166.0,0.0245561012466943,0.169368747844084,0.3645740737634804,0.5886654478976234,0.940959409594096,0.9683818970861748,0.9411764705882352,0.213598220099848,0.4083870967741935,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,71,3376,新日興,TWSE,0.406911696263233,0.31237936515233694,0.39830979015401297,0.12863327149041448,0.2559999999999999,0.5432390808531988,0.45676091914680117,0.5562499999999999,0.3148026315789474,0.5652249134948097,False,1.0,0.5652249134948097,0.3927610759493671,0.25,0.41037218043171714,0.0,0.9272286714150901,1.0,0.0,,,0.5847750865051903,True,0.0588242617187622,0.0812324539449789,0.0986302964932024,0.0700283578318705,278.0,137.0,228.0,-0.0014249073810202,0.073573266881817,0.0719639415477804,0.2120658135283363,0.8333333333333334,0.7631742095474272,0.5397923875432526,0.154461937716263,0.1366233766233766,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,72,6202,盛群,TWSE,0.4046948990167425,0.3203859571621499,0.35492233748948454,0.08263806118394915,0.2305387453874539,0.6879158054544512,0.3120841945455488,0.53,0.278125,0.5652249134948097,False,1.0,0.5652249134948097,0.3618275316455696,0.25,0.5159677907229695,0.0,0.957509836760484,1.0,0.0,,,0.5847750865051903,True,0.0706614594293548,0.1259990059733564,0.0210511818958323,0.0983302327013556,154.0,110.0,144.0,0.0166092134127231,0.0797736602685009,0.1334070925289699,0.4868982327848872,0.8474784747847478,0.8654680719156851,0.328719723183391,0.0392812727435232,0.1306793802145411,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,73,3299,帛漢,TPEx,0.392179367997948,0.30195300785130597,0.3391023285307697,0.06285714285714286,0.21504059040590406,0.8694810465894872,0.13051895341051278,0.621875,0.2745358090185676,0.5652249134948097,False,1.0,0.5652249134948097,0.4028481012658228,0.1875,0.2853055309092631,0.0,0.9798361929811177,0.75,0.0,,,0.5847750865051903,True,0.0933431083151576,0.0528987808349099,0.0399655964182656,0.0731209445750337,133.0,294.0,377.0,0.0800526854968532,0.0859062706918116,0.0982415238473177,0.898842169408897,0.8560885608856088,0.8171109733415995,0.1833910034602076,0.0767998063887826,0.0038554216867469,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,74,4919,新唐,TWSE,0.38829796232347774,0.29452580970940834,0.349302276697773,0.11482485074611926,0.16743911439114378,0.8144316128748342,0.18556838712516577,0.625,0.2684873949579832,0.5652249134948097,False,1.0,0.5652249134948097,0.2892009493670886,0.29375,0.3643502609991616,0.0,0.9529425198882789,1.0,0.0,,,0.5847750865051903,True,0.0739458787619022,0.1277563098359233,0.0975684685913169,0.1008510942989127,67.0,96.0,119.0,0.0424764019988895,0.1034381428151629,0.098876979917328,0.7525898842169408,0.8825338253382534,0.8183508989460633,0.4844290657439446,0.061554561907119,0.1266753585397653,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,75,2888,新光金,TWSE,0.3708129304041279,0.2635896113124048,0.4022947738775421,0.06285714285714286,0.084413284132841,0.9188179922104738,0.08118200778952622,0.9044999999999999,0.8111607142857143,0.5652249134948097,True,0.30000000000000004,0.5652249134948097,0.10083069620253164,0.771875,0.15641450905907214,0.0,0.7839335818042523,1.0,0.0,,,0.5847750865051903,True,0.2412363595579092,0.1482976203772339,0.1758509732092534,0.1947669899675715,18.0,16.0,42.0,0.082463243128063,0.1561044438712809,0.2320826562537895,0.9061547836684948,0.928659286592866,0.930564166150031,0.7439446366782007,0.1442656727829906,0.12,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,76,3044,健鼎,TWSE,0.35834043115520237,0.2553813733284695,0.3608537261200975,0.17712711530893335,0.16411808118081173,0.8776594906067454,0.12234050939325458,0.765625,0.2732142857142857,0.5652249134948097,True,0.65,0.5652249134948097,0.2391613924050633,0.25,0.30801597014973914,0.0,0.793541720691683,1.0,0.0,,,0.5847750865051903,True,0.1252798973676963,0.1034499185527881,0.1126507587895269,0.1143649079602422,209.0,154.0,196.0,0.090779346551812,0.1040792460617733,0.0605697671537247,0.919561243144424,0.8843788437884379,0.7340359578425294,0.3667820069204152,0.105833117233268,0.12,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,77,5255,美桀,TPEx,0.3555671251699121,0.23653180954016373,0.41182285024261833,0.3447390932420872,0.11873062730627304,0.7978762596788498,0.2021237403211502,0.880625,0.3470647773279352,0.5652249134948097,True,0.30000000000000004,0.5652249134948097,0.1607990506329114,0.1875,0.37943269206252633,0.0,0.7596353238153986,0.75,0.0,,,0.5847750865051903,True,0.2206674676004676,0.117790021144535,0.1187381965316409,0.1692287443725013,168.0,113.0,247.0,0.0344517405774939,0.1252446183953033,0.1111737376502702,0.6861669713589275,0.9095940959409594,0.8350898946063237,0.8304498269896193,0.1969078065348127,0.1645508982035928,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,78,2856,元富證,TWSE,0.32733606648742075,0.21516712405923205,0.3129332227989743,0.06285714285714286,0.11208856088560892,0.9201484562841743,0.0798515437158257,0.78875,0.291386925795053,0.5652249134948097,True,0.30000000000000004,0.5652249134948097,0.2110363924050633,0.0,0.17404346600534884,0.0,0.8252750635683628,0.0,0.0,,,0.5847750865051903,True,0.1490516677458015,0.1222572779753357,0.1054312341281418,0.1356544728605686,244.0,399.0,566.0,0.1033649887467751,0.1293826790530416,0.1547852731364009,0.9366240097501524,0.9132841328413284,0.889026658400496,0.1487889273356401,0.0988997457265489,0.0,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,79,3527,聚積,TPEx,0.3255041212364514,0.2101091041429961,0.32135890323814126,0.06285714285714286,0.055630996309963154,0.9258269353033013,0.07417306469669871,0.863875,0.32518248175182485,0.5652249134948097,True,0.30000000000000004,0.5652249134948097,0.1100870253164557,0.1875,0.149530596767924,0.0,0.8155512337785966,0.75,0.0,,,0.5847750865051903,True,0.162665518282729,0.217770467457443,0.1841384109223405,0.190217992870086,293.0,304.0,548.0,0.0851987971934513,0.1767547461475292,0.2148111208078793,0.91102985984156,0.9446494464944648,0.9200247985120892,0.6055363321799307,0.137401460949574,0.0003936039360393,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-03-16,low_base_quality,80,1786,科妍,TWSE,0.274806088015384,0.1470035644890975,0.30123289944101334,0.06285714285714286,0.0,0.9929755976729584,0.007024402327041601,0.928875,0.3357236842105263,0.5652249134948097,True,5.551115123125783e-17,0.5652249134948097,0.025158227848101268,0.0625,0.014765184413258137,0.0,0.6476909094055869,0.25,0.0,,,0.5847750865051903,True,0.4828507034679139,0.5061712282508419,0.747005400021747,0.4945109658593779,90.0,193.0,380.0,0.3167900740444266,0.5415853182350645,0.5940566075826705,0.9932967702620352,0.9932349323493236,0.991320520768754,0.9550173010380624,0.2053925185338086,0.0038438438438438,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
2018-06-08,low_base_quality,1,3090,日電貿,TWSE,0.6614824992207804,0.6627088815744812,0.4745349537644976,0.20149393090569528,0.015268292682927176,0.7565824201768676,0.2434175798231324,0.9207500000000001,0.7570108695652173,0.8538327526132404,True,0.30000000000000004,0.8538327526132404,0.034374999999999996,0.6375,0.3551837284003057,1.0,0.7598519456093883,1.0,5.0,conservative_hurdle_route|dispersion_route|hybrid_pullback_base_mega_override|market_bias_pool_trend_route|pool_breadth_route,rs20_top3_risk_tiebreak|stable_strength,0.2961672473867596,True,0.2245056004667309,0.5455982660386267,0.9958067045945967,0.3850519332526788,101.0,15.0,23.0,0.0138498160571306,0.2891686444467372,0.7007631047548463,0.4912174439733495,0.9670731707317072,0.9913686806411838,0.8846153846153846,0.2145530018761725,0.1460392156862744,PIT Layer4 existing fields; no new hard filter; drawdown/BIAS/liquidity/quality are diagnostic components
