ticker,name,market,recent_5d_traded_value,observed_days,eligible_for_layer0_estimate,is_ky_name,recent_5d_traded_value_share,traded_value_rank,cumulative_traded_value_share,source_quality,diagnostic_only
2464,盟立,TWSE,23294178302,5,True,False,0.003301203599796332,61,0.6740773746245204,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2375,凱美,TWSE,21214267993,5,True,False,0.003006442938557005,62,0.6770838175630775,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6446,藥華藥,TWSE,21121704595,5,True,False,0.0029933250419424354,63,0.6800771426050198,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6442,光聖,TWSE,21025604880,5,True,False,0.002979705985670759,64,0.6830568485906906,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3081,聯亞,TPEx,20504365835,5,True,False,0.0029058370477155334,65,0.6859626856384061,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3260,威剛,TPEx,20502932083,5,True,False,0.002905633859296425,66,0.6888683194977026,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6531,愛普*,TWSE,20189627587,5,True,False,0.0028612329829650726,67,0.6917295524806676,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
5328,華容,TPEx,19611001329,5,True,False,0.0027792312458322253,68,0.6945087837264998,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3374,精材,TPEx,19505951680,5,True,False,0.002764343823106249,69,0.697273127549606,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2484,希華,TWSE,19256980659,5,True,False,0.0027290601560837637,70,0.7000021877056898,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6451,訊芯-KY,TWSE,18982971094,5,True,True,0.002690228077500465,71,0.7026924157831902,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3665,貿聯-KY,TWSE,18120116515,5,True,True,0.002567946080455264,72,0.7052603618636455,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6515,穎崴,TWSE,17854033265,5,True,False,0.0025302373031222563,73,0.7077905991667678,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3034,聯詠,TWSE,17785024060,5,True,False,0.002520457458861962,74,0.7103110566256298,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2377,微星,TWSE,17643953882,5,True,False,0.002500465279983623,75,0.7128115219056134,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3653,健策,TWSE,17539696010,5,True,False,0.0024856900662846722,76,0.715297211971898,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
8021,尖點,TWSE,16786150968,5,True,False,0.0023788991946339004,77,0.7176761111665318,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6488,環球晶,TPEx,16464434381,5,True,False,0.0023333061738649557,78,0.7200094173403968,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2891,中信金,TWSE,16437981732,5,True,False,0.0023295573582179383,79,0.7223389746986147,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
8069,元太,TPEx,16047970732,5,True,False,0.00227428579205801,80,0.7246132604906728,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6191,精成科,TWSE,15969025441,5,True,False,0.002263097825886488,81,0.7268763583165593,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2363,矽統,TWSE,15720861800,5,True,False,0.002227928579116473,82,0.7291042868956757,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3706,神達,TWSE,15591871969,5,True,False,0.0022096484024597264,83,0.7313139352981355,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2059,川湖,TWSE,15573124605,5,True,False,0.0022069915641406783,84,0.7335209268622762,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
1301,台塑,TWSE,15487739085,5,True,False,0.002194890901806078,85,0.7357158177640822,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
8043,蜜望實,TPEx,15454369307,5,True,False,0.0021901618046973573,86,0.7379059795687796,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
4979,華星光,TPEx,15153795979,5,True,False,0.0021475651636168186,87,0.7400535447323964,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3450,聯鈞,TWSE,14574024862,5,True,False,0.0020654011793936012,88,0.74211894591179,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2603,長榮,TWSE,14140754726,5,True,False,0.002003999016410903,89,0.7441229449282009,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2886,兆豐金,TWSE,13976423427,5,True,False,0.0019807103187464126,90,0.7461036552469472,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3016,嘉晶,TWSE,13910864246,5,True,False,0.0019714194048746697,91,0.7480750746518219,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2883,凱基金,TWSE,13805398540,5,True,False,0.0019564730193963563,92,0.7500315476712183,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2412,中華電,TWSE,13662350657,5,True,False,0.0019362005641854205,93,0.7519677482354037,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6672,騰輝電子-KY,TWSE,13641292262,5,True,True,0.0019332162112505945,94,0.7539009644466543,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6257,矽格,TWSE,13629586438,5,True,False,0.001931557285667284,95,0.7558325217323216,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
5371,中光電,TPEx,13480149481,5,True,False,0.0019103793838758886,96,0.7577429011161975,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2890,永豐金,TWSE,13101786980,5,True,False,0.0018567586193167927,97,0.7595996597355142,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2376,技嘉,TWSE,12250753775,5,True,False,0.0017361519233660282,98,0.7613358116588803,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3044,健鼎,TWSE,12203120967,5,True,False,0.00172940149863761,99,0.763065213157518,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3149,正達,TWSE,11988746828,5,True,False,0.0016990208314084387,100,0.7647642339889265,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6409,旭隼,TWSE,11886641948,5,True,False,0.0016845507353594258,101,0.7664487847242859,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2887,台新新光金,TWSE,11838005146,5,True,False,0.0016776580266421068,102,0.768126442750928,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3036,文曄,TWSE,11648883862,5,True,False,0.0016508561426930473,103,0.769777298893621,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6116,彩晶,TWSE,11489005341,5,True,False,0.0016281984836757296,104,0.7714054973772967,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2458,義隆,TWSE,11390226185,5,True,False,0.001614199702471928,105,0.7730196970797686,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
5269,祥碩,TWSE,11381750235,5,True,False,0.0016129985080666593,106,0.7746326955878352,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2406,國碩,TWSE,11257449168,5,True,False,0.0015953828135133255,107,0.7762280784013486,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6719,力智,TWSE,11243740794,5,True,False,0.00159344009061452,108,0.7778215184919631,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6127,九豪,TPEx,11220660752,5,True,False,0.0015901692339761768,109,0.7794116877259393,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6278,台表科,TWSE,11198816607,5,True,False,0.001587073526148514,110,0.7809987612520878,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3702,大聯大,TWSE,11168848235,5,True,False,0.0015828264693842089,111,0.782581587721472,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3324,雙鴻,TPEx,11165895927,5,True,False,0.0015824080742954897,112,0.7841639957957675,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6217,中探針,TPEx,11048319085,5,True,False,0.0015657453232410874,113,0.7857297411190085,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3293,鈊象,TPEx,10856058201,5,True,False,0.0015384985015617697,114,0.7872682396205702,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2618,長榮航,TWSE,10704222354,5,True,False,0.001516980633955704,115,0.7887852202545259,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2356,英業達,TWSE,10657241607,5,True,False,0.0015103226179867869,116,0.7902955428725127,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
1785,光洋科,TPEx,10653780428,5,True,False,0.0015098321067343098,117,0.791805374979247,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2892,第一金,TWSE,10632193641,5,True,False,0.0015067728711592855,118,0.7933121478504063,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
1326,台化,TWSE,10624118277,5,True,False,0.0015056284469876812,119,0.7948177762973939,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6285,啟碁,TWSE,10480112405,5,True,False,0.0014852202275229323,120,0.7963029965249169,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3707,漢磊,TPEx,10460257109,5,True,False,0.0014824063753328942,121,0.7977854029002498,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
8028,昇陽半導體,TWSE,10232285735,5,True,False,0.0014500987355980897,122,0.7992355016358479,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3491,昇達科,TPEx,10158156875,5,True,False,0.0014395933442377176,123,0.8006750949800856,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
4904,遠傳,TWSE,10154530182,5,True,False,0.0014390793766775943,124,0.8021141743567632,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2884,玉山金,TWSE,10113439470,5,True,False,0.0014332560844964339,125,0.8035474304412596,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6187,萬潤,TPEx,10100566424,5,True,False,0.0014314317425838498,126,0.8049788621838435,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2634,漢翔,TWSE,10077794338,5,True,False,0.0014282045288438563,127,0.8064070667126874,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3006,晶豪科,TWSE,9683207168,5,True,False,0.001372284437173329,128,0.8077793511498607,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6510,精測,TPEx,9673956015,5,True,False,0.0013709733825746251,129,0.8091503245324353,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
4919,新唐,TWSE,9623882653,5,True,False,0.0013638770874941453,130,0.8105142016199295,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3035,智原,TWSE,9608650835,5,True,False,0.0013617184652083046,131,0.8118759200851378,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3045,台灣大,TWSE,9571501974,5,True,False,0.001356453804138418,132,0.8132323738892762,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6207,雷科,TPEx,9458045116,5,True,False,0.0013403749288419659,133,0.8145727488181181,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3406,玉晶光,TWSE,9342587956,5,True,False,0.001324012574812009,134,0.8158967613929301,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3363,上詮,TPEx,9283579079,5,True,False,0.0013156499567086003,135,0.8172124113496387,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
1519,華城,TWSE,9198118328,5,True,False,0.0013035386327895989,136,0.8185159499824284,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2481,強茂,TWSE,9159505615,5,True,False,0.0012980665175897868,137,0.8198140165000182,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3583,辛耘,TWSE,9145406468,5,True,False,0.0012960684151357303,138,0.8211100849151539,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2324,仁寶,TWSE,8985414122,5,True,False,0.0012733946250707803,139,0.8223834795402247,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3264,欣銓,TPEx,8971955260,5,True,False,0.0012714872625054416,140,0.8236549668027302,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3533,嘉澤,TWSE,8962236735,5,True,False,0.0012701099728969064,141,0.8249250767756271,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2451,創見,TWSE,8830433866,5,True,False,0.0012514311382127515,142,0.8261765079138399,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2885,元大金,TWSE,8747401769,5,True,False,0.0012396639982020002,143,0.8274161719120419,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3236,千如,TPEx,8727389031,5,True,False,0.0012368278336517483,144,0.8286529997456936,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2492,華新科,TWSE,8696904276,5,True,False,0.0012325075961383148,145,0.829885507341832,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2610,華航,TWSE,8575518619,5,True,False,0.0012153050675641414,146,0.8311008124093962,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6805,富世達,TWSE,8553433210,5,True,False,0.0012121751682928066,147,0.832312987577689,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3131,弘塑,TPEx,8447292555,5,True,False,0.0011971331304141554,148,0.8335101207081032,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
8112,至上,TWSE,8385415563,5,True,False,0.0011883640488828515,149,0.834698484756986,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
5434,崇越,TWSE,8219443201,5,True,False,0.0011648427831057256,150,0.8358633275400917,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2486,一詮,TWSE,8112161565,5,True,False,0.0011496390477189816,151,0.8370129665878108,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3227,原相,TPEx,8059729173,5,True,False,0.0011422084357020094,152,0.8381551750235128,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6173,信昌電,TPEx,8007581120,5,True,False,0.0011348181196301527,153,0.8392899931431429,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
1718,中纖,TWSE,7953200349,5,True,False,0.0011271113873016943,154,0.8404171045304446,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3211,順達,TPEx,7927717280,5,True,False,0.0011234999785614496,155,0.841540604509006,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6831,邁科,TWSE,7740858644,5,True,False,0.0010970187524877541,156,0.8426376232614938,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3030,德律,TWSE,7505318065,5,True,False,0.001063638420405976,157,0.8437012616818999,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
5536,聖暉*,TPEx,7439362165,5,True,False,0.0010542912843239485,158,0.8447555529662238,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3357,臺慶科,TPEx,7393852889,5,True,False,0.0010478418022341499,159,0.845803394768458,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
4938,和碩,TWSE,7317429041,5,True,False,0.0010370111698393498,160,0.8468404059382973,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
5351,鈺創,TPEx,7277459909,5,True,False,0.0010313468256959977,161,0.8478717527639933,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2467,志聖,TWSE,7263420501,5,True,False,0.001029357189331592,162,0.8489011099533249,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2049,上銀,TWSE,7259728248,5,True,False,0.00102883393074153,163,0.8499299438840664,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6781,AES-KY,TWSE,7017174700,5,True,True,0.0009944597349480588,164,0.8509244036190144,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6683,雍智科技,TPEx,7014772960,5,True,False,0.0009941193652371818,165,0.8519185229842516,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2351,順德,TWSE,7014404375,5,True,False,0.00099406713012019,166,0.8529125901143718,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3680,家登,TPEx,6956140157,5,True,False,0.0009858100435766219,167,0.8538984001579485,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2474,可成,TWSE,6945037916,5,True,False,0.000984236656549192,168,0.8548826368144977,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3529,力旺,TPEx,6929123520,5,True,False,0.0009819813006966408,169,0.8558646181151943,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2395,研華,TWSE,6911969523,5,True,False,0.0009795502711100583,170,0.8568441683863044,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
4916,事欣科,TWSE,6838011278,5,True,False,0.0009690690589606837,171,0.857813237445265,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2801,彰銀,TWSE,6803880358,5,True,False,0.0009642320943548668,172,0.85877746953962,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
8996,高力,TWSE,6622306475,5,True,False,0.0009384998127342212,173,0.8597159693523542,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6691,洋基工程,TWSE,6575575663,5,True,False,0.0009318772170454708,174,0.8606478465693996,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3026,禾伸堂,TWSE,6562243151,5,True,False,0.0009299877605453054,175,0.861577834329945,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2312,金寶,TWSE,6490698864,5,True,False,0.0009198486496169331,176,0.8624976829795619,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6282,康舒,TWSE,6480840813,5,True,False,0.0009184515866672868,177,0.8634161345662291,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3413,京鼎,TWSE,6432033124,5,True,False,0.000911534660191683,178,0.8643276692264208,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6138,茂達,TPEx,6413768073,5,True,False,0.0009089461742906162,179,0.8652366154007114,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6197,佳必琪,TWSE,6408073620,5,True,False,0.0009081391679863476,180,0.8661447545686978,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
8016,矽創,TWSE,6283634711,5,True,False,0.00089050393874496,181,0.8670352585074428,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3221,台嘉碩,TPEx,6248160566,5,True,False,0.0008854766150224639,182,0.8679207351224653,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
6196,帆宣,TWSE,6235778671,5,True,False,0.0008837218780312565,183,0.8688044570004965,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
3715,定穎投控,TWSE,6179726338,5,True,False,0.0008757782553338766,184,0.8696802352558304,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
2441,超豐,TWSE,5921141596,5,True,False,0.0008391321513127051,185,0.8705193674071431,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
1102,亞泥,TWSE,5828149140,5,True,False,0.0008259534494705052,186,0.8713453208566135,exact_recent_daily_traded_value_pit_from_local_daily_market_features,True
