variant_id,period,execution_date,prior_ticker,target_ticker,action,action_reason,state,state_decision_week,transition_cost,slippage_bp_per_side,official_raw_all_legs_ready,execution_status
crash_dd20,P1,2020-03-09,2454,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2020-03-06,20894.866397695863,5,True,executed
crash_dd20,P1,2020-07-13,00631L,3231,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2020-07-10,19045.19458293641,5,True,executed
crash_dd20,P1,2020-07-28,3231,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2020-07-24,18733.154141483014,5,True,executed
crash_dd20,P1,2020-07-29,,2330,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2020-07-24,7286.034459466437,5,True,executed
crash_dd20,P1,2020-08-24,2330,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2020-08-21,26208.61786519658,5,True,executed
crash_dd20,P1,2021-04-12,00631L,2382,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2021-04-09,34656.97304007177,5,True,executed
crash_dd20,P1,2021-04-29,2382,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2021-04-23,35423.11566645004,5,True,executed
crash_dd20,P1,2021-05-03,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2021-04-30,13777.393783137277,5,True,executed
crash_dd20,P1,2021-05-18,2454,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2021-05-14,31646.80272866,5,True,executed
crash_dd20,P1,2021-05-24,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2021-05-21,12308.642392599206,5,True,executed
crash_dd20,P1,2022-07-11,00631L,,blocked_no_transition,official_raw_execution_close_missing_atomic_transition_not_applied,確認空頭,2022-07-08,0.0,5,False,blocked_missing_official_raw_execution_close
strict_no_bear_baseline,P2,2023-01-09,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2023-01-06,1925.0,5,True,executed
strict_no_bear_baseline,P2,2023-06-12,00631L,3231,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-06-09,6437.966281127221,5,True,executed
strict_no_bear_baseline,P2,2023-08-10,3231,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-08-04,10721.834024083837,5,True,executed
strict_no_bear_baseline,P2,2023-08-11,,2317,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-08-04,4170.128082978032,5,True,executed
strict_no_bear_baseline,P2,2023-08-21,2317,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2023-08-18,14449.307235389588,5,True,executed
strict_no_bear_baseline,P2,2024-02-15,00631L,6669,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-09,13116.390501164256,5,True,executed
strict_no_bear_baseline,P2,2024-02-29,6669,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-23,13185.220660320283,5,True,executed
strict_no_bear_baseline,P2,2024-03-01,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-23,5128.232616953054,5,True,executed
strict_no_bear_baseline,P2,2024-03-25,2454,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-03-22,18435.07700839994,5,True,executed
strict_no_bear_baseline,P2,2024-06-24,00631L,2308,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-06-21,16362.161880290543,5,True,executed
strict_no_bear_baseline,P2,2024-07-23,2308,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-07-19,17125.496704996633,5,True,executed
strict_no_bear_baseline,P2,2024-08-05,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-08-02,6660.755481201972,5,True,executed
strict_no_bear_baseline,P2,2024-11-11,00631L,3231,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-08,23988.347842713873,5,True,executed
strict_no_bear_baseline,P2,2024-11-29,3231,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-22,22578.565977139475,5,True,executed
strict_no_bear_baseline,P2,2024-12-03,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-29,8781.661033284563,5,True,executed
strict_no_bear_baseline,P2,2024-12-23,2454,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-12-20,33395.77720243603,5,True,executed
strict_no_bear_baseline,P2,2026-05-25,00631L,2454,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2026-05-22,73523.74342643745,5,True,executed
strict_no_bear_baseline,P2,2026-06-25,2454,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2026-06-19,75524.38124834177,5,True,executed
strict_no_bear_baseline,P2,2026-06-26,,3231,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2026-06-19,29374.297576870118,5,True,executed
current_score,P2,2023-01-09,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2023-01-06,1925.0,5,True,executed
current_score,P2,2023-06-12,00631L,3231,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-06-09,6437.966281127221,5,True,executed
current_score,P2,2023-08-10,3231,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-08-04,10721.834024083837,5,True,executed
current_score,P2,2023-08-11,,2317,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-08-04,4170.128082978032,5,True,executed
current_score,P2,2023-08-21,2317,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2023-08-18,14449.307235389588,5,True,executed
current_score,P2,2024-02-15,00631L,6669,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-09,13116.390501164256,5,True,executed
current_score,P2,2024-02-29,6669,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-23,13185.220660320283,5,True,executed
current_score,P2,2024-03-01,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-23,5128.232616953054,5,True,executed
current_score,P2,2024-03-25,2454,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-03-22,18435.07700839994,5,True,executed
current_score,P2,2024-06-24,00631L,2308,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-06-21,16362.161880290543,5,True,executed
current_score,P2,2024-07-23,2308,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-07-19,17125.496704996633,5,True,executed
current_score,P2,2024-08-05,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-08-02,6660.755481201972,5,True,executed
current_score,P2,2024-11-11,00631L,3231,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-08,23988.347842713873,5,True,executed
current_score,P2,2024-11-29,3231,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-22,22578.565977139475,5,True,executed
current_score,P2,2024-12-03,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-29,8781.661033284563,5,True,executed
current_score,P2,2024-12-23,2454,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-12-20,33395.77720243603,5,True,executed
current_score,P2,2025-04-28,00631L,,blocked_no_transition,official_raw_execution_close_missing_atomic_transition_not_applied,確認空頭,2025-04-25,0.0,5,False,blocked_missing_official_raw_execution_close
trend_dd10,P2,2023-01-09,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2023-01-06,1925.0,5,True,executed
trend_dd10,P2,2023-06-12,00631L,3231,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-06-09,6437.966281127221,5,True,executed
trend_dd10,P2,2023-08-10,3231,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-08-04,10721.834024083837,5,True,executed
trend_dd10,P2,2023-08-11,,2317,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-08-04,4170.128082978032,5,True,executed
trend_dd10,P2,2023-08-21,2317,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2023-08-18,14449.307235389588,5,True,executed
trend_dd10,P2,2024-02-15,00631L,6669,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-09,13116.390501164256,5,True,executed
trend_dd10,P2,2024-02-29,6669,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-23,13185.220660320283,5,True,executed
trend_dd10,P2,2024-03-01,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-23,5128.232616953054,5,True,executed
trend_dd10,P2,2024-03-25,2454,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-03-22,18435.07700839994,5,True,executed
trend_dd10,P2,2024-06-24,00631L,2308,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-06-21,16362.161880290543,5,True,executed
trend_dd10,P2,2024-07-23,2308,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-07-19,17125.496704996633,5,True,executed
trend_dd10,P2,2024-08-05,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-08-02,6660.755481201972,5,True,executed
trend_dd10,P2,2024-11-11,00631L,3231,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-08,23988.347842713873,5,True,executed
trend_dd10,P2,2024-11-29,3231,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-22,22578.565977139475,5,True,executed
trend_dd10,P2,2024-12-03,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-29,8781.661033284563,5,True,executed
trend_dd10,P2,2024-12-23,2454,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-12-20,33395.77720243603,5,True,executed
trend_dd10,P2,2025-04-28,00631L,,blocked_no_transition,official_raw_execution_close_missing_atomic_transition_not_applied,確認空頭,2025-04-25,0.0,5,False,blocked_missing_official_raw_execution_close
crash_dd20,P2,2023-01-09,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2023-01-06,1925.0,5,True,executed
crash_dd20,P2,2023-06-12,00631L,3231,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-06-09,6437.966281127221,5,True,executed
crash_dd20,P2,2023-08-10,3231,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-08-04,10721.834024083837,5,True,executed
crash_dd20,P2,2023-08-11,,2317,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-08-04,4170.128082978032,5,True,executed
crash_dd20,P2,2023-08-21,2317,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2023-08-18,14449.307235389588,5,True,executed
crash_dd20,P2,2024-02-15,00631L,6669,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-09,13116.390501164256,5,True,executed
crash_dd20,P2,2024-02-29,6669,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-23,13185.220660320283,5,True,executed
crash_dd20,P2,2024-03-01,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-23,5128.232616953054,5,True,executed
crash_dd20,P2,2024-03-25,2454,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-03-22,18435.07700839994,5,True,executed
crash_dd20,P2,2024-06-24,00631L,2308,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-06-21,16362.161880290543,5,True,executed
crash_dd20,P2,2024-07-23,2308,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-07-19,17125.496704996633,5,True,executed
crash_dd20,P2,2024-08-05,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-08-02,6660.755481201972,5,True,executed
crash_dd20,P2,2024-11-11,00631L,3231,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-08,23988.347842713873,5,True,executed
crash_dd20,P2,2024-11-29,3231,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-22,22578.565977139475,5,True,executed
crash_dd20,P2,2024-12-03,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-29,8781.661033284563,5,True,executed
crash_dd20,P2,2024-12-23,2454,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-12-20,33395.77720243603,5,True,executed
crash_dd20,P2,2026-05-25,00631L,2454,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2026-05-22,73523.74342643745,5,True,executed
crash_dd20,P2,2026-06-25,2454,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2026-06-19,75524.38124834177,5,True,executed
crash_dd20,P2,2026-06-26,,3231,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2026-06-19,29374.297576870118,5,True,executed
strict_no_bear_baseline,P1,2015-06-08,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2015-06-05,2425.0,10,True,executed
strict_no_bear_baseline,P1,2019-12-23,00631L,6669,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2019-12-20,16621.337894146618,10,True,executed
strict_no_bear_baseline,P1,2020-03-04,6669,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2020-02-28,17205.611591655677,10,True,executed
strict_no_bear_baseline,P1,2020-03-06,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2020-02-28,7649.264061893004,10,True,executed
strict_no_bear_baseline,P1,2020-03-09,2454,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2020-03-06,23878.2649319299,10,True,executed
strict_no_bear_baseline,P1,2020-07-13,00631L,3231,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2020-07-10,22885.5904246601,10,True,executed
strict_no_bear_baseline,P1,2020-07-28,3231,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2020-07-24,20542.0640986122,10,True,executed
strict_no_bear_baseline,P1,2020-07-29,,2330,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2020-07-24,9132.582810530374,10,True,executed
strict_no_bear_baseline,P1,2020-08-24,2330,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2020-08-21,29860.703294028615,10,True,executed
strict_no_bear_baseline,P1,2021-04-12,00631L,2382,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2021-04-09,41520.2616199914,10,True,executed
strict_no_bear_baseline,P1,2021-04-29,2382,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2021-04-23,38726.894854212456,10,True,executed
strict_no_bear_baseline,P1,2021-05-03,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2021-04-30,17217.18774476475,10,True,executed
strict_no_bear_baseline,P1,2021-05-18,2454,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2021-05-14,34563.67092453548,10,True,executed
strict_no_bear_baseline,P1,2021-05-24,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2021-05-21,15366.303280864877,10,True,executed
current_score,P1,2015-06-08,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2015-06-05,2425.0,10,True,executed
current_score,P1,2015-08-24,00631L,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,確認空頭,2015-08-21,2622.9021864239367,10,True,executed
current_score,P1,2015-10-19,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2015-10-16,1850.730791271804,10,True,executed
current_score,P1,2016-01-25,00631L,,blocked_no_transition,official_raw_execution_close_missing_atomic_transition_not_applied,確認空頭,2016-01-22,0.0,10,False,blocked_missing_official_raw_execution_close
trend_dd10,P1,2015-06-08,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2015-06-05,2425.0,10,True,executed
trend_dd10,P1,2015-08-24,00631L,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,確認空頭,2015-08-21,2622.9021864239367,10,True,executed
trend_dd10,P1,2015-11-02,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2015-10-30,1850.730791271804,10,True,executed
trend_dd10,P1,2016-01-25,00631L,,blocked_no_transition,official_raw_execution_close_missing_atomic_transition_not_applied,確認空頭,2016-01-22,0.0,10,False,blocked_missing_official_raw_execution_close
crash_dd20,P1,2015-06-08,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2015-06-05,2425.0,10,True,executed
crash_dd20,P1,2019-12-23,00631L,6669,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2019-12-20,16621.337894146618,10,True,executed
crash_dd20,P1,2020-03-04,6669,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2020-02-28,17205.611591655677,10,True,executed
crash_dd20,P1,2020-03-06,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2020-02-28,7649.264061893004,10,True,executed
crash_dd20,P1,2020-03-09,2454,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2020-03-06,23878.2649319299,10,True,executed
crash_dd20,P1,2020-07-13,00631L,3231,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2020-07-10,22885.5904246601,10,True,executed
crash_dd20,P1,2020-07-28,3231,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2020-07-24,20542.0640986122,10,True,executed
crash_dd20,P1,2020-07-29,,2330,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2020-07-24,9132.582810530374,10,True,executed
crash_dd20,P1,2020-08-24,2330,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2020-08-21,29860.703294028615,10,True,executed
crash_dd20,P1,2021-04-12,00631L,2382,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2021-04-09,41520.2616199914,10,True,executed
crash_dd20,P1,2021-04-29,2382,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2021-04-23,38726.894854212456,10,True,executed
crash_dd20,P1,2021-05-03,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2021-04-30,17217.18774476475,10,True,executed
crash_dd20,P1,2021-05-18,2454,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2021-05-14,34563.67092453548,10,True,executed
crash_dd20,P1,2021-05-24,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2021-05-21,15366.303280864877,10,True,executed
crash_dd20,P1,2022-07-11,00631L,,blocked_no_transition,official_raw_execution_close_missing_atomic_transition_not_applied,確認空頭,2022-07-08,0.0,10,False,blocked_missing_official_raw_execution_close
strict_no_bear_baseline,P2,2023-01-09,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2023-01-06,2425.0,10,True,executed
strict_no_bear_baseline,P2,2023-06-12,00631L,3231,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-06-09,7759.480732633279,10,True,executed
strict_no_bear_baseline,P2,2023-08-10,3231,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-08-04,11792.598369235126,10,True,executed
strict_no_bear_baseline,P2,2023-08-11,,2317,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2023-08-04,5242.748763773993,10,True,executed
strict_no_bear_baseline,P2,2023-08-21,2317,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2023-08-18,16512.39972931972,10,True,executed
strict_no_bear_baseline,P2,2024-02-15,00631L,6669,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-09,15761.264058099534,10,True,executed
strict_no_bear_baseline,P2,2024-02-29,6669,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-23,14458.411323209408,10,True,executed
strict_no_bear_baseline,P2,2024-03-01,,2454,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-02-23,6427.914842639432,10,True,executed
strict_no_bear_baseline,P2,2024-03-25,2454,00631L,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-03-22,21003.9448696533,10,True,executed
strict_no_bear_baseline,P2,2024-06-24,00631L,2308,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-06-21,19602.440211752168,10,True,executed
strict_no_bear_baseline,P2,2024-07-23,2308,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-07-19,18722.72660783234,10,True,executed
strict_no_bear_baseline,P2,2024-08-05,,00631L,entry,weekly_state_fixed_bear_cash_or_fixed7_target_change,大盤擴散行情,2024-08-02,8323.742461523183,10,True,executed
strict_no_bear_baseline,P2,2024-11-11,00631L,3231,atomic_switch,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-08,28681.273685207078,10,True,executed
strict_no_bear_baseline,P2,2024-11-29,3231,,exit_to_cash,weekly_state_fixed_bear_cash_or_fixed7_target_change,AI集中行情,2024-11-22,24634.906462075178,10,True,executed
