decision_date,ticker,P3_segment,next_execution_date,horizon_td,exit_date,entry_raw_close,entry_raw_source,exit_raw_close,exit_raw_source,entry_adjusted_close,exit_adjusted_close,adjusted_analysis_source_quality,outcome_status,blocked_reason,gross_event_aware_return,net_return_5bp,net_return_10bp,net_return_20bp,benchmark_00631L_net_10bp,benchmark_0050_net_10bp,net_excess_vs_00631L,net_excess_vs_0050,corporate_action_factor_changed,evaluation_metadata_only,future_return_used_as_rule
2023-08-04,2481,P3-1_TDCC_unavailable,2023-08-07,20,2023-09-04,63.1,official_twse_raw_execution_ohlcv,64.9,official_twse_raw_execution_ohlcv,67.99060821533203,60.52936172485352,trusted_nonofficial_yahoo_research_grade,ready,,-0.10973936969129772,-0.11582921478172403,-0.11671620370421643,-0.11848884615825561,-0.03699911668211364,-0.019380876415247772,-0.07971708702210278,-0.09733532728896865,False,True,False
2023-08-04,2481,P3-1_TDCC_unavailable,2023-08-07,40,2023-10-03,63.1,official_twse_raw_execution_ohlcv,64.4,official_twse_raw_execution_ohlcv,67.99060821533203,60.06303787231445,trusted_nonofficial_yahoo_research_grade,ready,,-0.11659802068412584,-0.12264094903954936,-0.12352110451659137,-0.12528009036770615,-0.0763930024866134,-0.04452489203678034,-0.04712810202997797,-0.07899621247981103,False,True,False
2023-08-11,4123,P3-1_TDCC_unavailable,2023-08-14,5,2023-08-21,52.0,official_tpex_raw_execution_ohlcv,50.6,official_tpex_raw_execution_ohlcv,41.83626937866211,40.70990753173828,trusted_nonofficial_yahoo_research_grade,ready,,-0.026923094808695147,-0.03357944623202125,-0.03454894707958611,-0.036486489159357816,-0.007005623389461424,-0.01781956860099354,-0.027543323690124688,-0.01672937847859257,False,True,False
2023-08-11,4123,P3-1_TDCC_unavailable,2023-08-14,10,2023-08-28,52.0,official_tpex_raw_execution_ohlcv,49.7,official_tpex_raw_execution_ohlcv,41.83626937866211,39.98582077026367,trusted_nonofficial_yahoo_research_grade,ready,,-0.044230726971612566,-0.050768685201792785,-0.05172094202274302,-0.05362402201073335,0.011612846200137472,0.0009456660439164377,-0.0633337882228805,-0.05266660806665946,False,True,False
2023-08-11,4123,P3-1_TDCC_unavailable,2023-08-14,20,2023-09-11,52.0,official_tpex_raw_execution_ohlcv,46.2,official_tpex_raw_execution_ohlcv,41.83626937866211,41.8338623046875,trusted_nonofficial_yahoo_research_grade,ready,,-5.7535578825707034e-05,-0.006897661380583897,-0.007893929056448479,-0.00988496449448062,-2.3514183287387525e-05,-0.011431338737313612,-0.007870414873161091,0.0035374096808651334,True,True,False
2023-08-11,4123,P3-1_TDCC_unavailable,2023-08-14,40,2023-10-12,52.0,official_tpex_raw_execution_ohlcv,45.5,official_tpex_raw_execution_ohlcv,41.83626937866211,41.20001602172852,trusted_nonofficial_yahoo_research_grade,ready,,-0.01520817621606807,-0.021944663767003547,-0.022925836480835238,-0.024886704720762487,0.049626416241102866,0.016516883074254585,-0.0725522527219381,-0.03944271955508982,True,True,False
2023-08-18,2458,P3-1_TDCC_unavailable,2023-08-21,5,2023-08-28,113.5,official_twse_raw_execution_ohlcv,113.0,official_twse_raw_execution_ohlcv,98.75502014160156,98.31997680664062,trusted_nonofficial_yahoo_research_grade,ready,,-0.00440527817560199,-0.011215663159889422,-0.012207599071111241,-0.014189977501471884,0.012798598678528395,0.013152385819273693,-0.025006197749639636,-0.025359984890384935,False,True,False
2023-08-18,2458,P3-1_TDCC_unavailable,2023-08-21,10,2023-09-04,113.5,official_twse_raw_execution_ohlcv,128.5,official_twse_raw_execution_ohlcv,98.75502014160156,111.80634307861328,trusted_nonofficial_yahoo_research_grade,ready,,0.13215857703535328,0.12441402435357052,0.12328602645930586,0.12103172890864178,0.04425426634635654,0.024468008062671354,0.07903176011294932,0.09881801839663451,False,True,False
2023-08-18,2458,P3-1_TDCC_unavailable,2023-08-21,20,2023-09-18,113.5,official_twse_raw_execution_ohlcv,142.0,official_twse_raw_execution_ohlcv,98.75502014160156,123.55254364013672,trusted_nonofficial_yahoo_research_grade,ready,,0.2511013967996645,0.24254321345476693,0.24129670985560026,0.23880557930936264,0.03804135135360953,0.018406133244517342,0.20325535850199072,0.2228905766110829,False,True,False
2023-08-18,2458,P3-1_TDCC_unavailable,2023-08-21,40,2023-10-19,113.5,official_twse_raw_execution_ohlcv,138.5,official_twse_raw_execution_ohlcv,98.75502014160156,122.2754135131836,trusted_nonofficial_yahoo_research_grade,ready,,0.2381690909267895,0.22969937127077866,0.228465752451261,0.2260003720658621,0.003479266928231084,0.009111092160917655,0.2249864855230299,0.21935466029034334,True,True,False
2023-08-25,2458,P3-1_TDCC_unavailable,2023-08-28,5,2023-09-04,113.0,official_twse_raw_execution_ohlcv,128.5,official_twse_raw_execution_ohlcv,98.31997680664062,111.80634307861328,trusted_nonofficial_yahoo_research_grade,ready,,0.13716811893167336,0.12938929838148905,0.12825630935539434,0.12599203705538353,0.02503503996463463,0.005261788175151327,0.1032212693907597,0.12299452118024301,False,True,False
2023-08-25,2458,P3-1_TDCC_unavailable,2023-08-28,10,2023-09-11,113.0,official_twse_raw_execution_ohlcv,138.0,official_twse_raw_execution_ohlcv,98.31997680664062,120.07218170166016,trusted_nonofficial_yahoo_research_grade,ready,,0.22123891401844165,0.21288500556559464,0.21166825470458495,0.2092365848409372,-0.017277279011831403,-0.018134771331567046,0.22894553371641635,0.229803026036152,False,True,False
2023-08-25,2458,P3-1_TDCC_unavailable,2023-08-28,20,2023-09-25,113.0,official_twse_raw_execution_ohlcv,136.5,official_twse_raw_execution_ohlcv,98.31997680664062,118.76705169677734,trusted_nonofficial_yahoo_research_grade,ready,,0.20796460245661597,0.1997014971891975,0.19849797185665485,0.1960927331384732,-0.013084108678616424,-0.020117600510908606,0.21158208053527128,0.21861557236756346,False,True,False
2023-08-25,2458,P3-1_TDCC_unavailable,2023-08-28,40,2023-10-26,113.0,official_twse_raw_execution_ohlcv,139.5,official_twse_raw_execution_ohlcv,98.31997680664062,123.15826416015624,trusted_nonofficial_yahoo_research_grade,ready,,0.2526270668509556,0.24405844713051228,0.24281042346813186,0.24031625508397148,-0.06416346394389949,-0.03439344220857432,0.30697388741203135,0.2772038656767062,True,True,False
2023-09-01,8112,P3-1_TDCC_unavailable,2023-09-04,5,2023-09-11,48.4,official_twse_raw_execution_ohlcv,50.6,official_twse_raw_execution_ohlcv,41.23945236206055,43.11397552490234,trusted_nonofficial_yahoo_research_grade,ready,,0.04545460852351946,0.03830315601823142,0.03726154345539401,0.0351798865116324,-0.04687945572036789,-0.028979830361325898,0.0841409991757619,0.0662413738167199,False,True,False
2023-09-01,8112,P3-1_TDCC_unavailable,2023-09-04,10,2023-09-18,48.4,official_twse_raw_execution_ohlcv,54.4,official_twse_raw_execution_ohlcv,41.23945236206055,46.351783752441406,trusted_nonofficial_yahoo_research_grade,ready,,0.12396700483549816,0.11627848676206032,0.11515865033596762,0.11292066343428919,-0.011756557489509989,-0.011724223795829158,0.1269152078254776,0.12688287413179677,False,True,False
2023-09-01,8112,P3-1_TDCC_unavailable,2023-09-04,20,2023-10-03,48.4,official_twse_raw_execution_ohlcv,56.1,official_twse_raw_execution_ohlcv,41.23945236206055,47.80027389526367,trusted_nonofficial_yahoo_research_grade,ready,,0.1590908985794135,0.15116211483029485,0.15000728359076776,0.14769935974806137,-0.04651015007615478,-0.03133286762025733,0.19651743366692254,0.1813401512110251,False,True,False
2023-09-01,8112,P3-1_TDCC_unavailable,2023-09-04,40,2023-11-02,48.4,official_twse_raw_execution_ohlcv,55.9,official_twse_raw_execution_ohlcv,41.23945236206055,47.62986755371094,trusted_nonofficial_yahoo_research_grade,ready,,0.15495877916966339,0.14705826126342703,0.14590754695777064,0.143607850784627,-0.05464387224395495,-0.023489410090485996,0.2005514192017256,0.16939695704825664,False,True,False
2023-09-08,2332,P3-1_TDCC_unavailable,2023-09-11,5,2023-09-18,,,,,20.954978942871094,20.13416290283203,trusted_nonofficial_yahoo_research_grade,blocked,official_raw_entry_missing_or_not_tradable,,,,,,,,,False,True,False
2023-09-08,2332,P3-1_TDCC_unavailable,2023-09-11,10,2023-09-25,,,,,20.954978942871094,19.651329040527344,trusted_nonofficial_yahoo_research_grade,blocked,official_raw_entry_missing_or_not_tradable,,,,,,,,,False,True,False
2023-09-08,2332,P3-1_TDCC_unavailable,2023-09-11,20,2023-10-12,,,,,20.954978942871094,19.313344955444336,trusted_nonofficial_yahoo_research_grade,blocked,official_raw_entry_missing_or_not_tradable,,,,,,,,,False,True,False
2023-09-08,2332,P3-1_TDCC_unavailable,2023-09-11,40,2023-11-09,,,,,20.954978942871094,17.76827621459961,trusted_nonofficial_yahoo_research_grade,blocked,official_raw_entry_missing_or_not_tradable,,,,,,,,,False,True,False
2023-09-15,2402,P3-1_TDCC_unavailable,2023-09-18,5,2023-09-25,41.0,official_twse_raw_execution_ohlcv,40.1,official_twse_raw_execution_ohlcv,37.82020950317383,36.99000930786133,trusted_nonofficial_yahoo_research_grade,ready,,-0.02195123205869154,-0.028641593605488902,-0.029616048044208143,-0.03156348984849444,-0.03708360900993457,-0.02517261193052389,0.0074675609657264275,-0.0044434361136842515,False,True,False
2023-09-15,2402,P3-1_TDCC_unavailable,2023-09-18,10,2023-10-03,41.0,official_twse_raw_execution_ohlcv,39.95,official_twse_raw_execution_ohlcv,37.82020950317383,36.85164642333984,trusted_nonofficial_yahoo_research_grade,ready,,-0.025609669871149432,-0.03227500580320841,-0.033245815248874044,-0.03518597255471023,-0.04080329516493253,-0.025567055037963637,0.007557479916058485,-0.007678760210910407,False,True,False
2023-09-15,2402,P3-1_TDCC_unavailable,2023-09-18,20,2023-10-19,41.0,official_twse_raw_execution_ohlcv,34.95,official_twse_raw_execution_ohlcv,37.82020950317383,32.23942565917969,trusted_nonofficial_yahoo_research_grade,ready,,-0.1475608918434418,-0.15339201807879443,-0.15424132447322858,-0.15593865860343448,-0.03894267175552213,-0.01491542438578275,-0.11529865271770645,-0.13932590008744583,False,True,False
2023-09-15,2402,P3-1_TDCC_unavailable,2023-09-18,40,2023-11-16,41.0,official_twse_raw_execution_ohlcv,34.7,official_twse_raw_execution_ohlcv,37.82020950317383,32.00881576538086,trusted_nonofficial_yahoo_research_grade,ready,,-0.15365842268285912,-0.15944783864036505,-0.16029106991238562,-0.16197626294406053,0.04102043626208629,0.030452969244852746,-0.2013115061744719,-0.19074403915723837,False,True,False
2023-09-22,2492,P3-1_TDCC_unavailable,2023-09-25,5,2023-10-03,103.0,official_twse_raw_execution_ohlcv,100.5,official_twse_raw_execution_ohlcv,97.5729522705078,95.20468139648438,trusted_nonofficial_yahoo_research_grade,ready,,-0.024271796834205772,-0.03094628451269521,-0.03191842691471447,-0.033861248126448085,-0.009682066103959164,-0.006243959325859083,-0.022236360810755307,-0.025674467588855387,False,True,False
2023-09-22,2492,P3-1_TDCC_unavailable,2023-09-25,10,2023-10-12,103.0,official_twse_raw_execution_ohlcv,108.0,official_twse_raw_execution_ohlcv,97.5729522705078,102.30950927734376,trusted_nonofficial_yahoo_research_grade,ready,,0.048543750051802226,0.04137116621403769,0.04032647586226745,0.038238667974351825,0.03908569205071388,0.024333145594758188,0.0012407838115535696,0.015993330267509265,False,True,False
2023-09-22,2492,P3-1_TDCC_unavailable,2023-09-25,20,2023-10-26,103.0,official_twse_raw_execution_ohlcv,103.5,official_twse_raw_execution_ohlcv,97.5729522705078,98.0466079711914,trusted_nonofficial_yahoo_research_grade,ready,,0.004854375005180378,-0.002019350816095944,-0.003020512351273208,-0.005021328140064729,-0.05729589197127205,-0.020325520802458863,0.05427537961999884,0.017305008451185655,False,True,False
2023-09-22,2492,P3-1_TDCC_unavailable,2023-09-25,40,2023-11-23,103.0,official_twse_raw_execution_ohlcv,122.0,official_twse_raw_execution_ohlcv,97.5729522705078,115.57184600830078,trusted_nonofficial_yahoo_research_grade,ready,,0.18446601562176257,0.17636365289287292,0.17518353978985846,0.1728250902828532,0.08862050943236133,0.05651963720403019,0.08656303035749713,0.11866390258582826,False,True,False
2023-09-28,2492,P3-1_TDCC_unavailable,2023-10-02,5,2023-10-11,103.5,official_twse_raw_execution_ohlcv,36.05,official_twse_raw_execution_ohlcv,98.0466079711914,96.62564849853516,trusted_nonofficial_yahoo_research_grade,ready,,-0.014492693853047522,-0.021234075674949726,-0.02221596124174674,-0.024178254114381126,0.010468895814615076,0.010160787748933808,-0.032684857056361816,-0.03237674899068055,False,True,False
2023-09-28,2492,P3-1_TDCC_unavailable,2023-10-02,10,2023-10-18,103.5,official_twse_raw_execution_ohlcv,105.5,official_twse_raw_execution_ohlcv,98.0466079711914,99.94123840332033,trusted_nonofficial_yahoo_research_grade,ready,,0.01932377336996316,0.012351069348827792,0.011335491590324986,0.009305865058979457,-0.01835872244732717,-0.0014409289047968565,0.029694214037652156,0.012776420495121843,False,True,False
2023-09-28,2492,P3-1_TDCC_unavailable,2023-10-02,20,2023-11-01,103.5,official_twse_raw_execution_ohlcv,111.0,official_twse_raw_execution_ohlcv,98.0466079711914,105.15143585205078,trusted_nonofficial_yahoo_research_grade,ready,,0.0724637805210655,0.06512757125142543,0.06405904877529789,0.061923612518713256,-0.06766930011676875,-0.025844813282097978,0.13172834889206664,0.08990386205739587,False,True,False
2023-09-28,2492,P3-1_TDCC_unavailable,2023-10-02,40,2023-11-29,103.5,official_twse_raw_execution_ohlcv,139.5,official_twse_raw_execution_ohlcv,98.0466079711914,132.1497802734375,trusted_nonofficial_yahoo_research_grade,ready,,0.3478261309383235,0.33860630017550863,0.33726342730560144,0.33457970330498354,0.08215654797585725,0.049367093232664416,0.2551068793297442,0.287896334072937,False,True,False
2023-10-06,1584,P3-1_TDCC_unavailable,2023-10-11,5,2023-10-18,35.3,official_tpex_raw_execution_ohlcv,32.3,official_tpex_raw_execution_ohlcv,32.45555877685547,29.697296142578125,trusted_nonofficial_yahoo_research_grade,ready,,-0.08498583103256574,-0.09124500318378692,-0.09215665467568346,-0.09397858513822299,-0.03420398859821083,-0.017259622204605196,-0.057952666077472625,-0.07489703247107826,False,True,False
2023-10-06,1584,P3-1_TDCC_unavailable,2023-10-11,10,2023-10-25,35.3,official_tpex_raw_execution_ohlcv,33.6,official_tpex_raw_execution_ohlcv,32.45555877685547,30.892541885375977,trusted_nonofficial_yahoo_research_grade,ready,,-0.04815868068166196,-0.05466976966838455,-0.055618112970854505,-0.05751337181381522,-0.04502647903057233,-0.021984398923094894,-0.010591633940282175,-0.03363371404775961,False,True,False
2023-10-06,1584,P3-1_TDCC_unavailable,2023-10-11,20,2023-11-08,35.3,official_tpex_raw_execution_ohlcv,33.45,official_tpex_raw_execution_ohlcv,32.45555877685547,30.75463104248047,trusted_nonofficial_yahoo_research_grade,ready,,-0.052407901711677085,-0.05888992381961522,-0.059834033516942386,-0.061720831523449204,-0.003603659977799656,0.001639100796039461,-0.05623037353914273,-0.06147313431298185,False,True,False
2023-10-06,1584,P3-1_TDCC_unavailable,2023-10-11,40,2023-12-06,35.3,official_tpex_raw_execution_ohlcv,35.5,official_tpex_raw_execution_ohlcv,32.45555877685547,32.63944625854492,trusted_nonofficial_yahoo_research_grade,ready,,0.005665823933389991,-0.0012134526200017204,-0.002215422622032226,-0.00421785412735709,0.06730125346431737,0.029987505191434227,-0.0695166760863496,-0.03220292781346645,False,True,False
2023-10-13,1584,P3-1_TDCC_unavailable,2023-10-16,5,2023-10-23,34.8,official_tpex_raw_execution_ohlcv,32.45,official_tpex_raw_execution_ohlcv,31.99584579467773,29.83521270751953,trusted_nonofficial_yahoo_research_grade,ready,,-0.06752855045693473,-0.07390713947416827,-0.07483618409113446,-0.07669287461789209,-0.05318355706958755,-0.024740545333415964,-0.02165262702154691,-0.0500956387577185,False,True,False
2023-10-13,1584,P3-1_TDCC_unavailable,2023-10-16,10,2023-10-30,34.8,official_tpex_raw_execution_ohlcv,33.0,official_tpex_raw_execution_ohlcv,31.99584579467773,30.34089088439941,trusted_nonofficial_yahoo_research_grade,ready,,-0.05172405570705707,-0.05821075567683931,-0.05915554670703704,-0.06104370635351597,-0.06821253964829066,-0.039308345634976205,0.009056992941253617,-0.01984720107206084,False,True,False
2023-10-13,1584,P3-1_TDCC_unavailable,2023-10-16,20,2023-11-13,34.8,official_tpex_raw_execution_ohlcv,34.7,official_tpex_raw_execution_ohlcv,31.99584579467773,31.903907775878903,trusted_nonofficial_yahoo_research_grade,ready,,-0.0028734361138258446,-0.009694299693416286,-0.01068776181718023,-0.012673190374862253,0.017453181324350142,0.013450882645049456,-0.028140943141530372,-0.024138644462229686,False,True,False
2023-10-13,1584,P3-1_TDCC_unavailable,2023-10-16,40,2023-12-11,34.8,official_tpex_raw_execution_ohlcv,35.35,official_tpex_raw_execution_ohlcv,31.99584579467773,32.50152969360352,trusted_nonofficial_yahoo_research_grade,ready,,0.015804673587028972,0.008856042036141432,0.007843970444729731,0.005821350968916894,0.07869495311572217,0.03313718572673263,-0.07085098267099244,-0.0252932152820029,False,True,False
2023-10-20,6531,P3-1_TDCC_unavailable,2023-10-23,5,2023-10-30,366.0,official_twse_raw_execution_ohlcv,375.5,official_twse_raw_execution_ohlcv,348.8177185058594,357.8717041015625,trusted_nonofficial_yahoo_research_grade,ready,,0.025956208974949213,0.0189381356495546,0.017915949829647504,0.015873117124147074,-0.021622142599439287,-0.02069179359237583,0.03953809242908679,0.03860774342202333,False,True,False
2023-10-20,6531,P3-1_TDCC_unavailable,2023-10-23,10,2023-11-06,366.0,official_twse_raw_execution_ohlcv,416.0,official_twse_raw_execution_ohlcv,348.8177185058594,396.4704284667969,trusted_nonofficial_yahoo_research_grade,ready,,0.13661206823166872,0.12883705135707135,0.1277046163381903,0.12544145121853068,0.043471585544205604,0.015831583804424953,0.0842330307939847,0.11187303253376535,False,True,False
2023-10-20,6531,P3-1_TDCC_unavailable,2023-10-23,20,2023-11-20,366.0,official_twse_raw_execution_ohlcv,449.5,official_twse_raw_execution_ohlcv,348.8177185058594,428.3977355957031,trusted_nonofficial_yahoo_research_grade,ready,,0.2281421294500754,0.2197409994183186,0.21851737071119404,0.21607195551013936,0.10817124116830401,0.05115089381451776,0.11034612954289003,0.16736647689667628,False,True,False
2023-10-20,6531,P3-1_TDCC_unavailable,2023-10-23,40,2023-12-18,366.0,official_twse_raw_execution_ohlcv,449.5,official_twse_raw_execution_ohlcv,348.8177185058594,428.3977355957031,trusted_nonofficial_yahoo_research_grade,ready,,0.2281421294500754,0.2197409994183186,0.21851737071119404,0.21607195551013936,0.16655770769696865,0.07483095097178927,0.05195966301422539,0.14368641973940477,False,True,False
2023-10-27,1319,P3-1_TDCC_unavailable,2023-10-30,5,2023-11-06,75.3,official_twse_raw_execution_ohlcv,76.8,official_twse_raw_execution_ohlcv,65.8064956665039,67.11738586425781,trusted_nonofficial_yahoo_research_grade,ready,,0.019920376924449368,0.012943591825140377,0.011927419655600957,0.009896605197087904,0.060301943268268765,0.031235518652450667,-0.04837452361266781,-0.01930809899684971,False,True,False
2023-10-27,1319,P3-1_TDCC_unavailable,2023-10-30,10,2023-11-13,75.3,official_twse_raw_execution_ohlcv,78.4,official_twse_raw_execution_ohlcv,65.8064956665039,68.51565551757812,trusted_nonofficial_yahoo_research_grade,ready,,0.04116857802007545,0.03404644418948788,0.03300910190599193,0.030935979091867294,0.08555821347540027,0.048755454205020365,-0.052549111569408335,-0.015746352299028432,False,True,False
2023-10-27,1319,P3-1_TDCC_unavailable,2023-10-30,20,2023-11-27,75.3,official_twse_raw_execution_ohlcv,74.0,official_twse_raw_execution_ohlcv,65.8064956665039,64.67039489746094,trusted_nonofficial_yahoo_research_grade,ready,,-0.01726426483489618,-0.0239866876717979,-0.024965811853136288,-0.026922586112210323,0.11762639558337451,0.062201103158892046,-0.1425922074365108,-0.08716691501202833,False,True,False
2023-10-27,1319,P3-1_TDCC_unavailable,2023-10-30,40,2023-12-25,75.3,official_twse_raw_execution_ohlcv,75.5,official_twse_raw_execution_ohlcv,65.8064956665039,65.98127746582031,trusted_nonofficial_yahoo_research_grade,ready,,0.0026559961527532483,-0.004202691615389442,-0.005201662850756517,-0.007198101337495988,0.17976263538068982,0.08786987673947344,-0.18496429823144633,-0.09307153959022996,False,True,False
2023-11-03,1216,P3-1_TDCC_unavailable,2023-11-06,5,2023-11-13,70.2,official_twse_raw_execution_ohlcv,69.8,official_twse_raw_execution_ohlcv,65.23436737060547,64.8626708984375,trusted_nonofficial_yahoo_research_grade,ready,,-0.005697862754708849,-0.012499405789139106,-0.013490053866030083,-0.015469858566605987,0.017839041999144545,0.01104832650632348,-0.03132909586517463,-0.024538380372353563,False,True,False
2023-11-03,1216,P3-1_TDCC_unavailable,2023-11-06,10,2023-11-20,70.2,official_twse_raw_execution_ohlcv,71.5,official_twse_raw_execution_ohlcv,65.23436737060547,66.44242095947266,trusted_nonofficial_yahoo_research_grade,ready,,0.018518667959237956,0.011551471277263747,0.010536695665409157,0.008508672219702085,0.0558003291365734,0.028724060377352867,-0.045263633471164244,-0.01818736471194371,False,True,False
2023-11-03,1216,P3-1_TDCC_unavailable,2023-11-06,20,2023-12-04,70.2,official_twse_raw_execution_ohlcv,65.7,official_twse_raw_execution_ohlcv,65.23436737060547,69.13728332519531,trusted_nonofficial_yahoo_research_grade,ready,,0.059829137798130816,0.05257935604683328,0.05152342178111646,0.049413142993389725,0.08023188485268351,0.0314737367052611,-0.028708463071567047,0.02004968507585536,False,True,False
