decision_date,ticker,P3_segment,next_execution_date,horizon_td,exit_date,entry_raw_close,entry_raw_source,exit_raw_close,exit_raw_source,entry_adjusted_close,exit_adjusted_close,adjusted_analysis_source_quality,outcome_status,blocked_reason,gross_event_aware_return,net_return_5bp,net_return_10bp,net_return_20bp,benchmark_00631L_net_10bp,benchmark_0050_net_10bp,net_excess_vs_00631L,net_excess_vs_0050,corporate_action_factor_changed,evaluation_metadata_only,future_return_used_as_rule
2023-07-14,3008,P3-1_TDCC_unavailable,2023-07-17,5,2023-07-24,2305.0,official_twse_raw_execution_ohlcv,2195.0,official_twse_raw_execution_ohlcv,2086.57421875,1986.998291015625,trusted_nonofficial_yahoo_research_grade,ready,,-0.04772220745353006,-0.054236282143826364,-0.05518506031548531,-0.05708118824211428,-0.03551257211544512,-0.02762001160344818,-0.019672488200040195,-0.027565048712037132,False,True,False
2023-07-14,3008,P3-1_TDCC_unavailable,2023-07-17,10,2023-07-31,2305.0,official_twse_raw_execution_ohlcv,2175.0,official_twse_raw_execution_ohlcv,2086.57421875,1968.8934326171875,trusted_nonofficial_yahoo_research_grade,ready,,-0.056399041584684784,-0.06285376222299321,-0.0637938954478865,-0.06567274649623511,-0.023644528620041294,-0.01577557323178258,-0.0401493668278452,-0.048018322216103915,False,True,False
2023-07-14,3008,P3-1_TDCC_unavailable,2023-07-17,20,2023-08-15,2305.0,official_twse_raw_execution_ohlcv,2025.0,official_twse_raw_execution_ohlcv,2086.57421875,1891.9481201171875,trusted_nonofficial_yahoo_research_grade,ready,,-0.09327542575955283,-0.09947789277743313,-0.10038128513886335,-0.10218670977486222,-0.09590331947513975,-0.04710569466538472,-0.004477965663723604,-0.05327559047347863,False,True,False
2023-07-14,3008,P3-1_TDCC_unavailable,2023-07-17,40,2023-09-12,2305.0,official_twse_raw_execution_ohlcv,2050.0,official_twse_raw_execution_ohlcv,2086.57421875,1880.162353515625,trusted_nonofficial_yahoo_research_grade,ready,,-0.09892380696528957,-0.1050876361220946,-0.1059854008601201,-0.10777957872188115,-0.0833364363157304,-0.044431172103979844,-0.022648964544389694,-0.06155422875614025,True,True,False
2023-07-21,5388,P3-1_TDCC_unavailable,2023-07-24,5,2023-07-31,110.5,official_twse_raw_execution_ohlcv,122.0,official_twse_raw_execution_ohlcv,99.72265625,110.10103607177734,trusted_nonofficial_yahoo_research_grade,ready,,0.10407243661620114,0.09652000772212466,0.09541999275171276,0.0932216189195445,0.006391450061473236,0.006268022940421281,0.08902854269023952,0.08915196981129148,False,True,False
2023-07-21,5388,P3-1_TDCC_unavailable,2023-07-24,10,2023-08-08,110.5,official_twse_raw_execution_ohlcv,112.0,official_twse_raw_execution_ohlcv,99.72265625,101.07636260986328,trusted_nonofficial_yahoo_research_grade,ready,,0.01357471221454043,0.006641334757626849,0.005631484932479669,0.0036133056442537725,-0.021673359789941116,-0.007794790634897519,0.027304844722420785,0.013426275567377188,False,True,False
2023-07-21,5388,P3-1_TDCC_unavailable,2023-07-24,20,2023-08-22,110.5,official_twse_raw_execution_ohlcv,118.0,official_twse_raw_execution_ohlcv,99.72265625,106.4911651611328,trusted_nonofficial_yahoo_research_grade,ready,,0.06787333155431075,0.0605685233397677,0.05950457444270696,0.057378278458582566,-0.07096852242002438,-0.031232707466921195,0.13047309686273134,0.09073728190962815,False,True,False
2023-07-21,5388,P3-1_TDCC_unavailable,2023-07-24,40,2023-09-19,110.5,official_twse_raw_execution_ohlcv,132.0,official_twse_raw_execution_ohlcv,99.72265625,119.12571716308594,trusted_nonofficial_yahoo_research_grade,ready,,0.19457023752399238,0.1863987566694112,0.18520857647751,0.18283000794906412,-0.04866007787972315,-0.019904444474214245,0.23386865435723314,0.20511302095172423,False,True,False
2023-07-28,5388,P3-1_TDCC_unavailable,2023-07-31,5,2023-08-08,122.0,official_twse_raw_execution_ohlcv,112.0,official_twse_raw_execution_ohlcv,110.10103607177734,101.07636260986328,trusted_nonofficial_yahoo_research_grade,ready,,-0.08196719834707711,-0.08824701951366942,-0.0891616785447763,-0.0909896195577875,-0.03356536373632624,-0.01973527202790626,-0.055596314808450065,-0.06942640651687004,False,True,False
2023-07-28,5388,P3-1_TDCC_unavailable,2023-07-31,10,2023-08-15,122.0,official_twse_raw_execution_ohlcv,113.0,official_twse_raw_execution_ohlcv,110.10103607177734,102.8813018798828,trusted_nonofficial_yahoo_research_grade,ready,,-0.06557371710097115,-0.07196567819365107,-0.07289667045996062,-0.07475725335315508,-0.07941804969718969,-0.037488033962130074,0.0065213792372290635,-0.03540863649783055,False,True,False
2023-07-28,5388,P3-1_TDCC_unavailable,2023-07-31,20,2023-08-29,122.0,official_twse_raw_execution_ohlcv,120.5,official_twse_raw_execution_ohlcv,110.10103607177734,108.7473373413086,trusted_nonofficial_yahoo_research_grade,ready,,-0.012295058963716188,-0.019051473749657988,-0.020035548875036113,-0.0220022175683805,-0.05809086522619222,-0.027067960468826424,0.03805531635115611,0.007032411593790311,False,True,False
2023-07-28,5388,P3-1_TDCC_unavailable,2023-07-31,40,2023-09-26,122.0,official_twse_raw_execution_ohlcv,126.5,official_twse_raw_execution_ohlcv,110.10103607177734,114.16214752197266,trusted_nonofficial_yahoo_research_grade,ready,,0.03688531548011764,0.029792481389922854,0.028759406627977047,0.026694812432058956,-0.10109878809904094,-0.05755656985644719,0.12985819472701798,0.08631597648442424,False,True,False
2023-08-04,2481,P3-1_TDCC_unavailable,2023-08-07,5,2023-08-14,63.1,official_twse_raw_execution_ohlcv,62.6,official_twse_raw_execution_ohlcv,67.99060821533203,58.384254455566406,trusted_nonofficial_yahoo_research_grade,ready,,-0.14128942234700248,-0.1471634486909552,-0.1480190035072354,-0.14972882507392926,-0.0821224908103031,-0.03678825250442419,-0.06589651269693231,-0.11123075100281121,False,True,False
2023-08-04,2481,P3-1_TDCC_unavailable,2023-08-07,10,2023-08-21,63.1,official_twse_raw_execution_ohlcv,62.7,official_twse_raw_execution_ohlcv,67.99060821533203,58.47751998901367,trusted_nonofficial_yahoo_research_grade,ready,,-0.13991768092718926,-0.14580109069490166,-0.14665801221145203,-0.14837056512107383,-0.08319711268754593,-0.04839327466158305,-0.0634608995239061,-0.09826473754986897,False,True,False
