decision_date,ticker,name,market,pool_rank,pool_selection_score,pool_selection_score_col,pool_selection_policy,layer4_pool_variant,RS5_layer4,RS10_layer4,RS20_layer4,RS40_layer4,RS60_layer4,BIAS20_layer4,BIAS60_layer4,BIAS20_percentile,BIAS60_percentile,MA20_layer4,MA60_layer4,MA120_layer4,volatility,drawdown_20d,drawdown_60d,traded_value_rank_5d,traded_value_rank_20d,traded_value_rank_60d,momentum_continuation_score,pullback_repair_score,overlap_reacceleration_score,neutral_quality_liquidity_score,exhaustion_risk_score,breakdown_risk_score,layer1_financial_risk_flag_count,layer1_quality_floor_risk_pctile_by_week,monthly_revenue_available,quarterly_fundamental_available,missing_core_fundamental_flag,price_core_valid,daily_price_feature_status,lifecycle_state,RS5_daily,RS10_daily,RS20_daily,RS40_daily,RS60_daily,MA20_daily,MA60_daily,MA120_daily,MA20_slope,MA60_slope,BIAS20_daily,BIAS60_daily,BIAS20_z,BIAS60_z,BIAS20_pct,BIAS60_pct,K,D,vol20,vol60,drawdown60,large_down20,blowoff,tv5,tv20,tv60,institutional_foreign_net_20D,institutional_trust_net_20D,institutional_dealer_net_20D,margin_margin_change_20D,margin_short_change_20D,lending_sbl_change_20D,foreignown_foreign_holding_ratio_5D,opportunity_momentum_score,trend_continuation_score,capital_chip_support_score,risk_overheat_crowding_score,lifecycle_fit_score,fundamental_quality_score,fundamental_quality_confidence,total_score_confidence,tdcc_score,tdcc_confidence,tdcc_semantics,PIT_available_at,missing_score_blocks,taiwan_group,taiwan_score,taiwan_confidence,breadth_group,breadth_score,breadth_confidence,capital_group,capital_score,capital_confidence,derivatives_group,derivatives_score,derivatives_confidence,external_group,external_score,external_confidence,full_spec_v2_state,controller_state_status,derivatives_reasons,external_reasons,P3_segment,canonical_rank1_lineage_ready,same_day_full_layer5_feature_ready,stock_strength_availability,stock_strength_available_field_count,stock_strength_requested_field_count,stock_strength_confidence,market_risk_available_group_count,market_risk_confidence,individual_strength_and_market_risk_combined,future_return_used_as_rule
2023-07-14,3008,大立光,TWSE,1,0.7441204938723597,layer4_risk_aware_score,risk_aware,C_risk_aware_retention_constrained_quota_80,-0.0484509461478663,0.0601073838938186,0.0186867781107276,-0.0349861700094085,0.0053708991562961,0.0355261683290373,0.0632095734888003,0.8314606741573034,0.7695774647887323,2230.75,2172.6666666666665,2195.083333333333,0.018710104405472,-0.0395010395010394,-0.0395010395010394,28.0,31.0,44.0,0.6996563378821455,0.4668608153668707,0.6507582512643066,0.8868745727874758,0.0459607324754092,0.0126403326403326,2,0.6868512110726643,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P3-1_unavailable_not_zero_not_neutral,,,,,,,,,,,,,,,,,,,,,,P3-1_TDCC_unavailable,True,False,canonical_layer4_same_day_partial_full_layer5_missing,0,18,0.0,0,,False,False
2023-07-21,5388,中磊,TWSE,1,0.7835084563800213,layer4_risk_aware_score,risk_aware,C_risk_aware_retention_constrained_quota_80,-0.0485106892199576,-0.0588770850561906,0.1428182024196417,0.1550384645185065,0.2443422710092713,-0.0216852260944052,0.115318062670253,0.4124579124579124,0.8743661971830986,110.90500000000002,97.28166666666668,92.39166666666668,0.0330759028619262,-0.0920502092050209,-0.0920502092050209,147.0,70.0,131.0,0.6437254404818815,0.6884741392906512,0.765566940492239,0.8405795195884839,0.0682654954114933,0.0294560669456066,1,0.3850174216027874,True,True,False,True,ready_daily,blocked_pending_daily_technical_chip_feature_computation,-0.0485106249925919,-0.0546842524264556,0.1299880762794595,0.1646594979523874,0.1621651433407365,97.45295767249569,86.10593146532793,80.61790788383456,0.0369214529518768,0.0214106049853668,0.004769219707377,0.137177550633638,-0.1167640762131606,1.0807637070405702,0.4642857142857143,0.9239130434782608,28.513363456478896,46.73014886633149,0.4721916450560225,0.4256692678171658,-0.0726495084222069,0.0,False,716602571.4,1056643196.2,545960825.5833334,2473360.0,0.0,2693000.0,15598.0,-313.0,5736000.0,0.4499999999999957,46.10389610389611,89.17748917748918,50.3010878010878,36.012603969650016,47.400000000000006,75.56708958093041,0.3333333333333333,0.8555555555555555,,,P3-1_unavailable_not_zero_not_neutral,2023-07-21_after_close,,neutral,-25.0,0.25,neutral,0.0,0.0,neutral,0.0,0.0,neutral,0.0,0.2,neutral,0.0,0.0,PIT_warmup_or_low_confidence,PIT_warmup_or_low_confidence,deriv_level:0,,P3-1_TDCC_unavailable,True,True,full_existing_layer5_fields,18,18,1.0,5,0.09,False,False
2023-07-28,5388,中磊,TWSE,1,0.7427289847150057,layer4_risk_aware_score,risk_aware,C_risk_aware_retention_constrained_quota_80,0.00495958589971,-0.044788580002268,0.0393951085437331,0.1207560158767262,0.2178769176092283,-0.0166112956810631,0.1154471000050244,0.3797968397291196,0.8696883852691218,112.875,99.51166666666668,93.6225,0.0301294176156741,-0.0711297071129707,-0.0711297071129707,207.0,104.0,130.0,0.552690767050955,0.667558889625529,0.7288788513931896,0.8116953769936563,0.0581189110757963,0.0227615062761506,1,0.3763066202090592,True,True,False,True,ready_daily,blocked_pending_daily_technical_chip_feature_computation,0.0049595410170069,-0.0447885559170059,0.132511291977446,0.1836179167171143,0.2459093186769805,100.17840888232936,88.15152473944856,81.88094602139003,0.0279668393338348,0.0237567057148011,-4.504057140579127e-05,0.1363830300795932,-0.1853899460327686,1.048768873119695,0.388646288209607,0.9153439153439152,25.958257348603453,25.311848183987077,0.4773110605917944,0.42167194381312,-0.0512820271967892,0.0,False,415146623.0,1074738140.0,563905131.8833333,-1710714.0,0.0,1521000.0,14234.0,-102.0,8033000.0,-1.3099999999999952,63.65740740740741,90.0462962962963,43.71313736681887,38.920870108416445,47.400000000000006,76.05497483546264,0.3333333333333333,0.8555555555555555,,,P3-1_unavailable_not_zero_not_neutral,2023-07-28_after_close,,neutral,25.0,0.25,neutral,0.0,0.0,neutral,0.0,0.0,neutral,-20.0,0.4,neutral,0.0,0.0,PIT_warmup_or_low_confidence,PIT_warmup_or_low_confidence,deriv_level:0|deriv_divergence:-1,,P3-1_TDCC_unavailable,True,True,full_existing_layer5_fields,18,18,1.0,5,0.13,False,False
2023-08-04,2481,強茂,TWSE,1,0.7803282977900666,layer4_risk_aware_score,risk_aware,C_risk_aware_retention_constrained_quota_80,-0.0661729171667722,-0.0766402350132772,0.0149775438482011,0.0083690443258777,0.0110663854105039,-0.0570653970772996,0.0036834572883185,0.1236589497459062,0.6492917847025496,75.61500000000001,71.03833333333333,69.805,0.0345686647605603,-0.1098626716604244,-0.1098626716604244,259.0,106.0,184.0,0.5665974901906156,0.7111114763298679,0.7441147685740621,0.8103649308427849,0.0500102040816326,0.0351560549313358,0,0.1666666666666666,True,True,False,True,ready_daily,blocked_pending_daily_technical_chip_feature_computation,-0.0294168356800826,-0.0402583168149391,0.0591347730998375,0.0343952132021798,0.0310050540798185,68.55207226587736,63.15102892260489,62.32757488421489,0.0222631002211259,0.0116833239840823,-0.0299584733773743,0.0530051207151933,-0.5029716218104278,0.3393215136277501,0.2060085836909871,0.5958549222797928,17.302043226633906,21.244806179520257,0.4878028733455559,3.375466695628015,-0.0741620752172959,0.0,False,296410414.6,1045518089.05,449912161.51666665,-1407088.0,0.0,696000.0,22041.0,54.0,-2270000.0,-0.3499999999999996,35.55555555555556,83.33333333333333,48.97587719298245,42.24745646057188,51.2,94.71544715447152,0.3333333333333333,0.8555555555555555,,,P3-1_unavailable_not_zero_not_neutral,2023-08-04_after_close,,neutral,0.0,0.25,neutral,0.0,0.0,neutral,0.0,0.0,neutral,0.0,0.4,neutral,0.0,0.0,PIT_warmup_or_low_confidence,PIT_warmup_or_low_confidence,deriv_level:0|deriv_persistence:0,,P3-1_TDCC_unavailable,True,True,full_existing_layer5_fields,18,18,1.0,5,0.13,False,False
2023-08-11,4123,晟德,TPEx,1,0.7725888944149466,layer4_risk_aware_score,risk_aware,C_risk_aware_retention_constrained_quota_80,-0.0112420556799605,-0.0416326832011602,0.0701411840720636,0.0924306996026294,0.0620976579874648,-0.0427208627125673,0.0392027375878009,0.3670601461495222,0.8538374717832957,60.275,55.52333333333333,51.83833333333334,0.0306919931518018,-0.1150306748466257,-0.1150306748466257,272.0,132.0,201.0,0.6187837349740704,0.6846073766919683,0.7589639902310656,0.7828762112066364,0.0532298695074059,0.0368098159509202,0,0.1832191780821918,True,True,False,True,ready_daily,blocked_pending_daily_technical_chip_feature_computation,-0.0112420924058797,-0.0416326380151956,0.0701413060712528,0.0924307076486734,0.062097676455648,56.12902023596614,51.704193478029566,48.27266411951412,0.0133658420784534,0.0127990778403039,-0.0427208626424433,0.0392027504508361,-0.9761608264350252,0.2718163692369359,0.1134453781512605,0.5555555555555556,18.508478367372607,21.252766406241918,0.4872201273568891,0.3286829898340606,-0.115030657359068,0.0,False,195439665.2,767157244.8,408390910.6166667,-710130.0,0.0,-710130.0,2704.0,2674.0,2712000.0,0.2099999999999999,55.19480519480519,87.87878787878788,37.92285200179937,37.92991538467399,58.400000000000006,94.44444444444446,0.3333333333333333,0.8888888888888888,,,P3-1_unavailable_not_zero_not_neutral,2023-08-11_after_close,,neutral,-25.0,0.25,neutral,0.0,0.0,neutral,0.0,0.0,neutral,20.0,0.6,neutral,0.0,0.0,PIT_warmup_or_low_confidence,PIT_warmup_or_low_confidence,deriv_level:0|deriv_persistence:0|deriv_divergence:1,,P3-1_TDCC_unavailable,True,True,full_existing_layer5_fields,18,18,1.0,5,0.16999999999999998,False,False
2023-08-18,2458,義隆,TWSE,1,0.7592419593050738,layer4_risk_aware_score,risk_aware,C_risk_aware_retention_constrained_quota_80,-0.0425850237144015,-0.0467503307806422,0.0337867294641167,0.1502118558690114,0.1286788912898173,-0.0261690261690261,0.0424160786174593,0.515819209039548,0.8685552407932011,116.55,108.88166666666666,104.80166666666668,0.0283471925666538,-0.073469387755102,-0.073469387755102,200.0,148.0,219.0,0.5863254705351677,0.6376069364865622,0.7143842827191729,0.7718517407449796,0.0613249291784702,0.0235102040816326,1,0.4224137931034483,True,True,False,True,ready_daily,blocked_pending_daily_technical_chip_feature_computation,-0.0425850518628107,-0.0229394475642515,0.0592614471757746,0.1409439422516588,0.1523944040467175,99.88771084340809,91.56410529103908,88.1056275024488,0.0113115475826399,0.0170292140755903,-0.0113396402044111,0.0785342119349713,-0.2579272470459214,0.3712078469159683,0.4152542372881356,0.6989795918367347,33.81046892856425,47.30505464779695,0.5004292806811202,2.4417337710329035,-0.0619834992227893,0.0,False,275669741.8,517251289.25,329592167.98333335,-5332854.0,0.0,1514472.0,7781.0,139.0,2439000.0,0.3300000000000018,47.55555555555557,88.22222222222223,39.73565670934092,30.75566498277418,38.4,74.4482496194825,0.3333333333333333,0.8888888888888888,,,P3-1_unavailable_not_zero_not_neutral,2023-08-18_after_close,,neutral,-25.0,0.25,neutral,0.0,0.0,neutral,0.0,0.0,bullish,60.0,0.8,neutral,0.0,0.0,PIT_warmup_or_low_confidence,PIT_warmup_or_low_confidence,deriv_level:0|deriv_persistence:1|deriv_trade_flow:1|deriv_divergence:1,,P3-1_TDCC_unavailable,True,True,full_existing_layer5_fields,18,18,1.0,5,0.21000000000000002,False,False
2023-08-25,2458,義隆,TWSE,1,0.7599407716095729,layer4_risk_aware_score,risk_aware,C_risk_aware_retention_constrained_quota_80,-0.0100574159325808,-0.0522597421700252,0.0251234967463959,0.1395871680800406,0.110849412034036,-0.0283748925193464,0.0293939025871493,0.375,0.8513896766874646,116.3,109.77333333333333,105.0475,0.0273420600614578,-0.0775510204081633,-0.0775510204081633,267.0,150.0,228.0,0.5665231880994785,0.6282649510767978,0.70779033045932,0.7691910344707557,0.0533954298679199,0.0248163265306122,1,0.4163763066202091,True,True,False,True,ready_daily,blocked_pending_daily_technical_chip_feature_computation,-0.0100574077645704,-0.0522597625327042,0.050485999336763,0.1798152845319296,0.1174676413459744,100.29749096425768,92.71581601245995,88.67975717926764,0.0041024077675781,0.0125781900861714,-0.0197164868094433,0.0604444962597052,-0.3729368179765387,0.1857108789958991,0.3402489626556016,0.6069651741293532,20.770094070955743,25.79746777383903,0.4863147195316558,2.4399716306646595,-0.0661157228420178,0.0,False,157703080.6,427652263.45,320468045.55,-2609468.0,0.0,1532955.0,6304.0,39.0,1895000.0,0.1799999999999997,46.0,86.22222222222223,43.83508771929824,38.64113681951138,51.2,74.80842911877396,0.3333333333333333,0.8888888888888888,,,P3-1_unavailable_not_zero_not_neutral,2023-08-25_after_close,,neutral,0.0,0.25,neutral,0.0,0.0,neutral,0.0,0.0,neutral,0.0,1.0,neutral,0.0,0.0,PIT_warmup_or_low_confidence,PIT_warmup_or_low_confidence,deriv_level:0|deriv_change:0|deriv_persistence:1|deriv_trade_flow:0|deriv_divergence:-1,,P3-1_TDCC_unavailable,True,True,full_existing_layer5_fields,18,18,1.0,5,0.25,False,False
2023-09-01,8112,至上,TWSE,1,0.7616602619374274,layer4_risk_aware_score,risk_aware,C_risk_aware_retention_constrained_quota_80,-0.043938186486846,-0.0457567120021822,0.0189772381649145,0.0917592628400784,-0.0071593567155929,-0.0224115201298043,-0.0034630692096965,0.170045045045045,0.6730660643704122,49.30500000000001,48.3675,46.53916666666667,0.0157326048109541,-0.05859375,-0.05859375,235.0,182.0,261.0,0.5458336599883856,0.6720096847173829,0.703814521934282,0.7389568915142276,0.0172187499999999,0.01875,2,0.6944444444444444,True,True,False,True,ready_daily,blocked_pending_daily_technical_chip_feature_computation,-0.0439381666197106,-0.0457568258450286,0.0189771851527095,0.0867371828315376,0.1260371248935863,42.08298869436594,40.01460935908893,37.14377582350941,0.0026390600309416,0.0168219179802171,-0.0240939907092997,0.0263511805699007,-0.6818365723748082,-0.494458269557405,0.1286307053941908,0.1940298507462686,32.35018477855584,35.71050758632755,0.2933718818711188,0.2875194127143567,-0.0585938584995107,0.0,False,214436411.2,341657911.1,271951380.51666665,5141579.0,0.0,10237000.0,5882.0,-1828.0,1371000.0,-0.2300000000000004,41.88596491228071,85.0877192982456,59.65367965367966,30.583223094707705,58.400000000000006,54.72319008904375,0.3333333333333333,0.8888888888888888,,,P3-1_unavailable_not_zero_not_neutral,2023-09-01_after_close,,neutral,0.0,0.25,neutral,0.0,0.0,neutral,0.0,0.0,neutral,-40.0,1.0,neutral,0.0,0.0,PIT_warmup_or_low_confidence,PIT_warmup_or_low_confidence,deriv_level:0|deriv_change:-1|deriv_persistence:0|deriv_trade_flow:0|deriv_divergence:-1,,P3-1_TDCC_unavailable,True,True,full_existing_layer5_fields,18,18,1.0,5,0.25,False,False
2023-09-08,2332,友訊,TWSE,1,0.8007223982150034,layer4_risk_aware_score,risk_aware,C_risk_aware_retention_constrained_quota_80,-0.0723118086401336,-0.1237180475063163,0.177789165856503,0.0901654266125681,0.1437517881313841,-0.0559732664995821,0.0286364498388014,0.0417136414881623,0.792090395480226,23.94,21.97083333333333,20.44458333333333,0.0358050016851355,-0.1257253384912959,-0.1257253384912959,223.0,117.0,225.0,0.6397476771196283,0.7370988779858785,0.7836575419477598,0.7927903632589518,0.0676666666666666,0.0402321083172146,2,0.6770833333333334,True,True,False,True,ready_daily,blocked_pending_daily_technical_chip_feature_computation,-0.0850959305578903,-0.1169010771775502,0.1748097772424478,0.0901654555333041,0.144387127132888,23.01909163392744,21.10112330303984,19.36171548169092,0.03382847809555,0.0107389403858488,-0.0519139724431669,0.0342614860713603,-0.9740796877480196,-0.4065263033076668,0.1106194690265486,0.3172043010752688,11.00757647835188,26.456853444152458,0.9733176124036071,0.8066435240538207,-0.125725262460138,1.0,False,272207326.6,636795139.95,346797665.1,30312901.0,0.0,0.0,33866.0,-704.0,13836000.0,-0.490000000000002,39.91228070175438,75.0,47.494172494172496,61.03147331900305,51.2,54.62962962962964,0.3333333333333333,0.8888888888888888,,,P3-1_unavailable_not_zero_not_neutral,2023-09-08_after_close,,neutral,-25.0,0.25,neutral,0.0,0.0,neutral,0.0,0.0,bullish,60.0,1.0,neutral,0.0,0.0,PIT_warmup_or_low_confidence,PIT_warmup_or_low_confidence,deriv_level:0|deriv_change:1|deriv_persistence:0|deriv_trade_flow:1|deriv_divergence:1,,P3-1_TDCC_unavailable,True,True,full_existing_layer5_fields,18,18,1.0,5,0.25,False,False
2023-09-15,2402,毅嘉,TWSE,1,0.7340182980120096,layer4_risk_aware_score,risk_aware,C_risk_aware_retention_constrained_quota_80,-0.0588231221750026,-0.1211061826748968,0.0954101552383284,0.2089647488972186,0.3515353543036514,0.01010101010101,0.1302583766190335,0.5152714932126696,0.927519818799547,41.8275,37.38083333333334,33.062083333333334,0.0365457810512893,-0.1095890410958905,-0.1095890410958905,106.0,39.0,80.0,0.6432320474518821,0.716948294658662,0.8225847674589024,0.684473218908392,0.101591959229898,0.0350684931506849,0,0.1862068965517241,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,P3-1_unavailable_not_zero_not_neutral,,,neutral,25.0,0.25,neutral,0.0,0.0,neutral,0.0,0.0,bullish,60.0,0.8,neutral,0.0,0.0,PIT_warmup_or_low_confidence,PIT_warmup_or_low_confidence,deriv_level:0|deriv_change:1|deriv_persistence:1|deriv_trade_flow:1,,P3-1_TDCC_unavailable,True,False,canonical_layer4_same_day_partial_full_layer5_missing,0,18,0.0,5,0.21000000000000002,False,False
