requested_scope,actual_scope,contract_rows,latest_primary80_rows,sanity_case_rows,keyword_source_ready_rows,keyword_hit_rows,6806_monthly_revenue_rows,future_data_violation_count
latest Layer4 primary80 plus sanity ticker 6806,latest Layer4 primary80 from long revenue contract plus 6806 monthly revenue sanity row,81,80,1,81,1,65,0
