snapshot_date,ticker,name,market,scope_bucket,project_risk_review_flag,project_revenue_business_model_proxy,contract_project_keyword_proxy,revenue_lumpiness_business_risk_label,long_revenue_stability_context,proxy_confidence_level,project_risk_report_text,integration_policy
2026-06-29,8926,台汽電,TWSE,latest_layer4_primary80,True,False,False,high_lumpiness_low_stability_shape_review,long_revenue_stability_low_or_bottom_percentile,low_shape_only,營收形狀顯示 lumpiness 或近期暴衝風險，但缺公司文字 source；只能作低信心 proxy review。,soft_review_flag_only_no_hard_exclude
2026-06-29,5289,宜鼎,TPEx,latest_layer4_primary80,True,False,False,high_lumpiness_low_stability_shape_review,long_revenue_stability_low_or_bottom_percentile,low_shape_only,營收形狀顯示 lumpiness 或近期暴衝風險，但缺公司文字 source；只能作低信心 proxy review。,soft_review_flag_only_no_hard_exclude
2026-06-29,5351,鈺創,TPEx,latest_layer4_primary80,True,False,False,high_lumpiness_low_stability_shape_review,long_revenue_stability_low_or_bottom_percentile,low_shape_only,營收形狀顯示 lumpiness 或近期暴衝風險，但缺公司文字 source；只能作低信心 proxy review。,soft_review_flag_only_no_hard_exclude
2026-06-29,6806,森崴能源,MOPS_PUB,sanity_case_not_latest_primary80,True,True,True,keyword_plus_shape_project_risk_review,long_revenue_stability_low_or_bottom_percentile,medium_keyword_plus_revenue_shape,官方月營收說明出現工程/認列收入等專案型 keyword，且營收集中度偏高、長期穩定性偏低；僅作 review/soft penalty，不作 hard exclude。,soft_review_flag_only_no_hard_exclude
2026-06-29,3006,晶豪科,TWSE,latest_layer4_primary80,True,False,False,high_lumpiness_but_stability_not_low,stable_or_insufficient_context,low,營收形狀顯示 lumpiness 或近期暴衝風險，但缺公司文字 source；只能作低信心 proxy review。,soft_review_flag_only_no_hard_exclude
2026-06-29,4931,新盛力,TPEx,latest_layer4_primary80,True,False,False,high_lumpiness_but_stability_not_low,stable_or_insufficient_context,low,營收形狀顯示 lumpiness 或近期暴衝風險，但缺公司文字 source；只能作低信心 proxy review。,soft_review_flag_only_no_hard_exclude
2026-06-29,2882,國泰金,TWSE,latest_layer4_primary80,True,False,False,high_lumpiness_low_stability_shape_review,long_revenue_stability_low_or_bottom_percentile,low_shape_only,營收形狀顯示 lumpiness 或近期暴衝風險，但缺公司文字 source；只能作低信心 proxy review。,soft_review_flag_only_no_hard_exclude
2026-06-29,2347,聯強,TWSE,latest_layer4_primary80,True,False,False,low_lumpiness_or_stable,stable_or_insufficient_context,low,營收形狀顯示 lumpiness 或近期暴衝風險，但缺公司文字 source；只能作低信心 proxy review。,soft_review_flag_only_no_hard_exclude
