ticker,name,scope_bucket,keyword_source_status,keyword_source,keyword_evidence_text,matched_keywords,keyword_hit_count,contract_project_keyword_proxy,source_audit_policy
2382,廣達,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2330,台積電,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2891,中信金,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
4904,遠傳,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2884,玉山金,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3293,鈊象,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2347,聯強,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2887,台新新光金,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2356,英業達,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2412,中華電,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
6274,台燿,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2618,長榮航,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2886,兆豐金,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
6239,力成,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2454,聯發科,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2890,永豐金,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2610,華航,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2301,光寶科,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2801,彰銀,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
6223,旺矽,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
1216,統一,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
5289,宜鼎,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2882,國泰金,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3406,玉晶光,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2834,臺企銀,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
8112,至上,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3450,聯鈞,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
1477,聚陽,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3231,緯創,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2892,第一金,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3045,台灣大,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2357,華碩,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2324,仁寶,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
8358,金居,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3711,日月光投控,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
4931,新盛力,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2615,萬海,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
8926,台汽電,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
6005,群益證,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
1513,中興電,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2353,宏碁,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3443,創意,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
5880,合庫金,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3042,晶技,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
5483,中美晶,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3006,晶豪科,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
3008,大立光,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
8299,群聯,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
8454,富邦媒,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
6271,同欣電,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2383,台光電,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2912,統一超,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2885,元大金,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
1605,華新,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
2484,希華,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
8046,南電,latest_layer4_primary80,blocked_no_bounded_company_text_source,,,,0,False,blocked_for_business_model_keyword_proxy_do_not_infer
