decision_date,weekly_review,canonical_rank1,rank1_state,rank1_entry_confirmed_2d,incumbent,incumbent_state,incumbent_deterioration_confirmed_2d,market_state,controller_ready,decision,reason,pending_execution_date,normal_switch_enabled,00631L_fallback_used,future_return_used_as_rule
2024-05-27,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-28,False,,,False,4958,turning_up,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-29,False,,,False,4958,turning_up,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-30,False,,,False,4958,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-05-31,True,2347,healthy_rise,True,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-03,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-04,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-05,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-06,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-07,True,2317,healthy_rise,True,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-11,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-12,False,,,False,4958,,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-13,False,,,False,4958,cooling_down,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-14,True,3338,healthy_rise,True,4958,cooling_down,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-17,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-18,False,,,False,4958,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-19,False,,,False,4958,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-20,False,,,False,4958,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-21,True,2345,healthy_rise,True,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-24,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-25,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-26,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-27,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-06-28,True,2327,healthy_rise,True,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-01,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-02,False,,,False,4958,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-03,False,,,False,4958,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-04,False,,,False,4958,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-05,True,3622,healthy_rise,True,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-08,False,,,False,4958,healthy_rise,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-09,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-10,False,,,False,4958,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-11,False,,,False,4958,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-12,True,2382,healthy_rise,True,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-15,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-16,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-17,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-18,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-19,True,2439,healthy_rise,True,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-22,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-23,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-26,True,2888,blocked_insufficient_history,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-29,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-30,False,,,False,4958,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-07-31,False,,,False,4958,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-08-01,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-08-02,True,3008,healthy_rise,True,4958,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-08-05,False,,,False,4958,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-08-06,False,,,False,4958,confirmed_weakening,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-08-07,False,,,False,4958,confirmed_weakening,True,weak_market,True,schedule_exit,confirmed_deterioration_2daily_closes,2024-08-08,False,False,False
2024-08-08,False,,,False,,,False,weak_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-08-09,True,1216,healthy_rise,True,,,False,ordinary_market,True,schedule_entry,weekly_rank1_2daily_entry_confirmed,2024-08-12,False,False,False
2024-08-12,False,,,False,1216,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-08-13,False,,,False,1216,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-08-14,False,,,False,1216,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-08-15,False,,,False,1216,confirmed_weakening,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-08-16,True,1101,healthy_rise,True,1216,confirmed_weakening,True,ordinary_market,True,schedule_exit,confirmed_deterioration_2daily_closes,2024-08-19,False,False,False
2024-08-19,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-08-20,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-08-21,False,,,False,,,False,ordinary_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-08-22,False,,,False,,,False,weak_market,True,hold_no_position,not_weekly_review_or_not_ready,,False,False,False
2024-08-23,True,2912,healthy_rise,True,,,False,ordinary_market,True,schedule_entry,weekly_rank1_2daily_entry_confirmed,2024-08-26,False,False,False
2024-08-26,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-08-27,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-08-28,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-08-29,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-08-30,True,2912,healthy_rise,True,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-02,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-03,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-04,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-05,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-06,True,2412,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-09,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-10,False,,,False,2912,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-11,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-12,False,,,False,2912,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-13,True,3665,healthy_rise,True,2912,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-16,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-18,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-19,False,,,False,2912,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-20,True,8039,healthy_rise,True,2912,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-23,False,,,False,2912,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-24,False,,,False,2912,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-25,False,,,False,2912,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-26,False,,,False,2912,overheat_warning,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-27,True,2891,cooling_down,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-09-30,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-01,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-04,True,1319,healthy_rise,True,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-07,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-08,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-09,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-11,True,2497,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-14,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-15,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-16,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-17,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-18,True,6138,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-21,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-22,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-23,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-24,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-25,True,2049,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-28,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-29,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-10-30,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-01,True,2421,healthy_rise,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-04,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-05,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-06,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-07,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-08,True,2421,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-11,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-12,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-13,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-14,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-15,True,2049,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-18,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-19,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-20,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-21,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-22,True,2376,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-25,False,,,False,2912,cooling_down,False,strong_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-26,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-27,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-28,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-11-29,True,3036,healthy_rise,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-02,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-03,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-04,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-05,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-06,True,2330,cooling_down,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-09,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-10,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-11,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-12,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-13,True,3090,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-16,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-17,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-18,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-19,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-20,True,3563,healthy_rise,True,2912,cooling_down,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-23,False,,,False,2912,turning_up,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-24,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-25,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-26,False,,,False,2912,turning_up,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-27,True,2330,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-30,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2024-12-31,False,,,False,2912,cooling_down,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-02,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-03,True,2880,cooling_down,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-06,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-07,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-08,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-09,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-10,True,4583,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-13,False,,,False,2912,cooling_down,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-14,False,,,False,2912,cooling_down,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-15,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-16,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-17,True,1597,cooling_down,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-20,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-21,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-01-22,True,2379,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-03,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-04,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-05,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-06,False,,,False,2912,turning_up,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-07,True,2377,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-10,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-11,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-12,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-13,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-14,True,2301,healthy_rise,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-17,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-18,False,,,False,2912,turning_up,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-19,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-20,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-21,True,3078,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-24,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-25,False,,,False,2912,cooling_down,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-26,False,,,False,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-02-27,True,2379,healthy_rise,True,2912,cooling_down,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-03,False,,,False,2912,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-04,False,,,False,2912,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-05,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-06,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-07,True,1605,healthy_rise,True,2912,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-10,False,,,False,2912,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-11,False,,,False,2912,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-12,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-13,False,,,False,2912,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-14,True,3023,healthy_rise,True,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-17,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-18,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-19,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-20,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-21,True,3023,healthy_rise,True,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-24,False,,,False,2912,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-25,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-26,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-27,False,,,False,2912,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-28,True,2881,healthy_rise,True,2912,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-03-31,False,,,False,2912,healthy_rise,False,weak_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
2025-04-01,False,,,False,2912,healthy_rise,False,ordinary_market,True,hold_incumbent,valid_incumbent_normal_switch_disabled,,False,False,False
