slippage_bp,date,held_ticker,NAV_open,same_asset_gross_return,NAV_before_transition,transition_type,transition_cost_rate,NAV_close,net_daily_return,stock_exposure
5,2025-06-24,2912,0.96826053735864,0.005836601950927722,0.9739118886999938,hold,0.0,0.9739118886999938,0.005836601950927722,True
5,2025-06-25,2912,0.9739118886999938,0.0,0.9739118886999938,hold,0.0,0.9739118886999938,0.0,True
5,2025-06-26,2912,0.9739118886999938,0.0,0.9739118886999938,hold,0.0,0.9739118886999938,0.0,True
5,2025-06-27,2912,0.9739118886999938,0.005802672580197843,0.9795631805120819,hold,0.0,0.9795631805120819,0.005802672580197843,True
5,2025-06-30,2912,0.9795631805120819,-0.013461497440953596,0.9663767932643662,hold,0.0,0.9663767932643662,-0.013461497440953596,True
5,2025-07-01,2912,0.9663767932643662,0.013645182023849012,0.979563180512082,hold,0.0,0.979563180512082,0.013645182023849012,True
5,2025-07-02,2912,0.979563180512082,0.009615407404598209,0.9889820795712496,hold,0.0,0.9889820795712496,0.009615407404598209,True
5,2025-07-03,2912,0.9889820795712496,0.0,0.9889820795712496,hold,0.0,0.9889820795712496,0.0,True
5,2025-07-04,2912,0.9889820795712496,0.005714250974636403,0.9946333713833375,hold,0.0,0.9946333713833375,0.005714250974636403,True
5,2025-07-07,2912,0.9946333713833375,-0.0037878758406970636,0.9908658236655234,hold,0.0,0.9908658236655234,-0.0037878758406970636,True
5,2025-07-08,2912,0.9908658236655234,0.001901169238607281,0.9927496272890636,hold,0.0,0.9927496272890636,0.001901169238607281,True
5,2025-07-09,2912,0.9927496272890636,-0.007590126683002851,0.9852145318534358,hold,0.0,0.9852145318534358,-0.007590126683002851,True
5,2025-07-10,2912,0.9852145318534358,0.0076481773177385914,0.9927496272890637,hold,0.0,0.9927496272890637,0.0076481773177385914,True
5,2025-07-11,2912,0.9927496272890637,0.005692565030238406,0.9984009191011516,hold,0.0,0.9984009191011516,0.005692565030238406,True
5,2025-07-14,2912,0.9984009191011516,0.013207566744683374,1.0115873658781334,hold,0.0,1.0115873658781334,0.013207566744683374,True
5,2025-07-15,2912,1.0115873658781334,-0.013035400818331655,0.9984009191011516,hold,0.0,0.9984009191011516,-0.013035400818331655,True
5,2025-07-16,2912,0.9984009191011516,-0.0056603431587138875,0.9927496272890637,hold,0.0,0.9927496272890637,-0.0056603431587138875,True
5,2025-07-17,2912,0.9927496272890637,0.005692565030238406,0.9984009191011516,hold,0.0,0.9984009191011516,0.005692565030238406,True
5,2025-07-18,2912,0.9984009191011516,-0.0056603431587138875,0.9927496272890637,hold,0.0,0.9927496272890637,-0.0056603431587138875,True
5,2025-07-21,2912,0.9927496272890637,0.007590066718975219,1.0002846631954254,hold,0.0,1.0002846631954254,0.007590066718975219,True
5,2025-07-22,2912,1.0002846631954254,0.0,1.0002846631954254,hold,0.0,1.0002846631954254,0.0,True
5,2025-07-23,2912,1.0002846631954254,0.007533070106352069,1.0078198776895853,hold,0.0,1.0078198776895853,0.007533070106352069,True
5,2025-07-24,2912,1.0078198776895853,-0.009345874989116876,0.9984009191011514,hold,0.0,0.9984009191011514,-0.009345874989116876,True
5,2025-07-25,2912,0.9984009191011514,-0.0037735819806794524,0.9946333713833374,hold,0.0,0.9946333713833374,-0.0037735819806794524,True
5,2025-07-28,2912,0.9946333713833374,-0.005681783835814858,0.9889820795712495,hold,0.0,0.9889820795712495,-0.005681783835814858,True
5,2025-07-29,2912,0.9889820795712495,-0.007619041427822992,0.9814469841356216,hold,0.0,0.9814469841356216,-0.007619041427822992,True
5,2025-07-30,2912,0.9814469841356216,0.007677536899524107,0.9889820795712495,hold,0.0,0.9889820795712495,0.007677536899524107,True
5,2025-07-31,2912,0.9889820795712495,0.009861932938856066,0.9987353545177116,hold,0.0,0.9987353545177116,0.009861932938856066,True
5,2025-08-01,2912,0.9987353545177116,0.00390625,1.0026366644962963,hold,0.0,1.0026366644962963,0.00390625,True
5,2025-08-04,2912,1.0026366644962963,0.0077821011673151474,1.010439284453466,hold,0.0,1.010439284453466,0.0077821011673151474,True
5,2025-08-05,2912,1.010439284453466,0.0038610038610038533,1.0143405944320507,hold,0.0,1.0143405944320507,0.0038610038610038533,True
5,2025-08-06,2912,1.0143405944320507,-0.007692307692307665,1.006537974474881,hold,0.0,1.006537974474881,-0.007692307692307776,True
5,2025-08-07,2912,1.006537974474881,0.005813953488372103,1.0123899394427582,hold,0.0,1.0123899394427582,0.005813953488372103,True
5,2025-08-08,2912,1.0123899394427582,-0.003853564547206201,1.0084886294641733,hold,0.0,1.0084886294641733,-0.003853564547206312,True
5,2025-08-11,2912,1.0084886294641733,-0.007736943907156624,1.0006860095070038,hold,0.0,1.0006860095070038,-0.007736943907156513,True
5,2025-08-12,2912,1.0006860095070038,-0.0019493177387914784,0.9987353545177113,hold,0.0,0.9987353545177113,-0.0019493177387914784,True
5,2025-08-13,2912,0.9987353545177113,0.0078125,1.006537974474881,hold,0.0,1.006537974474881,0.0078125,True
5,2025-08-14,2912,1.006537974474881,-0.005813953488372103,1.0006860095070038,hold,0.0,1.0006860095070038,-0.005813953488372103,True
5,2025-08-15,2912,1.0006860095070038,-0.005847953216374324,0.9948340445391265,hold,0.0,0.9948340445391265,-0.005847953216374324,True
5,2025-08-18,2912,0.9948340445391265,0.0039215686274509665,0.9987353545177113,hold,0.0,0.9987353545177113,0.0039215686274509665,True
5,2025-08-19,2912,0.9987353545177113,0.0,0.9987353545177113,hold,0.0,0.9987353545177113,0.0,True
5,2025-08-20,2912,0.9987353545177113,0.0,0.9987353545177113,hold,0.0,0.9987353545177113,0.0,True
5,2025-08-21,2912,0.9987353545177113,0.005859375,1.0045873194855885,hold,0.0,1.0045873194855885,0.005859375,True
5,2025-08-22,2912,1.0045873194855885,-0.009708737864077666,0.9948340445391265,hold,0.0,0.9948340445391265,-0.009708737864077666,True
5,2025-08-25,2912,0.9948340445391265,-0.0019607843137254832,0.9928833895498341,hold,0.0,0.9928833895498341,-0.0019607843137254832,True
5,2025-08-26,2912,0.9928833895498341,-0.00982318271119842,0.9831301146033721,hold,0.0,0.9831301146033721,-0.00982318271119842,True
5,2025-08-27,2912,0.9831301146033721,-0.001984126984126977,0.9811794596140797,hold,0.0,0.9811794596140797,-0.001984126984126977,True
5,2025-08-28,2912,0.9811794596140797,-0.003976143141153132,0.9772781496354949,hold,0.0,0.9772781496354949,-0.003976143141153132,True
5,2025-08-29,2912,0.9772781496354949,0.015968063872255467,0.9928833895498341,hold,0.0,0.9928833895498341,0.015968063872255467,True
5,2025-09-01,2912,0.9928833895498341,-0.011787819253438081,0.9811794596140797,hold,0.0,0.9811794596140797,-0.011787819253438081,True
5,2025-09-02,2912,0.9811794596140797,0.001988071570576455,0.9831301146033721,hold,0.0,0.9831301146033721,0.001988071570576455,True
5,2025-09-03,2912,0.9831301146033721,0.001984126984126977,0.9850807695926644,hold,0.0,0.9850807695926644,0.001984126984126977,True
5,2025-09-04,2912,0.9850807695926644,0.0,0.9850807695926644,hold,0.0,0.9850807695926644,0.0,True
5,2025-09-05,2912,0.9850807695926644,0.0,0.9850807695926644,hold,0.0,0.9850807695926644,0.0,True
5,2025-09-08,2912,0.9850807695926644,0.001980198019801982,0.9870314245819568,hold,0.0,0.9870314245819568,0.001980198019801982,True
5,2025-09-09,2912,0.9870314245819568,0.0019762845849802257,0.9889820795712492,hold,0.0,0.9889820795712492,0.0019762845849802257,True
5,2025-09-10,2912,0.9889820795712492,0.00591715976331364,0.9948340445391264,hold,0.0,0.9948340445391264,0.00591715976331364,True
5,2025-09-11,2912,0.9948340445391264,-0.007843137254901933,0.9870314245819568,hold,0.0,0.9870314245819568,-0.007843137254901933,True
5,2025-09-12,2912,0.9870314245819568,0.0019762845849802257,0.9889820795712492,hold,0.0,0.9889820795712492,0.0019762845849802257,True
5,2025-09-15,2912,0.9889820795712492,-0.007889546351084853,0.9811794596140795,hold,0.0,0.9811794596140795,-0.007889546351084853,True
5,2025-09-16,2912,0.9811794596140795,-0.005964214711729587,0.9753274946462023,hold,0.0,0.9753274946462023,-0.005964214711729587,True
5,2025-09-17,2912,0.9753274946462023,0.0,0.9753274946462023,hold,0.0,0.9753274946462023,0.0,True
5,2025-09-18,2912,0.9753274946462023,0.0020000000000000018,0.9772781496354946,hold,0.0,0.9772781496354946,0.0020000000000000018,True
5,2025-09-19,2912,0.9772781496354946,-0.009980039920159722,0.9675248746890326,hold,0.0,0.9675248746890326,-0.009980039920159722,True
5,2025-09-22,2912,0.9675248746890326,0.006048387096774244,0.9733768396569098,hold,0.0,0.9733768396569098,0.006048387096774244,True
5,2025-09-23,2912,0.9733768396569098,0.002004008016031955,0.975327494646202,hold,0.0,0.975327494646202,0.002004008016031955,True
5,2025-09-24,2912,0.975327494646202,0.0,0.975327494646202,hold,0.0,0.975327494646202,0.0,True
5,2025-09-25,2912,0.975327494646202,-0.008000000000000007,0.9675248746890325,hold,0.0,0.9675248746890325,-0.008000000000000007,True
5,2025-09-26,2912,0.9675248746890325,0.010080645161290258,0.9772781496354944,hold,0.0,0.9772781496354944,0.010080645161290258,True
5,2025-09-30,2912,0.9772781496354944,-0.009980039920159722,0.9675248746890324,hold,0.0,0.9675248746890324,-0.009980039920159722,True
5,2025-10-01,2912,0.9675248746890324,0.0,0.9675248746890324,hold,0.0,0.9675248746890324,0.0,True
5,2025-10-02,2912,0.9675248746890324,0.0,0.9675248746890324,hold,0.0,0.9675248746890324,0.0,True
5,2025-10-03,2912,0.9675248746890324,0.0,0.9675248746890324,hold,0.0,0.9675248746890324,0.0,True
5,2025-10-07,2912,0.9675248746890324,-0.006048387096774244,0.9616729097211552,hold,0.0,0.9616729097211552,-0.006048387096774244,True
5,2025-10-08,2912,0.9616729097211552,-0.0020283975659228792,0.9597222547318628,hold,0.0,0.9597222547318628,-0.0020283975659228792,True
5,2025-10-09,2912,0.9597222547318628,0.0060975609756097615,0.96557421969974,hold,0.0,0.96557421969974,0.0060975609756097615,True
5,2025-10-13,2912,0.96557421969974,-0.012121212121212088,0.9538702897639856,hold,0.0,0.9538702897639856,-0.012121212121212088,True
5,2025-10-14,2912,0.9538702897639856,-0.006134969325153339,0.9480183247961084,hold,0.0,0.9480183247961084,-0.006134969325153339,True
5,2025-10-15,2912,0.9480183247961084,-0.012345679012345734,0.9363143948603538,hold,0.0,0.9363143948603538,-0.012345679012345845,True
5,2025-10-16,2912,0.9363143948603538,-0.002083333333333326,0.9343637398710615,hold,0.0,0.9343637398710615,-0.002083333333333326,True
5,2025-10-17,2912,0.9343637398710615,0.006263048016701411,0.9402157048389387,hold,0.0,0.9402157048389387,0.006263048016701411,True
5,2025-10-20,2912,0.9402157048389387,0.012448132780082943,0.9519196347746931,hold,0.0,0.9519196347746931,0.012448132780082943,True
5,2025-10-21,2912,0.9519196347746931,0.004098360655737654,0.9558209447532778,hold,0.0,0.9558209447532778,0.004098360655737654,True
5,2025-10-22,2912,0.9558209447532778,0.010204081632652962,0.9655742196997398,hold,0.0,0.9655742196997398,0.010204081632652962,True
5,2025-10-23,2912,0.9655742196997398,0.002020202020202033,0.9675248746890321,hold,0.0,0.9675248746890321,0.002020202020202033,True
5,2025-10-27,2912,0.9675248746890321,-0.008064516129032251,0.9597222547318626,hold,0.0,0.9597222547318626,-0.008064516129032251,True
5,2025-10-28,2912,0.9597222547318626,-0.008130081300813052,0.9519196347746929,hold,0.0,0.9519196347746929,-0.008130081300813052,True
5,2025-10-29,2912,0.9519196347746929,-0.002049180327868827,0.9499689797854005,hold,0.0,0.9499689797854005,-0.002049180327868827,True
5,2025-10-30,2912,0.9499689797854005,-0.010266940451745366,0.9402157048389385,hold,0.0,0.9402157048389385,-0.010266940451745366,True
5,2025-10-31,2912,0.9402157048389385,-0.010373443983402453,0.9304624298924765,hold,0.0,0.9304624298924765,-0.010373443983402453,True
5,2025-11-03,2912,0.9304624298924765,-0.010482180293501009,0.9207091549460146,hold,0.0,0.9207091549460146,-0.010482180293501009,True
5,2025-11-04,2912,0.9207091549460146,-0.006355932203389814,0.9148571899781374,hold,0.0,0.9148571899781374,-0.006355932203389814,True
5,2025-11-05,2912,0.9148571899781374,0.021321961620469176,0.9343637398710615,hold,0.0,0.9343637398710615,0.021321961620469176,True
5,2025-11-06,2912,0.9343637398710615,-0.01670146137787054,0.9187584999567222,hold,0.0,0.9187584999567222,-0.016701461377870652,True
5,2025-11-07,2912,0.9187584999567222,0.002123142250530785,0.9207091549460146,hold,0.0,0.9207091549460146,0.002123142250530785,True
5,2025-11-10,2912,0.9207091549460146,0.0021186440677967155,0.922659809935307,hold,0.0,0.922659809935307,0.0021186440677967155,True
5,2025-11-11,2912,0.922659809935307,0.00634249471458781,0.9285117749031844,hold,0.0,0.9285117749031844,0.00634249471458781,True
5,2025-11-12,2912,0.9285117749031844,0.006302521008403339,0.9343637398710616,hold,0.0,0.9343637398710616,0.006302521008403339,True
5,2025-11-13,2912,0.9343637398710616,-0.01043841336116913,0.9246104649245995,hold,0.0,0.9246104649245995,-0.01043841336116913,True
5,2025-11-14,2912,0.9246104649245995,-0.006329113924050667,0.9187584999567223,hold,0.0,0.9187584999567223,-0.006329113924050667,True
5,2025-11-17,2912,0.9187584999567223,0.006369426751592355,0.9246104649245995,hold,0.0,0.9246104649245995,0.006369426751592355,True
5,2025-11-18,2912,0.9246104649245995,-0.002109704641350185,0.9226598099353072,hold,0.0,0.9226598099353072,-0.002109704641350185,True
5,2025-11-19,2912,0.9226598099353072,-0.0021141649048626032,0.9207091549460147,hold,0.0,0.9207091549460147,-0.0021141649048626032,True
5,2025-11-20,2912,0.9207091549460147,-0.008474576271186418,0.9129065349888451,hold,0.0,0.9129065349888451,-0.008474576271186418,True
5,2025-11-21,2912,0.9129065349888451,-0.004273504273504258,0.9090052250102603,hold,0.0,0.9090052250102603,-0.004273504273504258,True
5,2025-11-24,2912,0.9090052250102603,0.0,0.9090052250102603,hold,0.0,0.9090052250102603,0.0,True
5,2025-11-25,2912,0.9090052250102603,0.006437768240343367,0.9148571899781375,hold,0.0,0.9148571899781375,0.006437768240343367,True
5,2025-11-26,2912,0.9148571899781375,0.006396588486140775,0.9207091549460147,hold,0.0,0.9207091549460147,0.006396588486140775,True
5,2025-11-27,2912,0.9207091549460147,0.012711864406779627,0.9324130848817691,hold,0.0,0.9324130848817691,0.012711864406779627,True
5,2025-11-28,2912,0.9324130848817691,0.0020920502092049986,0.9343637398710615,hold,0.0,0.9343637398710615,0.0020920502092049986,True
5,2025-12-01,2912,0.9343637398710615,0.0020876826722338038,0.9363143948603538,hold,0.0,0.9363143948603538,0.0020876826722338038,True
5,2025-12-02,2912,0.9363143948603538,-0.01666666666666672,0.9207091549460146,hold,0.0,0.9207091549460146,-0.01666666666666672,True
5,2025-12-03,2912,0.9207091549460146,-0.0021186440677966045,0.9187584999567222,hold,0.0,0.9187584999567222,-0.0021186440677966045,True
5,2025-12-04,2912,0.9187584999567222,0.006369426751592355,0.9246104649245994,hold,0.0,0.9246104649245994,0.006369426751592355,True
5,2025-12-05,2912,0.9246104649245994,0.006329113924050667,0.9304624298924766,hold,0.0,0.9304624298924766,0.006329113924050667,True
5,2025-12-08,2912,0.9304624298924766,-0.023060796645702264,0.9090052250102603,hold,0.0,0.9090052250102603,-0.023060796645702264,True
5,2025-12-09,2912,0.9090052250102603,-0.015021459227467782,0.8953506400852135,hold,0.0,0.8953506400852135,-0.015021459227467782,True
5,2025-12-10,2912,0.8953506400852135,-0.004357298474945481,0.8914493301066287,hold,0.0,0.8914493301066287,-0.004357298474945481,True
5,2025-12-11,2912,0.8914493301066287,-0.002188183807439792,0.8894986751173364,hold,0.0,0.8894986751173364,-0.002188183807439792,True
5,2025-12-12,2912,0.8894986751173364,0.0,0.8894986751173364,hold,0.0,0.8894986751173364,0.0,True
5,2025-12-15,2912,0.8894986751173364,-0.006578947368421018,0.8836467101494592,hold,0.0,0.8836467101494592,-0.006578947368421018,True
5,2025-12-16,2912,0.8836467101494592,-0.004415011037527616,0.8797454001708743,hold,0.0,0.8797454001708743,-0.004415011037527616,True
5,2025-12-17,2912,0.8797454001708743,-0.01552106430155209,0.8660908152458275,hold,0.0,0.8660908152458275,-0.01552106430155209,True
5,2025-12-18,2912,0.8660908152458275,-0.0022522522522522292,0.8641401602565352,hold,0.0,0.8641401602565352,-0.0022522522522522292,True
5,2025-12-19,2912,0.8641401602565352,0.011286681715575675,0.8738934352029972,hold,0.0,0.8738934352029972,0.011286681715575675,True
5,2025-12-22,2912,0.8738934352029972,-0.011160714285714302,0.8641401602565352,hold,0.0,0.8641401602565352,-0.011160714285714302,True
5,2025-12-23,2912,0.8641401602565352,0.0,0.8641401602565352,hold,0.0,0.8641401602565352,0.0,True
5,2025-12-24,2912,0.8641401602565352,0.0,0.8641401602565352,hold,0.0,0.8641401602565352,0.0,True
5,2025-12-26,2912,0.8641401602565352,0.0,0.8641401602565352,hold,0.0,0.8641401602565352,0.0,True
5,2025-12-29,2912,0.8641401602565352,0.015801354401805856,0.877794745181582,hold,0.0,0.877794745181582,0.015801354401805856,True
5,2025-12-30,2912,0.877794745181582,-0.00666666666666671,0.8719427802137047,hold,0.0,0.8719427802137047,-0.00666666666666671,True
5,2025-12-31,2912,0.8719427802137047,-0.008948545861297563,0.8641401602565351,hold,0.0,0.8641401602565351,-0.008948545861297674,True
5,2026-01-02,2912,0.8641401602565351,0.0,0.8641401602565351,hold,0.0,0.8641401602565351,0.0,True
5,2026-01-05,2912,0.8641401602565351,-0.004514672686230292,0.8602388502779502,hold,0.0,0.8602388502779502,-0.004514672686230292,True
5,2026-01-06,2912,0.8602388502779502,-0.006802721088435382,0.854386885310073,hold,0.0,0.854386885310073,-0.006802721088435382,True
5,2026-01-07,2912,0.854386885310073,0.004566210045662045,0.8582881952886577,hold,0.0,0.8582881952886577,0.004566210045662045,True
5,2026-01-08,2912,0.8582881952886577,-0.006818181818181834,0.8524362303207805,hold,0.0,0.8524362303207805,-0.006818181818181834,True
5,2026-01-09,2912,0.8524362303207805,0.011441647597254079,0.8621895052672426,hold,0.0,0.8621895052672426,0.011441647597254079,True
5,2026-01-12,2912,0.8621895052672426,0.009049773755656076,0.8699921252244122,hold,0.0,0.8699921252244122,0.009049773755656076,True
5,2026-01-13,2912,0.8699921252244122,0.0022421524663676085,0.8719427802137045,hold,0.0,0.8719427802137045,0.0022421524663676085,True
5,2026-01-14,2912,0.8719427802137045,-0.0022371364653244186,0.869992125224412,hold,0.0,0.869992125224412,-0.0022371364653244186,True
5,2026-01-15,2912,0.869992125224412,0.006726457399103047,0.8758440901922891,hold,0.0,0.8758440901922891,0.006726457399103047,True
5,2026-01-16,2912,0.8758440901922891,-0.020044543429844075,0.8582881952886575,hold,0.0,0.8582881952886575,-0.020044543429844075,True
5,2026-01-19,2912,0.8582881952886575,-0.013636363636363669,0.8465842653529031,hold,0.0,0.8465842653529031,-0.013636363636363669,True
5,2026-01-20,2912,0.8465842653529031,0.0023041474654377225,0.8485349203421955,hold,0.0,0.8485349203421955,0.0023041474654377225,True
5,2026-01-21,2912,0.8485349203421955,-0.0022988505747126853,0.846584265352903,hold,0.0,0.846584265352903,-0.0022988505747126853,True
5,2026-01-22,2912,0.846584265352903,-0.016129032258064502,0.8329296804278562,hold,0.0,0.8329296804278562,-0.016129032258064502,True
5,2026-01-23,2912,0.8329296804278562,-0.00936768149882905,0.8251270604706866,hold,0.0,0.8251270604706866,-0.00936768149882905,True
5,2026-01-26,2912,0.8251270604706866,0.011820330969267046,0.8348803354171486,hold,0.0,0.8348803354171486,0.011820330969267046,True
5,2026-01-27,2912,0.8348803354171486,-0.014018691588784993,0.8231764054813941,hold,0.0,0.8231764054813941,-0.014018691588784993,True
5,2026-01-28,2912,0.8231764054813941,-0.011848341232227444,0.8134231305349322,hold,0.0,0.8134231305349322,-0.011848341232227444,True
5,2026-01-29,2912,0.8134231305349322,0.026378896882494063,0.8348803354171487,hold,0.0,0.8348803354171487,0.026378896882494063,True
5,2026-01-30,2912,0.8348803354171487,-0.002336448598130869,0.8329296804278562,hold,0.0,0.8329296804278562,-0.00233644859813098,True
5,2026-02-02,2912,0.8329296804278562,-0.007025761124121788,0.827077715459979,hold,0.0,0.827077715459979,-0.007025761124121788,True
5,2026-02-03,2912,0.827077715459979,0.011792452830188704,0.836830990406441,hold,0.0,0.836830990406441,0.011792452830188704,True
5,2026-02-04,2912,0.836830990406441,-0.002331002331002363,0.8348803354171486,hold,0.0,0.8348803354171486,-0.002331002331002474,True
5,2026-02-05,2912,0.8348803354171486,0.02336448598130847,0.8543868853100727,hold,0.0,0.8543868853100727,0.02336448598130847,True
5,2026-02-06,2912,0.8543868853100727,0.022831050228310446,0.8738934352029967,hold,0.0,0.8738934352029967,0.022831050228310446,True
5,2026-02-09,2912,0.8738934352029967,-0.015625,0.8602388502779499,hold,0.0,0.8602388502779499,-0.015625,True
5,2026-02-10,2912,0.8602388502779499,0.009070294784580435,0.8680414702351195,hold,0.0,0.8680414702351195,0.009070294784580435,True
5,2026-02-11,2912,0.8680414702351195,0.0022471910112360494,0.8699921252244119,hold,0.0,0.8699921252244119,0.0022471910112360494,True
5,2026-02-23,2912,0.8699921252244119,0.0,0.8699921252244119,hold,0.0,0.8699921252244119,0.0,True
5,2026-02-24,2912,0.8699921252244119,-0.004484304932735439,0.8660908152458271,hold,0.0,0.8660908152458271,-0.004484304932735439,True
5,2026-02-25,2912,0.8660908152458271,0.0022522522522523403,0.8680414702351196,hold,0.0,0.8680414702351196,0.0022522522522523403,True
5,2026-02-26,2912,0.8680414702351196,0.0022471910112360494,0.869992125224412,hold,0.0,0.869992125224412,0.0022471910112360494,True
5,2026-03-02,2912,0.869992125224412,-0.006726457399103158,0.8641401602565348,hold,0.0,0.8641401602565348,-0.006726457399103158,True
5,2026-03-03,2912,0.8641401602565348,0.009029345372460584,0.8719427802137045,hold,0.0,0.8719427802137045,0.009029345372460584,True
5,2026-03-04,2912,0.8719427802137045,-0.017897091722595126,0.8563375402993653,hold,0.0,0.8563375402993653,-0.017897091722595126,True
5,2026-03-05,2912,0.8563375402993653,0.002277904328018332,0.8582881952886577,hold,0.0,0.8582881952886577,0.002277904328018332,True
5,2026-03-06,2912,0.8582881952886577,-0.006818181818181834,0.8524362303207805,hold,0.0,0.8524362303207805,-0.006818181818181834,True
5,2026-03-09,2912,0.8524362303207805,0.0022883295194509046,0.854386885310073,hold,0.0,0.854386885310073,0.0022883295194509046,True
5,2026-03-10,2912,0.854386885310073,-0.006849315068493178,0.8485349203421958,hold,0.0,0.8485349203421958,-0.006849315068493178,True
5,2026-03-11,2912,0.8485349203421958,-0.0045977011494252595,0.8446336103636111,hold,0.0,0.8446336103636111,-0.0045977011494251485,True
5,2026-03-12,2912,0.8446336103636111,-0.006928406466512715,0.8387816453957339,hold,0.0,0.8387816453957339,-0.006928406466512715,True
5,2026-03-13,2912,0.8387816453957339,0.016279069767441756,0.8524362303207806,hold,0.0,0.8524362303207806,0.016279069767441756,True
5,2026-03-16,2912,0.8524362303207806,0.006864988558352492,0.858288195288658,hold,0.0,0.858288195288658,0.006864988558352492,True
5,2026-03-17,2912,0.858288195288658,0.0,0.858288195288658,hold,0.0,0.858288195288658,0.0,True
5,2026-03-18,2912,0.858288195288658,-0.002272727272727315,0.8563375402993655,hold,0.0,0.8563375402993655,-0.002272727272727315,True
5,2026-03-19,2912,0.8563375402993655,-0.02277904328018221,0.8368309904064415,hold,0.0,0.8368309904064415,-0.02277904328018221,True
5,2026-03-20,2912,0.8368309904064415,0.011655011655011593,0.8465842653529034,hold,0.0,0.8465842653529034,0.011655011655011593,True
5,2026-03-23,2912,0.8465842653529034,-0.032258064516129004,0.8192750955028097,hold,0.0,0.8192750955028097,-0.032258064516129115,True
5,2026-03-24,2912,0.8192750955028097,0.02857142857142847,0.8426829553743185,hold,0.0,0.8426829553743185,0.02857142857142847,True
5,2026-03-25,2912,0.8426829553743185,0.0,0.8426829553743185,hold,0.0,0.8426829553743185,0.0,True
5,2026-03-26,2912,0.8426829553743185,0.0185185185185186,0.8582881952886577,hold,0.0,0.8582881952886577,0.0185185185185186,True
5,2026-03-27,2912,0.8582881952886577,0.015909090909090873,0.8719427802137045,hold,0.0,0.8719427802137045,0.015909090909090873,True
5,2026-03-30,2912,0.8719427802137045,0.0,0.8719427802137045,hold,0.0,0.8719427802137045,0.0,True
5,2026-03-31,2912,0.8719427802137045,0.004474272930648837,0.8758440901922894,hold,0.0,0.8758440901922894,0.004474272930648837,True
5,2026-04-01,2912,0.8758440901922894,0.00445434298440972,0.8797454001708741,hold,0.0,0.8797454001708741,0.00445434298440972,True
5,2026-04-02,2912,0.8797454001708741,0.006651884700665134,0.8855973651387513,hold,0.0,0.8855973651387513,0.006651884700665134,True
5,2026-04-07,2912,0.8855973651387513,0.017621145374449254,0.9012026050530905,hold,0.0,0.9012026050530905,0.017621145374449254,True
5,2026-04-08,2912,0.9012026050530905,-0.008658008658008698,0.8933999850959208,hold,0.0,0.8933999850959208,-0.008658008658008698,True
5,2026-04-09,2912,0.8933999850959208,0.008733624454148492,0.9012026050530905,hold,0.0,0.9012026050530905,0.008733624454148492,True
5,2026-04-10,2912,0.9012026050530905,-0.015151515151515138,0.8875480201280437,hold,0.0,0.8875480201280437,-0.015151515151515138,True
5,2026-04-13,2912,0.8875480201280437,-0.01098901098901095,0.8777947451815817,hold,0.0,0.8777947451815817,-0.01098901098901095,True
5,2026-04-14,2912,0.8777947451815817,0.011111111111111072,0.8875480201280437,hold,0.0,0.8875480201280437,0.011111111111111072,True
5,2026-04-15,2912,0.8875480201280437,0.01758241758241752,0.9031532600423828,hold,0.0,0.9031532600423828,0.01758241758241752,True
5,2026-04-16,2912,0.9031532600423828,0.010799136069114423,0.9129065349888448,hold,0.0,0.9129065349888448,0.010799136069114423,True
5,2026-04-17,2912,0.9129065349888448,0.014957264957264904,0.9265611199138916,hold,0.0,0.9265611199138916,0.014957264957264904,True
5,2026-04-20,2912,0.9265611199138916,0.002105263157894832,0.928511774903184,hold,0.0,0.928511774903184,0.002105263157894832,True
5,2026-04-21,2912,0.928511774903184,-0.006302521008403339,0.9226598099353068,hold,0.0,0.9226598099353068,-0.006302521008403339,True
5,2026-04-22,2912,0.9226598099353068,0.008456659619450413,0.9304624298924765,hold,0.0,0.9304624298924765,0.008456659619450413,True
5,2026-04-23,2912,0.9304624298924765,-0.016771488469601636,0.9148571899781374,hold,0.0,0.9148571899781374,-0.016771488469601636,True
5,2026-04-24,2912,0.9148571899781374,-0.02771855010660984,0.889498675117336,hold,0.0,0.889498675117336,-0.02771855010660984,True
5,2026-04-27,2912,0.889498675117336,-0.00877192982456143,0.8816960551601664,hold,0.0,0.8816960551601664,-0.00877192982456143,True
5,2026-04-28,2912,0.8816960551601664,-0.008849557522123908,0.8738934352029968,hold,0.0,0.8738934352029968,-0.008849557522123797,True
5,2026-04-29,2912,0.8738934352029968,0.0022321428571427937,0.8758440901922891,hold,0.0,0.8758440901922891,0.0022321428571427937,True
5,2026-04-30,2912,0.8758440901922891,-0.00222717149220486,0.8738934352029968,hold,0.0,0.8738934352029968,-0.00222717149220486,True
5,2026-05-04,2912,0.8738934352029968,0.006696428571428603,0.879745400170874,hold,0.0,0.879745400170874,0.006696428571428603,True
5,2026-05-05,2912,0.879745400170874,-0.006651884700665134,0.8738934352029968,hold,0.0,0.8738934352029968,-0.006651884700665134,True
5,2026-05-06,2912,0.8738934352029968,0.013392857142857206,0.8855973651387513,hold,0.0,0.8855973651387513,0.013392857142857206,True
5,2026-05-07,2912,0.8855973651387513,0.0066079295154184425,0.8914493301066285,hold,0.0,0.8914493301066285,0.0066079295154184425,True
