event_id,signal_date,execution_date,execution_date_basis,week_id,ticker,name,sleeve_group,candidate_base,candidate_family_list,subpool_class,current_final_candidate,current_top3_candidate,long_strong_candidate,pullback_repair_candidate,momentum_sleeve_candidate,pullback_sleeve_candidate,market_attention_member,eligible_pool_member,rank_overall,rank_in_subpool,risk_score,risk_bucket,turnover_state,selected_by_vnext,selected_outcome_candidate,case_trace_only,diagnostic_only,not_live_rule,included_in_path_table,blocked_reason
2021-05-28|2642,2021-05-28,2021-05-31,next_trading_day_after_signal_date,2021-W21,2642,宅配通,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,63.38147139400309,high,high_attention,True,True,False,True,True,True,
2021-06-04|2642,2021-06-04,2021-06-07,next_trading_day_after_signal_date,2021-W22,2642,宅配通,pullback_repair,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,True,True,True,2.0,1.0,66.0818622725184,high,high_attention,True,True,False,True,True,True,
2021-06-11|2615,2021-06-11,2021-06-15,next_trading_day_after_signal_date,2021-W23,2615,萬海,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,1.0,66.45403881969284,high,high_attention,True,True,False,True,True,True,
2021-06-18|5475,2021-06-18,2021-06-21,next_trading_day_after_signal_date,2021-W24,5475,德宏,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,64.7894946413772,high,normal,True,True,False,True,True,True,
2021-06-18|2636,2021-06-18,2021-06-21,next_trading_day_after_signal_date,2021-W24,2636,台驊控股,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,63.43921756128508,high,high_attention,True,True,False,True,True,True,
2021-06-25|2636,2021-06-25,2021-06-28,next_trading_day_after_signal_date,2021-W25,2636,台驊控股,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,65.29065492795017,high,high_attention,True,True,False,True,True,True,
2021-06-25|5475,2021-06-25,2021-06-28,next_trading_day_after_signal_date,2021-W25,5475,德宏,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,66.95491246631252,high,normal,True,True,False,True,True,True,
2021-07-02|2636,2021-07-02,2021-07-05,next_trading_day_after_signal_date,2021-W26,2636,台驊控股,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,65.70421687947038,high,high_attention,True,True,False,True,True,True,
2021-07-02|2615,2021-07-02,2021-07-05,next_trading_day_after_signal_date,2021-W26,2615,萬海,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,65.87722361467625,high,high_attention,True,True,False,True,True,True,
2021-07-09|2636,2021-07-09,2021-07-12,next_trading_day_after_signal_date,2021-W27,2636,台驊控股,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,65.83440065338377,high,high_attention,True,True,False,True,True,True,
2021-07-09|5475,2021-07-09,2021-07-12,next_trading_day_after_signal_date,2021-W27,5475,德宏,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,2.0,67.57616837569351,high,high_attention,True,True,False,True,True,True,
2021-07-16|5475,2021-07-16,2021-07-19,next_trading_day_after_signal_date,2021-W28,5475,德宏,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,67.41436101381264,high,high_attention,True,True,False,True,True,True,
2021-07-30|6226,2021-07-30,2021-08-02,next_trading_day_after_signal_date,2021-W30,6226,光鼎,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,63.66493838255283,high,normal,True,True,False,True,True,True,
2021-08-13|1783,2021-08-13,2021-08-16,next_trading_day_after_signal_date,2021-W32,1783,和康生,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,65.56153848898354,high,normal,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2021-08-13|4192,2021-08-13,2021-08-16,next_trading_day_after_signal_date,2021-W32,4192,杏國,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,2.0,64.74450709204845,high,normal,True,True,False,True,True,True,
2021-08-27|5227,2021-08-27,2021-08-30,next_trading_day_after_signal_date,2021-W34,5227,立凱-KY,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,69.78776832204133,high,normal,True,True,False,True,True,True,
2021-09-03|3527,2021-09-03,2021-09-06,next_trading_day_after_signal_date,2021-W35,3527,聚積,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,64.31143596329794,high,high_attention,True,True,False,True,True,True,
2021-09-03|6104,2021-09-03,2021-09-06,next_trading_day_after_signal_date,2021-W35,6104,創惟,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,66.50069285997873,high,high_attention,True,True,False,True,True,True,
2021-09-10|6568,2021-09-10,2021-09-13,next_trading_day_after_signal_date,2021-W36,6568,宏觀,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,67.17977969423255,high,high_attention,True,True,False,True,True,True,
2021-09-17|8121,2021-09-17,2021-09-22,next_trading_day_after_signal_date,2021-W37,8121,越峰,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,62.09582034800653,high,high_attention,True,True,False,True,True,True,
2021-09-24|8121,2021-09-24,2021-09-27,next_trading_day_after_signal_date,2021-W38,8121,越峰,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,62.211602872632994,high,high_attention,True,True,False,True,True,True,
2021-09-24|5321,2021-09-24,2021-09-27,next_trading_day_after_signal_date,2021-W38,5321,美而快,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,63.253739063099246,high,high_attention,True,True,False,True,True,True,
2021-10-01|5321,2021-10-01,2021-10-04,next_trading_day_after_signal_date,2021-W39,5321,美而快,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,65.35181268418485,high,high_attention,True,True,False,True,True,True,
2021-10-08|5321,2021-10-08,2021-10-12,next_trading_day_after_signal_date,2021-W40,5321,美而快,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,1.0,66.94327649346266,high,high_attention,True,True,False,True,True,True,
2021-10-15|5321,2021-10-15,2021-10-18,next_trading_day_after_signal_date,2021-W41,5321,美而快,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,1.0,65.72780378959973,high,high_attention,True,True,False,True,True,True,
2021-10-29|1727,2021-10-29,2021-11-01,next_trading_day_after_signal_date,2021-W43,1727,中華化,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,1.0,67.36252160960842,high,high_attention,True,True,False,True,True,True,
2021-12-10|6446,2021-12-10,2021-12-13,next_trading_day_after_signal_date,2021-W49,6446,藥華藥,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,59.478213380422375,normal,high_attention,True,True,False,True,True,True,
2021-12-10|6243,2021-12-10,2021-12-13,next_trading_day_after_signal_date,2021-W49,6243,迅杰,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,62.97524706254522,high,high_attention,True,True,False,True,True,True,
2021-12-17|6446,2021-12-17,2021-12-20,next_trading_day_after_signal_date,2021-W50,6446,藥華藥,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,65.2590515386759,high,high_attention,True,True,False,True,True,True,
2021-12-24|6118,2021-12-24,2021-12-27,next_trading_day_after_signal_date,2021-W51,6118,建達,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,66.17813012780638,high,high_attention,True,True,False,True,True,True,
2021-12-30|3051,2021-12-30,2022-01-03,next_trading_day_after_signal_date,2021-W52,3051,力特,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,100.0,high,high_attention,True,True,False,True,True,True,
2021-12-30|5227,2021-12-30,2022-01-03,next_trading_day_after_signal_date,2021-W52,5227,立凱-KY,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,90.27786667359936,high,high_attention,True,True,False,True,True,True,
2022-01-07|3051,2022-01-07,2022-01-10,next_trading_day_after_signal_date,2022-W01,3051,力特,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,100.0,high,high_attention,True,True,False,True,True,True,
2022-01-07|5227,2022-01-07,2022-01-10,next_trading_day_after_signal_date,2022-W01,5227,立凱-KY,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,2.0,89.66562545707426,high,high_attention,True,True,False,True,True,True,
2022-03-18|8440,2022-03-18,2022-03-21,next_trading_day_after_signal_date,2022-W11,8440,綠電,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,67.29531860101372,high,high_attention,True,True,False,True,True,True,
2022-03-25|8440,2022-03-25,2022-03-28,next_trading_day_after_signal_date,2022-W12,8440,綠電,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,69.01314611803298,high,high_attention,True,True,False,True,True,True,
2022-04-01|8440,2022-04-01,2022-04-06,next_trading_day_after_signal_date,2022-W13,8440,綠電,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,69.07115823855656,high,high_attention,True,True,False,True,True,True,
2022-04-15|4133,2022-04-15,2022-04-18,next_trading_day_after_signal_date,2022-W15,4133,亞諾法,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,63.28018483508931,high,high_attention,True,True,False,True,True,True,
2022-04-22|4804,2022-04-22,2022-04-25,next_trading_day_after_signal_date,2022-W16,4804,大略-KY,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,63.36509137265338,high,normal,True,True,False,True,True,True,
2022-04-29|1453,2022-04-29,2022-05-03,next_trading_day_after_signal_date,2022-W17,1453,大將,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,64.60154800226069,high,normal,True,True,False,True,True,True,
2022-05-06|3434,2022-05-06,2022-05-09,next_trading_day_after_signal_date,2022-W18,3434,哲固,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,63.88776919546599,high,normal,True,True,False,True,True,True,
2022-05-13|6113,2022-05-13,2022-05-16,next_trading_day_after_signal_date,2022-W19,6113,亞矽,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,63.6638484049421,high,normal,True,True,False,True,True,True,
2022-05-20|1453,2022-05-20,2022-05-23,next_trading_day_after_signal_date,2022-W20,1453,大將,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,64.99313447106533,high,high_attention,True,True,False,True,True,True,
2022-05-20|1524,2022-05-20,2022-05-23,next_trading_day_after_signal_date,2022-W20,1524,耿鼎,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,63.09330269384124,high,high_attention,True,True,False,True,True,True,
2022-05-27|6113,2022-05-27,2022-05-30,next_trading_day_after_signal_date,2022-W21,6113,亞矽,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,63.19085947894415,high,high_attention,True,True,False,True,True,True,
2022-05-27|1453,2022-05-27,2022-05-30,next_trading_day_after_signal_date,2022-W21,1453,大將,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,1.0,64.11178785243904,high,high_attention,True,True,False,True,True,True,
2022-06-02|1453,2022-06-02,2022-06-06,next_trading_day_after_signal_date,2022-W22,1453,大將,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,62.20976838068435,high,high_attention,True,True,False,True,True,True,
2022-06-02|6113,2022-06-02,2022-06-06,next_trading_day_after_signal_date,2022-W22,6113,亞矽,pullback_repair,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,True,True,True,2.0,1.0,64.56776602258851,high,high_attention,True,True,False,True,True,True,
2022-06-10|2482,2022-06-10,2022-06-13,next_trading_day_after_signal_date,2022-W23,2482,連宇,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,65.5689616622797,high,high_attention,True,True,False,True,True,True,
2022-06-10|1453,2022-06-10,2022-06-13,next_trading_day_after_signal_date,2022-W23,1453,大將,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,1.0,64.25696041681535,high,high_attention,True,True,False,True,True,True,
2022-06-17|4116,2022-06-17,2022-06-20,next_trading_day_after_signal_date,2022-W24,4116,明基醫,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,65.69844541959304,high,high_attention,True,True,False,True,True,True,
2022-06-24|4116,2022-06-24,2022-06-27,next_trading_day_after_signal_date,2022-W25,4116,明基醫,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,65.17345150599455,high,high_attention,True,True,False,True,True,True,
2022-07-01|6550,2022-07-01,2022-07-04,next_trading_day_after_signal_date,2022-W26,6550,北極星藥業-KY,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,75.0,high,high_attention,True,True,False,True,True,True,
2022-07-08|3205,2022-07-08,2022-07-11,next_trading_day_after_signal_date,2022-W27,3205,佰研,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,65.3262458522371,high,high_attention,True,True,False,True,True,True,
2022-07-08|2364,2022-07-08,2022-07-11,next_trading_day_after_signal_date,2022-W27,2364,倫飛,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,69.60695042327173,high,high_attention,True,True,False,True,True,True,
2022-07-15|3205,2022-07-15,2022-07-18,next_trading_day_after_signal_date,2022-W28,3205,佰研,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,66.81580628665019,high,high_attention,True,True,False,True,True,True,
2022-07-15|6118,2022-07-15,2022-07-18,next_trading_day_after_signal_date,2022-W28,6118,建達,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,2.0,66.73489687096374,high,high_attention,True,True,False,True,True,True,
2022-07-22|2364,2022-07-22,2022-07-25,next_trading_day_after_signal_date,2022-W29,2364,倫飛,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,67.38653670123873,high,high_attention,True,True,False,True,True,True,
2022-07-22|6133,2022-07-22,2022-07-25,next_trading_day_after_signal_date,2022-W29,6133,金橋,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,63.883355858998094,high,high_attention,True,True,False,True,True,True,
2022-07-29|6133,2022-07-29,2022-08-01,next_trading_day_after_signal_date,2022-W30,6133,金橋,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,63.07618195261878,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L|missing_endpoint_30d_excess_vs_00631L
2022-07-29|2364,2022-07-29,2022-08-01,next_trading_day_after_signal_date,2022-W30,2364,倫飛,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,67.40834395782613,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L|missing_endpoint_30d_excess_vs_00631L
2022-08-05|6133,2022-08-05,2022-08-08,next_trading_day_after_signal_date,2022-W31,6133,金橋,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,63.5626113505795,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2022-08-05|2305,2022-08-05,2022-08-08,next_trading_day_after_signal_date,2022-W31,2305,全友,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,2.0,64.86388479955403,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2022-08-12|2364,2022-08-12,2022-08-15,next_trading_day_after_signal_date,2022-W32,2364,倫飛,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,65.65167710853734,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2022-08-12|6133,2022-08-12,2022-08-15,next_trading_day_after_signal_date,2022-W32,6133,金橋,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,2.0,64.50968412428598,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2022-08-19|2364,2022-08-19,2022-08-22,next_trading_day_after_signal_date,2022-W33,2364,倫飛,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,65.90125191891926,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2022-08-26|6550,2022-08-26,2022-08-29,next_trading_day_after_signal_date,2022-W34,6550,北極星藥業-KY,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,59.55102108966928,normal,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2022-09-02|2364,2022-09-02,2022-09-05,next_trading_day_after_signal_date,2022-W35,2364,倫飛,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,1.0,68.25460417297926,high,high_attention,True,True,False,True,True,False,missing_observed_path_excess_vs_00631L
2022-09-23|2364,2022-09-23,2022-09-26,next_trading_day_after_signal_date,2022-W38,2364,倫飛,pullback_repair,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,short_cycle,True,True,False,False,False,True,True,True,2.0,1.0,68.7104202648244,high,distribution_risk,True,True,False,True,True,True,
2022-09-30|2603,2022-09-30,2022-10-03,next_trading_day_after_signal_date,2022-W39,2603,長榮,pullback_repair,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,short_cycle,True,True,False,False,False,True,True,True,2.0,1.0,99.79651162790697,high,high_attention,True,True,False,True,True,True,
2022-10-07|2364,2022-10-07,2022-10-11,next_trading_day_after_signal_date,2022-W40,2364,倫飛,pullback_repair,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,True,True,True,1.0,1.0,98.45750873108264,high,high_attention,True,True,False,True,True,True,
2022-10-07|3661,2022-10-07,2022-10-11,next_trading_day_after_signal_date,2022-W40,3661,世芯-KY,pullback_repair,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,True,True,True,2.0,2.0,98.86495925494762,high,high_attention,True,True,False,True,True,True,
2023-05-05|6148,2023-05-05,2023-05-08,next_trading_day_after_signal_date,2023-W18,6148,驊宏資,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,65.37789361707635,high,high_attention,True,True,False,True,True,True,
2023-05-12|6148,2023-05-12,2023-05-15,next_trading_day_after_signal_date,2023-W19,6148,驊宏資,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,1.0,64.77604217964236,high,high_attention,True,True,False,True,True,True,
2023-05-26|2630,2023-05-26,2023-05-29,next_trading_day_after_signal_date,2023-W21,2630,亞航,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,66.5113328541368,high,high_attention,True,True,False,True,True,True,
2023-05-26|2743,2023-05-26,2023-05-29,next_trading_day_after_signal_date,2023-W21,2743,山富,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,64.03977994422125,high,high_attention,True,True,False,True,True,True,
2023-06-09|2630,2023-06-09,2023-06-12,next_trading_day_after_signal_date,2023-W23,2630,亞航,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,63.562242818681625,high,high_attention,True,True,False,True,True,True,
2023-06-16|2630,2023-06-16,2023-06-19,next_trading_day_after_signal_date,2023-W24,2630,亞航,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,1.0,1.0,62.85953486685669,high,high_attention,True,True,False,True,True,True,
2023-06-16|4543,2023-06-16,2023-06-19,next_trading_day_after_signal_date,2023-W24,4543,萬在,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,2.0,1.0,59.97569800172064,normal,high_attention,True,True,False,True,True,True,
2023-06-21|2630,2023-06-21,2023-06-26,next_trading_day_after_signal_date,2023-W25,2630,亞航,overlap,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,True,True,True,2.0,1.0,60.674262895034175,high,high_attention,True,True,False,True,True,True,
2023-06-30|4533,2023-06-30,2023-07-03,next_trading_day_after_signal_date,2023-W26,4533,協易機,neither,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|market_attention_map,pullback_repair,True,True,False,True,False,False,True,True,1.0,1.0,63.11555529389527,high,high_attention,True,True,False,True,True,True,
2023-06-30|2743,2023-06-30,2023-07-03,next_trading_day_after_signal_date,2023-W26,2743,山富,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,1.0,62.25041039166224,high,high_attention,True,True,False,True,True,True,
2023-07-07|4533,2023-07-07,2023-07-10,next_trading_day_after_signal_date,2023-W27,4533,協易機,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,64.72860666126773,high,high_attention,True,True,False,True,True,True,
2023-07-07|4979,2023-07-07,2023-07-10,next_trading_day_after_signal_date,2023-W27,4979,華星光,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,2.0,2.0,61.71412251174637,high,high_attention,True,True,False,True,True,True,
2023-07-14|4979,2023-07-14,2023-07-17,next_trading_day_after_signal_date,2023-W28,4979,華星光,momentum_only,vnext_primary_selected_outcome_candidate,current_final|current_top3|c3_pullback|long_strong|market_attention_map,long_strong,True,True,True,False,True,False,True,True,1.0,1.0,61.83004585141258,high,high_attention,True,True,False,True,True,True,
