period,field,row_count,missing_count,missing_share
P2|2024_latest,forward_excess_vs_0050_10d,8240,24,0.002912621359223301
P2|2024_latest,forward_excess_vs_0050_20d,8240,22,0.002669902912621359
P2|2024_latest,forward_excess_vs_0050_30d,8240,26,0.0031553398058252425
P2|2024_latest,forward_excess_vs_0050_40d,8240,24,0.002912621359223301
P2|2024_latest,forward_excess_vs_00631L_5d,8240,17,0.002063106796116505
P2|2024_latest,forward_excess_vs_00631L_10d,8240,24,0.002912621359223301
P2|2024_latest,forward_excess_vs_00631L_20d,8240,22,0.002669902912621359
P2|2024_latest,forward_excess_vs_00631L_30d,8240,26,0.0031553398058252425
P2|2024_latest,forward_excess_vs_00631L_40d,8240,24,0.002912621359223301
P2|2024_latest|2026YTD,within80_rank,2080,0,0.0
P2|2024_latest|2026YTD,within80_rank_score,2080,0,0.0
P2|2024_latest|2026YTD,final_selector_lifecycle_context_score,2080,0,0.0
P2|2024_latest|2026YTD,pool_selection_score,2080,0,0.0
P2|2024_latest|2026YTD,layer4_risk_aware_score,2080,0,0.0
P2|2024_latest|2026YTD,layer4_broad_opportunity_net_score,2080,0,0.0
P2|2024_latest|2026YTD,layer1_quality_floor_risk_pctile_by_week,2080,0,0.0
P2|2024_latest|2026YTD,layer2_support_signal_count,2080,0,0.0
P2|2024_latest|2026YTD,layer2_warning_signal_count,2080,0,0.0
P2|2024_latest|2026YTD,momentum_continuation_score,2080,0,0.0
P2|2024_latest|2026YTD,pullback_repair_score,2080,0,0.0
P2|2024_latest|2026YTD,overlap_reacceleration_score,2080,0,0.0
P2|2024_latest|2026YTD,neutral_quality_liquidity_score,2080,0,0.0
P2|2024_latest|2026YTD,exhaustion_risk_score,2080,0,0.0
P2|2024_latest|2026YTD,breakdown_risk_score,2080,0,0.0
P2|2024_latest|2026YTD,traded_value_rank_20d,2080,0,0.0
P2|2024_latest|2026YTD,RS20,2080,0,0.0
P2|2024_latest|2026YTD,RS30_proxy,2080,0,0.0
P2|2024_latest|2026YTD,RS60,2080,5,0.002403846153846154
P2|2024_latest|2026YTD,BIAS20,2080,0,0.0
P2|2024_latest|2026YTD,BIAS60,2080,5,0.002403846153846154
P2|2024_latest|2026YTD,volatility,2080,0,0.0
P2|2024_latest|2026YTD,forward_excess_vs_0050_5d,2080,223,0.10721153846153846
P2|2024_latest|2026YTD,forward_excess_vs_0050_10d,2080,300,0.14423076923076922
P2|2024_latest|2026YTD,forward_excess_vs_0050_20d,2080,458,0.2201923076923077
P2|2024_latest|2026YTD,forward_excess_vs_0050_30d,2080,560,0.2692307692307692
P2|2024_latest|2026YTD,forward_excess_vs_0050_40d,2080,720,0.34615384615384615
P2|2024_latest|2026YTD,forward_excess_vs_00631L_5d,2080,223,0.10721153846153846
P2|2024_latest|2026YTD,forward_excess_vs_00631L_10d,2080,300,0.14423076923076922
P2|2024_latest|2026YTD,forward_excess_vs_00631L_20d,2080,458,0.2201923076923077
P2|2024_latest|2026YTD,forward_excess_vs_00631L_30d,2080,560,0.2692307692307692
P2|2024_latest|2026YTD,forward_excess_vs_00631L_40d,2080,720,0.34615384615384615
outside_requested_periods,within80_rank,80,0,0.0
outside_requested_periods,within80_rank_score,80,0,0.0
outside_requested_periods,final_selector_lifecycle_context_score,80,0,0.0
outside_requested_periods,pool_selection_score,80,0,0.0
outside_requested_periods,layer4_risk_aware_score,80,0,0.0
outside_requested_periods,layer4_broad_opportunity_net_score,80,0,0.0
outside_requested_periods,layer1_quality_floor_risk_pctile_by_week,80,0,0.0
outside_requested_periods,layer2_support_signal_count,80,0,0.0
outside_requested_periods,layer2_warning_signal_count,80,0,0.0
outside_requested_periods,momentum_continuation_score,80,0,0.0
outside_requested_periods,pullback_repair_score,80,0,0.0
outside_requested_periods,overlap_reacceleration_score,80,0,0.0
outside_requested_periods,neutral_quality_liquidity_score,80,0,0.0
outside_requested_periods,exhaustion_risk_score,80,0,0.0
outside_requested_periods,breakdown_risk_score,80,0,0.0
outside_requested_periods,traded_value_rank_20d,80,0,0.0
outside_requested_periods,RS20,80,0,0.0
outside_requested_periods,RS30_proxy,80,0,0.0
outside_requested_periods,RS60,80,1,0.0125
outside_requested_periods,BIAS20,80,0,0.0
outside_requested_periods,BIAS60,80,1,0.0125
outside_requested_periods,volatility,80,0,0.0
outside_requested_periods,forward_excess_vs_0050_5d,80,0,0.0
outside_requested_periods,forward_excess_vs_0050_10d,80,0,0.0
outside_requested_periods,forward_excess_vs_0050_20d,80,0,0.0
outside_requested_periods,forward_excess_vs_0050_30d,80,0,0.0
outside_requested_periods,forward_excess_vs_0050_40d,80,0,0.0
outside_requested_periods,forward_excess_vs_00631L_5d,80,0,0.0
outside_requested_periods,forward_excess_vs_00631L_10d,80,0,0.0
outside_requested_periods,forward_excess_vs_00631L_20d,80,0,0.0
outside_requested_periods,forward_excess_vs_00631L_30d,80,0,0.0
outside_requested_periods,forward_excess_vs_00631L_40d,80,0,0.0
