signal_date,entry_date,exit_date,candidate_rank,ticker,path_required_for_c2_top5_test,timing_variant,entry_price_kind,exit_price_kind,entry_close,exit_close,entry_open,gross_return_unadjusted,official_ohlc_path_ready,source_quality,blocked_reason,adjusted_close_status,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2015-02-06,2015-02-09,2015-02-24,3,3035,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,40.55,41.25,39.7,0.017262638717632672,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-02-06,2015-02-09,2015-02-24,4,2474,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,280.5,293.5,282.0,0.04634581105169344,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-02-06,2015-02-09,2015-02-24,5,2330,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,142.0,151.0,143.0,0.06338028169014076,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-02-13,2015-02-24,2015-03-02,1,3044,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,69.8,66.0,68.9,-0.054441260744985676,True,official_unadjusted_ohlcv_twse_stock_day,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-02-13,2015-02-24,2015-03-02,2,2330,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,151.0,149.0,149.0,-0.013245033112582738,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-02-13,2015-02-24,2015-03-02,3,2882,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,48.0,47.5,47.9,-0.01041666666666663,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-02-13,2015-02-24,2015-03-02,4,1303,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,69.3,68.2,69.5,-0.015873015873015817,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-02-13,2015-02-24,2015-03-02,5,2393,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,80.8,79.1,78.9,-0.02103960396039606,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-02-26,2015-03-02,2015-03-09,1,8150,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,48.7,47.5,48.3,-0.024640657084188944,True,official_unadjusted_ohlcv_twse_stock_day,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-02-26,2015-03-02,2015-03-09,2,2474,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,289.0,297.0,292.0,0.02768166089965396,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-02-26,2015-03-02,2015-03-09,3,2325,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,56.0,55.5,56.1,-0.008928571428571397,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-02-26,2015-03-02,2015-03-09,4,1216,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,52.4,52.4,53.0,0.0,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-02-26,2015-03-02,2015-03-09,5,6282,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,37.35,36.25,38.1,-0.029451137884872858,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-06,2015-03-09,2015-03-16,1,2377,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,38.3,36.85,37.55,-0.037859007832898084,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-06,2015-03-09,2015-03-16,2,8150,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,47.5,47.25,48.7,-0.0052631578947368585,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-06,2015-03-09,2015-03-16,3,2330,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,145.5,146.0,147.5,0.0034364261168384758,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-06,2015-03-09,2015-03-16,4,2474,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,297.0,287.5,298.0,-0.03198653198653201,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-06,2015-03-09,2015-03-16,5,6286,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,176.5,173.0,176.0,-0.019830028328611915,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-13,2015-03-16,2015-03-23,1,2330,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,146.0,153.5,149.0,0.051369863013698724,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-13,2015-03-16,2015-03-23,2,2881,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,56.6,57.0,56.8,0.007067137809187329,True,official_unadjusted_ohlcv_twse_stock_day,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-03-13,2015-03-16,2015-03-23,3,2520,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,29.05,29.75,29.5,0.024096385542168752,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-13,2015-03-16,2015-03-23,4,2615,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,37.2,37.2,36.2,0.0,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-13,2015-03-16,2015-03-23,5,2499,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,34.1,33.9,33.6,-0.0058651026392962935,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-20,2015-03-23,2015-03-30,1,4958,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,103.0,99.9,106.0,-0.030097087378640697,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-20,2015-03-23,2015-03-30,2,9914,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,242.5,240.5,242.0,-0.008247422680412342,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-20,2015-03-23,2015-03-30,3,2308,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,206.0,198.0,203.0,-0.03883495145631066,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-20,2015-03-23,2015-03-30,4,2324,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,26.9,25.5,27.0,-0.052044609665427455,True,official_unadjusted_ohlcv_twse_stock_day,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-03-20,2015-03-23,2015-03-30,5,2317,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,93.5,94.0,93.5,0.005347593582887722,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-03-27,2015-03-30,2015-04-07,1,2329,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-03-27,2015-03-30,2015-04-07,2,8299,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-03-27,2015-03-30,2015-04-07,3,4958,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-03-27,2015-03-30,2015-04-07,4,3163,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-03-27,2015-03-30,2015-04-07,5,2449,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-04-02,2015-04-07,2015-04-13,1,3163,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-04-02,2015-04-07,2015-04-13,2,2884,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-04-02,2015-04-07,2015-04-13,3,3658,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-04-02,2015-04-07,2015-04-13,4,9939,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-04-02,2015-04-07,2015-04-13,5,6120,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-04-10,2015-04-13,2015-04-20,1,8936,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,55.8,56.2,56.1,0.007168458781362075,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-10,2015-04-13,2015-04-20,2,3163,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,71.8,68.4,68.5,-0.04735376044568229,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-10,2015-04-13,2015-04-20,3,2884,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,19.25,19.3,19.2,0.0025974025974027093,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-10,2015-04-13,2015-04-20,4,2881,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,57.4,57.5,57.5,0.0017421602787457413,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-10,2015-04-13,2015-04-20,5,2317,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,92.9,92.8,93.2,-0.0010764262648009781,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-17,2015-04-20,2015-04-27,1,2331,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-04-17,2015-04-20,2015-04-27,2,2337,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-04-17,2015-04-20,2015-04-27,3,8936,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-04-17,2015-04-20,2015-04-27,4,2881,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-04-17,2015-04-20,2015-04-27,5,5269,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-04-24,2015-04-27,2015-05-04,1,6605,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,139.5,135.5,140.0,-0.028673835125448077,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-24,2015-04-27,2015-05-04,2,2313,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,19.7,19.4,19.55,-0.015228426395939132,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-24,2015-04-27,2015-05-04,3,2610,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,16.1,15.9,16.3,-0.012422360248447228,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-24,2015-04-27,2015-05-04,4,1102,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,39.65,38.75,39.6,-0.022698612862547263,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-24,2015-04-27,2015-05-04,5,2801,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,19.0,18.9,18.7,-0.0052631578947369695,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-30,2015-05-04,2015-05-11,1,2354,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,87.0,91.1,87.7,0.047126436781609105,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-30,2015-05-04,2015-05-11,2,2610,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,15.9,14.85,16.3,-0.0660377358490567,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-30,2015-05-04,2015-05-11,3,6605,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,135.5,119.5,142.0,-0.11808118081180807,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-30,2015-05-04,2015-05-11,4,3374,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,61.2,57.2,61.5,-0.065359477124183,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-04-30,2015-05-04,2015-05-11,5,2892,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,19.65,19.2,19.5,-0.022900763358778553,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-05-08,2015-05-11,2015-05-18,1,2330,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,148.5,146.5,149.0,-0.013468013468013518,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-05-08,2015-05-11,2015-05-18,2,2891,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,22.7,22.4,23.15,-0.013215859030836996,True,official_unadjusted_ohlcv_twse_stock_day,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-05-08,2015-05-11,2015-05-18,3,2317,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,93.2,96.8,93.8,0.03862660944205998,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-05-08,2015-05-11,2015-05-18,4,2892,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,19.2,19.15,19.3,-0.0026041666666667407,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-05-08,2015-05-11,2015-05-18,5,2834,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,9.94,9.82,10.0,-0.012072434607645843,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-05-15,2015-05-18,2015-05-25,1,2892,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,19.15,19.0,19.0,-0.007832898172323688,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-05-15,2015-05-18,2015-05-25,2,2891,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,22.4,22.9,22.45,0.022321428571428603,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-05-15,2015-05-18,2015-05-25,3,2834,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,9.82,9.8,9.75,-0.0020366598778003286,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-05-15,2015-05-18,2015-05-25,4,2884,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,20.15,20.35,20.1,0.00992555831265518,True,official_unadjusted_ohlcv_twse_stock_day,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-05-15,2015-05-18,2015-05-25,5,9945,True,next_day_close_entry_fixed_5td_exit,official_unadjusted_close,official_unadjusted_close,50.1,49.55,50.8,-0.010978043912175717,True,official_unadjusted_ohlcv_selected_ticker_month,,blocked_unadjusted_ohlc_only_adjusted_close_not_fabricated,True,False,False,False,False,False,False,False,True,False
2015-05-22,2015-05-25,2015-06-01,1,2891,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
2015-05-22,2015-05-25,2015-06-01,2,2881,False,next_day_close_entry_fixed_5td_exit,,,,,,,False,not_required_when_c2_gate_false,,blocked_not_required_for_this_unadjusted_top5_contract,True,False,False,False,False,False,False,False,True,False
