signal_date,pool80_rs20_positive_share,pool80_rs40_positive_share,pool80_rs60_positive_share,pool80_rs20_median,pool80_rs40_median,pool80_rs60_median,pool80_rs20_top10_median_proxy,pool80_rs40_top10_median,pool80_rs60_top10_median,pool80_rs20_top5_median,pool80_rs20_top1_minus_median,pool80_top10_traded_value_share,pool80_top20_traded_value_share,pool80_traded_value_breadth_proxy,pool80_top50_traded_value_concentration_proxy,pool80_top10_name_turnover_rate,pool80_top20_name_turnover_rate,pool80_top10_consecutive_stay_share,pool80_two_plus_opportunity_label_share,pool80_high_exhaustion_breakdown_share,pool80_feature_asof_date,pool80_source_quality,future_return_used_as_feature,diagnostic_only
2017-04-21,0.6375,,0.75,0.0142560453575883,,0.0750614692449955,0.2584021804153764,,,,0.3275991750883278,,,0.9875,0.3125,,,,1.0,0.0125,2017-04-21,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-04-28,0.5875,,0.75,0.0074261504000612,,0.0464483093915059,0.1990768601007524,,,,0.3898175996963601,,,0.975,0.3,,,,1.0,0.0375,2017-04-28,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-05-05,0.675,,0.7,0.0197040551418841,,0.0437435451071121,0.1720467842716938,,,,0.3604898647307235,,,0.9875,0.2875,,,,1.0,0.0125,2017-05-05,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-05-12,0.6125,,0.6625,0.0194645867596911,,0.0219480466266243,0.1597152616427189,,,,0.2176408552503699,,,0.9875,0.3,,,,1.0,0.0375,2017-05-12,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-05-19,0.7,,0.6375,0.0233668601872948,,0.0399909217968966,0.1756632804226207,,,,0.2106711469528495,,,1.0,0.2625,,,,1.0,0.0375,2017-05-19,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-05-26,0.6625,,0.5875,0.0189514271049902,,0.0182772292730245,0.1619053027857084,,,,0.3915121195152963,,,1.0,0.275,,,,1.0,0.0125,2017-05-26,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-06-02,0.7,,0.525,0.0237882876420992,,0.0115915003018878,0.1579053956025926,,,,0.2217189194518388,,,0.95,0.2875,,,,1.0,0.0125,2017-06-02,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-06-09,0.8,,0.525,0.0281940863627715,,0.0065657386559202,0.2077444710355712,,,,0.3643279739768124,,,1.0,0.3375,,,,1.0,0.0125,2017-06-09,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-06-16,0.5625,,0.6125,0.0178294740723398,,0.0338981162291159,0.1693202893780406,,,,0.2352648481431383,,,0.9875,0.2625,,,,1.0,0.025,2017-06-16,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-06-23,0.45,,0.5125,-0.0058069802479597,,0.0012533631725761,0.1353387990726134,,,,0.2086379277380714,,,1.0,0.325,,,,1.0,0.025,2017-06-23,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-06-30,0.5125,,0.5125,0.0062822573594011,,0.0027973771844266,0.1313923837733,,,,0.1926514699770513,,,0.9875,0.3875,,,,1.0,0.0,2017-06-30,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-07-07,0.475,,0.475,-0.0021364721613563,,-0.0123918494081658,0.0804512616058625,,,,0.1594777493675167,,,0.9875,0.3625,,,,1.0,0.0,2017-07-07,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-07-14,0.55,,0.5125,0.0062831550788121,,0.004341245633795,0.1468841346040144,,,,0.1877321270661858,,,1.0,0.4125,,,,1.0,0.0125,2017-07-14,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-07-21,0.6625,,0.5,0.0102805748968403,,0.0001525416712783,0.1229821085346273,,,,0.2551898206728074,,,1.0,0.35,,,,1.0,0.025,2017-07-21,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-07-28,0.65,,0.55,0.0267992282655786,,0.0099066695965203,0.1678100889147615,,,,0.2454697975843187,,,1.0,0.3125,,,,1.0,0.0125,2017-07-28,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-08-04,0.8,,0.75,0.0477726972625795,,0.0589011641061476,0.2471683202596854,,,,0.2661521701857712,,,0.975,0.2375,,,,1.0,0.0125,2017-08-04,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-08-11,0.6875,,0.625,0.017996328136723,,0.0224244605685917,0.1513294112654507,,,,0.2117393594123624,,,0.9875,0.225,,,,1.0,0.0625,2017-08-11,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-08-18,0.75,,0.6875,0.0319360420511647,,0.0376336794764017,0.2197765749896854,,,,0.2717487343334715,,,0.975,0.2875,,,,1.0,0.025,2017-08-18,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-08-25,0.825,,0.6875,0.0535043877710189,,0.0396633676822744,0.2311270748108954,,,,0.2760908564101604,,,0.9625,0.275,,,,1.0,0.0375,2017-08-25,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-09-01,0.75,,0.7625,0.0377963334968631,,0.0687811948526024,0.228357815133484,,,,1.7156007339412995,,,0.9875,0.275,,,,1.0,0.0125,2017-09-01,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-09-08,0.9,,0.775,0.0702149687118069,,0.1055256706102905,0.2451213837112171,,,,1.793757318337256,,,0.9875,0.1875,,,,1.0,0.0125,2017-09-08,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-09-15,0.775,,0.8375,0.0402829418137412,,0.1183412363696326,0.2717146628566583,,,,0.2546310297683171,,,0.9875,0.275,,,,1.0,0.0125,2017-09-15,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-09-22,0.8,,0.725,0.0263387907365551,,0.0646735489237234,0.216881316299961,,,,0.2895449640102597,,,0.9875,0.225,,,,1.0,0.0375,2017-09-22,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-09-29,0.7625,,0.6375,0.0181135522960272,,0.0386016930340211,0.1930743575279166,,,,0.286795635151826,,,0.975,0.175,,,,1.0,0.0625,2017-09-29,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-10-06,0.8125,,0.7625,0.0303582301645765,,0.074599269473486,0.2070542586008402,,,,0.3314653591705068,,,0.975,0.1875,,,,1.0,0.0375,2017-10-06,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-10-13,0.6125,,0.7625,0.0181481806269005,,0.0722722800196474,0.2662907449959681,,,,0.3137569537538938,,,0.9625,0.1375,,,,1.0,0.0125,2017-10-13,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-10-20,0.675,,0.625,0.014927955361399,,0.0439007196818631,0.2119352093673941,,,,0.3583810391386455,,,0.9625,0.1625,,,,1.0,0.0,2017-10-20,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-10-27,0.7125,,0.7,0.0248790928027773,,0.0713184397116173,0.153149248099047,,,,0.5385151385016318,,,0.9875,0.2,,,,1.0,0.0375,2017-10-27,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-11-03,0.725,,0.8125,0.0368625093121197,,0.0998681705540635,0.2139706741511303,,,,0.3232445111766374,,,0.9625,0.1625,,,,1.0,0.0,2017-11-03,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-11-10,0.6875,,0.7,0.0267357399574622,,0.083996948118183,0.2258244821404297,,,,0.3404977430168602,,,0.9625,0.1875,,,,1.0,0.0,2017-11-10,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-11-17,0.725,,0.7,0.0246993887542934,,0.0664598386194062,0.2844461581733745,,,,0.3025874919589169,,,0.975,0.2,,,,1.0,0.0,2017-11-17,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-11-24,0.9375,,0.8125,0.052539593529473,,0.1231477539400814,0.3406020119673499,,,,0.4114340547539771,,,0.9875,0.2,,,,1.0,0.0125,2017-11-24,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-12-01,0.8875,,0.8,0.0537112898190747,,0.0981372969268813,0.2457007049590198,,,,0.267260606255056,,,0.9625,0.15,,,,0.9875,0.0,2017-12-01,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-12-08,0.9,,0.7875,0.0528867982564262,,0.0607286581489389,0.1959596973628471,,,,0.239098254517039,,,0.9875,0.15,,,,1.0,0.0,2017-12-08,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-12-15,0.9125,,0.85,0.0510911632628549,,0.0773562054108178,0.2029879527921545,,,,0.2753174106627991,,,0.95,0.175,,,,1.0,0.05,2017-12-15,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-12-22,0.9,,0.8625,0.0620368577133539,,0.1206195095099733,0.2238512604619843,,,,0.3256119818543166,,,1.0,0.2,,,,1.0,0.05,2017-12-22,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2017-12-29,0.9,,0.8125,0.054441618372097,,0.0733316903063978,0.1791861807683745,,,,0.2514755138542609,,,0.9375,0.1375,,,,1.0,0.0375,2017-12-29,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-01-05,0.925,,0.8625,0.0758970891816783,,0.1209644444845374,0.2620901886318353,,,,0.2665916270455997,,,0.95,0.225,,,,0.9875,0.1,2018-01-05,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-01-12,0.775,,0.8875,0.0237241805517787,,0.1150851469832346,0.2080566599139324,,,,0.4403527176791927,,,0.975,0.1875,,,,1.0,0.0125,2018-01-12,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-01-19,0.4625,,0.7875,-0.0100110974171222,,0.0674191467344468,0.1410871265246047,,,,0.2924969289332953,,,0.9625,0.25,,,,1.0,0.0,2018-01-19,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-01-26,0.425,,0.825,-0.0069130454499496,,0.0807275130682602,0.1293853560838444,,,,0.2743246853070575,,,0.9625,0.175,,,,1.0,0.0,2018-01-26,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-02-02,0.375,,0.8125,-0.0128581688784637,,0.0621181937767288,0.0947393484379562,,,,0.2128918643414263,,,0.9625,0.2125,,,,1.0,0.0,2018-02-02,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-02-09,0.55,,0.85,0.0051770339882868,,0.0524999224909678,0.1035597637070315,,,,0.2569375496400242,,,0.9875,0.25,,,,1.0,0.0125,2018-02-09,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-02-12,0.5,,0.7125,0.0007230679206121,,0.0484169172211982,0.1062207833456634,,,,0.1862790433763886,,,0.975,0.1875,,,,1.0,0.025,2018-02-12,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-02-23,0.7125,,0.8125,0.0226837178448085,,0.0640018783262434,0.1944096627518226,,,,0.8531699929384713,,,0.9875,0.25,,,,1.0,0.0375,2018-02-23,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-03-02,0.75,,0.6625,0.0322250359014121,,0.0315026747333027,0.2037910604464122,,,,0.337780868691614,,,0.975,0.25,,,,1.0,0.0375,2018-03-02,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-03-09,0.7875,,0.725,0.040697999294782,,0.072590540862761,0.1831749042545913,,,,0.2995315549772286,,,0.9875,0.25,,,,0.9625,0.0125,2018-03-09,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-03-16,0.925,,0.6875,0.055375524251633,,0.0448224219802095,0.2788732133073821,,,,0.5761536564551298,,,0.9625,0.25,,,,1.0,0.1125,2018-03-16,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-03-23,0.8125,,0.7,0.0301959648746796,,0.0504319723830205,0.1862288924284763,,,,0.4655403830856974,,,0.9875,0.275,,,,1.0,0.0,2018-03-23,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-03-30,0.65,,0.6625,0.0222042066992061,,0.0254350434478951,0.2340904060261997,,,,0.3116854422643199,,,0.925,0.25,,,,1.0,0.025,2018-03-30,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-04-03,0.8875,,0.775,0.0607341458368344,,0.0602048698800227,0.2122863756387017,,,,0.2295316466835696,,,0.9375,0.2,,,,1.0,0.0375,2018-04-03,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-04-13,0.9,,0.85,0.0615284917089894,,0.0554947032125314,0.2641970625307955,,,,0.4509915595418113,,,0.9875,0.1625,,,,1.0,0.05,2018-04-13,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-04-20,0.9375,,0.925,0.0653776634593357,,0.0768204714094171,0.2617924344387993,,,,0.2423362314234374,,,0.975,0.1625,,,,1.0,0.0375,2018-04-20,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-04-27,0.8625,,0.8625,0.0552954192128558,,0.0792433935450963,0.1586112180357676,,,,0.4163605698834901,,,0.9625,0.1375,,,,1.0,0.025,2018-04-27,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-05-04,0.825,,0.8625,0.0484021158844721,,0.0884963177409329,0.1350429930748995,,,,0.5543935444957551,,,0.975,0.15,,,,1.0,0.0,2018-05-04,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-05-11,0.7125,,0.8125,0.0264442453483436,,0.0874648552792837,0.1695874809988483,,,,0.4636312217194572,,,0.9875,0.1375,,,,1.0,0.025,2018-05-11,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-05-18,0.85,,0.9125,0.058235769766414,,0.1273123176505562,0.3106426564848606,,,,0.3595235549593131,,,0.95,0.2375,,,,1.0,0.025,2018-05-18,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-05-25,0.7875,,0.925,0.0445193872504688,,0.0991919277605773,0.3088271039438295,,,,0.6708201109729542,,,0.9625,0.1875,,,,0.9625,0.1,2018-05-25,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-06-01,0.8375,,0.925,0.054110792039444,,0.1216018933640029,0.3040916221600583,,,,0.3355959403391954,,,0.975,0.25,,,,1.0,0.05,2018-06-01,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-06-08,0.8875,,0.9125,0.044097066297139,,0.0972696946057097,0.2059806330359548,,,,0.2168017605202127,,,1.0,0.2625,,,,1.0,0.1125,2018-06-08,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-06-15,0.7125,,0.8625,0.0370320475536056,,0.0928965990865005,0.2660120156312656,,,,0.4922810711874046,,,0.975,0.2,,,,1.0,0.1375,2018-06-15,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-06-22,0.7625,,0.8875,0.0232193383412837,,0.0917358274920633,0.2148340752609118,,,,0.3526186580078522,,,0.975,0.1875,,,,1.0,0.0125,2018-06-22,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-06-29,0.6125,,0.8125,0.0058127445969348,,0.0838145942948751,0.1830976109741469,,,,0.3273446515866843,,,0.9625,0.2,,,,1.0,0.0,2018-06-29,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-07-06,0.525,,0.7625,0.002110637008421,,0.0824416223899718,0.1660744925071929,,,,0.2410458215791291,,,0.9875,0.2125,,,,1.0,0.0125,2018-07-06,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-07-13,0.2875,,0.625,-0.0274352382516876,,0.0403028934073776,0.1465086347284949,,,,0.3454429047339915,,,0.975,0.1375,,,,1.0,0.0375,2018-07-13,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-07-20,0.3125,,0.5875,-0.0245879974001812,,0.0389698038657877,0.1774586263864129,,,,0.2744932566851196,,,0.925,0.175,,,,1.0,0.05,2018-07-20,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-07-27,0.4,,0.5625,-0.0186069631116332,,0.0170884585340015,0.1417094312608437,,,,0.358091769920946,,,0.975,0.15,,,,1.0,0.0,2018-07-27,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-08-03,0.525,,0.5,0.0029878222169089,,-0.0014120240270899,0.1883891332406652,,,,0.3989731936002199,,,0.975,0.175,,,,1.0,0.025,2018-08-03,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-08-10,0.4125,,0.45,-0.0056570285394941,,-0.0056351458761719,0.1369251901250751,,,,1.088772320785543,,,0.95,0.2,,,,1.0,0.0375,2018-08-10,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-08-17,0.525,,0.425,0.0035736039904415,,-0.0213169528652577,0.1250487096557625,,,,0.2700534759358289,,,0.975,0.225,,,,1.0,0.0125,2018-08-17,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-08-24,0.4875,,0.275,-0.0013487996647519,,-0.0369307949204559,0.1254277924006594,,,,0.3434361989278957,,,0.95,0.2,,,,1.0,0.0,2018-08-24,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-08-31,0.4625,,0.3875,-0.0018904976029718,,-0.0363005593622582,0.2226864928587733,,,,0.3070642260964841,,,1.0,0.2625,,,,1.0,0.025,2018-08-31,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-09-07,0.3625,,0.1875,-0.0200227747019567,,-0.0875905422836486,0.1075869755862923,,,,0.2739363438325578,,,0.9625,0.225,,,,1.0,0.0,2018-09-07,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-09-14,0.325,,0.275,-0.0249306354991238,,-0.0386466254583361,0.1895872647877715,,,,0.2683794275677541,,,0.9875,0.2375,,,,1.0,0.0,2018-09-14,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-09-21,0.4375,,0.3375,-0.015585833822732,,-0.0344163763511754,0.1383353759353457,,,,0.2557971108383386,,,0.95,0.1875,,,,1.0,0.0,2018-09-21,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-09-28,0.5625,,0.4,0.0074244108095588,,-0.0352820141847817,0.1876313168112031,,,,0.3333333333333332,,,0.9375,0.1625,,,,1.0,0.0,2018-09-28,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-10-05,0.6,,0.425,0.0248828061795536,,-0.0212308381033816,0.1089534048593757,,,,0.203037868453221,,,0.9875,0.2,,,,1.0,0.025,2018-10-05,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-10-12,0.55,,0.375,0.0053506097149468,,-0.0458367742649434,0.1605146764748839,,,,0.2069262660896184,,,0.975,0.275,,,,1.0,0.0,2018-10-12,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-10-19,0.6,,0.45,0.0101551757211908,,-0.0175912419097272,0.1359206161664516,,,,0.3472590094172322,,,1.0,0.2625,,,,1.0,0.0375,2018-10-19,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-10-26,0.575,,0.475,0.0208088167498321,,-0.0046740747418244,0.1318224550151458,,,,0.1491828676775973,,,1.0,0.2625,,,,1.0,0.0375,2018-10-26,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-11-02,0.7125,,0.4875,0.0213090941739012,,-0.0053947529463078,0.1500807954594609,,,,0.2058646339818045,,,1.0,0.2375,,,,1.0,0.05,2018-11-02,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-11-09,0.875,,0.475,0.0506395521756904,,-0.0045059675050766,0.2213454080094071,,,,0.208748856827938,,,0.9875,0.225,,,,1.0,0.0875,2018-11-09,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-11-16,0.8625,,0.6,0.0574741511715711,,0.0233162401612787,0.2247233857037325,,,,0.2131239371535571,,,1.0,0.2125,,,,1.0,0.1125,2018-11-16,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-11-23,0.9,,0.6125,0.0927194216089918,,0.0198288657406731,0.260790984866783,,,,0.3417248215072621,,,0.9875,0.2375,,,,1.0,0.1125,2018-11-23,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-11-30,0.9,,0.75,0.0887862186369655,,0.0588389450708186,0.3032454242833874,,,,0.9017177537604824,,,1.0,0.225,,,,1.0,0.1,2018-11-30,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-12-07,0.975,,0.9,0.0823596984186195,,0.1011183624811811,0.2606602566388079,,,,0.2636356085410311,,,0.9625,0.1625,,,,1.0,0.1125,2018-12-07,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-12-14,0.85,,0.8375,0.0981323362338523,,0.0981236021136039,0.3250219415278251,,,,3.621036242686901,,,0.925,0.2125,,,,0.9875,0.1875,2018-12-14,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-12-21,0.7625,,0.7875,0.0409668228208787,,0.0814321310855538,0.2483001935901169,,,,0.2514651549746333,,,1.0,0.2625,,,,1.0,0.15,2018-12-21,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2018-12-28,0.7375,,0.85,0.0238199448168678,,0.0928139472336478,0.2167393968732177,,,,0.3246095665515979,,,0.9875,0.2,,,,1.0,0.025,2018-12-28,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-01-04,0.7875,,0.9,0.0463314049366522,,0.1651945100011648,0.2246116503681582,,,,0.2466897248409855,,,0.9875,0.125,,,,1.0,0.0125,2019-01-04,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-01-11,0.775,,0.9125,0.0344516615525426,,0.155287490697096,0.1843144294279483,,,,0.3473582821956761,,,0.975,0.2125,,,,1.0,0.0375,2019-01-11,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-01-18,0.95,,0.9625,0.0636489301602473,,0.2233028369412467,0.25286549382291,,,,0.3833541106258256,,,0.9875,0.2,,,,1.0,0.025,2019-01-18,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-01-25,0.825,,0.8875,0.0481194959181168,,0.197483185748412,0.2208483986670443,,,,0.2077470307920894,,,0.9625,0.225,,,,1.0,0.05,2019-01-25,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-01-30,0.8875,,0.8875,0.0446721858811019,,0.163892160490034,0.2110592425888572,,,,0.4249155600396294,,,0.9875,0.2125,,,,1.0,0.075,2019-01-30,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-02-15,0.9,,0.975,0.0514328515900009,,0.1986792375855379,0.3033662782897535,,,,0.3415400903778361,,,0.975,0.225,,,,1.0,0.0125,2019-02-15,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-02-22,0.8,,0.9,0.0453866919385922,,0.1668085961511689,0.1966997260746992,,,,0.2549044541406452,,,0.975,0.225,,,,1.0,0.0375,2019-02-22,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-02-27,0.7875,,0.9,0.0353046446275194,,0.1319122585784481,0.2262201335421654,,,,0.2896281022759943,,,0.9875,0.25,,,,1.0,0.0,2019-02-27,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-03-08,0.875,,0.9375,0.0421246120255258,,0.126679501141029,0.1895474631538366,,,,0.2463591432205634,,,0.9875,0.225,,,,1.0,0.0,2019-03-08,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-03-15,0.775,,0.8875,0.0326644566323233,,0.1184688009674815,0.2735217351854833,,,,0.3903406229084129,,,0.975,0.175,,,,1.0,0.0375,2019-03-15,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-03-22,0.65,,0.8875,0.0175715036363902,,0.1122672947962467,0.1745605342006126,,,,0.31430921927154,,,0.975,0.2125,,,,1.0,0.025,2019-03-22,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-03-29,0.8375,,0.9125,0.0389932569582043,,0.1604950259703279,0.2192316254902607,,,,0.2961046542367211,,,0.975,0.2125,,,,1.0,0.0125,2019-03-29,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-04-03,0.7,,0.8875,0.0249596608035797,,0.1230160431092862,0.2166141890584311,,,,3.174418955985585,,,0.9625,0.2,,,,1.0,0.0125,2019-04-03,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-04-12,0.65,,0.9125,0.0210322029576423,,0.1570115750215713,0.1968611190778206,,,,0.1985152388065008,,,0.9875,0.275,,,,1.0,0.0,2019-04-12,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-04-19,0.6125,,0.875,0.015426651382974,,0.118810527723149,0.2296306572460859,,,,0.4208553569413557,,,0.9875,0.275,,,,1.0,0.0,2019-04-19,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-04-26,0.55,,0.85,0.0109150450921915,,0.0967475647930523,0.1697148673015241,,,,0.2596965615370786,,,1.0,0.275,,,,1.0,0.0125,2019-04-26,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-05-03,0.55,,0.6625,0.0040649220864969,,0.0633637850106975,0.1650162691991534,,,,0.3861511519160774,,,0.975,0.2875,,,,1.0,0.0,2019-05-03,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-05-10,0.475,,0.575,-0.0059074643364141,,0.0211861565177387,0.1479865726454167,,,,0.2380618991704695,,,0.9875,0.2375,,,,1.0,0.025,2019-05-10,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-05-17,0.7,,0.5625,0.0246770678689614,,0.0202428396506749,0.1296480078083952,,,,0.1967701366260791,,,0.95,0.25,,,,1.0,0.0125,2019-05-17,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-05-24,0.675,,0.6125,0.0356216262656462,,0.0532804610417814,0.1785763737260954,,,,0.2560217255541787,,,0.95,0.1875,,,,1.0,0.025,2019-05-24,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-05-31,0.75,,0.6125,0.047235719976241,,0.0337275056869133,0.1837916273282083,,,,0.1764158080665019,,,0.9625,0.1625,,,,1.0,0.0125,2019-05-31,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-06-06,0.85,,0.6125,0.0584667553921022,,0.0235356686113264,0.1527965743830447,,,,0.1747904002379493,,,0.975,0.1875,,,,1.0,0.0375,2019-06-06,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-06-14,0.8375,,0.675,0.0364375627415523,,0.0338975965712821,0.1652306852990049,,,,0.1532094563346386,,,0.9875,0.1375,,,,1.0,0.0,2019-06-14,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-06-21,0.6125,,0.7125,0.013696913309375,,0.0419308647899194,0.1224558506974282,,,,0.2388700617230042,,,0.9875,0.15,,,,1.0,0.0,2019-06-21,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-06-28,0.5625,,0.7125,0.0074687729519556,,0.0567421373063775,0.0956446608266635,,,,0.4187403019137558,,,0.9625,0.1875,,,,1.0,0.025,2019-06-28,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-07-05,0.675,,0.6125,0.039105817612263,,0.0358917675168344,0.2125441837924388,,,,0.2748554934406519,,,0.975,0.225,,,,1.0,0.075,2019-07-05,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-07-12,0.6625,,0.6,0.0202736810591773,,0.0312489107323364,0.195902735794298,,,,0.379861782814623,,,0.975,0.225,,,,1.0,0.0625,2019-07-12,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-07-19,0.75,,0.6125,0.0241936301849574,,0.0322394854214672,0.184374262934151,,,,0.2654503917438283,,,0.975,0.2375,,,,1.0,0.075,2019-07-19,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
2019-07-26,0.7375,,0.6625,0.0526998905293783,,0.0452393890131673,0.2113681075466473,,,,0.298847850613365,,,0.9875,0.225,,,,1.0,0.025,2019-07-26,regime_switch_materialized_pool_aggregate_partial_proxy,False,True
