signal_date,0050_feature_asof_date,0050_adjusted_close,0050_ma20,0050_ma40,0050_ma60,0050_ma120,0050_bias20,0050_bias40,0050_bias60,0050_bias120,0050_price_vs_ma20,0050_price_vs_ma40,0050_price_vs_ma60,0050_price_vs_ma120,0050_above_ma20_flag,0050_above_ma40_flag,0050_above_ma60_flag,0050_above_ma120_flag,0050_return_20d,0050_return_40d,0050_return_60d,0050_return_slope_20d,0050_return_slope_40d,0050_return_slope_60d,0050_close_slope_20d,0050_close_slope_40d,0050_close_slope_60d,0050_close_vs_20d_high,0050_close_vs_40d_high,0050_close_vs_60d_high,0050_drawdown_from_20d_high,0050_drawdown_from_40d_high,0050_drawdown_from_60d_high,0050_new_20d_high_flag,0050_new_40d_high_flag,0050_new_60d_high_flag,0050_trend_state_label_candidate,trend_label_policy,0050_feature_algorithm,feature_asof_date,source_quality,diagnostic_only,00631L_feature_asof_date,00631L_adjusted_close,00631L_return_20d,00631L_return_60d,00631L_drawdown_from_20d_high,00631L_drawdown_from_60d_high,00631L_drawdown_from_120d_high,00631L_volatility_20d_daily_std,00631L_volatility_60d_daily_std,00631L_high_risk_context_candidate,00631L_context_policy,source_quality_00631L,pool80_rs20_positive_share,pool80_rs40_positive_share,pool80_rs60_positive_share,pool80_rs20_median,pool80_rs40_median,pool80_rs60_median,pool80_rs20_top10_median_proxy,pool80_rs40_top10_median,pool80_rs60_top10_median,pool80_rs20_top5_median,pool80_rs20_top1_minus_median,pool80_top10_traded_value_share,pool80_top20_traded_value_share,pool80_traded_value_breadth_proxy,pool80_top50_traded_value_concentration_proxy,pool80_top10_name_turnover_rate,pool80_top20_name_turnover_rate,pool80_top10_consecutive_stay_share,pool80_two_plus_opportunity_label_share,pool80_high_exhaustion_breakdown_share,pool80_feature_asof_date,pool80_source_quality,future_return_used_as_feature,state_start_date,state_end_date,holding_ticker,holding_asset_type,transition_action,target_state,previous_ticker,exception_has_signal,exception_ticker,exception_same_as_previous_signal,exception_consecutive_signal_count,cash_condition_status,path_ready,source_quality_exception,exception_alignment_policy,classifier_contract_policy,requested_period,actual_signal_date_coverage_start,actual_signal_date_coverage_end,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2016-06-08,2016-06-08,11.851777076721191,11.261912727355957,11.276443433761598,11.379370864232381,11.121144382158915,0.05237692420865714,0.05102084237278648,0.04151426455162621,0.06569761792989515,0.05237692420865714,0.05102084237278648,0.04151426455162621,0.06569761792989515,True,True,True,True,0.09022557842099732,0.03653692685358223,0.026750732378991948,0.004511278921049866,0.0009134231713395557,0.0004458455396498658,0.04904184341430655,0.010444092750549272,0.005146392186482718,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,uptrend,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-06-08,benchmark_features_adjusted_close_pit_asof,True,2016-06-08,0.9218199849128724,0.1661964853278841,0.006958335411416883,0.0,-0.005877479404941988,-0.005877479404941988,0.017743054263128534,0.018201581455244836,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.5375,,0.625,0.003717682492148,,0.0378383243975647,0.1216945048095821,,,,0.245411577796532,,,1.0,0.2125,,,,1.0,0.0125,2016-06-08,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-06-13,2016-06-20,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-06-17,2016-06-17,11.633813858032228,11.45263113975525,11.27440004348755,11.379068168004354,11.14763302008311,0.015820182809175076,0.03187875302972665,0.02238721890639228,0.043612920973738145,0.015820182809175076,0.03187875302972665,0.02238721890639228,0.043612920973738145,True,True,True,True,0.06839047501272555,0.0070756525778552515,-0.010046307897856321,0.0034195237506362774,0.0001768913144463813,-0.00016743846496427203,0.03723554611206063,0.0020434617996216266,-0.001967716217040986,-0.018390762606991462,-0.018390762606991462,-0.018390762606991462,-0.018390762606991462,-0.018390762606991462,-0.018390762606991462,False,False,False,uptrend,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-06-17,benchmark_features_adjusted_close_pit_asof,True,2016-06-17,0.8913599848747253,0.13614170186434027,-0.03636759633801956,-0.033043327912907094,-0.033996990215195644,-0.03872659583857019,0.022046807518199284,0.01899969046235648,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.5,,0.7,-0.000468715137707,,0.068673271544382,0.1444595102510527,,,,0.1978345426459899,,,1.0,0.25,,,,1.0,0.0125,2016-06-17,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-06-20,2016-06-27,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-06-24,2016-06-24,11.461257934570312,11.607929944992065,11.304142856597903,11.380127652486165,11.177678688367207,-0.012635500999472415,0.013898893526518519,0.0071291188079445345,0.025370137584848518,-0.012635500999472415,0.013898893526518519,0.0071291188079445345,0.025370137584848518,False,True,True,True,0.017741802173621535,-0.006299308303949536,-0.014832274743916352,0.0008870901086810767,-0.00015748270759873839,-0.0002472045790652725,0.00998992919921875,-0.0018163919448852984,-0.0028759320576985975,-0.03295026050717087,-0.03295026050717087,-0.03295026050717087,-0.03295026050717087,-0.03295026050717087,-0.03295026050717087,False,False,False,weak,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-06-24,benchmark_features_adjusted_close_pit_asof,True,2016-06-24,0.8595499992370605,0.011235264855685934,-0.05449403714227885,-0.06755113438086013,-0.0684707633131818,-0.07303158338469806,0.022957947262694837,0.020739899469137135,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.5125,,0.6375,0.0063803246384459,,0.0544553222617006,0.0963304499068222,,,,0.1439629795709112,,,1.0,0.2,,,,1.0,0.0125,2016-06-24,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-06-27,2016-07-04,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-07-01,2016-07-01,12.033413887023926,11.693298864364625,11.37634336948395,11.389663473765056,11.205226874351501,0.02908631914778148,0.057757620018969336,0.05652058243350955,0.07391077592262985,0.02908631914778148,0.057757620018969336,0.05652058243350955,0.07391077592262985,True,True,True,True,0.04003156868765334,0.10232949074408149,0.03677612102179317,0.002001578434382667,0.002558237268602037,0.0006129353503632196,0.023158740997314454,0.02792661190032959,0.0071140766143798825,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,uptrend,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-07-01,benchmark_features_adjusted_close_pit_asof,True,2016-07-01,0.9422699809074402,0.06690590500213878,0.08876301822017063,0.0,0.0,0.0,0.023779829438282607,0.02009122804623443,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.5,,0.6375,0.0007704115103664,,0.041214932606596,0.1039738383150745,,,,0.187177294413379,,,0.9875,0.175,,,,1.0,0.0,2016-07-01,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-07-04,2016-07-11,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-07-07,2016-07-07,11.933511734008787,11.752330827713013,11.482600855827332,11.428109836578368,11.237240330378215,0.015416593435962023,0.039269054445328244,0.04422445221980276,0.06196106723358974,0.015416593435962023,0.039269054445328244,0.04422445221980276,0.06196106723358974,True,True,True,True,0.012326356725235854,0.09499994530773126,0.042856982128860244,0.0006163178362617927,0.0023749986326932816,0.0007142830354810041,0.007265281677246005,0.025883173942565875,0.008173608779907197,-0.009050029249716318,-0.009050029249716318,-0.009050029249716318,-0.009050029249716318,-0.009050029249716318,-0.009050029249716318,False,False,False,uptrend,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-07-07,benchmark_features_adjusted_close_pit_asof,True,2016-07-07,0.9277300238609314,0.01694675280560376,0.06302064338293034,-0.01921953837165269,-0.01921953837165269,-0.01921953837165269,0.025689385299750653,0.02086486132218499,True,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.6625,,0.6125,0.0238134156394062,,0.0294046917693217,0.1385439953335712,,,,0.2589421948484727,,,0.9875,0.225,,,,1.0,0.0,2016-07-07,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-07-11,2016-07-18,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-07-15,2016-07-15,12.442096710205078,11.928064203262329,11.690347671508789,11.492288096745808,11.326242192586262,0.043094377946269136,0.06430510535870715,0.08264747676559048,0.09851939404485033,0.043094377946269136,0.06430510535870715,0.08264747676559048,0.09851939404485033,True,True,True,True,0.06947703152520313,0.14261907372641147,0.07704427944027148,0.0034738515762601564,0.003565476843160287,0.0012840713240045247,0.04041414260864249,0.038824844360351565,0.014833688735961914,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,uptrend,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-07-15,benchmark_features_adjusted_close_pit_asof,True,2016-07-15,1.0077300071716309,0.15952316010981749,0.1271013105635399,0.0,0.0,0.0,0.023148262632357714,0.021146871552267042,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.5875,,0.4875,0.0074635542923923,,-0.003274423396588,0.1784950735762962,,,,0.3917762752640589,,,0.95,0.2125,,,,1.0,0.025,2016-07-15,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-07-18,2016-07-25,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-07-22,2016-07-22,12.58740520477295,12.149206733703613,11.87856833934784,11.585830815633138,11.419406541188557,0.0360680726465632,0.05967359408768824,0.08644821464062424,0.10228190575154206,0.0360680726465632,0.05967359408768824,0.08644821464062424,0.10228190575154206,True,True,True,True,0.09825686470294559,0.11774192073232692,0.0913386061152528,0.004912843235147279,0.002943548018308173,0.00152231010192088,0.05630736351013184,0.03314864635467529,0.01755819320678708,-0.003594543631486369,-0.003594543631486369,-0.003594543631486369,-0.003594543631486369,-0.003594543631486369,-0.003594543631486369,False,False,False,uptrend,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-07-22,benchmark_features_adjusted_close_pit_asof,True,2016-07-22,1.041820049285889,0.13691128576418476,0.17058434385531718,-0.007790384192256861,-0.007790384192256861,-0.007790384192256861,0.023425145618966383,0.020946854364235205,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.2875,,0.625,-0.0360151291657555,,0.0181274426804175,0.1119147193631684,,,,0.2780138555171231,,,0.9875,0.2125,,,,1.0,0.0125,2016-07-22,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-07-25,2016-08-01,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-07-29,2016-07-29,12.604893684387209,12.360347938537597,12.02682340145111,11.704344892501831,11.517185584704082,0.019784697572077015,0.048065084489920196,0.07694140937886207,0.09444217874961636,0.019784697572077015,0.048065084489920196,0.07694140937886207,0.09444217874961636,True,True,True,True,0.04749107798739738,0.08942378902555381,0.15468030655681675,0.002374553899369869,0.0022355947256388455,0.0025780051092802792,0.028573989868164153,0.0258663654327393,0.028142404556274443,-0.007241393348364267,-0.007241393348364267,-0.007241393348364267,-0.007241393348364267,-0.007241393348364267,-0.007241393348364267,False,False,False,uptrend,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-07-29,benchmark_features_adjusted_close_pit_asof,True,2016-07-29,1.040910005569458,0.12919010501583084,0.301137487573363,-0.013776074244648218,-0.013776074244648218,-0.013776074244648218,0.01773785203089172,0.019704531598704195,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.6125,,0.5,0.0137288226965714,,-0.0007156583687676,0.1334581730399544,,,,0.1842973406953414,,,1.0,0.2,,,,1.0,0.0,2016-07-29,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-08-01,2016-08-08,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-08-05,2016-08-05,12.797967910766602,12.554878616333008,12.1556480884552,11.857736301422118,11.604098320007324,0.0193621381665412,0.05284126503476538,0.07929267319190769,0.10288344323150511,0.0193621381665412,0.05284126503476538,0.07929267319190769,0.10288344323150511,True,True,True,True,0.0724393787869031,0.07983535531594521,0.17726412484876963,0.0036219689393451548,0.0019958838828986305,0.0029544020808128274,0.04322280883789072,0.023654770851135255,0.032117128372192355,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,uptrend,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-08-05,benchmark_features_adjusted_close_pit_asof,True,2016-08-05,1.070449948310852,0.15383777691699962,0.3495675172641408,0.0,0.0,0.0,0.015077698331062542,0.01993301812372033,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.5875,,0.5125,0.0111560090537676,,0.0026924383601394,0.1761151155384205,,,,0.4033404791427022,,,0.9875,0.1625,,,,1.0,0.0125,2016-08-05,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-08-08,2016-08-15,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-08-12,2016-08-12,12.908291816711426,12.710048198699951,12.31905620098114,12.030247847239176,11.689597225189209,0.015597393094996415,0.047831230421966575,0.07298635744015458,0.10425462640373317,0.015597393094996415,0.047831230421966575,0.07298635744015458,0.10425462640373317,True,True,True,True,0.037469175603173976,0.10954945422298223,0.18543206844740245,0.0018734587801586989,0.0027387363555745558,0.003090534474123374,0.023309755325317382,0.031861948966979935,0.03365314801534017,-0.00566598834170462,-0.00566598834170462,-0.00566598834170462,-0.00566598834170462,-0.00566598834170462,-0.00566598834170462,False,False,False,uptrend,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-08-12,benchmark_features_adjusted_close_pit_asof,True,2016-08-12,1.087730050086975,0.07938638558543887,0.36743992478027687,-0.008694270062430065,-0.008694270062430065,-0.008694270062430065,0.013214821338238977,0.019688021731896606,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.5625,,0.425,0.0032271714287895,,-0.016612040436198,0.1264091664313142,,,,0.1843616576084076,,,0.9375,0.1875,,,,1.0,0.0,2016-08-12,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-08-15,2016-08-22,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-08-19,2016-08-19,12.72441577911377,12.776474332809448,12.46284053325653,12.177870337168375,11.765073498090109,-0.004074563321588176,0.020988413127748684,0.04488021524397978,0.08154154593079221,-0.004074563321588176,0.020988413127748684,0.04488021524397978,0.08154154593079221,False,True,True,True,0.0108847353455237,0.1102111000166417,0.12990824572409565,0.000544236767276185,0.0027552775004160424,0.0021651374287349275,0.006850528717041016,0.03157894611358643,0.024382607142130534,-0.019830077650222377,-0.019830077650222377,-0.019830077650222377,-0.019830077650222377,-0.019830077650222377,-0.019830077650222377,False,False,False,weak,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-08-19,benchmark_features_adjusted_close_pit_asof,True,2016-08-19,1.0590900182724,0.01657672934817156,0.24465573136154428,-0.0347954406985751,-0.0347954406985751,-0.0347954406985751,0.012771172141993309,0.018295460046416568,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.6875,,0.5375,0.0234245949991105,,0.0149501745441605,0.1554358125619082,,,,0.1693943733590694,,,1.0,0.2125,,,,1.0,0.0,2016-08-19,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-08-22,2016-08-29,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-08-26,2016-08-26,12.889907836914062,12.815436601638794,12.587892270088194,12.289694468180338,11.825904909769694,0.005811057210937776,0.023992544609197974,0.04883875431466245,0.08997222075288014,0.005811057210937776,0.023992544609197974,0.04883875431466245,0.08997222075288014,True,True,True,True,0.022611388851290437,0.07117630607002767,0.11405717394305692,0.0011305694425645218,0.0017794076517506918,0.0019009528990509487,0.014250707626342684,0.021412348747253417,0.021994479497273765,-0.007082118116404246,-0.007082118116404246,-0.007082118116404246,-0.007082118116404246,-0.007082118116404246,-0.007082118116404246,False,False,False,uptrend,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-08-26,benchmark_features_adjusted_close_pit_asof,True,2016-08-26,1.087730050086975,0.044979915907238155,0.2215509564321474,-0.008694270062430065,-0.008694270062430065,-0.008694270062430065,0.0140396051934889,0.01861002601656729,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.6375,,0.4375,0.0187160218783973,,-0.0125010666097424,0.166911646993441,,,,0.1994133300110529,,,0.975,0.225,,,,1.0,0.0125,2016-08-26,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-08-29,2016-09-05,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-09-02,2016-09-02,12.715221405029297,12.831985425949096,12.693432021141051,12.381093867619832,11.880232365926107,-0.009099450867803838,0.0017165872753683864,0.026986915775132347,0.07028389793940693,-0.009099450867803838,0.0017165872753683864,0.026986915775132347,0.07028389793940693,False,True,True,True,-0.006465597219359465,0.06550541772148688,0.07285357484524835,-0.00032327986096797323,0.001637635443037172,0.0012142262474208057,-0.0041373252868652345,0.01954274177551274,0.01439073880513509,-0.020538326192935386,-0.020538326192935386,-0.020538326192935386,-0.020538326192935386,-0.020538326192935386,-0.020538326192935386,False,False,False,weak,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-09-02,benchmark_features_adjusted_close_pit_asof,True,2016-09-02,1.0518200397491455,-0.017403810977901557,0.1529700952300932,-0.04142095533435153,-0.04142095533435153,-0.04142095533435153,0.012371678701284578,0.018630672730318987,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.6375,,0.575,0.0202196810520115,,0.0143337194272993,0.148927922007822,,,,0.3164784743068828,,,0.9875,0.225,,,,1.0,0.0,2016-09-02,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-09-05,2016-09-10,6451,stock,base_00631L_to_stock_exception,stock_exception,00631L,True,6451,False,1,blocked_no_bear_cash_classifier,True,official_unadjusted_ohlcv_twse_stock_day,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-09-09,2016-09-09,12.945069313049316,12.86692271232605,12.788485455513,12.501678371429444,11.940373269716899,0.006073449143236598,0.012244128366961204,0.035466513250986376,0.08414276678272037,0.006073449143236598,0.012244128366961204,0.035466513250986376,0.08414276678272037,True,True,True,True,0.0028491373498604755,0.040425067780713864,0.11271071301452618,0.00014245686749302376,0.0010106266945178466,0.0018785118835754364,0.0018388748168945313,0.012574315071105957,0.021854257583618135,-0.020181014628397054,-0.020181014628397054,-0.020181014628397054,-0.020181014628397054,-0.020181014628397054,-0.020181014628397054,False,False,False,uptrend,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-09-09,benchmark_features_adjusted_close_pit_asof,True,2016-09-09,1.0990899801254272,0.010443703414779959,0.2646445753629523,-0.03086172020287936,-0.03086172020287936,-0.03086172020287936,0.016396294216536784,0.017994109076140293,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.8125,,0.6625,0.0449922013143077,,0.0481988728702032,0.1969256301083685,,,,0.3173760526401794,,,1.0,0.2,,,,1.0,0.025,2016-09-09,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-09-10,2016-09-19,00631L,etf,stock_exception_to_base_00631L,base_00631L,6451,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-09-14,2016-09-14,12.586505889892578,12.82830810546875,12.793458008766173,12.545558881759643,11.963600103060404,-0.018849111947435326,-0.01617640193384695,0.0032638648081648736,0.0520667509333439,-0.018849111947435326,-0.01617640193384695,0.0032638648081648736,0.0520667509333439,False,False,True,True,-0.02284079294231134,0.001373768740986936,0.06689851135982394,-0.001142039647115567,3.4344218524673395e-05,0.001114975189330399,-0.014710283279418857,0.00043168067932124464,0.013153680165608694,-0.04732086540653446,-0.04732086540653446,-0.04732086540653446,-0.04732086540653446,-0.04732086540653446,-0.04732086540653446,False,False,False,weak,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-09-14,benchmark_features_adjusted_close_pit_asof,True,2016-09-14,1.0368200540542605,-0.040789626053093664,0.13145492023205474,-0.08576911643700535,-0.08576911643700535,-0.08576911643700535,0.018310848871745184,0.018493149198642374,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.8375,,0.475,0.0528228165684027,,-0.0078390922284624,0.2441458243888521,,,,0.2620226113681149,,,0.9875,0.2625,,,,1.0,0.0125,2016-09-14,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-09-19,2016-09-26,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
2016-09-23,2016-09-23,13.220891952514648,12.920707511901856,12.85657958984375,12.668165508906046,12.024146548906963,0.023232817578780374,0.0283366474049358,0.04363113532263374,0.09952851112883976,0.023232817578780374,0.0283366474049358,0.04363113532263374,0.09952851112883976,True,True,True,True,0.039017600652110795,0.04429939689796636,0.12500259682589965,0.0019508800326055397,0.0011074849224491589,0.002083376613764994,0.024823808670043947,0.014020824432373003,0.024483585357666017,0.0,0.0,0.0,0.0,0.0,0.0,True,True,True,uptrend,candidate_feature_label_only_not_live_rule,rolling_adjusted_close_asof_signal_date_including_signal_close,2016-09-23,benchmark_features_adjusted_close_pit_asof,True,2016-09-23,1.1359100341796875,0.04956249981412619,0.25894688972391156,0.0,0.0,0.0,0.02201412916793859,0.01815060401506236,False,diagnostic_context_only_not_cash_or_fallback_rule,benchmark_features_adjusted_close_pit_asof,0.625,,0.5375,0.0181973114554912,,0.011008380773863,0.167508730605581,,,,0.2785338801629292,,,0.975,0.2125,,,,1.0,0.0,2016-09-23,regime_switch_materialized_pool_aggregate_partial_proxy,False,2016-09-26,2016-10-03,00631L,etf,hold_same_state_no_trade,base_00631L,00631L,False,,False,0,blocked_no_bear_cash_classifier,True,benchmark_features_adjusted_close_exact_reference,consensus4_exception_aligned_to_state_machine_signal_dates,feature_readiness_only_no_threshold_no_verdict_no_live_rule,P1_2015-01-02_to_2022-12-29,2015-01-09,2022-12-23,False,False,False,False,False,False,False,True,False
