snapshot_date,dynamic80_row_count,dynamic80_rs20_positive_share,dynamic80_rs60_positive_share,dynamic80_rs20_median,dynamic80_rs20_p75,dynamic80_rs20_top_decile_median,dynamic80_rs20_dispersion_top_minus_median,dynamic80_traded_value_breadth,dynamic80_traded_value_top50_concentration_proxy,dynamic80_two_plus_opportunity_label_share,dynamic80_high_exhaustion_breakdown_share,pool_confirmation_threshold_decided_by_core,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
2017-11-24,80,0.9375,0.8125,0.05253959352947305,0.12526177555619009,0.3406020119673499,0.41143405475397715,0.9875,0.2,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2017-12-01,80,0.8875,0.8,0.05371128981907475,0.12716909371033805,0.24570070495901986,0.26726060625505604,0.9625,0.15,0.9875,0.0,False,True,False,False,False,False,False,False,True,False
2017-12-08,80,0.9,0.7875,0.052886798256426254,0.08894692639465776,0.1959596973628471,0.23909825451703906,0.9875,0.15,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2017-12-15,80,0.9125,0.85,0.0510911632628549,0.0999812164654859,0.2029879527921545,0.2753174106627991,0.95,0.175,1.0,0.05,False,True,False,False,False,False,False,False,True,False
2017-12-22,80,0.9,0.8625,0.062036857713353946,0.11552442480928447,0.2238512604619843,0.32561198185431667,1.0,0.2,1.0,0.05,False,True,False,False,False,False,False,False,True,False
2017-12-29,80,0.9,0.8125,0.054441618372097,0.09142867734548647,0.1791861807683745,0.2514755138542609,0.9375,0.1375,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2018-01-05,80,0.925,0.8625,0.0758970891816783,0.12269928562876956,0.2620901886318353,0.2665916270455997,0.95,0.225,0.9875,0.1,False,True,False,False,False,False,False,False,True,False
2018-01-12,80,0.775,0.8875,0.0237241805517787,0.06405887548347639,0.20805665991393246,0.44035271767919276,0.975,0.1875,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2018-01-19,80,0.4625,0.7875,-0.010011097417122201,0.0330710343182449,0.14108712652460476,0.2924969289332953,0.9625,0.25,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2018-01-26,80,0.425,0.825,-0.0069130454499496,0.04332665015299445,0.12938535608384444,0.27432468530705756,0.9625,0.175,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2018-02-02,80,0.375,0.8125,-0.01285816887846375,0.0236754301038855,0.09473934843795626,0.21289186434142635,0.9625,0.2125,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2018-02-09,80,0.55,0.85,0.00517703398828685,0.0216059502492442,0.10355976370703154,0.25693754964002424,0.9875,0.25,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2018-02-12,80,0.5,0.7125,0.0007230679206121702,0.027754370509483674,0.1062207833456634,0.18627904337638865,0.975,0.1875,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2018-02-23,80,0.7125,0.8125,0.0226837178448085,0.06568253958654466,0.19440966275182264,0.8531699929384713,0.9875,0.25,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2018-03-02,80,0.75,0.6625,0.03222503590141215,0.0794056009084727,0.2037910604464122,0.33778086869161406,0.975,0.25,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2018-03-09,80,0.7875,0.725,0.040697999294782045,0.08957628188497097,0.18317490425459135,0.2995315549772286,0.9875,0.25,0.9625,0.0125,False,True,False,False,False,False,False,False,True,False
2018-03-16,80,0.925,0.6875,0.05537552425163305,0.10547912962149139,0.27887321330738213,0.5761536564551298,0.9625,0.25,1.0,0.1125,False,True,False,False,False,False,False,False,True,False
2018-03-23,80,0.8125,0.7,0.03019596487467965,0.0923272147192638,0.18622889242847634,0.46554038308569745,0.9875,0.275,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2018-03-30,80,0.65,0.6625,0.02220420669920615,0.08521381659607725,0.23409040602619974,0.31168544226431993,0.925,0.25,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2018-04-03,80,0.8875,0.775,0.0607341458368344,0.12570928041378207,0.21228637563870173,0.22953164668356968,0.9375,0.2,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2018-04-13,80,0.9,0.85,0.0615284917089894,0.13796485757905086,0.26419706253079556,0.4509915595418113,0.9875,0.1625,1.0,0.05,False,True,False,False,False,False,False,False,True,False
2018-04-20,80,0.9375,0.925,0.06537766345933574,0.10084668567794917,0.26179243443879935,0.24233623142343744,0.975,0.1625,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2018-04-27,80,0.8625,0.8625,0.0552954192128558,0.09451360224158507,0.15861121803576766,0.4163605698834901,0.9625,0.1375,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2018-05-04,80,0.825,0.8625,0.0484021158844721,0.07901571675013924,0.1350429930748995,0.5543935444957551,0.975,0.15,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2018-05-11,80,0.7125,0.8125,0.026444245348343602,0.056307652156175,0.1695874809988483,0.4636312217194572,0.9875,0.1375,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2018-05-18,80,0.85,0.9125,0.05823576976641405,0.10349056437694075,0.31064265648486067,0.35952355495931315,0.95,0.2375,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2018-05-25,80,0.7875,0.925,0.04451938725046885,0.10219623052494888,0.30882710394382956,0.6708201109729542,0.9625,0.1875,0.9625,0.1,False,True,False,False,False,False,False,False,True,False
2018-06-01,80,0.8375,0.925,0.054110792039444,0.1103179279898351,0.3040916221600583,0.3355959403391954,0.975,0.25,1.0,0.05,False,True,False,False,False,False,False,False,True,False
2018-06-08,80,0.8875,0.9125,0.044097066297139,0.09947862894498188,0.2059806330359548,0.21680176052021272,1.0,0.2625,1.0,0.1125,False,True,False,False,False,False,False,False,True,False
2018-06-15,80,0.7125,0.8625,0.037032047553605646,0.08909873423201987,0.26601201563126564,0.4922810711874046,0.975,0.2,1.0,0.1375,False,True,False,False,False,False,False,False,True,False
2018-06-22,80,0.7625,0.8875,0.023219338341283702,0.06875986452386221,0.21483407526091186,0.3526186580078522,0.975,0.1875,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2018-06-29,80,0.6125,0.8125,0.0058127445969348,0.06085330016684407,0.18309761097414695,0.3273446515866843,0.9625,0.2,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2018-07-06,80,0.525,0.7625,0.00211063700842105,0.045669485337787225,0.16607449250719292,0.24104582157912915,0.9875,0.2125,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2018-07-13,80,0.2875,0.625,-0.02743523825168765,0.008877930650144451,0.14650863472849496,0.34544290473399153,0.975,0.1375,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2018-07-20,80,0.3125,0.5875,-0.0245879974001812,0.024245293479481875,0.1774586263864129,0.2744932566851196,0.925,0.175,1.0,0.05,False,True,False,False,False,False,False,False,True,False
2018-07-27,80,0.4,0.5625,-0.0186069631116332,0.018315462730751825,0.14170943126084376,0.358091769920946,0.975,0.15,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2018-08-03,80,0.525,0.5,0.0029878222169089502,0.04939498564336897,0.1883891332406652,0.39897319360021993,0.975,0.175,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2018-08-10,80,0.4125,0.45,-0.0056570285394941505,0.041274139608249126,0.13692519012507515,1.0887723207855433,0.95,0.2,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2018-08-17,80,0.525,0.425,0.0035736039904415,0.034991413532647425,0.1250487096557625,0.2700534759358289,0.975,0.225,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2018-08-24,80,0.4875,0.275,-0.0013487996647519,0.042427487626238575,0.12542779240065946,0.3434361989278957,0.95,0.2,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2018-08-31,80,0.4625,0.3875,-0.0018904976029718,0.04644101212001093,0.22268649285877334,0.3070642260964841,1.0,0.2625,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2018-09-07,80,0.3625,0.1875,-0.02002277470195675,0.0177254419608758,0.10758697558629235,0.2739363438325578,0.9625,0.225,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2018-09-14,80,0.325,0.275,-0.02493063549912385,0.0376312519992184,0.1895872647877715,0.2683794275677541,0.9875,0.2375,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2018-09-21,80,0.4375,0.3375,-0.015585833822732001,0.034362170313031,0.1383353759353457,0.2557971108383386,0.95,0.1875,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2018-09-28,80,0.5625,0.4,0.0074244108095588,0.0481331660209941,0.18763131681120315,0.3333333333333332,0.9375,0.1625,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2018-10-05,80,0.6,0.425,0.02488280617955365,0.04999017112241597,0.1089534048593757,0.20303786845322105,0.9875,0.2,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2018-10-12,80,0.55,0.375,0.005350609714946849,0.05186156101275588,0.1605146764748839,0.20692626608961845,0.975,0.275,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2018-10-19,80,0.6,0.45,0.01015517572119085,0.04591009877638212,0.13592061616645165,0.34725900941723226,1.0,0.2625,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2018-10-26,80,0.575,0.475,0.0208088167498321,0.05717023486337613,0.13182245501514583,0.1491828676775973,1.0,0.2625,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2018-11-02,80,0.7125,0.4875,0.021309094173901248,0.06416073790040765,0.15008079545946096,0.20586463398180455,1.0,0.2375,1.0,0.05,False,True,False,False,False,False,False,False,True,False
2018-11-09,80,0.875,0.475,0.05063955217569045,0.09791593134777807,0.22134540800940716,0.20874885682793803,0.9875,0.225,1.0,0.0875,False,True,False,False,False,False,False,False,True,False
2018-11-16,80,0.8625,0.6,0.0574741511715711,0.10402095729016572,0.22472338570373251,0.21312393715355712,1.0,0.2125,1.0,0.1125,False,True,False,False,False,False,False,False,True,False
2018-11-23,80,0.9,0.6125,0.09271942160899185,0.16208174006266696,0.260790984866783,0.34172482150726213,0.9875,0.2375,1.0,0.1125,False,True,False,False,False,False,False,False,True,False
2018-11-30,80,0.9,0.75,0.08878621863696559,0.15492246146305438,0.3032454242833874,0.9017177537604825,1.0,0.225,1.0,0.1,False,True,False,False,False,False,False,False,True,False
2018-12-07,80,0.975,0.9,0.08235969841861959,0.147590823487373,0.2606602566388079,0.2636356085410311,0.9625,0.1625,1.0,0.1125,False,True,False,False,False,False,False,False,True,False
2018-12-14,80,0.85,0.8375,0.09813233623385234,0.15580885235550188,0.32502194152782515,3.6210362426869005,0.925,0.2125,0.9875,0.1875,False,True,False,False,False,False,False,False,True,False
2018-12-21,80,0.7625,0.7875,0.0409668228208787,0.09146006067458329,0.24830019359011696,0.2514651549746333,1.0,0.2625,1.0,0.15,False,True,False,False,False,False,False,False,True,False
2018-12-28,80,0.7375,0.85,0.02381994481686785,0.05333381758856147,0.2167393968732177,0.32460956655159795,0.9875,0.2,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2019-01-04,80,0.7875,0.9,0.0463314049366522,0.07762928353689423,0.22461165036815828,0.24668972484098553,0.9875,0.125,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2019-01-11,80,0.775,0.9125,0.0344516615525426,0.07224538130276507,0.18431442942794835,0.3473582821956761,0.975,0.2125,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2019-01-18,80,0.95,0.9625,0.06364893016024739,0.1265987381614032,0.25286549382291,0.3833541106258256,0.9875,0.2,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2019-01-25,80,0.825,0.8875,0.0481194959181168,0.08338095075471755,0.2208483986670443,0.2077470307920894,0.9625,0.225,1.0,0.05,False,True,False,False,False,False,False,False,True,False
2019-01-30,80,0.8875,0.8875,0.044672185881101945,0.09609529048909307,0.2110592425888572,0.42491556003962944,0.9875,0.2125,1.0,0.075,False,True,False,False,False,False,False,False,True,False
2019-02-15,80,0.9,0.975,0.05143285159000095,0.1080802468021482,0.30336627828975354,0.34154009037783617,0.975,0.225,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2019-02-22,80,0.8,0.9,0.0453866919385922,0.10514117625035475,0.1966997260746992,0.2549044541406452,0.975,0.225,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2019-02-27,80,0.7875,0.9,0.0353046446275194,0.08424594122080512,0.22622013354216544,0.2896281022759943,0.9875,0.25,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-03-08,80,0.875,0.9375,0.0421246120255258,0.0827129342613098,0.1895474631538366,0.2463591432205634,0.9875,0.225,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-03-15,80,0.775,0.8875,0.032664456632323355,0.10757783799745912,0.2735217351854833,0.3903406229084129,0.975,0.175,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2019-03-22,80,0.65,0.8875,0.017571503636390248,0.07162143569774071,0.17456053420061265,0.31430921927154004,0.975,0.2125,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2019-03-29,80,0.8375,0.9125,0.0389932569582043,0.0743798113274266,0.2192316254902607,0.29610465423672117,0.975,0.2125,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2019-04-03,80,0.7,0.8875,0.024959660803579753,0.07637279787960638,0.21661418905843116,3.174418955985585,0.9625,0.2,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2019-04-12,80,0.65,0.9125,0.02103220295764235,0.08971352862308166,0.19686111907782067,0.19851523880650085,0.9875,0.275,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-04-19,80,0.6125,0.875,0.015426651382974,0.0849357798044241,0.22963065724608595,0.4208553569413557,0.9875,0.275,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-04-26,80,0.55,0.85,0.0109150450921915,0.0494435752449216,0.16971486730152413,0.2596965615370786,1.0,0.275,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2019-05-03,80,0.55,0.6625,0.0040649220864969506,0.040808533734425924,0.16501626919915346,0.38615115191607746,0.975,0.2875,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-05-10,80,0.475,0.575,-0.005907464336414149,0.027876483547448948,0.14798657264541676,0.23806189917046955,0.9875,0.2375,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2019-05-17,80,0.7,0.5625,0.02467706786896145,0.07854807609102366,0.12964800780839525,0.19677013662607915,0.95,0.25,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2019-05-24,80,0.675,0.6125,0.0356216262656462,0.08763556979168804,0.17857637372609544,0.25602172555417874,0.95,0.1875,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2019-05-31,80,0.75,0.6125,0.047235719976241,0.0857143181340199,0.18379162732820836,0.17641580806650198,0.9625,0.1625,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2019-06-06,80,0.85,0.6125,0.0584667553921022,0.09778330410066657,0.15279657438304478,0.1747904002379493,0.975,0.1875,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2019-06-14,80,0.8375,0.675,0.036437562741552354,0.059375857955805446,0.16523068529900492,0.15320945633463864,0.9875,0.1375,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-06-21,80,0.6125,0.7125,0.01369691330937505,0.045768917103996026,0.1224558506974282,0.23887006172300423,0.9875,0.15,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-06-28,80,0.5625,0.7125,0.00746877295195565,0.051190614889247775,0.09564466082666351,0.4187403019137558,0.9625,0.1875,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2019-07-05,80,0.675,0.6125,0.039105817612263005,0.09895001399120254,0.21254418379243883,0.2748554934406519,0.975,0.225,1.0,0.075,False,True,False,False,False,False,False,False,True,False
2019-07-12,80,0.6625,0.6,0.02027368105917735,0.07837109225379954,0.195902735794298,0.379861782814623,0.975,0.225,1.0,0.0625,False,True,False,False,False,False,False,False,True,False
2019-07-19,80,0.75,0.6125,0.0241936301849574,0.06541419121351963,0.184374262934151,0.2654503917438283,0.975,0.2375,1.0,0.075,False,True,False,False,False,False,False,False,True,False
2019-07-26,80,0.7375,0.6625,0.052699890529378346,0.09106560341862753,0.2113681075466473,0.29884785061336505,0.9875,0.225,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2019-08-02,80,0.525,0.8,0.0023658983597893,0.05377024683837733,0.1731535528294132,0.2104531033757152,0.95,0.2,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2019-08-08,80,0.675,0.7,0.0200332303438296,0.05366725662491075,0.14764280399353963,0.20338032931451341,0.95,0.1875,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2019-08-16,80,0.75,0.7375,0.0219302174601887,0.07459643019004215,0.14832862743202296,0.3744293054983619,1.0,0.1875,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2019-08-23,80,0.775,0.825,0.03216341095326615,0.09631477072468067,0.1916249071428771,0.5075070184476664,0.975,0.175,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2019-08-30,80,0.7125,0.7875,0.034538314021021296,0.10832315117676826,0.2205019330762232,0.46971591185081724,0.9625,0.1875,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2019-09-06,80,0.6625,0.775,0.028441533013631,0.07916178513458702,0.19103627892569114,0.3142467832449919,0.9875,0.325,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2019-09-12,80,0.75,0.725,0.0271112990011392,0.0784464519159224,0.19108186544369865,0.6361318111600088,0.9875,0.25,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-09-20,80,0.5125,0.6,0.00179391153522595,0.04096681564728233,0.1511087168019518,0.3352923309459924,0.975,0.1875,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-09-27,80,0.3625,0.55,-0.0167505927145622,0.023152875092193076,0.08641926333772826,0.1459934650322108,0.975,0.2375,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-10-04,80,0.4125,0.6125,-0.013646501369157,0.0237714746118299,0.1062577314073114,0.1842702537042105,0.975,0.2,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-10-09,80,0.5,0.5125,-0.001175764133348392,0.03286427969811495,0.14979761679550596,0.4422991749890016,0.975,0.2375,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-10-18,80,0.5875,0.5125,0.00789482546627765,0.040685957390119376,0.16291505948674173,0.21775390085396035,0.9875,0.25,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2019-10-25,80,0.625,0.575,0.01274395347376225,0.056808384606586576,0.1614824654909453,0.43917903686235676,1.0,0.25,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2019-11-01,80,0.625,0.7125,0.0198600855692104,0.06791884472418444,0.24579612566786718,0.4527746248223756,1.0,0.2875,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2019-11-08,80,0.5,0.475,-3.775415974514394e-05,0.04177968649782085,0.1863962864943483,0.28737958417102777,1.0,0.2625,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2019-11-15,80,0.4875,0.45,-0.00191010372605475,0.05733188324545465,0.2041849554189866,0.9232528287314031,0.9875,0.2125,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-11-22,80,0.4125,0.4625,-0.01025253612006025,0.05692472056680827,0.13428205527297485,0.23647948304203414,0.975,0.2125,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-11-29,80,0.6625,0.4125,0.0206435928492647,0.07753431861425412,0.14010914908681188,0.2812784907777544,0.975,0.1875,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-12-06,80,0.625,0.45,0.0143302284541575,0.09654444557885335,0.23619403634309574,0.4778401859588313,1.0,0.2125,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2019-12-13,80,0.4125,0.5,-0.015609299284253551,0.050851304618234804,0.1762425736550302,0.32091204579191623,0.9875,0.275,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2019-12-20,80,0.475,0.3875,-0.0030714642133121,0.05214708145220422,0.16265749942601027,0.2179059866087807,0.9625,0.25,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2019-12-27,80,0.55,0.5,0.0062295059813228994,0.05868258910474375,0.2430373654980595,0.2861526568180801,0.975,0.3,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2020-01-03,80,0.625,0.5125,0.014587813128844801,0.06485417005017294,0.16435732582139234,0.3277836803840619,1.0,0.2875,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2020-01-10,80,0.625,0.55,0.00916975108789705,0.050420778404047746,0.13270325901150534,0.22060045303685225,0.9625,0.2375,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2020-01-17,80,0.8375,0.525,0.0451384374584119,0.09105251542573937,0.20471179051496374,0.3253098042253186,0.9875,0.2375,1.0,0.05,False,True,False,False,False,False,False,False,True,False
2020-01-20,80,0.8375,0.5125,0.0383988184217889,0.08289418478960267,0.20615837250301117,0.2082389833115048,1.0,0.225,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2020-01-31,80,0.8375,0.525,0.038078997632390546,0.0788567448513566,0.1628869932399733,0.31343101237310317,0.95,0.25,1.0,0.0625,False,True,False,False,False,False,False,False,True,False
2020-02-07,80,0.6375,0.525,0.014641833209117949,0.0508428855686754,0.1343733317004055,0.39651034049541417,0.975,0.25,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2020-02-14,80,0.7375,0.625,0.0254250102986641,0.09571298383937066,0.27803919620832906,0.4499238663607928,0.9875,0.3125,0.9875,0.1125,False,True,False,False,False,False,False,False,True,False
2020-02-21,80,0.775,0.775,0.02873921127475585,0.060195789516236095,0.15650726790140002,0.21110854235303436,0.9625,0.25,0.9875,0.0875,False,True,False,False,False,False,False,False,True,False
2020-02-27,80,0.675,0.7,0.01678342159011665,0.0420306883871871,0.19791922286184535,0.24767112437447297,0.975,0.2625,0.9875,0.05,False,True,False,False,False,False,False,False,True,False
2020-03-06,80,0.7875,0.6875,0.0264082877452677,0.0801878402095784,0.22905275581722406,0.31341669345113676,0.975,0.225,0.9625,0.1125,False,True,False,False,False,False,False,False,True,False
2020-03-13,80,0.5125,0.5375,0.0037334655518400997,0.0398140189222419,0.16561675520592195,0.5562086364384453,0.925,0.2625,0.975,0.0625,False,True,False,False,False,False,False,False,True,False
2020-03-20,80,0.475,0.7,-0.0021125268002618,0.037447536322503874,0.23134874293796576,0.5325120306711182,0.975,0.275,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2020-03-27,80,0.625,0.7,0.0154088217509511,0.06759613184030898,0.1853794909832011,0.6813297792677587,1.0,0.375,1.0,0.0125,False,True,False,False,False,False,False,False,True,False
2020-04-01,80,0.675,0.8,0.029494819300668502,0.06970071696177926,0.17471797708039016,0.2750703797450545,1.0,0.2875,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2020-04-10,80,0.825,0.7625,0.0364670350192247,0.08304193709240532,0.17760222311149748,0.22844315971396967,1.0,0.35,1.0,0.075,False,True,False,False,False,False,False,False,True,False
2020-04-17,80,0.8375,0.75,0.10136172635726046,0.187453264326326,0.31990332069690497,0.44048774335084506,0.9875,0.3,1.0,0.075,False,True,False,False,False,False,False,False,True,False
2020-04-24,80,0.9375,0.7125,0.14287830733515366,0.20000375341341262,0.33215329498703483,0.3439250559615467,1.0,0.3,1.0,0.175,False,True,False,False,False,False,False,False,True,False
2020-04-30,80,0.825,0.7625,0.05871764762443705,0.15949556142500612,0.33360588549287895,0.4979502388653599,1.0,0.3125,1.0,0.1875,False,True,False,False,False,False,False,False,True,False
2020-05-08,80,0.9125,0.9,0.101776305363601,0.1577114588608519,0.2999021660326123,0.24215435688395048,1.0,0.2875,1.0,0.0625,False,True,False,False,False,False,False,False,True,False
2020-05-15,80,0.8,0.8375,0.03422652881305305,0.09918546533952802,0.23117503074877893,0.25146830879949766,0.9875,0.3375,1.0,0.025,False,True,False,False,False,False,False,False,True,False
2020-05-22,80,0.9,0.8375,0.0681112880429617,0.133514311258485,0.25854198561651665,0.48043201806088415,0.975,0.225,1.0,0.0625,False,True,False,False,False,False,False,False,True,False
2020-05-29,80,0.875,0.925,0.053931178335099444,0.1275764861366513,0.29238016890530083,0.4964071319916027,0.9875,0.1875,1.0,0.0625,False,True,False,False,False,False,False,False,True,False
2020-06-05,80,0.775,0.9,0.031485252031245595,0.10298462308422472,0.27018572049767553,0.50484957148866,0.975,0.225,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2020-06-12,80,0.6375,0.875,0.017652444445939698,0.07081820770984858,0.19648883620369662,0.24355200410314612,1.0,0.225,1.0,0.05,False,True,False,False,False,False,False,False,True,False
2020-06-19,80,0.6125,0.925,0.0202385061207015,0.08866783620965825,0.30718650193315966,0.3803323408477284,0.975,0.2125,1.0,0.05,False,True,False,False,False,False,False,False,True,False
2020-06-24,80,0.5625,0.825,0.0105659212970848,0.06245339055792995,0.19860895915368965,0.409143143626163,1.0,0.2125,1.0,0.0625,False,True,False,False,False,False,False,False,True,False
2020-07-03,80,0.675,0.8,0.035548760913406446,0.12334490324507075,0.2740162342172404,0.3982071655170406,1.0,0.275,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2020-07-10,80,0.825,0.775,0.0701323901025412,0.12842660619896606,0.3064099210723431,0.366387569265757,0.95,0.275,0.9875,0.0,False,True,False,False,False,False,False,False,True,False
2020-07-17,80,0.6,0.7375,0.01739106180370805,0.09701331950808167,0.21068120610435398,0.47116371599531176,1.0,0.3,1.0,0.0,False,True,False,False,False,False,False,False,True,False
2020-07-24,80,0.5375,0.725,0.022175505438960248,0.09431780662203437,0.251613475280753,0.536532754808055,0.9625,0.325,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2020-07-31,80,0.3375,0.5125,-0.093354020357139,0.024486091326256124,0.15848858607309746,0.32231214013128906,1.0,0.2875,1.0,0.05,False,True,False,False,False,False,False,False,True,False
2020-08-07,80,0.3875,0.5125,-0.06317405077051635,0.03117148289995895,0.20025458280127226,0.7986372121866063,1.0,0.35,1.0,0.0625,False,True,False,False,False,False,False,False,True,False
2020-08-14,80,0.4625,0.5625,-0.0101605016105746,0.06919186339102777,0.28946222579317293,0.39144127473050916,0.9625,0.325,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2020-08-21,80,0.5,0.5375,0.003424909412531,0.09961190616257859,0.29880196384687574,0.3734810340597327,0.975,0.3375,0.9875,0.0375,False,True,False,False,False,False,False,False,True,False
2020-08-28,80,0.7625,0.6,0.05567333617919075,0.16745749479371225,0.2912381079071905,0.43593886355870015,0.975,0.2625,0.9875,0.05,False,True,False,False,False,False,False,False,True,False
2020-09-04,80,0.8375,0.6625,0.0621938572876701,0.15695508303775374,0.4020275869189628,0.8696378197443249,0.975,0.25,0.9875,0.0875,False,True,False,False,False,False,False,False,True,False
2020-09-11,80,0.625,0.5125,0.009977613186631,0.0828606979268049,0.1860118921464419,0.6707739359013245,0.975,0.2875,1.0,0.1,False,True,False,False,False,False,False,False,True,False
2020-09-18,80,0.775,0.6,0.03865233339255675,0.12725835157656123,0.3385930402962093,0.39856693961551404,0.9375,0.3,1.0,0.0375,False,True,False,False,False,False,False,False,True,False
2020-09-25,80,0.4875,0.45,-0.00070992358638455,0.040408546427906325,0.220481875001832,0.27917543018384783,0.9875,0.2125,1.0,0.0875,False,True,False,False,False,False,False,False,True,False
2020-09-30,80,0.3625,0.35,-0.008901037286234901,0.021794296775411975,0.1256773713646143,0.3084906405694086,0.9625,0.2625,1.0,0.0625,False,True,False,False,False,False,False,False,True,False
