snapshot_date,ticker,name,market,RS20,RS60,layer4_risk_aware_score,pool_rank,within80_rank,recommendation_type,selected_mode,pool_rs20_positive_share,pool_rs20_30_positive_share,pool_rs20_median,pool_rs60_median,pool_rs20_top1_minus_median,pool_two_plus_opportunity_share,pool_high_exhaustion_breakdown_share,market_trend_proxy_strong,pool_breadth_strong,pool_breadth_very_strong,rs_dispersion_strong,opportunity_breadth_strong,routing_variant,routed_mode,0050_return_20d,0050_return_40d,0050_return_60d,0050_ma20_slope,0050_ma40_slope,0050_ma60_slope,0050_bias20,0050_bias40,0050_bias60,0050_bias120,bias20_delta_5d,bias60_delta_5d,0050_new_20d_high_flag,0050_new_40d_high_flag,0050_new_60d_high_flag,rolling_high_breakout_count,00631L_vs_0050_return_20d,00631L_vs_0050_return_60d,dynamic80_rs20_positive_share,dynamic80_rs60_positive_share,dynamic80_rs20_median,dynamic80_rs20_top_decile_median,dynamic80_rs20_dispersion_top_minus_median,dynamic80_traded_value_breadth,dynamic80_traded_value_top50_concentration_proxy,dynamic80_two_plus_opportunity_label_share,selected_route_mode,route_input_fields_pit_observable,future_return_used_in_route_construction,route_threshold_decided_by_core,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
2015-01-09,2330,台積電,TWSE,,,0.4359781813333332,1,1,00631L,00631L_reference,0.0,0.0,0.0,0.0,0.0,0.1625,1.0,False,False,False,False,False,conservative_hurdle_route,hurdle_reference,0.01301680990019527,0.01769211968053086,,-0.002051350861968282,0.0006441877492096015,,0.0072324703557,0.002006917443896139,,,-0.0085706145085048,,False,False,False,0,-0.9686727884821742,,0.0,0.0,,,,1.0,0.5625,0.1625,hurdle_reference,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-09,2330,台積電,TWSE,,,0.4359781813333332,1,1,stock,low_risk_strength,0.0,0.0,0.0,0.0,0.0,0.1625,1.0,False,False,False,False,False,dispersion_route,low_risk_strength,0.01301680990019527,0.01769211968053086,,-0.002051350861968282,0.0006441877492096015,,0.0072324703557,0.002006917443896139,,,-0.0085706145085048,,False,False,False,0,-0.9686727884821742,,0.0,0.0,,,,1.0,0.5625,0.1625,low_risk_strength,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-09,2330,台積電,TWSE,,,0.4359781813333332,1,1,stock,pullback_repair,0.0,0.0,0.0,0.0,0.0,0.1625,1.0,False,False,False,False,False,hybrid_pullback_base_mega_override,pullback_repair,0.01301680990019527,0.01769211968053086,,-0.002051350861968282,0.0006441877492096015,,0.0072324703557,0.002006917443896139,,,-0.0085706145085048,,False,False,False,0,-0.9686727884821742,,0.0,0.0,,,,1.0,0.5625,0.1625,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-09,2330,台積電,TWSE,,,0.4359781813333332,1,1,stock,pullback_repair,0.0,0.0,0.0,0.0,0.0,0.1625,1.0,False,False,False,False,False,market_bias_pool_trend_route,pullback_repair,0.01301680990019527,0.01769211968053086,,-0.002051350861968282,0.0006441877492096015,,0.0072324703557,0.002006917443896139,,,-0.0085706145085048,,False,False,False,0,-0.9686727884821742,,0.0,0.0,,,,1.0,0.5625,0.1625,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-09,2330,台積電,TWSE,,,0.4359781813333332,1,1,stock,low_risk_strength,0.0,0.0,0.0,0.0,0.0,0.1625,1.0,False,False,False,False,False,pool_breadth_route,low_risk_strength,0.01301680990019527,0.01769211968053086,,-0.002051350861968282,0.0006441877492096015,,0.0072324703557,0.002006917443896139,,,-0.0085706145085048,,False,False,False,0,-0.9686727884821742,,0.0,0.0,,,,1.0,0.5625,0.1625,low_risk_strength,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-16,2330,台積電,TWSE,,,0.4407791413333333,1,1,00631L,00631L_reference,0.0,0.0,0.0,0.0,0.0,0.7375,1.0,False,False,False,False,True,conservative_hurdle_route,hurdle_reference,0.030684437176630386,-0.005315210684264993,,0.0036924132666966702,0.0005301581915115872,,-0.0063336480662997,-0.008364551399206221,,,-0.013566118421999701,,False,False,False,0,-0.9863941293002864,,0.0,0.0,,,,1.0,0.575,0.7375,hurdle_reference,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-16,2330,台積電,TWSE,,,0.4407791413333333,1,1,stock,low_risk_strength,0.0,0.0,0.0,0.0,0.0,0.7375,1.0,False,False,False,False,True,dispersion_route,low_risk_strength,0.030684437176630386,-0.005315210684264993,,0.0036924132666966702,0.0005301581915115872,,-0.0063336480662997,-0.008364551399206221,,,-0.013566118421999701,,False,False,False,0,-0.9863941293002864,,0.0,0.0,,,,1.0,0.575,0.7375,low_risk_strength,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-16,2330,台積電,TWSE,,,0.4407791413333333,1,1,stock,pullback_repair,0.0,0.0,0.0,0.0,0.0,0.7375,1.0,False,False,False,False,True,hybrid_pullback_base_mega_override,pullback_repair,0.030684437176630386,-0.005315210684264993,,0.0036924132666966702,0.0005301581915115872,,-0.0063336480662997,-0.008364551399206221,,,-0.013566118421999701,,False,False,False,0,-0.9863941293002864,,0.0,0.0,,,,1.0,0.575,0.7375,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-16,2330,台積電,TWSE,,,0.4407791413333333,1,1,stock,pullback_repair,0.0,0.0,0.0,0.0,0.0,0.7375,1.0,False,False,False,False,True,market_bias_pool_trend_route,pullback_repair,0.030684437176630386,-0.005315210684264993,,0.0036924132666966702,0.0005301581915115872,,-0.0063336480662997,-0.008364551399206221,,,-0.013566118421999701,,False,False,False,0,-0.9863941293002864,,0.0,0.0,,,,1.0,0.575,0.7375,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-16,2330,台積電,TWSE,,,0.4407791413333333,1,1,stock,low_risk_strength,0.0,0.0,0.0,0.0,0.0,0.7375,1.0,False,False,False,False,True,pool_breadth_route,low_risk_strength,0.030684437176630386,-0.005315210684264993,,0.0036924132666966702,0.0005301581915115872,,-0.0063336480662997,-0.008364551399206221,,,-0.013566118421999701,,False,False,False,0,-0.9863941293002864,,0.0,0.0,,,,1.0,0.575,0.7375,low_risk_strength,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-23,2317,鴻海,TWSE,,,0.4624975299858155,1,1,00631L,00631L_reference,0.0,0.0,0.0,0.0,0.0,0.675,1.0,False,False,False,False,True,conservative_hurdle_route,hurdle_reference,0.03619914343397368,0.027673914413419487,,0.007243900557503791,0.0010597545454700263,,0.0347165084162522,0.03898070432972056,,,0.0410501564825519,,True,True,False,2,-0.9920891276763247,,0.0,0.0,,,,1.0,0.5375,0.675,hurdle_reference,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-23,2317,鴻海,TWSE,,,0.4624975299858155,1,1,stock,low_risk_strength,0.0,0.0,0.0,0.0,0.0,0.675,1.0,False,False,False,False,True,dispersion_route,low_risk_strength,0.03619914343397368,0.027673914413419487,,0.007243900557503791,0.0010597545454700263,,0.0347165084162522,0.03898070432972056,,,0.0410501564825519,,True,True,False,2,-0.9920891276763247,,0.0,0.0,,,,1.0,0.5375,0.675,low_risk_strength,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-23,2317,鴻海,TWSE,,,0.4624975299858155,1,1,stock,pullback_repair,0.0,0.0,0.0,0.0,0.0,0.675,1.0,False,False,False,False,True,hybrid_pullback_base_mega_override,pullback_repair,0.03619914343397368,0.027673914413419487,,0.007243900557503791,0.0010597545454700263,,0.0347165084162522,0.03898070432972056,,,0.0410501564825519,,True,True,False,2,-0.9920891276763247,,0.0,0.0,,,,1.0,0.5375,0.675,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-23,2317,鴻海,TWSE,,,0.4624975299858155,1,1,stock,pullback_repair,0.0,0.0,0.0,0.0,0.0,0.675,1.0,False,False,False,False,True,market_bias_pool_trend_route,pullback_repair,0.03619914343397368,0.027673914413419487,,0.007243900557503791,0.0010597545454700263,,0.0347165084162522,0.03898070432972056,,,0.0410501564825519,,True,True,False,2,-0.9920891276763247,,0.0,0.0,,,,1.0,0.5375,0.675,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-23,2317,鴻海,TWSE,,,0.4624975299858155,1,1,stock,low_risk_strength,0.0,0.0,0.0,0.0,0.0,0.675,1.0,False,False,False,False,True,pool_breadth_route,low_risk_strength,0.03619914343397368,0.027673914413419487,,0.007243900557503791,0.0010597545454700263,,0.0347165084162522,0.03898070432972056,,,0.0410501564825519,,True,True,False,2,-0.9920891276763247,,0.0,0.0,,,,1.0,0.5375,0.675,low_risk_strength,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-30,2603,長榮,TWSE,,,0.4768784372218351,1,1,00631L,00631L_reference,0.0,0.0,0.0,0.0,0.0,0.725,1.0,False,False,False,False,True,conservative_hurdle_route,hurdle_reference,0.017202672905974437,0.017202672905974437,0.0381679092715852,0.00726711506876776,0.0033460516599830292,,0.01678441868385,0.02496467021107729,0.0260149982876936,,-0.0179320897324022,,False,False,False,0,-0.9722971606331617,-0.9960275148534835,0.0,0.0,,,,1.0,0.3875,0.725,hurdle_reference,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-30,2603,長榮,TWSE,,,0.4768784372218351,1,1,stock,low_risk_strength,0.0,0.0,0.0,0.0,0.0,0.725,1.0,False,False,False,False,True,dispersion_route,low_risk_strength,0.017202672905974437,0.017202672905974437,0.0381679092715852,0.00726711506876776,0.0033460516599830292,,0.01678441868385,0.02496467021107729,0.0260149982876936,,-0.0179320897324022,,False,False,False,0,-0.9722971606331617,-0.9960275148534835,0.0,0.0,,,,1.0,0.3875,0.725,low_risk_strength,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-30,2603,長榮,TWSE,,,0.4768784372218351,1,1,stock,pullback_repair,0.0,0.0,0.0,0.0,0.0,0.725,1.0,False,False,False,False,True,hybrid_pullback_base_mega_override,pullback_repair,0.017202672905974437,0.017202672905974437,0.0381679092715852,0.00726711506876776,0.0033460516599830292,,0.01678441868385,0.02496467021107729,0.0260149982876936,,-0.0179320897324022,,False,False,False,0,-0.9722971606331617,-0.9960275148534835,0.0,0.0,,,,1.0,0.3875,0.725,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-30,2603,長榮,TWSE,,,0.4768784372218351,1,1,stock,pullback_repair,0.0,0.0,0.0,0.0,0.0,0.725,1.0,False,False,False,False,True,market_bias_pool_trend_route,pullback_repair,0.017202672905974437,0.017202672905974437,0.0381679092715852,0.00726711506876776,0.0033460516599830292,,0.01678441868385,0.02496467021107729,0.0260149982876936,,-0.0179320897324022,,False,False,False,0,-0.9722971606331617,-0.9960275148534835,0.0,0.0,,,,1.0,0.3875,0.725,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2015-01-30,2603,長榮,TWSE,,,0.4768784372218351,1,1,stock,low_risk_strength,0.0,0.0,0.0,0.0,0.0,0.725,1.0,False,False,False,False,True,pool_breadth_route,low_risk_strength,0.017202672905974437,0.017202672905974437,0.0381679092715852,0.00726711506876776,0.0033460516599830292,,0.01678441868385,0.02496467021107729,0.0260149982876936,,-0.0179320897324022,,False,False,False,0,-0.9722971606331617,-0.9960275148534835,0.0,0.0,,,,1.0,0.3875,0.725,low_risk_strength,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-06,8150,南茂,TWSE,0.1190877613314798,,0.658269834359794,45,45,stock,rs20_top3_risk_tiebreak,0.6,0.6,0.0083449915604291,0.0,0.2759411489791131,1.0,0.0,False,True,True,True,True,conservative_hurdle_route,rs20_top3_risk_tiebreak,0.039304673656699984,0.052833105022073834,0.05769217632756929,0.01117715991446433,0.00461611764767933,0.0041870519721183275,0.0166358108996813,0.031507825019656766,0.0330060490150463,,-0.0001486077841687007,0.006991050727352701,False,False,False,0,-0.06433450641880167,-1.0154260075389852,0.6,0.0,0.0083449915604291,0.09799236891259461,0.2759411489791131,1.0,0.35,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-06,8150,南茂,TWSE,0.1190877613314798,,0.658269834359794,45,45,stock,rs20_top3_risk_tiebreak,0.6,0.6,0.0083449915604291,0.0,0.2759411489791131,1.0,0.0,False,True,True,True,True,dispersion_route,rs20_top3_risk_tiebreak,0.039304673656699984,0.052833105022073834,0.05769217632756929,0.01117715991446433,0.00461611764767933,0.0041870519721183275,0.0166358108996813,0.031507825019656766,0.0330060490150463,,-0.0001486077841687007,0.006991050727352701,False,False,False,0,-0.06433450641880167,-1.0154260075389852,0.6,0.0,0.0083449915604291,0.09799236891259461,0.2759411489791131,1.0,0.35,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-06,8150,南茂,TWSE,0.1190877613314798,,0.658269834359794,45,45,stock,rs20_top3_risk_tiebreak,0.6,0.6,0.0083449915604291,0.0,0.2759411489791131,1.0,0.0,False,True,True,True,True,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,0.039304673656699984,0.052833105022073834,0.05769217632756929,0.01117715991446433,0.00461611764767933,0.0041870519721183275,0.0166358108996813,0.031507825019656766,0.0330060490150463,,-0.0001486077841687007,0.006991050727352701,False,False,False,0,-0.06433450641880167,-1.0154260075389852,0.6,0.0,0.0083449915604291,0.09799236891259461,0.2759411489791131,1.0,0.35,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-06,3607,谷崧,TWSE,0.0972140976743578,,0.6901546332812601,15,15,stock,pullback_repair,0.6,0.6,0.0083449915604291,0.0,0.2759411489791131,1.0,0.0,False,True,True,True,True,market_bias_pool_trend_route,pullback_repair,0.039304673656699984,0.052833105022073834,0.05769217632756929,0.01117715991446433,0.00461611764767933,0.0041870519721183275,0.0166358108996813,0.031507825019656766,0.0330060490150463,,-0.0001486077841687007,0.006991050727352701,False,False,False,0,-0.06433450641880167,-1.0154260075389852,0.6,0.0,0.0083449915604291,0.09799236891259461,0.2759411489791131,1.0,0.35,1.0,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-06,5474,聰泰,TPEx,0.2842861405395422,,0.6274688103711632,76,76,stock,stable_strength,0.6,0.6,0.0083449915604291,0.0,0.2759411489791131,1.0,0.0,False,True,True,True,True,pool_breadth_route,stable_strength,0.039304673656699984,0.052833105022073834,0.05769217632756929,0.01117715991446433,0.00461611764767933,0.0041870519721183275,0.0166358108996813,0.031507825019656766,0.0330060490150463,,-0.0001486077841687007,0.006991050727352701,False,False,False,0,-0.06433450641880167,-1.0154260075389852,0.6,0.0,0.0083449915604291,0.09799236891259461,0.2759411489791131,1.0,0.35,1.0,stable_strength,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-13,3044,健鼎,TWSE,0.0226292167057637,,0.7406680915978225,1,1,00631L,00631L_reference,0.5,0.5,6.875711522889995e-05,0.0,0.2162215950209871,1.0,0.0,False,False,True,True,True,conservative_hurdle_route,hurdle_reference,0.06030539254463507,0.09284026675021329,0.054669645993598026,0.01153419713466719,0.0076706625744631385,0.004257234846365199,0.0152767275348763,0.034078502174495595,0.0391003540171648,,-0.0013590833648049992,0.006094305002118501,True,True,True,3,-0.10257026354217236,-1.0132295062330423,0.5,0.0,6.875711522889995e-05,0.098704228281624,0.2162215950209871,1.0,0.3375,1.0,hurdle_reference,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-13,2492,華新科,TWSE,0.1313612741220315,,0.6365894453771721,62,62,stock,rs20_top3_risk_tiebreak,0.5,0.5,6.875711522889995e-05,0.0,0.2162215950209871,1.0,0.0,False,False,True,True,True,dispersion_route,rs20_top3_risk_tiebreak,0.06030539254463507,0.09284026675021329,0.054669645993598026,0.01153419713466719,0.0076706625744631385,0.004257234846365199,0.0152767275348763,0.034078502174495595,0.0391003540171648,,-0.0013590833648049992,0.006094305002118501,True,True,True,3,-0.10257026354217236,-1.0132295062330423,0.5,0.0,6.875711522889995e-05,0.098704228281624,0.2162215950209871,1.0,0.3375,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-13,2492,華新科,TWSE,0.1313612741220315,,0.6365894453771721,62,62,stock,rs20_top3_risk_tiebreak,0.5,0.5,6.875711522889995e-05,0.0,0.2162215950209871,1.0,0.0,False,False,True,True,True,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,0.06030539254463507,0.09284026675021329,0.054669645993598026,0.01153419713466719,0.0076706625744631385,0.004257234846365199,0.0152767275348763,0.034078502174495595,0.0391003540171648,,-0.0013590833648049992,0.006094305002118501,True,True,True,3,-0.10257026354217236,-1.0132295062330423,0.5,0.0,6.875711522889995e-05,0.098704228281624,0.2162215950209871,1.0,0.3375,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-13,1504,東元,TWSE,0.0317084963442537,,0.7021116792169104,11,11,stock,pullback_repair,0.5,0.5,6.875711522889995e-05,0.0,0.2162215950209871,1.0,0.0,False,False,True,True,True,market_bias_pool_trend_route,pullback_repair,0.06030539254463507,0.09284026675021329,0.054669645993598026,0.01153419713466719,0.0076706625744631385,0.004257234846365199,0.0152767275348763,0.034078502174495595,0.0391003540171648,,-0.0013590833648049992,0.006094305002118501,True,True,True,3,-0.10257026354217236,-1.0132295062330423,0.5,0.0,6.875711522889995e-05,0.098704228281624,0.2162215950209871,1.0,0.3375,1.0,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-13,3044,健鼎,TWSE,0.0226292167057637,,0.7406680915978225,1,1,stock,low_risk_strength,0.5,0.5,6.875711522889995e-05,0.0,0.2162215950209871,1.0,0.0,False,False,True,True,True,pool_breadth_route,low_risk_strength,0.06030539254463507,0.09284026675021329,0.054669645993598026,0.01153419713466719,0.0076706625744631385,0.004257234846365199,0.0152767275348763,0.034078502174495595,0.0391003540171648,,-0.0013590833648049992,0.006094305002118501,True,True,True,3,-0.10257026354217236,-1.0132295062330423,0.5,0.0,6.875711522889995e-05,0.098704228281624,0.2162215950209871,1.0,0.3375,1.0,low_risk_strength,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-26,2456,奇力新,TWSE,0.2399491084467502,,0.6295041818108578,80,80,stock,rs20_top3_risk_tiebreak,0.725,0.725,0.0154063519645555,0.0,0.2966963031731296,1.0,0.0,False,True,True,True,True,conservative_hurdle_route,rs20_top3_risk_tiebreak,0.045353485213192046,0.0651517449942105,0.052395477514838085,0.01340976264488436,0.010014570766904152,0.004747028374312734,0.0194318082422515,0.040364325895460684,0.0488626333882854,,0.005434270538763898,0.014509152387512603,False,False,False,0,-0.08160785495713052,-1.0095788360786622,0.725,0.0,0.0154063519645555,0.1443003600435083,0.2966963031731296,1.0,0.375,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-26,2456,奇力新,TWSE,0.2399491084467502,,0.6295041818108578,80,80,stock,rs20_top3_risk_tiebreak,0.725,0.725,0.0154063519645555,0.0,0.2966963031731296,1.0,0.0,False,True,True,True,True,dispersion_route,rs20_top3_risk_tiebreak,0.045353485213192046,0.0651517449942105,0.052395477514838085,0.01340976264488436,0.010014570766904152,0.004747028374312734,0.0194318082422515,0.040364325895460684,0.0488626333882854,,0.005434270538763898,0.014509152387512603,False,False,False,0,-0.08160785495713052,-1.0095788360786622,0.725,0.0,0.0154063519645555,0.1443003600435083,0.2966963031731296,1.0,0.375,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-26,2456,奇力新,TWSE,0.2399491084467502,,0.6295041818108578,80,80,stock,rs20_top3_risk_tiebreak,0.725,0.725,0.0154063519645555,0.0,0.2966963031731296,1.0,0.0,False,True,True,True,True,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,0.045353485213192046,0.0651517449942105,0.052395477514838085,0.01340976264488436,0.010014570766904152,0.004747028374312734,0.0194318082422515,0.040364325895460684,0.0488626333882854,,0.005434270538763898,0.014509152387512603,False,False,False,0,-0.08160785495713052,-1.0095788360786622,0.725,0.0,0.0154063519645555,0.1443003600435083,0.2966963031731296,1.0,0.375,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2015-02-26,8150,南茂,TWSE,0.0795006571438674,,0.7443139022618261,1,1,stock,pullback_repair,0.725,0.725,0.0154063519645555,0.0,0.2966963031731296,1.0,0.0,False,True,True,True,True,market_bias_pool_trend_route,pullback_repair,0.045353485213192046,0.0651517449942105,0.052395477514838085,0.01340976264488436,0.010014570766904152,0.004747028374312734,0.0194318082422515,0.040364325895460684,0.0488626333882854,,0.005434270538763898,0.014509152387512603,False,False,False,0,-0.08160785495713052,-1.0095788360786622,0.725,0.0,0.0154063519645555,0.1443003600435083,0.2966963031731296,1.0,0.375,1.0,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
