snapshot_date,ticker,name,market,RS20,RS60,layer4_risk_aware_score,pool_rank,within80_rank,recommendation_type,selected_mode,pool_rs20_positive_share,pool_rs20_30_positive_share,pool_rs20_median,pool_rs60_median,pool_rs20_top1_minus_median,pool_two_plus_opportunity_share,pool_high_exhaustion_breakdown_share,market_trend_proxy_strong,pool_breadth_strong,pool_breadth_very_strong,rs_dispersion_strong,opportunity_breadth_strong,routing_variant,routed_mode,0050_return_20d,0050_return_40d,0050_return_60d,0050_ma20_slope,0050_ma40_slope,0050_ma60_slope,0050_bias20,0050_bias40,0050_bias60,0050_bias120,bias20_delta_5d,bias60_delta_5d,0050_new_20d_high_flag,0050_new_40d_high_flag,0050_new_60d_high_flag,rolling_high_breakout_count,00631L_vs_0050_return_20d,00631L_vs_0050_return_60d,dynamic80_rs20_positive_share,dynamic80_rs60_positive_share,dynamic80_rs20_median,dynamic80_rs20_top_decile_median,dynamic80_rs20_dispersion_top_minus_median,dynamic80_traded_value_breadth,dynamic80_traded_value_top50_concentration_proxy,dynamic80_two_plus_opportunity_label_share,selected_route_mode,route_input_fields_pit_observable,future_return_used_in_route_construction,route_threshold_decided_by_core,diagnostic_only,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
2018-10-12,5522,遠雄,TWSE,0.1892899334759471,0.1037287223086325,0.6209981843037424,32,32,stock,rs20_top3_risk_tiebreak,0.55,0.475,0.0053506097149468,-0.0458367742649434,0.2069262660896184,1.0,0.0,False,True,False,True,True,dispersion_route,rs20_top3_risk_tiebreak,-0.06428993347594736,-0.04417931308167411,-0.028085757104396425,-0.013310507430178364,-0.004937724268925581,-0.0007854241925900896,-0.0589273621943943,-0.06259158708482504,-0.0612102817554758,-0.0351264260600722,-0.043731777766955804,-0.0560965179846033,False,False,False,0,-0.07878808805786086,-0.07921078001827675,0.55,0.375,0.005350609714946849,0.1605146764748839,0.20692626608961845,0.975,0.275,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-10-12,4119,旭富,TWSE,-0.019139962236683,0.1437416104189237,0.7296693692491008,5,5,stock,pullback_repair,0.55,0.475,0.0053506097149468,-0.0458367742649434,0.2069262660896184,1.0,0.0,False,True,False,True,True,hybrid_pullback_base_mega_override,pullback_repair,-0.06428993347594736,-0.04417931308167411,-0.028085757104396425,-0.013310507430178364,-0.004937724268925581,-0.0007854241925900896,-0.0589273621943943,-0.06259158708482504,-0.0612102817554758,-0.0351264260600722,-0.043731777766955804,-0.0560965179846033,False,False,False,0,-0.07878808805786086,-0.07921078001827675,0.55,0.375,0.005350609714946849,0.1605146764748839,0.20692626608961845,0.975,0.275,1.0,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2018-10-12,4119,旭富,TWSE,-0.019139962236683,0.1437416104189237,0.7296693692491008,5,5,stock,pullback_repair,0.55,0.475,0.0053506097149468,-0.0458367742649434,0.2069262660896184,1.0,0.0,False,True,False,True,True,market_bias_pool_trend_route,pullback_repair,-0.06428993347594736,-0.04417931308167411,-0.028085757104396425,-0.013310507430178364,-0.004937724268925581,-0.0007854241925900896,-0.0589273621943943,-0.06259158708482504,-0.0612102817554758,-0.0351264260600722,-0.043731777766955804,-0.0560965179846033,False,False,False,0,-0.07878808805786086,-0.07921078001827675,0.55,0.375,0.005350609714946849,0.1605146764748839,0.20692626608961845,0.975,0.275,1.0,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2018-10-12,6230,尼得科超眾,TWSE,0.2122768758045653,0.2576894867081261,0.6049070898624123,41,41,stock,stable_strength,0.55,0.475,0.0053506097149468,-0.0458367742649434,0.2069262660896184,1.0,0.0,False,True,False,True,True,pool_breadth_route,stable_strength,-0.06428993347594736,-0.04417931308167411,-0.028085757104396425,-0.013310507430178364,-0.004937724268925581,-0.0007854241925900896,-0.0589273621943943,-0.06259158708482504,-0.0612102817554758,-0.0351264260600722,-0.043731777766955804,-0.0560965179846033,False,False,False,0,-0.07878808805786086,-0.07921078001827675,0.55,0.375,0.005350609714946849,0.1605146764748839,0.20692626608961845,0.975,0.275,1.0,stable_strength,True,False,False,True,False,False,False,False,False,False,True,False
2018-10-19,3532,台勝科,TWSE,0.3574141851384231,-0.1945930042522621,0.6002987263636003,37,37,stock,rs20_top3_risk_tiebreak,0.6,0.4125,0.0101551757211908,-0.0175912419097272,0.3472590094172322,1.0,0.0375,False,True,False,True,True,conservative_hurdle_route,rs20_top3_risk_tiebreak,-0.07951239942413735,-0.06320143308740245,-0.06430667212314245,-0.019103592363891697,-0.00709936059602756,-0.004732291522128285,-0.0495880167617509,-0.06473440682619991,-0.0655839013047725,-0.044409557854057,0.009339345432643406,-0.004373619549296701,False,False,False,0,-0.09154841643357148,-0.08756651324635645,0.6,0.45,0.01015517572119085,0.13592061616645165,0.34725900941723226,1.0,0.2625,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-10-19,3532,台勝科,TWSE,0.3574141851384231,-0.1945930042522621,0.6002987263636003,37,37,stock,rs20_top3_risk_tiebreak,0.6,0.4125,0.0101551757211908,-0.0175912419097272,0.3472590094172322,1.0,0.0375,False,True,False,True,True,dispersion_route,rs20_top3_risk_tiebreak,-0.07951239942413735,-0.06320143308740245,-0.06430667212314245,-0.019103592363891697,-0.00709936059602756,-0.004732291522128285,-0.0495880167617509,-0.06473440682619991,-0.0655839013047725,-0.044409557854057,0.009339345432643406,-0.004373619549296701,False,False,False,0,-0.09154841643357148,-0.08756651324635645,0.6,0.45,0.01015517572119085,0.13592061616645165,0.34725900941723226,1.0,0.2625,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-10-19,4119,旭富,TWSE,-0.0073937419431859,0.2079931743002105,0.6750404279287963,13,13,stock,pullback_repair,0.6,0.4125,0.0101551757211908,-0.0175912419097272,0.3472590094172322,1.0,0.0375,False,True,False,True,True,hybrid_pullback_base_mega_override,pullback_repair,-0.07951239942413735,-0.06320143308740245,-0.06430667212314245,-0.019103592363891697,-0.00709936059602756,-0.004732291522128285,-0.0495880167617509,-0.06473440682619991,-0.0655839013047725,-0.044409557854057,0.009339345432643406,-0.004373619549296701,False,False,False,0,-0.09154841643357148,-0.08756651324635645,0.6,0.45,0.01015517572119085,0.13592061616645165,0.34725900941723226,1.0,0.2625,1.0,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2018-10-19,4119,旭富,TWSE,-0.0073937419431859,0.2079931743002105,0.6750404279287963,13,13,stock,pullback_repair,0.6,0.4125,0.0101551757211908,-0.0175912419097272,0.3472590094172322,1.0,0.0375,False,True,False,True,True,market_bias_pool_trend_route,pullback_repair,-0.07951239942413735,-0.06320143308740245,-0.06430667212314245,-0.019103592363891697,-0.00709936059602756,-0.004732291522128285,-0.0495880167617509,-0.06473440682619991,-0.0655839013047725,-0.044409557854057,0.009339345432643406,-0.004373619549296701,False,False,False,0,-0.09154841643357148,-0.08756651324635645,0.6,0.45,0.01015517572119085,0.13592061616645165,0.34725900941723226,1.0,0.2625,1.0,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2018-10-19,3532,台勝科,TWSE,0.3574141851384231,-0.1945930042522621,0.6002987263636003,37,37,stock,stable_strength,0.6,0.4125,0.0101551757211908,-0.0175912419097272,0.3472590094172322,1.0,0.0375,False,True,False,True,True,pool_breadth_route,stable_strength,-0.07951239942413735,-0.06320143308740245,-0.06430667212314245,-0.019103592363891697,-0.00709936059602756,-0.004732291522128285,-0.0495880167617509,-0.06473440682619991,-0.0655839013047725,-0.044409557854057,0.009339345432643406,-0.004373619549296701,False,False,False,0,-0.09154841643357148,-0.08756651324635645,0.6,0.45,0.01015517572119085,0.13592061616645165,0.34725900941723226,1.0,0.2625,1.0,stable_strength,True,False,False,True,False,False,False,False,False,False,True,False
2018-10-26,2886,兆豐金,TWSE,0.0653772722908934,0.0482795436347716,0.7757502609715908,3,3,stock,hurdle_reference,0.575,0.5125,0.0208088167498321,-0.0046740747418244,0.1491828676775973,1.0,0.0375,False,True,True,False,True,conservative_hurdle_route,hurdle_reference,-0.1368058437194648,-0.13581662414207318,-0.12478227587520874,-0.029273402025293382,-0.012870230283328232,-0.008385781392889369,-0.0690783399752263,-0.09913675225723129,-0.1040253381281527,-0.090686988564011,-0.019490323213475408,-0.03844143682338021,False,False,False,0,-0.1268025771253607,-0.13303141213779113,0.575,0.475,0.0208088167498321,0.13182245501514583,0.1491828676775973,1.0,0.2625,1.0,hurdle_reference,True,False,False,True,False,False,False,False,False,False,True,False
2018-10-26,8489,三貝德,TPEx,0.1230443758295565,0.0575371565693518,0.650582526699939,19,19,stock,low_risk_strength,0.575,0.5125,0.0208088167498321,-0.0046740747418244,0.1491828676775973,1.0,0.0375,False,True,True,False,True,dispersion_route,low_risk_strength,-0.1368058437194648,-0.13581662414207318,-0.12478227587520874,-0.029273402025293382,-0.012870230283328232,-0.008385781392889369,-0.0690783399752263,-0.09913675225723129,-0.1040253381281527,-0.090686988564011,-0.019490323213475408,-0.03844143682338021,False,False,False,0,-0.1268025771253607,-0.13303141213779113,0.575,0.475,0.0208088167498321,0.13182245501514583,0.1491828676775973,1.0,0.2625,1.0,low_risk_strength,True,False,False,True,False,False,False,False,False,False,True,False
2018-10-26,2887,台新新光金,TWSE,0.0452804199906512,0.015147724380192,0.7258603524147574,10,10,stock,pullback_repair,0.575,0.5125,0.0208088167498321,-0.0046740747418244,0.1491828676775973,1.0,0.0375,False,True,True,False,True,hybrid_pullback_base_mega_override,pullback_repair,-0.1368058437194648,-0.13581662414207318,-0.12478227587520874,-0.029273402025293382,-0.012870230283328232,-0.008385781392889369,-0.0690783399752263,-0.09913675225723129,-0.1040253381281527,-0.090686988564011,-0.019490323213475408,-0.03844143682338021,False,False,False,0,-0.1268025771253607,-0.13303141213779113,0.575,0.475,0.0208088167498321,0.13182245501514583,0.1491828676775973,1.0,0.2625,1.0,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2018-10-26,2887,台新新光金,TWSE,0.0452804199906512,0.015147724380192,0.7258603524147574,10,10,stock,pullback_repair,0.575,0.5125,0.0208088167498321,-0.0046740747418244,0.1491828676775973,1.0,0.0375,False,True,True,False,True,market_bias_pool_trend_route,pullback_repair,-0.1368058437194648,-0.13581662414207318,-0.12478227587520874,-0.029273402025293382,-0.012870230283328232,-0.008385781392889369,-0.0690783399752263,-0.09913675225723129,-0.1040253381281527,-0.090686988564011,-0.019490323213475408,-0.03844143682338021,False,False,False,0,-0.1268025771253607,-0.13303141213779113,0.575,0.475,0.0208088167498321,0.13182245501514583,0.1491828676775973,1.0,0.2625,1.0,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2018-10-26,8150,南茂,TWSE,0.1699916844274294,0.1718674776689307,0.5673599198949238,59,59,stock,stable_strength,0.575,0.5125,0.0208088167498321,-0.0046740747418244,0.1491828676775973,1.0,0.0375,False,True,True,False,True,pool_breadth_route,stable_strength,-0.1368058437194648,-0.13581662414207318,-0.12478227587520874,-0.029273402025293382,-0.012870230283328232,-0.008385781392889369,-0.0690783399752263,-0.09913675225723129,-0.1040253381281527,-0.090686988564011,-0.019490323213475408,-0.03844143682338021,False,False,False,0,-0.1268025771253607,-0.13303141213779113,0.575,0.475,0.0208088167498321,0.13182245501514583,0.1491828676775973,1.0,0.2625,1.0,stable_strength,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-02,6153,嘉聯益,TWSE,0.1660635923879156,-0.1678273655270916,0.5201449397074918,67,67,stock,rs20_top3_risk_tiebreak,0.7125,0.5125,0.0213090941739012,-0.0053947529463078,0.2058646339818045,1.0,0.05,False,True,True,True,True,conservative_hurdle_route,rs20_top3_risk_tiebreak,-0.07361567572124894,-0.0959766734425973,-0.08705718154218,-0.027686889133735848,-0.01453148548718397,-0.00820913958023628,-0.0013013426714731,-0.0464497400206445,-0.0576698236908317,-0.049851226894693,0.06777699730375321,0.046355514437321006,False,False,False,0,-0.08221129173139763,-0.10611413810345682,0.7125,0.4875,0.021309094173901248,0.15008079545946096,0.20586463398180455,1.0,0.2375,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-02,6153,嘉聯益,TWSE,0.1660635923879156,-0.1678273655270916,0.5201449397074918,67,67,stock,rs20_top3_risk_tiebreak,0.7125,0.5125,0.0213090941739012,-0.0053947529463078,0.2058646339818045,1.0,0.05,False,True,True,True,True,dispersion_route,rs20_top3_risk_tiebreak,-0.07361567572124894,-0.0959766734425973,-0.08705718154218,-0.027686889133735848,-0.01453148548718397,-0.00820913958023628,-0.0013013426714731,-0.0464497400206445,-0.0576698236908317,-0.049851226894693,0.06777699730375321,0.046355514437321006,False,False,False,0,-0.08221129173139763,-0.10611413810345682,0.7125,0.4875,0.021309094173901248,0.15008079545946096,0.20586463398180455,1.0,0.2375,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-02,6153,嘉聯益,TWSE,0.1660635923879156,-0.1678273655270916,0.5201449397074918,67,67,stock,rs20_top3_risk_tiebreak,0.7125,0.5125,0.0213090941739012,-0.0053947529463078,0.2058646339818045,1.0,0.05,False,True,True,True,True,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,-0.07361567572124894,-0.0959766734425973,-0.08705718154218,-0.027686889133735848,-0.01453148548718397,-0.00820913958023628,-0.0013013426714731,-0.0464497400206445,-0.0576698236908317,-0.049851226894693,0.06777699730375321,0.046355514437321006,False,False,False,0,-0.08221129173139763,-0.10611413810345682,0.7125,0.4875,0.021309094173901248,0.15008079545946096,0.20586463398180455,1.0,0.2375,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-02,2887,台新新光金,TWSE,0.0153964976390571,0.0037238482088466,0.6685023633415762,14,14,stock,pullback_repair,0.7125,0.5125,0.0213090941739012,-0.0053947529463078,0.2058646339818045,1.0,0.05,False,True,True,True,True,market_bias_pool_trend_route,pullback_repair,-0.07361567572124894,-0.0959766734425973,-0.08705718154218,-0.027686889133735848,-0.01453148548718397,-0.00820913958023628,-0.0013013426714731,-0.0464497400206445,-0.0576698236908317,-0.049851226894693,0.06777699730375321,0.046355514437321006,False,False,False,0,-0.08221129173139763,-0.10611413810345682,0.7125,0.4875,0.021309094173901248,0.15008079545946096,0.20586463398180455,1.0,0.2375,1.0,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-02,1590,亞德客-KY,TWSE,0.2271737281557058,0.1206142285220458,0.5025500910604499,76,76,stock,stable_strength,0.7125,0.5125,0.0213090941739012,-0.0053947529463078,0.2058646339818045,1.0,0.05,False,True,True,True,True,pool_breadth_route,stable_strength,-0.07361567572124894,-0.0959766734425973,-0.08705718154218,-0.027686889133735848,-0.01453148548718397,-0.00820913958023628,-0.0013013426714731,-0.0464497400206445,-0.0576698236908317,-0.049851226894693,0.06777699730375321,0.046355514437321006,False,False,False,0,-0.08221129173139763,-0.10611413810345682,0.7125,0.4875,0.021309094173901248,0.15008079545946096,0.20586463398180455,1.0,0.2375,1.0,stable_strength,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-09,3563,牧德,TPEx,0.2593884090036285,-0.1613203784208758,0.5595971727003347,64,64,stock,rs20_top3_risk_tiebreak,0.875,0.8125,0.0506395521756904,-0.0045059675050766,0.208748856827938,1.0,0.0875,False,True,True,True,True,conservative_hurdle_route,rs20_top3_risk_tiebreak,-0.02810721100030067,-0.09059013375084424,-0.07104476680733984,-0.010063149765266122,-0.011760230615995959,-0.0065497697964342905,-0.0020522584971895,-0.04553043088350117,-0.0617084422941737,-0.0588855631677476,-0.0007509158257164,-0.004038618603342002,False,False,False,0,-0.018068154022593208,-0.08835646013279519,0.875,0.475,0.05063955217569045,0.22134540800940716,0.20874885682793803,0.9875,0.225,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-09,3563,牧德,TPEx,0.2593884090036285,-0.1613203784208758,0.5595971727003347,64,64,stock,rs20_top3_risk_tiebreak,0.875,0.8125,0.0506395521756904,-0.0045059675050766,0.208748856827938,1.0,0.0875,False,True,True,True,True,dispersion_route,rs20_top3_risk_tiebreak,-0.02810721100030067,-0.09059013375084424,-0.07104476680733984,-0.010063149765266122,-0.011760230615995959,-0.0065497697964342905,-0.0020522584971895,-0.04553043088350117,-0.0617084422941737,-0.0588855631677476,-0.0007509158257164,-0.004038618603342002,False,False,False,0,-0.018068154022593208,-0.08835646013279519,0.875,0.475,0.05063955217569045,0.22134540800940716,0.20874885682793803,0.9875,0.225,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-09,3563,牧德,TPEx,0.2593884090036285,-0.1613203784208758,0.5595971727003347,64,64,stock,rs20_top3_risk_tiebreak,0.875,0.8125,0.0506395521756904,-0.0045059675050766,0.208748856827938,1.0,0.0875,False,True,True,True,True,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,-0.02810721100030067,-0.09059013375084424,-0.07104476680733984,-0.010063149765266122,-0.011760230615995959,-0.0065497697964342905,-0.0020522584971895,-0.04553043088350117,-0.0617084422941737,-0.0588855631677476,-0.0007509158257164,-0.004038618603342002,False,False,False,0,-0.018068154022593208,-0.08835646013279519,0.875,0.475,0.05063955217569045,0.22134540800940716,0.20874885682793803,0.9875,0.225,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-09,2886,兆豐金,TWSE,0.0077368406299302,0.1042478918073398,0.7778383742379754,1,1,stock,pullback_repair,0.875,0.8125,0.0506395521756904,-0.0045059675050766,0.208748856827938,1.0,0.0875,False,True,True,True,True,market_bias_pool_trend_route,pullback_repair,-0.02810721100030067,-0.09059013375084424,-0.07104476680733984,-0.010063149765266122,-0.011760230615995959,-0.0065497697964342905,-0.0020522584971895,-0.04553043088350117,-0.0617084422941737,-0.0588855631677476,-0.0007509158257164,-0.004038618603342002,False,False,False,0,-0.018068154022593208,-0.08835646013279519,0.875,0.475,0.05063955217569045,0.22134540800940716,0.20874885682793803,0.9875,0.225,1.0,pullback_repair,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-09,3563,牧德,TPEx,0.2593884090036285,-0.1613203784208758,0.5595971727003347,64,64,stock,stable_strength,0.875,0.8125,0.0506395521756904,-0.0045059675050766,0.208748856827938,1.0,0.0875,False,True,True,True,True,pool_breadth_route,stable_strength,-0.02810721100030067,-0.09059013375084424,-0.07104476680733984,-0.010063149765266122,-0.011760230615995959,-0.0065497697964342905,-0.0020522584971895,-0.04553043088350117,-0.0617084422941737,-0.0588855631677476,-0.0007509158257164,-0.004038618603342002,False,False,False,0,-0.018068154022593208,-0.08835646013279519,0.875,0.475,0.05063955217569045,0.22134540800940716,0.20874885682793803,0.9875,0.225,1.0,stable_strength,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-16,3511,矽瑪,TPEx,0.2503789137545051,0.2500536490938094,0.5127677330457632,72,72,stock,rs20_top3_risk_tiebreak,0.8625,0.7875,0.0574741511715711,0.0233162401612787,0.2131239371535571,1.0,0.1125,True,True,True,True,True,conservative_hurdle_route,rs20_top3_risk_tiebreak,-0.02963423290344136,-0.10679034336433235,-0.0909627400029005,-0.005996661007703907,-0.012835645354391412,-0.006753766776705472,-0.0070006489872156,-0.0436835425030766,-0.065649353706981,-0.0674361441622253,-0.0049483904900261,-0.003940911412807294,False,False,False,0,-0.00665858277521747,-0.08771992957241082,0.8625,0.6,0.0574741511715711,0.22472338570373251,0.21312393715355712,1.0,0.2125,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-16,3511,矽瑪,TPEx,0.2503789137545051,0.2500536490938094,0.5127677330457632,72,72,stock,rs20_top3_risk_tiebreak,0.8625,0.7875,0.0574741511715711,0.0233162401612787,0.2131239371535571,1.0,0.1125,True,True,True,True,True,dispersion_route,rs20_top3_risk_tiebreak,-0.02963423290344136,-0.10679034336433235,-0.0909627400029005,-0.005996661007703907,-0.012835645354391412,-0.006753766776705472,-0.0070006489872156,-0.0436835425030766,-0.065649353706981,-0.0674361441622253,-0.0049483904900261,-0.003940911412807294,False,False,False,0,-0.00665858277521747,-0.08771992957241082,0.8625,0.6,0.0574741511715711,0.22472338570373251,0.21312393715355712,1.0,0.2125,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-16,3511,矽瑪,TPEx,0.2503789137545051,0.2500536490938094,0.5127677330457632,72,72,stock,rs20_top3_risk_tiebreak,0.8625,0.7875,0.0574741511715711,0.0233162401612787,0.2131239371535571,1.0,0.1125,True,True,True,True,True,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,-0.02963423290344136,-0.10679034336433235,-0.0909627400029005,-0.005996661007703907,-0.012835645354391412,-0.006753766776705472,-0.0070006489872156,-0.0436835425030766,-0.065649353706981,-0.0674361441622253,-0.0049483904900261,-0.003940911412807294,False,False,False,0,-0.00665858277521747,-0.08771992957241082,0.8625,0.6,0.0574741511715711,0.22472338570373251,0.21312393715355712,1.0,0.2125,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-16,6552,易華電,TWSE,0.2279206466121317,0.5742960733362339,0.5142112788970785,70,70,stock,stable_strength,0.8625,0.7875,0.0574741511715711,0.0233162401612787,0.2131239371535571,1.0,0.1125,True,True,True,True,True,market_bias_pool_trend_route,stable_strength,-0.02963423290344136,-0.10679034336433235,-0.0909627400029005,-0.005996661007703907,-0.012835645354391412,-0.006753766776705472,-0.0070006489872156,-0.0436835425030766,-0.065649353706981,-0.0674361441622253,-0.0049483904900261,-0.003940911412807294,False,False,False,0,-0.00665858277521747,-0.08771992957241082,0.8625,0.6,0.0574741511715711,0.22472338570373251,0.21312393715355712,1.0,0.2125,1.0,stable_strength,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-16,6552,易華電,TWSE,0.2279206466121317,0.5742960733362339,0.5142112788970785,70,70,stock,stable_strength,0.8625,0.7875,0.0574741511715711,0.0233162401612787,0.2131239371535571,1.0,0.1125,True,True,True,True,True,pool_breadth_route,stable_strength,-0.02963423290344136,-0.10679034336433235,-0.0909627400029005,-0.005996661007703907,-0.012835645354391412,-0.006753766776705472,-0.0070006489872156,-0.0436835425030766,-0.065649353706981,-0.0674361441622253,-0.0049483904900261,-0.003940911412807294,False,False,False,0,-0.00665858277521747,-0.08771992957241082,0.8625,0.6,0.0574741511715711,0.22472338570373251,0.21312393715355712,1.0,0.2125,1.0,stable_strength,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-23,4123,晟德,TPEx,0.2809523840193024,0.0360084291967148,0.610375626081531,49,49,stock,rs20_top3_risk_tiebreak,0.9,0.875,0.0927194216089918,0.0198288657406731,0.3417248215072621,1.0,0.1125,True,True,True,True,True,conservative_hurdle_route,rs20_top3_risk_tiebreak,-0.0006630530970601622,-0.13737818727815088,-0.1363896236058636,-0.0036132662856820374,-0.016917296210940513,-0.009966821103489898,-0.0241216871755464,-0.04745343986078365,-0.0758663599945828,-0.0845542299471558,-0.0171210381883308,-0.010217006287601804,False,False,False,0,0.03480437734284636,-0.10522535754663798,0.9,0.6125,0.09271942160899185,0.260790984866783,0.34172482150726213,0.9875,0.2375,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-23,4123,晟德,TPEx,0.2809523840193024,0.0360084291967148,0.610375626081531,49,49,stock,rs20_top3_risk_tiebreak,0.9,0.875,0.0927194216089918,0.0198288657406731,0.3417248215072621,1.0,0.1125,True,True,True,True,True,dispersion_route,rs20_top3_risk_tiebreak,-0.0006630530970601622,-0.13737818727815088,-0.1363896236058636,-0.0036132662856820374,-0.016917296210940513,-0.009966821103489898,-0.0241216871755464,-0.04745343986078365,-0.0758663599945828,-0.0845542299471558,-0.0171210381883308,-0.010217006287601804,False,False,False,0,0.03480437734284636,-0.10522535754663798,0.9,0.6125,0.09271942160899185,0.260790984866783,0.34172482150726213,0.9875,0.2375,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-23,4123,晟德,TPEx,0.2809523840193024,0.0360084291967148,0.610375626081531,49,49,stock,rs20_top3_risk_tiebreak,0.9,0.875,0.0927194216089918,0.0198288657406731,0.3417248215072621,1.0,0.1125,True,True,True,True,True,hybrid_pullback_base_mega_override,rs20_top3_risk_tiebreak,-0.0006630530970601622,-0.13737818727815088,-0.1363896236058636,-0.0036132662856820374,-0.016917296210940513,-0.009966821103489898,-0.0241216871755464,-0.04745343986078365,-0.0758663599945828,-0.0845542299471558,-0.0171210381883308,-0.010217006287601804,False,False,False,0,0.03480437734284636,-0.10522535754663798,0.9,0.6125,0.09271942160899185,0.260790984866783,0.34172482150726213,0.9875,0.2375,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-23,1795,美時,TPEx,0.2543943963806423,0.3363896236058635,0.6910361667308352,8,8,stock,stable_strength,0.9,0.875,0.0927194216089918,0.0198288657406731,0.3417248215072621,1.0,0.1125,True,True,True,True,True,market_bias_pool_trend_route,stable_strength,-0.0006630530970601622,-0.13737818727815088,-0.1363896236058636,-0.0036132662856820374,-0.016917296210940513,-0.009966821103489898,-0.0241216871755464,-0.04745343986078365,-0.0758663599945828,-0.0845542299471558,-0.0171210381883308,-0.010217006287601804,False,False,False,0,0.03480437734284636,-0.10522535754663798,0.9,0.6125,0.09271942160899185,0.260790984866783,0.34172482150726213,0.9875,0.2375,1.0,stable_strength,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-23,1795,美時,TPEx,0.2543943963806423,0.3363896236058635,0.6910361667308352,8,8,stock,stable_strength,0.9,0.875,0.0927194216089918,0.0198288657406731,0.3417248215072621,1.0,0.1125,True,True,True,True,True,pool_breadth_route,stable_strength,-0.0006630530970601622,-0.13737818727815088,-0.1363896236058636,-0.0036132662856820374,-0.016917296210940513,-0.009966821103489898,-0.0241216871755464,-0.04745343986078365,-0.0758663599945828,-0.0845542299471558,-0.0171210381883308,-0.010217006287601804,False,False,False,0,0.03480437734284636,-0.10522535754663798,0.9,0.6125,0.09271942160899185,0.260790984866783,0.34172482150726213,0.9875,0.2375,1.0,stable_strength,True,False,False,True,False,False,False,False,False,False,True,False
2018-11-30,3037,欣興,TWSE,0.3799270493205248,0.2799038170196203,0.5396471794946512,64,64,stock,rs20_top3_risk_tiebreak,0.9,0.8875,0.0887862186369655,0.0588389450708186,0.9017177537604824,1.0,0.1,True,True,True,True,True,conservative_hurdle_route,rs20_top3_risk_tiebreak,-0.024157818551294175,-0.09599510013593826,-0.11781590493170835,-0.002201712327406957,-0.015248956462013852,-0.010639484472697025,-0.0037965815502783,-0.014730863789508941,-0.0485733309241507,-0.0648827912602499,0.0203251056252681,0.0272930290704321,False,False,False,0,0.01563389936504256,-0.08223275718241907,0.9,0.75,0.08878621863696559,0.3032454242833874,0.9017177537604825,1.0,0.225,1.0,rs20_top3_risk_tiebreak,True,False,False,True,False,False,False,False,False,False,True,False
